Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R170-sim_liq_density-wt,R170-sim_vap_density-wt,R170-sim_Pvap-wt,R170-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
3,93,49.59173029091245,3.977722177812989,3.652451940922206,2.56088798412881,3.578558656902977,2.206452013155284,2.520566862772855,3.817191006186191,2.5872282967473588,2.5755506771726973,2.2600571442365553,11.258852261569311,61.41986342767798,23.755827540003843,27.260532859194708,41.952255353222,4.786980274428375,35.09411619222046,20.135500121703355,35.62569379161495,39.4915426007326,49.59161101986727,3.977722177812989,3.652457397355202,2.56088798412881,3.578558656902977,2.206452013155284,2.520556228095491,3.817191006186191,2.5872282967473588,2.5755506771726973,2.2600571442365553,11.258852261569311,61.420156591956136,23.755827540003843,27.260532859194708,41.952255353222,4.787034350361641,35.09411619222046,20.135500121703355,35.62569379161495,39.4915426007326,0.6498295234919449,3.1931691958318025,6.734614809929395,20.956133056713615,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,251.61233639717102,154.0,3234.0,763.0745892175149,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,37,49.8866041574326,3.6237173954410795,3.6650239643751634,3.376826504771886,3.138988825490751,2.321942873631217,2.5091682148968437,2.6903441023104295,2.450079915628169,3.1850237375315933,2.6245396754038337,69.55986097544282,60.11009900075369,26.712689095842755,17.2079345483619,22.54257758124234,4.971694574952875,40.50049837911087,22.286805344307705,23.681174543203078,44.808515622772845,49.885878876727034,3.6237173954410795,3.6650146890912243,3.376826504771886,3.138988825490751,2.321942873631217,2.5088639715952166,2.6903441023104295,2.450079915628169,3.1850237375315933,2.6245396754038337,69.55986097544282,60.11161164243145,26.712689095842755,17.2079345483619,22.54257758124234,4.971112155316594,40.50049837911087,22.286805344307705,23.681174543203078,44.808515622772845,0.9469505761577006,3.5462292942563627,6.075631175734262,20.512588852122562,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,70.3208498954773,43.0,903.0,494.53866119178696,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,47,49.909871953517595,3.759996577126863,3.646720473990835,3.325439624750524,2.5404165240595153,2.5047334030091797,2.5247298924318438,3.055429292617493,3.6043221680091957,3.144977034383212,3.466285050575022,43.73575578516363,62.799258903903954,46.975769395806516,40.27114210847876,32.27477901696332,4.529440031204402,28.227346276483498,17.786912719438835,49.39859898056558,21.356449796576733,49.909871953517595,3.759996577126863,3.646720473990835,3.325439624750524,2.5404165240595153,2.5047334030091797,2.5247298924318438,3.055429292617493,3.6043221680091957,3.144977034383212,3.466285050575022,43.73575578516363,62.799258903903954,46.975769395806516,40.27114210847876,32.27477901696332,4.529440031204402,28.227346276483498,17.786912719438835,49.39859898056558,21.356449796576733,0.3867847876442189,3.2034566549279293,7.1186634888354,21.112775265173692,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,150.27443647384644,92.0,1932.0,434.1107380762057,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,54,49.93637730164558,2.834044009405148,3.663837114558657,2.0002287496346898,2.604665145263679,2.293511781634226,2.509242970419208,2.3725204227553416,2.691121454086095,2.79353494846134,3.0776334680067134,37.24764343621417,59.8514932620974,23.289396232548636,67.07763336541147,11.780193557865202,5.045589445846096,29.605668082849444,34.55414399560131,19.91354285083318,21.93355211797076,49.93579452618958,2.834044009405148,3.663895501260984,2.0002287496346898,2.604665145263679,2.293511781634226,2.509255689333554,2.3725204227553416,2.691121454086095,2.79353494846134,3.0776334680067134,37.24764343621417,59.85118285036461,23.289396232548636,67.07763336541147,11.780193557865202,5.045129948293508,29.605668082849444,34.55414399560131,19.91354285083318,21.93355211797076,0.8929387477634054,3.26945485108883,6.111654853341067,20.916862612640855,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,129.32047986984253,79.0,1659.0,1240.6306216575783,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,159,53489081.917102344,2.479695518295172,1.9999999999999998,3.239911436762759,3.6579617991003572,2.3135827892921683,1.5,2.1400442874384447,2.9726902218740636,3.2126589233066607,3.1377028741729625,30.62855660594046,10.000000000000002,47.68343925097681,34.709176220530786,45.8116342426633,2.0,38.42315127086146,24.27218451819833,17.321719204995457,27.95294692699372,50.14647037031369,2.479695518295172,3.6599728055540415,3.239911436762759,3.6579617991003572,2.3135827892921683,2.518740966669659,2.1400442874384447,2.9726902218740636,3.2126589233066607,3.1377028741729625,30.62855660594046,59.72758864126379,47.68343925097681,34.709176220530786,45.8116342426633,5.118841434483811,38.42315127086146,24.27218451819833,17.321719204995457,27.95294692699372,117327.9653471543,31155732.269576307,15711450.393706935,1503202.1109148746,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,437.9610950946808,268.0,5628.0,1180.6134114930278,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
13,55,50.39137778965498,2.6304896061907455,3.629443367905925,3.1557144305690707,2.36802040325493,3.575858467651009,2.543878718687005,2.1078185441475057,2.840387360002264,3.3581376731308588,3.837203555955051,10.026131617938235,64.15540574215149,34.477720458475346,73.29592999329098,49.30654656331346,4.416140968927499,35.114902664783585,36.98266694075727,24.99516985934929,35.539166922962906,50.39137778965498,2.6304896061907455,3.629443367905925,3.1557144305690707,2.36802040325493,3.575858467651009,2.543878718687005,2.1078185441475057,2.840387360002264,3.3581376731308588,3.837203555955051,10.026131617938235,64.15540574215149,34.477720458475346,73.29592999329098,49.30654656331346,4.416140968927499,35.114902664783585,36.98266694075727,24.99516985934929,35.539166922962906,0.3379950627319319,2.7288129266796837,7.820031438014679,21.52151698105581,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,171.45864391326904,105.0,2205.0,534.4016002754463,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,90,52.03286671132151,2.6004966790678,3.6968618375651845,3.8026168726985476,3.0831187577747468,3.949480741710164,2.4709696033335766,3.987826049220957,3.0921416082859032,3.052851867811042,2.27085580614434,33.12083611395228,56.2365257773951,20.425686668777196,58.466417525987254,11.975979845371276,5.639365643684093,45.18211884933155,39.24372011275741,39.182974972315904,21.60228803343588,51.26836093522519,2.6004966790678,3.698113188632826,3.8026168726985476,3.0831187577747468,3.949480741710164,2.472213670763,3.987826049220957,3.0921416082859032,3.052851867811042,2.27085580614434,33.12083611395228,56.191309321273856,20.425686668777196,58.466417525987254,11.975979845371276,5.654546375745989,45.18211884933155,39.24372011275741,39.182974972315904,21.60228803343588,1.4730756550035842,4.280022860469385,8.141905338223344,17.026902146730226,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,194.453754901886,119.0,2499.0,428.3597774807777,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,28,438347.1608556548,3.7332165483330257,3.9999999999999996,3.6528139952586827,3.7082308876730776,2.1974868036406963,3.0,3.407033976305306,3.220481625293259,3.5992305234720554,2.0691424397432683,60.0655177460737,10.000000000000002,26.880395564392956,26.70950442343954,51.099715632958315,10.000000000000002,42.88060373025507,30.615118120121007,42.39622951744602,49.66651242683443,52.38392586266849,3.7332165483330257,3.723818543977395,3.6528139952586827,3.7082308876730776,2.1974868036406963,2.431348862244752,3.407033976305306,3.220481625293259,3.5992305234720554,2.0691424397432683,60.0655177460737,54.97162213779457,26.880395564392956,26.70950442343954,51.099715632958315,5.783850988125611,42.88060373025507,30.615118120121007,42.39622951744602,49.66651242683443,8042.9008936470345,201741.99977986354,69845.3847693271,41249.2009880117,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,98.11449980735779,60.0,1260.0,832.1766409094946,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,47,52.9524224094079,3.9003522384941594,3.7229467135765937,3.831212699532549,3.2831324178926744,2.7800154282824923,2.4377831330965276,3.208620965839946,3.099095843017125,3.8523628534129073,3.837466871267212,35.666914840031076,53.87182154518136,21.307118334230186,18.21141876357643,18.78014527303754,6.098584033418733,15.75336818459693,48.17895739261884,43.94904149097564,15.525664325974283,52.95225714721861,3.9003522384941594,3.7229461532676975,3.831212699532549,3.2831324178926744,2.7800154282824923,2.4377958239936808,3.208620965839946,3.099095843017125,3.8523628534129073,3.837466871267212,35.666914840031076,53.87181112319765,21.307118334230186,18.21141876357643,18.78014527303754,6.098580817995982,15.75336818459693,48.17895739261884,43.94904149097564,15.525664325974283,1.5195243480829113,3.9993223666833875,5.477044529060715,18.88121478041596,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,102.91529369354248,63.0,1323.0,390.64066080468956,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,52,8756.580005595551,2.8316974365350545,3.6507181613790607,2.4673322784784997,2.203934518851595,3.0317140339370594,2.379152506805708,2.305343288186326,3.2436124634808303,3.088020237627876,3.3082746939414887,19.395460108102892,51.59991833665824,24.43319408699498,43.75786858379216,61.04424183440524,5.916752871999002,26.35268609041653,45.5522831740039,44.56483626607244,33.845420740809026,53.61667139281647,2.8316974365350545,3.7315960746752266,2.4673322784784997,2.203934518851595,3.0317140339370594,2.4222271043955903,2.305343288186326,3.2436124634808303,3.088020237627876,3.3082746939414887,19.395460108102892,53.638130954122744,24.43319408699498,43.75786858379216,61.04424183440524,6.108656498519285,26.35268609041653,45.5522831740039,44.56483626607244,33.845420740809026,44.30112718738485,4320.108594560876,3430.8858644692627,680.445826076226,0.013627174568760591,17.221460616629106,59.45625185231137,0.02379910755865272,151.99847793579102,93.0,1953.0,937.0309203353235,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
