Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,R143a-sim_liq_density-wt,R143a-sim_vap_density-wt,R143a-sim_Pvap-wt,R143a-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
13,222,121.40630156981686,3.2126589233066607,3.504444666775976,3.3652861351643466,2.7732734686544678,3.159490438491593,2.7602823452471004,2.9534156740324704,58.44673800892265,60.315133626832804,42.62228699120642,8.470726285684064,27.95294692699372,37.04011274575476,27.452117792180633,121.40630156981686,3.2126589233066607,3.504444666775976,3.3652861351643466,2.7732734686544678,3.159490438491593,2.7602823452471004,2.9534156740324704,58.44673800892265,60.315133626832804,42.62228699120642,8.470726285684064,27.95294692699372,37.04011274575476,27.452117792180633,4.649221621446358,5.324873995551239,4.5706819212121985,31.504609462451775,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,447.73237466812134,283.0,4245.0,227.35049293898214,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,89,121.85034925786016,2.6894733053665867,3.5345025366987155,3.3786749717788434,2.7649928748007757,3.6894688907844433,3.8107846374172984,2.9580048266981263,45.51254304132427,58.79995946394725,44.06289348884724,8.472914443624653,35.96886076760575,15.54366464427925,26.36116239518151,121.7581959083255,2.6894733053665867,3.530398091759303,3.378309054823619,2.7642691454570874,3.6894688907844433,3.8107846374172984,2.958975610687345,45.51254304132427,58.85142173371378,43.84659861144094,8.458627366621082,35.96886076760575,15.54366464427925,26.54775775796879,4.697179511095428,4.017011011911268,4.106601749943408,30.683733378410523,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,155.96630215644836,98.0,1470.0,1341.8727773336886,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,152,122.41921591854509,2.7897512258471098,3.52882386494435,3.363121381457156,2.720338687746326,2.2701583160934624,3.011324331353793,2.9830166612045317,71.61806372914928,58.18248584652897,46.157779636518256,8.576426501951678,26.622225102839295,19.584889568382092,25.98268174650823,122.41921591854509,2.7897512258471098,3.52882386494435,3.363121381457156,2.720338687746326,2.2701583160934624,3.011324331353793,2.9830166612045317,71.61806372914928,58.18248584652897,46.157779636518256,8.576426501951678,26.622225102839295,19.584889568382092,25.98268174650823,4.109248585815142,3.437840568993576,4.071621568180142,30.91787560133774,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,354.43526911735535,224.0,3360.0,437.2230571098677,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
4,109,122.52086874426526,2.56088798412881,3.790622058097892,3.139647149047061,2.7717331315630327,3.817191006186191,2.5872282967473588,2.885645861456277,18.45185718768805,43.11856362043621,61.439507409801635,8.082127799533898,24.29413307802792,32.20506057481184,28.620856657661957,122.52009300126032,2.56088798412881,3.79057938037189,3.139756529195412,2.7717825114616073,3.817191006186191,2.5872282967473588,2.885711975446384,18.45185718768805,43.115798190381575,61.43917540081411,8.0828859535381,24.29413307802792,32.20506057481184,28.620546121428433,4.93214136503399,4.6435103766926185,8.704225840905613,17.784017436824737,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,196.18672156333923,124.0,1860.0,573.0420903613345,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,138,123.78562051791086,3.8651909260743267,3.867788990236246,3.5498211867380096,2.1678654114171128,3.5077523769224928,3.846049071092966,2.9808682688397,18.07761252819071,27.92838933411753,40.12532405378885,7.566742909171385,23.617387366106605,45.100978203901086,35.031810108573545,123.78561304832535,3.8651909260743267,3.867791591598277,3.5498205874890814,2.167867739259514,3.5077523769224928,3.846049071092966,2.980866980812724,18.07761252819071,27.92847333156256,40.12526378813988,7.566708195254794,23.617387366106605,45.100978203901086,35.03184638349171,1.003766851642208,0.8223817506164692,12.56254328345419,23.066558706202564,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,234.27651858329773,147.0,2205.0,466.53180566657784,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,78,124.17953498416766,3.3415775815751743,3.537349958143426,3.381448434006953,2.663939623020257,2.8029591669390808,2.6347678919165536,3.012220683672908,37.96607260338219,56.00156093835662,47.19940162810782,8.48341969494853,29.93453532718115,27.017118392104805,25.73634106143869,124.09128312481965,3.3415775815751743,3.5368292738869656,3.377888754413076,2.6621248449415047,2.8029591669390808,2.6347678919165536,3.0123930176431357,37.96607260338219,56.10025737510043,47.24105334581679,8.435262934897597,29.93453532718115,27.017118392104805,25.81851052492505,4.049598500432351,2.6845224771688345,3.196293445673323,30.848935222738845,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,141.68986678123474,89.0,1335.0,3850.5944755306864,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,50,138.29813063782595,2.3396608391291376,3.6344912831664415,3.3009677871038807,2.6236796240690436,3.9157790603010034,3.066330569946034,3.0242445812306418,30.508516015394097,49.48662929356854,58.614704637078006,7.464287708389544,41.25505102307387,49.61013811172732,25.778251997943922,137.8030624887217,2.3396608391291376,3.639317044521915,3.275667064991467,2.6202650298419776,3.9157790603010034,3.066330569946034,3.0222734127320203,30.508516015394097,49.61427009024194,58.6874259251493,7.645300027096731,41.25505102307387,49.61013811172732,26.059048108893833,4.974043369328544,1.6467973595556293,5.582270633356608,24.37727203569782,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,102.07102298736572,64.0,960.0,1361.4449595878853,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,42,138.40532007309736,2.753160629491549,3.7683685156074365,3.165101018726726,2.81129926556443,3.1494230094162043,3.2561523966147004,2.901856961852775,48.1441671426454,53.571415051478894,60.34214528083142,6.911078762524247,39.43200369565561,45.256780051911,25.545665558283854,138.405317130853,2.753160629491549,3.7683718080219446,3.165096353415943,2.8113028213192113,3.1494230094162043,3.2561523966147004,2.901853853123596,48.1441671426454,53.57139548443545,60.342104268501174,6.911117130654999,39.43200369565561,45.256780051911,25.545639173885615,6.070219196295478,7.034954252317109,8.794773826221542,18.5655515307557,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,74.71307754516602,47.0,705.0,393.16685318411936,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,48,149.73776131990036,2.834044009405148,3.6117593884925796,3.2459784299474013,2.6787923172024666,2.293511781634226,2.1846771895375956,2.995578514429162,32.46144725779811,49.38332458273561,55.39647466088944,4.476841434191059,38.98268251388659,22.155828740603113,33.59655924292542,149.68495682070585,2.834044009405148,3.614449639210852,3.2475883876231455,2.678203951023264,2.293511781634226,2.1846771895375956,2.9964428595024346,32.46144725779811,49.373510937381724,55.38739449491522,4.472839244374102,38.98268251388659,22.155828740603113,33.5242316191939,4.529230696762221,4.626803406364094,12.389435100456598,22.944879691861487,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,115.94938158988953,73.0,1095.0,2600.280380140332,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,100,152.15437445010545,2.027903145951194,3.6101186697762655,3.2504821874883296,2.7208293358348397,3.9003522384941594,3.1133063763903124,2.9736905073282798,51.70180358151195,51.575975039885634,54.84279235956991,4.377784977438944,34.2341772527997,47.41634993472588,33.16643922290103,152.14879197570173,2.027903145951194,3.6104436949191268,3.250231481338668,2.7204195975499568,3.9003522384941594,3.1133063763903124,2.9735117866522707,51.70180358151195,51.578358586270696,54.850528245077406,4.376032659043706,34.2341772527997,47.41634993472588,33.16104268908569,3.7774459936651468,6.034087033953552,12.990774565719413,22.639061542441034,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,198.7993688583374,126.0,1890.0,814.686064481748,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
