Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,R143a-sim_liq_density-wt,R143a-sim_vap_density-wt,R143a-sim_Pvap-wt,R143a-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
11,162,99.23440085236598,3.1124804679808378,3.2799938035979,3.6518496181225735,1.7123455219360273,2.0891037570895232,2.2149882582121854,3.3000759360790948,56.344283724873996,60.57299147238447,48.20318543389605,7.501476306112531,48.85467155000953,34.88351616719798,21.371291986436574,99.2275034077914,3.1124804679808378,3.282099488820518,3.6507306589805517,1.7109856310114824,2.0891037570895232,2.2149882582121854,3.299490990809197,56.344283724873996,60.57449790106089,48.193972954113306,7.505431500406246,48.85467155000953,34.88351616719798,21.372771838025436,0.09161027980939083,0.8332235170225822,9.821335837861229,14.67216512131657,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,288.50749158859253,182.0,2730.0,2479.1747757349676,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,91,103.07012229012473,2.0057406540623175,3.4802874864858953,3.765830669979568,2.4312480267944707,3.771884198621549,2.7145395200049993,3.0892923451866423,50.518407526467186,28.857594749520448,57.32939008867009,3.112721737636774,49.906299765801826,21.0319177920865,28.90255042472568,103.0621082431356,2.0057406540623175,3.4798777968764045,3.7652946166572363,2.4302750705331397,3.771884198621549,2.7145395200049993,3.090046437379437,50.518407526467186,28.887929618587933,57.32108256736474,3.1109711213840625,49.906299765801826,21.0319177920865,28.902812779491637,0.41811569405876203,0.9535439137911443,10.688724558352458,16.959283155675895,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,162.4637007713318,102.0,1530.0,527.7368149924505,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,119,106.89716913568103,2.867352697978917,3.4773399328665215,3.8190013591838836,2.2377150977329965,3.1557144305690707,2.36802040325493,3.1542157001575903,49.78202650792071,36.17640441593757,55.38019885484488,3.8865528658972655,47.15106222921341,15.014070871197509,23.39711752607299,106.89576211550987,2.867352697978917,3.477723662413767,3.818648732640069,2.237305487709765,3.1557144305690707,2.36802040325493,3.1542880468594108,49.78202650792071,36.173943618165914,55.373067989505635,3.889049233981099,47.15106222921341,15.014070871197509,23.402578825053855,0.23765828849644938,0.47424499478826576,11.046400306705685,15.139759229261603,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,214.21031761169434,135.0,2025.0,230.39005240252243,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,125,107.09159238692307,3.1056439573715315,3.440245531129937,3.5005908378020436,2.040536132751156,3.1715185429165755,3.939191496639349,3.219368049617697,11.212073809241298,55.285931229049424,53.63766533487369,7.495193125472,28.575122542246014,45.22396490958001,22.538620925262407,107.09155544392934,3.1056439573715315,3.440242615773511,3.500588994785951,2.040537472768967,3.1715185429165755,3.939191496639349,3.21936454757417,11.212073809241298,55.285896072311274,53.63754876878083,7.4952447953860615,28.575122542246014,45.22396490958001,22.53855689895436,0.028060977732232963,1.518022907631246,9.019029811808284,20.991958413729282,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,227.60689091682434,143.0,2145.0,589.4360778044231,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,91,107.36756533456816,3.5055111074776275,3.414292958358322,3.6209718355454052,1.8716355781712384,2.3868685652466555,3.2789217617598796,3.245927446786095,70.11251807595781,55.501823820873675,48.941112647082484,7.780666779321465,42.02623103401364,46.773554837623344,21.5169818896988,107.36732707795757,3.5055111074776275,3.4142995856276723,3.6209713914314925,1.8716159053938641,2.3868685652466555,3.2789217617598796,3.2459308308438137,70.11251807595781,55.50198745817256,48.94114271665747,7.780639156166289,42.02623103401364,46.773554837623344,21.51691061182508,0.10820547611053516,1.3706877932729922,9.241936328871853,17.01889685706361,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,158.6119029521942,100.0,1500.0,244.03250566664804,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,263,110.59235060794566,2.5398557835300517,3.5048138176165313,3.4804037089537037,2.2010943972833856,3.326882995636896,3.2433914404182436,3.175464489544395,71.71680181595964,43.99268064270821,57.66787905551821,7.345082109972757,23.29594430850597,46.61828321967889,24.61051487562029,110.59234953505192,2.5398557835300517,3.504813479267434,3.4804037169073885,2.2010942961751514,3.326882995636896,3.2433914404182436,3.1754646419827806,71.71680181595964,43.99268276298223,57.66787937277965,7.345086334262327,23.29594430850597,46.61828321967889,24.610512877203682,0.6043511626350091,0.5441058854870854,9.390604925890432,19.87504939075604,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,450.0369505882263,285.0,4275.0,710.1194777511324,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,87,110.59499168013015,3.1482352109840264,3.463011994594485,3.751262244296795,2.291771455613361,2.2046688576556512,2.8281119756391364,3.1504932752313137,36.92165251924868,34.18876191366765,55.26880013434395,4.312817754907898,33.0211189220408,48.06081645967847,25.665095807288502,110.59499168013015,3.1482352109840264,3.463011994594485,3.751262244296795,2.291771455613361,2.2046688576556512,2.8281119756391364,3.1504932752313137,36.92165251924868,34.18876191366765,55.26880013434395,4.312817754907898,33.0211189220408,48.06081645967847,25.665095807288502,1.0407268352086905,0.5331219032088531,12.504010891299544,15.81627261636484,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,183.1997652053833,116.0,1740.0,5021.850324185097,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,108,110.76980002110349,2.0547751863958523,3.501613600276494,3.482419779124664,2.1937862991089445,2.2807738771904673,2.3962029781697574,3.1775102515836546,72.93700242176087,43.638986823011884,57.75002165356954,7.309917582609682,46.31123322263466,17.97654739794223,24.712040985719074,110.7695890640391,2.0547751863958523,3.5015992930737854,3.4824161007628023,2.1937883738579895,2.2807738771904673,2.3962029781697574,3.177520427502803,72.93700242176087,43.63905473367974,57.75046625456314,7.308979905464447,46.31123322263466,17.97654739794223,24.71258401271624,0.5650254807568106,0.6284488338045712,9.317518396007513,19.98341975225198,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,187.05242538452148,118.0,1770.0,944.8483879563016,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,229,111.91959258518438,2.504651489140647,3.5119442659212075,3.5084862517808246,2.204588536773393,3.940039978176624,3.6936576029800703,3.1726184763377847,42.095031427467454,42.53451664510144,56.446498348931236,6.985601199992508,15.650167076209334,17.45077503017278,25.03858699211837,111.84792903225771,2.504651489140647,3.504711789434658,3.506910409649323,2.203441102128182,3.940039978176624,3.6936576029800703,3.1745959335658176,42.095031427467454,42.54778360781991,56.43061002935475,7.015530516333149,15.650167076209334,17.45077503017278,25.11506500507247,0.9289167100274165,0.9950578845201465,10.228040964760014,18.51602020425629,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,421.65139842033386,266.0,3990.0,259.2599698019362,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,84,112.49963326675783,3.8068038305757668,3.4744913197805505,3.4023344088165492,2.1301416006567484,2.795353673971067,2.330708394233865,3.1936113508569184,32.604780883457934,50.09554139968001,53.94908501813902,6.287878375087255,36.828527246946315,41.2829851909568,26.986435098120808,112.49957269578354,3.8068038305757668,3.4743447825449607,3.4021634674404346,2.130882990548571,2.795353673971067,2.330708394233865,3.1935356791884137,32.604780883457934,50.09669384070164,53.94496814888633,6.295098864884745,36.828527246946315,41.2829851909568,26.98770619858391,0.6605077730149385,1.5212166423067897,9.73294886506088,20.921889176347204,0.002659477199083589,8.96409497277095,183.3377734370916,0.09085791069930928,143.91667819023132,91.0,1365.0,412.3846167510436,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
