Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H_min,sigma_F_min,epsilon_C1_min,epsilon_C2_min,epsilon_H_min,epsilon_F_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H_cum,sigma_F_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H_cum,epsilon_F_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
12,29,40.925949777151736,3.239952053727304,3.685313059003029,2.487541193059168,3.682823125299872,46.6284518081614,58.40463762766754,5.188223990893534,28.315304958565616,40.92590519382176,3.239952053727304,3.6853116644478807,2.487545569368825,3.682823125299872,46.6284518081614,58.40456408482698,5.188180510118054,28.315304958565616,1.3752025613554024,3.011624783619498,6.967679667308745,17.964266071677976,51.27942180633545,67.0,603.0,132.86664890309973,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
21,81,40.93428865454706,3.267899603847352,3.685452852871314,2.48739438119347,2.320105107016062,11.366558538953043,58.2768870111153,5.218690982365831,45.35819331232691,40.93417672605359,3.267899603847352,3.685410898372144,2.487415316093241,2.320105107016062,11.366558538953043,58.277351069952296,5.2190227240207125,45.35819331232691,1.398182873124156,2.96904750618532,7.02648881992245,17.92201985482241,65.70612478256226,89.0,801.0,301.04032642221824,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
23,112,40.93560430572082,2.87958788609945,3.6866790170180312,2.485728193248269,2.214804984801802,40.61826260592459,58.29831977434807,5.202322031648561,28.965562495818897,40.93560430572082,2.87958788609945,3.6866790170180312,2.485728193248269,2.214804984801802,40.61826260592459,58.29831977434807,5.202322031648561,28.965562495818897,1.371623203724643,3.0276572347682777,6.960767904987869,17.935577319043432,111.39516615867616,150.0,1350.0,49.148876454392045,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,83,40.95472777680772,2.912979870284021,3.6814132611169614,2.4921654268010576,2.1585707832695693,48.20939002004802,59.14291915466693,5.040626554174016,47.36903556331731,40.95471888332289,2.912979870284021,3.681413725134029,2.4921638728461684,2.1585707832695693,48.20939002004802,59.14285192486957,5.040637932664418,47.36903556331731,1.289023822299553,3.101101788230232,7.145791380586001,17.857335312930335,72.86852383613586,98.0,882.0,141.63845018696503,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,110,40.95653507201836,2.544636152873636,3.6873123524349074,2.4852947072213643,2.826984369223739,66.86742573236947,58.05195334524775,5.258957919355973,49.44880894507816,40.95646876925446,2.544636152873636,3.687317336702245,2.4852983859999664,2.826984369223739,66.86742573236947,58.05209158110462,5.259002832256176,49.44880894507816,1.4288424492479468,2.9776863942077987,6.904880662044974,17.965038410253904,102.22102975845335,136.0,1224.0,77.26050270894396,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,29,40.966919874910005,3.922407171364593,3.679118358450737,2.494256073245471,2.296223356550146,72.96085896091638,59.29286935280654,5.024702655639008,24.52438915968705,40.966910014749295,3.922407171364593,3.6791146687968905,2.494262681125276,2.296223356550146,72.96085896091638,59.29289752051912,5.024732909990656,24.52438915968705,1.2262881957588594,3.032479335182936,7.294378427984663,17.92462633127019,35.185405015945435,46.0,414.0,67.5807134556739,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,120,41.03039941227695,2.194112426687506,3.677215699345549,2.4965396376471025,2.313774708823797,22.130801127915223,59.650498656117314,4.955593320395774,28.25618821516836,41.03039068963993,2.194112426687506,3.677175806730757,2.4965467688939134,2.313774708823797,22.130801127915223,59.65126715013532,4.955721871863464,28.25618821516836,1.1854711517792111,3.0794796358893515,7.350356360136922,17.90562931753936,100.7346932888031,134.0,1206.0,222.2566989642105,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,122,41.103982691897045,3.46286226316609,3.6740692213330775,2.500251813324517,3.8611645566640265,64.47656830720315,59.96559717595349,4.9091478109062345,22.323869702628397,41.10398056689512,3.46286226316609,3.6740651568052742,2.50025414917133,3.8611645566640265,64.47656830720315,59.96560037376432,4.90917883453235,22.323869702628397,1.1574630173309908,3.061923556155023,7.502891518179036,17.883388019844208,109.47330117225648,144.0,1296.0,94.75257127631228,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,192,41.14706791870131,3.882576797323787,3.692860807259872,2.4783329816713926,2.6119162378276517,49.23254456549785,57.210765639248905,5.425458147316095,22.41567107722019,41.146971386838,3.882576797323787,3.692859183100703,2.4783381551188715,2.6119162378276517,49.23254456549785,57.21100433542271,5.4254075169168985,22.41567107722019,1.489625870066393,2.9271136053768827,6.687215146460163,18.10398741352046,174.1741588115692,246.0,2214.0,108.48899547029043,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
7,96,41.16218195367797,2.882516026699782,3.671588279912528,2.5030652512108063,2.025980112693999,28.15682569158866,60.14616338797369,4.889546415323225,33.092472449924195,41.16215841339911,2.882516026699782,3.6715847586746495,2.5030622733840477,2.025980112693999,28.15682569158866,60.14611302303418,4.889592667571551,33.092472449924195,1.1362204321420273,3.0317787596524584,7.596335395689773,17.92722666373229,92.91393065452576,124.0,1116.0,130.6651125394901,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
