Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,R125-sim_liq_density-wt,R125-sim_vap_density-wt,R125-sim_Pvap-wt,R125-sim_Hvap-wt,Run Time,jac evals,Termination
1,1,1345.0252282491379,2.0974497616182544,2.5782193195796332,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,1345.0252282491379,2.0974497616182544,2.5782193195796332,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,6677658.217107004,1623932.650242508,28889.634201058267,654145.6986740301,5.8438307719007854e-06,8.935146422172317e-05,0.0030160111525639583,0.001641269602015731,16.233395099639893,11,0
1,2,1345.0252282491379,2.097449861618254,2.5782193195796332,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,1345.0252282491379,2.0974497616182544,2.5782193195796332,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,6677658.217107004,1623932.650242508,28889.634201058267,654145.6986740301,5.8438307719007854e-06,8.935146422172317e-05,0.0030160111525639583,0.001641269602015731,16.233395099639893,11,0
1,3,1345.0251942133775,2.0974497616182544,2.578219419579633,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,1345.0251942133775,2.0974497616182544,2.578219419579633,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,6677657.790901708,1623932.5937013829,28889.63277004082,654145.6806999948,5.843830889209001e-06,8.935146546466297e-05,0.0030160112279008404,0.0016412696056002346,16.233395099639893,11,0
1,4,1345.0252358964951,2.0974497616182544,2.5782193195796332,2.5814496202468447,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,1345.0251942133775,2.0974497616182544,2.578219419579633,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,6677658.369695733,1623932.6614665722,28889.634293902614,654145.7023084287,5.843830766015931e-06,8.935146402176602e-05,0.0030160111514862522,0.0016412696018649389,16.233395099639893,11,0
1,5,1345.0252282491379,2.0974497616182544,2.5782193195796332,2.581449520246845,2.0432325998318994,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,1345.0251942133775,2.0974497616182544,2.578219419579633,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,6677658.217107004,1623932.650242508,28889.634201058267,654145.6986740301,5.8438307719007854e-06,8.935146422172317e-05,0.0030160111525639583,0.001641269602015731,16.233395099639893,11,0
1,6,1345.0252241902006,2.0974497616182544,2.5782193195796332,2.581449520246845,2.043232499831899,2.411845630534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,1345.0251942133775,2.0974497616182544,2.578219419579633,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,6677658.332464183,1623932.6157877557,28889.633070259806,654145.6967950853,5.843830831553177e-06,8.935146478974531e-05,0.0030160112063831877,0.0016412696050515803,16.233395099639893,11,0
1,7,1345.025225236943,2.0974497616182544,2.5782193195796332,2.581449520246845,2.043232499831899,2.411845530534878,2.101546613390753,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,1345.0251942133775,2.0974497616182544,2.578219419579633,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,6677658.377941931,1623932.6156311238,28889.63350575148,654145.6957878193,5.843830859437103e-06,8.935146484768451e-05,0.0030160112139110034,0.0016412696060011261,16.233395099639893,11,0
1,8,1345.0252282491379,2.0974497616182544,2.5782193195796332,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.647674310423717,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,1345.0251942133775,2.0974497616182544,2.578219419579633,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,6677658.217107004,1623932.650242508,28889.634201058267,654145.6986740301,5.8438307719007854e-06,8.935146422172317e-05,0.0030160111525639583,0.001641269602015731,16.233395099639893,11,0
1,9,1345.0252148721067,2.0974497616182544,2.5782193195796332,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15417035332913,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,1345.0251942133775,2.0974497616182544,2.578219419579633,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,6677658.137248518,1623932.634967824,28889.633903358117,654145.6920570408,5.843830776242114e-06,8.935146424416157e-05,0.0030160111557293893,0.0016412696020997705,16.233395099639893,11,0
1,10,1345.0252182288102,2.0974497616182544,2.5782193195796332,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.46491634861865,35.42569466765096,17.434983411441017,45.3591569397581,1345.0251942133775,2.0974497616182544,2.578219419579633,2.581449520246845,2.043232499831899,2.411845530534878,2.1015465133907534,29.6476731077001,53.15416915060551,4.464915145895031,35.42569466765096,17.434983411441017,45.3591569397581,6677658.121954702,1623932.6374474056,28889.633969326387,654145.6938894461,5.843830774186413e-06,8.93514642694295e-05,0.0030160111558072025,0.001641269602075702,16.233395099639893,11,0
