Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,R14-sim_liq_density-wt,R14-sim_vap_density-wt,R14-sim_Pvap-wt,R14-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
9,78,661.5452228409085,3.433271424285917,3.3936363229798,2.1320003454441245,2.6331945789036992,3.5077523769224928,3.846049071092966,2.9202925438856786,30.567616530911998,11.292208699586714,11.703714147051755,2.226451904166357,23.617387366106605,45.100978203901086,32.38449650118564,661.5450129515178,3.433314685539165,3.3936363229798,2.1320003454441245,2.6331945789036992,3.5077523769224928,3.846049071092966,2.9203008584070167,30.566831547376665,11.292208699586714,11.703714147051755,2.226451904166357,23.617387366106605,45.100978203901086,32.3839999987419,0.24619243061779134,9.619179377941837,8.232071625885833,5.276077387252246,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,97.9039351940155,85.0,1275.0,544.4962430055955,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,27,967.6940529915228,3.2151383536061258,3.578558656902977,2.206452013155284,2.1718402892638577,3.817191006186191,2.5872282967473588,2.929615292395011,34.116885918543126,11.258852261569311,54.12430964109292,3.6930249280004728,24.29413307802792,32.20506057481184,34.635468917069055,967.6913331232143,3.2151310620704714,3.578558656902977,2.206452013155284,2.1718402892638577,3.817191006186191,2.5872282967473588,2.929614028128842,34.11424246917579,11.258852261569311,54.12430964109292,3.6930249280004728,24.29413307802792,32.20506057481184,34.63652539407599,0.31115894497712693,46.059513422369946,65.16240810953268,11.57148721757762,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,41.333991289138794,36.0,540.0,81355.47668531841,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,92,972.8314924749875,2.9166933479592543,3.8802149646667337,3.16402835989416,2.8182479766177657,3.6894688907844433,3.8107846374172984,2.9358746375427804,38.8234792062415,61.90923342488258,28.571725362719597,5.922028180959422,35.96886076760575,15.54366464427925,38.52896463637548,972.8301444952782,2.9166715237392022,3.8802149646667337,3.16402835989416,2.8182479766177657,3.6894688907844433,3.8107846374172984,2.935863200044362,38.82323909318853,61.90923342488258,28.571725362719597,5.922028180959422,35.96886076760575,15.54366464427925,38.52884616876074,0.16013812451771778,54.89116512828596,51.94797731829667,21.625456810803144,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,129.39940094947815,112.0,1680.0,1779.6172306599165,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,66,973.9625944719224,2.932126744382338,3.6147210577696827,2.6304896061907455,2.839333062787727,3.1557144305690707,2.36802040325493,2.9357897832639424,38.706866264218434,13.504102684793944,37.3125892000736,7.432550692523438,47.15106222921341,15.014070871197509,38.26393321684241,973.9625944719224,2.932126744382338,3.6147210577696827,2.6304896061907455,2.839333062787727,3.1557144305690707,2.36802040325493,2.9357897832639424,38.706866264218434,13.504102684793944,37.3125892000736,7.432550692523438,47.15106222921341,15.014070871197509,38.26393321684241,0.14608610903243197,52.99739777137046,53.35208304621417,20.230643883659113,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,160.37971377372742,138.0,2070.0,3980.03147704059,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,67,978.8221129831385,2.8963777061273226,2.13307296270823,2.5206301971570815,2.707131845615018,2.3868685652466555,3.2789217617598796,2.936622482187338,39.643816974089034,27.11429008166222,14.287470894461547,7.880527706309357,42.02623103401364,46.773554837623344,38.679101123277334,978.7148513795642,2.893934734096816,2.13307296270823,2.5206301971570815,2.707131845615018,2.3868685652466555,3.2789217617598796,2.9365421370208713,39.63876147715839,27.11429008166222,14.287470894461547,7.880527706309357,42.02623103401364,46.773554837623344,38.72458972301926,0.16102601685239443,54.74772043035556,47.451712800948314,22.350696195964385,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,86.40246915817261,75.0,1125.0,16014.06988187228,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,40,986.3201285033871,2.999255046561917,2.29345714981162,3.178611073806568,2.549637540031396,2.2046688576556512,2.8281119756391364,2.933194590231004,35.982561751753025,13.246974831495667,44.833266384508256,7.310357161758311,33.0211189220408,48.06081645967847,37.890325608058596,986.3171351265089,2.9992268361502887,2.29345714981162,3.178611073806568,2.549637540031396,2.2046688576556512,2.8281119756391364,2.933185711640134,35.98245296140939,13.246974831495667,44.833266384508256,7.310357161758311,33.0211189220408,48.06081645967847,37.89031128518858,0.22169576411466008,62.4514389503144,74.15984196148165,20.851641095201323,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,86.20879030227661,75.0,1125.0,1939.916795452527,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,122,990.6365253101844,2.8944641199426857,3.756285006858826,2.1966936676661,2.131661437507578,3.9157790603010034,3.066330569946034,2.9371453093567528,40.4343840418604,54.622560299302954,64.25066867332926,2.1463062187535344,41.25505102307387,49.61013811172732,38.452073086379876,990.6365021637838,2.894464837054729,3.756285006858826,2.1966936676661,2.131661437507578,3.9157790603010034,3.066330569946034,2.9371452987972986,40.434372597266055,54.622560299302954,64.25066867332926,2.1463062187535344,41.25505102307387,49.61013811172732,38.45206161237942,0.12310856292263184,45.423933774727004,42.49053410147733,19.334648438054373,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,151.14456462860107,131.0,1965.0,19666.36383337774,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,109,997.761030322499,2.3054723762430767,2.27291045132137,2.119835379024423,1.6820151836111061,2.0891037570895232,2.2149882582121854,2.916287867881235,56.191924703962336,46.381603833519264,10.816138710342532,2.575794237515894,48.85467155000953,34.88351616719798,45.59340989791387,997.761030322499,2.3054723762430767,2.27291045132137,2.119835379024423,1.6820151836111061,2.0891037570895232,2.2149882582121854,2.916287867881235,56.191924703962336,46.381603833519264,10.816138710342532,2.575794237515894,48.85467155000953,34.88351616719798,45.59340989791387,0.4109251892960819,8.225622323035289,11.320383095291136,9.19326477613047,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,217.63783431053162,189.0,2835.0,1587.8355093702814,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,77,999.1180258500794,2.304730723343762,3.926525056881424,2.3479113333609285,1.6894942791594558,2.2701583160934624,3.011324331353793,2.917347353325926,56.90066852238024,63.762505626097635,10.976233748237957,3.4095700446004424,26.622225102839295,19.584889568382092,45.53656538788343,999.1175100730583,2.3047535075238876,3.926525056881424,2.3479113333609285,1.6894942791594558,2.2701583160934624,3.011324331353793,2.9173514766306674,56.900389266099324,63.762505626097635,10.976233748237957,3.4095700446004424,26.622225102839295,19.584889568382092,45.53623274545497,0.36349251737164806,8.181904149836733,11.536506796990928,10.48334385999309,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,112.35546159744263,97.0,1455.0,2380.8204636290966,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,69,1001.4431527740946,2.312335739998306,3.1377028741729625,2.634724818644321,2.9829242316186733,3.159490438491593,2.7602823452471004,2.913976610166389,54.30264103875325,53.50013807445701,27.219771248082616,2.5306786754275326,27.95294692699372,37.04011274575476,45.68634138702949,1001.443117579658,2.3123270106050318,3.1377028741729625,2.634724818644321,2.9829242316186733,3.159490438491593,2.7602823452471004,2.913974635874653,54.30269489464115,53.50013807445701,27.219771248082616,2.5306786754275326,27.95294692699372,37.04011274575476,45.686343104096565,0.5185178045215763,11.982204694397735,12.958950597405615,6.858091997515678,0.0012798427341568891,84.655556203774,5695.158348107287,0.2250072217670122,129.3022177219391,112.0,1680.0,1827.3213606892264,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
