2,sigma_C2
5,sigma_F
6,epsilon_Cm
1,sigma_C1
11,epsilon_F
3,sigma_Hc
0,sigma_Cm
7,epsilon_C1
9,epsilon_Hc
4,sigma_H
10,epsilon_H
8,epsilon_C2
