Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_H2_min,sigma_F_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_H2_min,epsilon_F_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_H2_cum,sigma_F_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_H2_cum,epsilon_F_cum,R41-sim_liq_density-sse,R41-sim_vap_density-sse,R41-sim_Pvap-sse,R41-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
3,54,76.48999438323557,3.3502917290857352,3.7624253273134127,2.4442546106734944,2.5947736477723247,3.048932574471558,73.4013331056256,39.213544653645314,9.454328306799503,10.04289017836192,36.17209622236492,76.48958137833209,3.350337807383372,3.7624253273134127,2.4441875368734234,2.5947736477723247,3.048850181919221,73.41721610160803,39.213544653645314,9.452326212104726,10.04289017836192,36.15579641312428,0.4611324893809509,8.28356861770563,10.327568558968997,28.56624842222948,65.875657081604,61.0,671.0,35.026343369748645,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,55,76.49095090968872,3.350075098297493,3.8986395333058335,2.443869264935658,2.268517665028212,3.0495857039974945,73.40764096559346,50.42643883887037,9.455425229654514,10.066548514494448,36.17894028085302,76.49095090968872,3.350075098297493,3.8986395333058335,2.443869264935658,2.268517665028212,3.0495857039974945,73.40764096559346,50.42643883887037,9.455425229654514,10.066548514494448,36.17894028085302,0.4639153295474942,8.308169562976204,10.33074495653794,28.55504301324516,100.36444640159608,96.0,1056.0,29.215809574562574,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,73,85.90899344198033,3.419367948905986,2.053562927879358,2.527032287776132,2.892994715444382,2.914141917848321,65.63127658785655,12.334887704327786,9.158622120965276,10.128019729984366,41.92581852304299,85.90898861464869,3.419371877993129,2.053562927879358,2.527034115699399,2.892994715444382,2.914142524983645,65.63139092258214,12.334887704327786,9.158718295077472,10.128019729984366,41.92583399239823,3.1128171200183834,10.32326835892526,12.121132984880944,24.6128408980471,113.4904124736786,106.0,1166.0,36.2169286792788,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,140,85.91320628459118,3.4187662441299187,2.939468790267507,2.5263869320198724,2.963882271609145,2.9152718447467336,65.74778604102032,24.787780914302424,9.16356368851131,14.868067910624433,41.78533889649672,85.91320628459118,3.4187662441299187,2.939468790267507,2.5263869320198724,2.963882271609145,2.9152718447467336,65.74778604102032,24.787780914302424,9.16356368851131,14.868067910624433,41.78533889649672,3.0617592060435084,10.140706025988264,12.070343132535005,24.651318341030983,181.68815207481384,167.0,1837.0,50.08615329958256,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,65,85.91397244393052,3.4186803157441563,3.862156648982291,2.526253049537255,2.3896649871121207,2.9153533742204267,65.76420307478685,27.236638018273183,9.161718559715892,8.312184165294225,41.77507997380219,85.91396062953052,3.4186827804041258,3.862156648982291,2.5262548324370258,2.3896649871121207,2.915354964455235,65.76418702952371,27.236638018273183,9.161731001702188,8.312184165294225,41.77512648989681,3.041785425080024,10.129671047806386,12.071556852999027,24.668711852943883,95.25677871704102,88.0,968.0,46.96658673061551,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,65,85.92341363913803,3.419950551949462,2.825899323037197,2.5279186329125025,2.3659897003209,2.9131134061026627,65.47725910900571,24.37373071202036,9.149125572012617,5.57335836109029,42.15435561762676,85.9234112817345,3.419951538158108,2.825899323037197,2.527912911710599,2.3659897003209,2.9131158868062785,65.47727194481914,24.37373071202036,9.14909171782169,5.57335836109029,42.15433044406358,3.2000063157267125,10.459514680442684,12.082580121182788,24.64605814692277,89.15234565734863,82.0,902.0,93.78140154543031,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,49,85.93174226389388,3.4206930282765087,2.99158734010941,2.528017962917297,2.5521523475635477,2.9124090565175456,65.40777317421718,29.14051127647204,9.148060921870382,14.6044229330768,42.19609110501729,85.93174224062437,3.4206931634235085,2.99158734010941,2.528018067255291,2.5521523475635477,2.912408926537155,65.40777468330674,29.14051127647204,9.148060742682024,14.6044229330768,42.19608170305267,3.2221824844774725,10.623751073526993,12.168204431068864,24.559950314045736,65.78260135650635,61.0,671.0,150.71604938271605,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,36,85.94996150288588,3.417726551296409,3.126625594291712,2.525280315396583,2.240407959354413,2.9168416277887266,65.96597405211938,14.062346069506615,9.169592954541246,7.015533601137913,41.52471847976449,85.94993874803575,3.417728985084624,3.126625594291712,2.52528170483406,2.240407959354413,2.9168295517516625,65.96603528184974,14.062346069506615,9.169541874910948,7.015533601137913,41.52474499932652,2.942308537027308,9.843829231594794,12.012241201011614,24.712845129689995,46.51961278915405,44.0,484.0,47.43469224620304,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,62,86.24837027520414,3.420769683596645,3.974984058706998,2.530884967699766,2.680121177787551,2.9112348448702514,65.02743288822708,48.08371353964204,9.106050401982223,14.794228314889445,42.992505546422095,86.24836206718442,3.420767501664169,3.974984058706998,2.5308827751987266,2.680121177787551,2.9112390177011367,65.027646604999,48.08371353964204,9.106056578182944,14.794228314889445,42.99231040885416,3.5342613776123435,10.52849567638576,11.61619852041153,24.883631988197894,73.84086060523987,69.0,759.0,210.65671906918908,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
23,46,86.26866087029924,3.4234882117531877,3.368065873936631,2.532487205617288,1.584257891642429,2.906228893268299,64.71327767879733,47.26052419452845,9.113241812004256,3.657431123695247,43.17710022801236,86.26864949642031,3.423491083099928,3.368065873936631,2.532483817434885,1.584257891642429,2.9062318396462543,64.71305732856625,47.26052419452845,9.113254609749731,3.657431123695247,43.17704080685306,3.584067628841915,11.250554746975045,12.073675966944446,24.627106946556044,58.27165293693543,55.0,605.0,204.71331379340967,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,49,88.0701126606957,3.397636637850243,2.888279652368206,2.510271948592001,2.149112240322108,2.943658872670259,68.8376526125701,42.99346570492931,9.203885965416694,10.124836220051122,39.02909915074819,88.07003750652235,3.3976503230160287,2.888279652368206,2.51027100268499,2.149112240322108,2.9436447020877003,68.83699495726617,42.99346570492931,9.2038199082334,10.124836220051122,39.028906481369006,1.6119189416189823,5.453728457828959,10.175852195211808,26.74161325828232,64.15709710121155,59.0,649.0,55.69659827693401,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,44,88.22982928813606,3.471281117791612,2.893751987645295,2.388996741552086,1.605361681956119,2.9357481511820205,66.83198227576314,35.11281290742986,6.822370851896831,5.871329253410631,45.38602002199021,88.22982376371871,3.4712849902539173,2.893751987645295,2.3889844103300257,1.605361681956119,2.935760642358073,66.831997964157,35.11281290742986,6.822325378581012,5.871329253410631,45.3860320097292,0.8832148266033915,10.460028917332457,21.60253531569696,17.878216455408058,54.99924039840698,51.0,561.0,26.85083932853717,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,53,89.87809069279834,3.5058858512382143,2.01308221442111,2.6607723516973207,2.9402454157946165,2.433161294805043,70.27740153784059,61.79903559937205,7.187854177469518,13.331268808851348,35.81147125759776,89.87808858872688,3.5058860893913306,2.01308221442111,2.6607692347240834,2.9402454157946165,2.4331636558044387,70.27733490839582,61.79903559937205,7.187855957617411,13.331268808851348,35.81148296170392,1.4871282736646525,22.12460146799837,13.951010833025492,17.334524509022188,83.72693943977356,80.0,880.0,68.28940403232968,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,50,89.88436787430913,3.5056502973234203,2.9368127559348203,2.6613597470823995,2.49379226991833,2.4323929620554336,70.26770292750795,19.48610789644684,7.187712715430401,2.1014872206008453,35.86691769026117,89.88436343669952,3.505650197518477,2.9368127559348203,2.6613598474519504,2.49379226991833,2.4323935581610074,70.26768272601292,19.48610789644684,7.1877232851805735,2.1014872206008453,35.86688094357384,1.4826206070025358,21.912664208742164,13.904798925797706,17.386846549489437,59.76068162918091,55.0,605.0,69.34470682792008,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
