Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_12_min,sigma_F_3_min,sigma_F_4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_12_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_12_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_12_cum,epsilon_F_3_cum,epsilon_F_4_cum,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
16,40,44.08762336443833,3.831352902843605,3.7499232899117962,3.376826504771886,3.138988825490751,2.321942873631217,2.933760045526612,2.2402644170008736,2.450079915628169,3.1850237375315933,2.6245396754038337,58.553126857809694,69.12630912185124,26.712689095842755,17.2079345483619,22.54257758124234,42.4729710941276,8.011455747061152,22.286805344307705,23.681174543203078,44.808515622772845,44.087621250147485,3.831352370363343,3.7499232899117962,3.376826504771886,3.138988825490751,2.321942873631217,2.933760045526612,2.2402644407803156,2.450079915628169,3.1850237375315933,2.6245396754038337,58.55312667995971,69.12630912185124,26.712689095842755,17.2079345483619,22.54257758124234,42.4729710941276,8.011454479213615,22.286805344307705,23.681174543203078,44.808515622772845,0.9639832433703435,1.2832148135593204,5.377189476936702,21.19709693932938,86.73419880867004,48.0,1008.0,339.3565325517364,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,34,35.04903590819549,3.7595960118100997,2.9875394285374597,3.239911436762759,3.6579617991003572,2.3135827892921683,2.037152404354819,2.4732287609527273,2.9726902218740636,3.2126589233066607,3.1377028741729625,61.64021572569148,74.26005003680919,47.68343925097681,34.709176220530786,45.8116342426633,58.44673800892265,6.252168664821461,24.27218451819833,17.321719204995457,27.95294692699372,35.048697330166576,3.759608512447316,2.9875394285374597,3.239911436762759,3.6579617991003572,2.3135827892921683,2.037152404354819,2.473220795794313,2.9726902218740636,3.2126589233066607,3.1377028741729625,61.640223579442875,74.26005003680919,47.68343925097681,34.709176220530786,45.8116342426633,58.44673800892265,6.252157994586932,24.27218451819833,17.321719204995457,27.95294692699372,3.5490972224445434,1.1556489636547203,7.261974066531238,16.369047960561,84.26155090332031,48.0,1008.0,398.92942534861,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,78,36.30365816961099,3.7714723655332376,3.807683911652744,3.325439624750524,2.5404165240595153,2.5047334030091797,3.7097958853948043,2.446925622924853,3.6043221680091957,3.144977034383212,3.466285050575022,60.02587638573443,60.10745418262273,46.975769395806516,40.27114210847876,32.27477901696332,14.43360764708577,6.6206640324299455,17.786912719438835,49.39859898056558,21.356449796576733,36.297974847232446,3.771153010727117,3.807683911652744,3.325439624750524,2.5404165240595153,2.5047334030091797,3.7097958853948043,2.4469046948568343,3.6043221680091957,3.144977034383212,3.466285050575022,60.025170577813704,60.10745418262273,46.975769395806516,40.27114210847876,32.27477901696332,14.43360764708577,6.621531117556566,17.786912719438835,49.39859898056558,21.356449796576733,2.3098824664956252,1.7312908967782579,6.735377768320826,17.540788260689954,274.5416042804718,86.0,1806.0,485.40914823696596,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,140,40.023480634208354,3.7978435412104568,2.2860116565161985,3.8026168726985476,3.0831187577747468,3.949480741710164,3.273208800003794,2.379545136284583,3.0921416082859032,3.052851867811042,2.27085580614434,56.17329944852905,11.704206874264264,20.425686668777196,58.466417525987254,11.975979845371276,33.82530132084339,7.68876570404342,39.24372011275741,39.182974972315904,21.60228803343588,40.023479197370015,3.7978445595204793,2.2860116565161985,3.8026168726985476,3.0831187577747468,3.949480741710164,3.273208800003794,2.3795456352682813,3.0921416082859032,3.052851867811042,2.27085580614434,56.17332562203479,11.704206874264264,20.425686668777196,58.466417525987254,11.975979845371276,33.82530132084339,7.68876157319994,39.24372011275741,39.182974972315904,21.60228803343588,0.1614048365820454,1.9941619203148648,5.287172038747437,21.247924259713542,450.07810401916504,247.0,5187.0,449.8344704562004,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,98,32.38236684565425,3.7722312057522007,2.420348019829679,3.5055111074776275,2.13307296270823,2.5206301971570815,3.6095091274866906,2.428056896762628,3.2789217617598796,3.049340618247467,3.8496159407987007,63.6729750230597,14.287470894461547,57.77928761376353,60.19157192031105,69.00803041272908,70.57818449779444,5.997806279670663,23.20267301424972,36.58724249505802,48.21557122406658,32.38213979730091,3.7722364561021795,2.420348019829679,3.5055111074776275,2.13307296270823,2.5206301971570815,3.6095091274866906,2.428059625510331,3.2789217617598796,3.049340618247467,3.8496159407987007,63.6731326158431,14.287470894461547,57.77928761376353,60.19157192031105,69.00803041272908,70.57818449779444,5.997817784413043,23.20267301424972,36.58724249505802,48.21557122406658,1.6446757155833684,0.7672668483281515,6.7343254918248565,15.41257587710054,495.83421087265015,158.0,3318.0,479.1286237071887,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
13,102,32.24871499936244,3.7743468492171095,3.7857774170503022,3.1557144305690707,2.36802040325493,3.575858467651009,3.2240623540898676,2.4199660786163735,2.840387360002264,3.3581376731308588,3.837203555955051,63.976724227148225,73.48934468701889,34.477720458475346,73.29592999329098,49.30654656331346,63.874977518745055,5.966045722866773,36.98266694075727,24.99516985934929,35.539166922962906,32.2482969966578,3.774356387782956,3.7857774170503022,3.1557144305690707,2.36802040325493,3.575858467651009,3.2240623540898676,2.419971024156906,2.840387360002264,3.3581376731308588,3.837203555955051,63.97701439518239,73.48934468701889,34.477720458475346,73.29592999329098,49.30654656331346,63.874977518745055,5.966067042661962,36.98266694075727,24.99516985934929,35.539166922962906,1.4142634418707203,0.7358611403606884,6.693857649328033,15.21870402551551,340.8204972743988,191.0,4011.0,808.7653105824584,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
11,223,37.30255936206087,3.83557334168625,3.1133063763903124,3.831212699532549,3.2831324178926744,2.7800154282824923,2.9719813341938197,2.2978561949226424,3.099095843017125,3.8523628534129073,3.837466871267212,53.01643781574034,72.61206434864629,21.307118334230186,18.21141876357643,18.78014527303754,42.86804076899829,8.929454140688684,48.17895739261884,43.94904149097564,15.525664325974283,37.302382277492654,3.835579065956308,3.1133063763903124,3.831212699532549,3.2831324178926744,2.7800154282824923,2.9719813341938197,2.2978586830526933,3.099095843017125,3.8523628534129073,3.837466871267212,53.016571963310575,72.61206434864629,21.307118334230186,18.21141876357643,18.78014527303754,42.86804076899829,8.929475750320245,48.17895739261884,43.94904149097564,15.525664325974283,0.013921315916560827,0.05680638557094242,6.8469726549720935,18.79034103803378,923.0099534988403,303.0,6363.0,361.9048228084199,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
4,130,29.306012972456653,3.75085414019075,2.8281119756391364,3.38880031545549,2.8283585390538053,2.099906917892174,3.0717928118310227,2.4591624633933407,3.029778224116617,3.889189511981627,3.173110081003986,70.57694567432813,18.935855769505444,19.052962571299307,62.48043376611905,35.84899440405969,20.74802281260063,4.8275314200458554,27.17180509109273,41.27842360976545,40.4099294872658,29.305912091900417,3.7508607561036316,2.8281119756391364,3.38880031545549,2.8283585390538053,2.099906917892174,3.0717928118310227,2.459165831476377,3.029778224116617,3.889189511981627,3.173110081003986,70.57718214119045,18.935855769505444,19.052962571299307,62.48043376611905,35.84899440405969,20.74802281260063,4.8275357197253586,27.17180509109273,41.27842360976545,40.4099294872658,1.7236191024596998,0.4485045268959089,4.436024468231616,14.457914709255382,882.3636603355408,308.0,6468.0,370.3720756727951,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
20,118,40.477205317192556,3.7826196469119653,3.1631548146885824,3.97950341532741,2.4078124504662437,2.4954658035247097,2.5243461675458234,2.415865614611041,2.9139506548713854,2.1138588768221895,3.017032481220479,54.93698901032521,61.909275909413665,29.3265397979727,11.794390777042738,48.573109215200375,64.8496278805273,7.796001756760625,41.24504087541502,32.88995174039949,33.9333131736766,40.47704423879034,3.7826233250183416,3.1631548146885824,3.97950341532741,2.4078124504662437,2.4954658035247097,2.5243461675458234,2.4158675043305595,2.9139506548713854,2.1138588768221895,3.017032481220479,54.93708172950139,61.909275909413665,29.3265397979727,11.794390777042738,48.573109215200375,64.8496278805273,7.796013715739597,41.24504087541502,32.88995174039949,33.9333131736766,0.38565082283472507,1.919681458316738,6.439210660795094,21.642237968794284,609.1226937770844,165.0,3465.0,404.06920685673686,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,70,29.828974046438997,3.763951234023283,3.7166276728580843,3.51016437693536,3.3961144968946053,3.7289588601091994,2.645361993673493,2.429165427570154,2.9017478728266983,2.7642055040630344,2.821622699844371,68.57175466542506,30.629956487288005,50.424758914819606,37.96607260338219,73.2971350652714,54.05705794323023,5.178791865654597,29.93453532718115,27.017118392104805,42.91735813854984,29.828752304936977,3.7638963076220167,3.7166276728580843,3.51016437693536,3.3961144968946053,3.7289588601091994,2.645361993673493,2.429425194961461,2.9017478728266983,2.7642055040630344,2.821622699844371,68.56779808048204,30.629956487288005,50.424758914819606,37.96607260338219,73.2971350652714,54.05705794323023,5.17880569405443,29.93453532718115,27.017118392104805,42.91735813854984,1.341763499216895,0.3509368548144985,5.368685348557582,13.900030269969372,205.82321405410767,117.0,2457.0,370.75998664679275,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
