sigma_C1,sigma_H1,epsilon_C1,epsilon_H1,temperature
0.8345688561953742,0.7313414069707419,0.9195114163236335,0.38807323046048553,0.5
0.8433750805406478,0.7786035076764907,0.9916155686272821,0.2874026886262576,0.0
0.788812844314236,0.7836100168000673,0.8258650427627691,0.5109149625945526,0.5
0.8948661128587891,0.40816942921729404,0.6807942319190474,0.999957468908213,0.5
0.9125412583144936,0.44454452935390076,0.7383760074972052,0.8417453127064851,0.25
0.7795903952661761,0.8144499285513062,0.8312483563688916,0.7324026830447322,1.0
0.8277354513986598,0.4122956740265127,0.9202781410302139,0.48388030106572777,0.0
0.8738431487176767,0.6797763016396928,0.7709462276538178,0.5751176822630442,0.0
0.7523825108466802,0.8799994552246714,0.7957187648172048,0.9816139398184859,0.5
0.8353622059578427,0.712417921339244,0.9860497767744552,0.27681004576009804,1.0
0.8736598770586237,0.6018844963075953,0.6197726070304889,0.8522852593255408,0.25
0.7997617710958331,0.8146616564841674,0.9823812526708933,0.4550936626955755,0.0
0.8477432349731087,0.7894309502474334,0.8622966337939951,0.42829192795900933,1.0
0.6842010485823932,0.827296230787124,0.774809175891141,0.8660559974206398,0.25
0.6990338778924362,0.8624929231503081,0.8515376962539256,0.8336992714669703,1.0
0.7253449221505428,0.9294074068935375,0.9901979848607967,0.8436518604534154,0.5
0.8277354513986598,0.4122956740265127,0.9202781410302139,0.48388030106572777,0.75
0.7818128010504115,0.7917827890049655,0.6886473965844816,0.7193109328916318,0.75
0.8041633454403706,0.7032863256162253,0.9071640662704085,0.3903744047573829,0.75
0.8079225589400482,0.7491196065411486,0.6226976716098925,0.8430246966138304,0.0
0.6667419985754832,0.8519662757642882,0.8589977779940406,0.8893581467887578,1.0
0.7387053288746286,0.8975031649194567,0.916725718380977,0.7844097712061745,1.0
0.7850145404929936,0.8080803474902867,0.9573021691941181,0.36819938081989323,0.5
0.9125412583144936,0.44454452935390076,0.7383760074972052,0.8417453127064851,0.75
0.723341904770541,0.8260148161150181,0.9916902512603312,0.46846861718500804,0.25
0.845444008683602,0.45177614077585065,0.9673237781598183,0.3904985763884313,0.0
0.8739694087645691,0.6307473354667761,0.8901486241883804,0.3971215454468136,0.5
0.7668164109341021,0.8133289575668267,0.6884213064958441,0.9374590214992533,0.25
0.6985404333187997,0.8420503586122946,0.9495698597198385,0.5907301149201537,0.0
0.9233781382916916,0.5515618723884727,0.6396528012264421,0.9279614698823258,0.75
