sigma_C1,sigma_H1,epsilon_C1,epsilon_H1,temperature
0.8152041027150577,0.35719776342502396,0.9713961270651775,0.4610497098123412,0.75
0.7638906428409552,0.8569931338198887,0.9162210537301687,0.48155110158375913,0.75
0.621493782864118,0.8841039847287782,0.9902682258388569,0.8347678817825553,0.0
0.6981495006896276,0.9110110069923655,0.7083403244171128,0.9355477024268463,1.0
0.7523825108466802,0.8799994552246714,0.7957187648172048,0.9816139398184859,1.0
0.8666169977533386,0.4953187559960907,0.8354996990252336,0.5481228110482941,0.0
0.8353622059578427,0.712417921339244,0.9860497767744552,0.27681004576009804,0.0
0.7692865259823147,0.8644508388735416,0.7431141500610426,0.6704468998129987,0.5
0.6687533498195627,0.8874259266845229,0.9173135429281036,0.9316451171344631,1.0
0.8881413017264991,0.6120709517879801,0.7111699614865991,0.7003796220650933,0.0
0.7612887925943861,0.7525081109000874,0.7965634280338351,0.6057538461761213,0.0
0.7649811507470476,0.7967865921639019,0.6096661759520021,0.9389080544512686,0.5
0.7604284169759431,0.8494310788883529,0.7505817832357193,0.8653099240682615,0.75
0.9371876989640162,0.6790656754087593,0.7361569641830727,0.9936362262125733,0.5
0.8666169977533386,0.4953187559960907,0.8354996990252336,0.5481228110482941,0.5
0.7970794096548321,0.5939567421208202,0.8620307428913602,0.5039770355765669,0.0
0.9539405106627051,0.4055759438658446,0.9884932993406469,0.8600679658867233,0.5
0.7997617710958331,0.8146616564841674,0.9823812526708933,0.4550936626955755,0.75
0.9233781382916916,0.5515618723884727,0.6396528012264421,0.9279614698823258,0.25
0.8916743040547872,0.6299186685539007,0.8212671374987284,0.5103209958878298,0.0
0.9371876989640162,0.6790656754087593,0.7361569641830727,0.9936362262125733,1.0
0.8633499208860997,0.7129640673235299,0.9497091596883245,0.3164422799138326,0.75
0.8666169977533386,0.4953187559960907,0.8354996990252336,0.5481228110482941,0.25
0.9468837001452922,0.3773073392480488,0.9746992615838378,0.9904300737666949,0.25
0.9125412583144936,0.44454452935390076,0.7383760074972052,0.8417453127064851,0.5
0.868535054518708,0.6154659072947274,0.6997097908102482,0.6818305528367404,0.25
0.6990338778924362,0.8624929231503081,0.8515376962539256,0.8336992714669703,0.0
0.8881413017264991,0.6120709517879801,0.7111699614865991,0.7003796220650933,1.0
0.7604284169759431,0.8494310788883529,0.7505817832357193,0.8653099240682615,0.25
0.7692865259823147,0.8644508388735416,0.7431141500610426,0.6704468998129987,0.75
0.8340206177558156,0.7984612977835154,0.7367059827201012,0.7911518498875253,0.75
0.9306332635524741,0.5760662596332866,0.7874605157457142,0.9368565463650672,0.0
0.822127815202897,0.7189697819430095,0.6713776970658379,0.763920129596421,0.0
0.7638906428409552,0.8569931338198887,0.9162210537301687,0.48155110158375913,0.25
0.7850145404929936,0.8080803474902867,0.9573021691941181,0.36819938081989323,0.75
0.868535054518708,0.6154659072947274,0.6997097908102482,0.6818305528367404,0.5
0.8633499208860997,0.7129640673235299,0.9497091596883245,0.3164422799138326,0.5
0.6981495006896276,0.9110110069923655,0.7083403244171128,0.9355477024268463,0.75
0.8402016751526655,0.6849791743065209,0.6492506479078992,0.7720505764415458,0.25
0.8152041027150577,0.35719776342502396,0.9713961270651775,0.4610497098123412,0.25
0.8557342389722571,0.6630767032028994,0.557706078556376,0.9453439228744245,0.25
0.8916743040547872,0.6299186685539007,0.8212671374987284,0.5103209958878298,1.0
0.7018305527935356,0.8859634752745432,0.8722892365583154,0.6815122224874054,0.5
0.8548384681305076,0.6514187940602273,0.7692232391371343,0.5506298988400424,0.5
0.8354554046301181,0.8087130896630548,0.6972811103786406,0.8901556958230179,0.5
0.7612887925943861,0.7525081109000874,0.7965634280338351,0.6057538461761213,0.75
0.7604284169759431,0.8494310788883529,0.7505817832357193,0.8653099240682615,0.0
0.8354554046301181,0.8087130896630548,0.6972811103786406,0.8901556958230179,1.0
0.723341904770541,0.8260148161150181,0.9916902512603312,0.46846861718500804,1.0
0.6981495006896276,0.9110110069923655,0.7083403244171128,0.9355477024268463,0.5
0.9468837001452922,0.3773073392480488,0.9746992615838378,0.9904300737666949,1.0
0.7987579714461542,0.7519563398749254,0.632587119634092,0.8216658820340745,0.0
0.8299025177579082,0.684290543564796,0.8322137506095258,0.46524325412827,0.5
0.8041633454403706,0.7032863256162253,0.9071640662704085,0.3903744047573829,1.0
0.7604284169759431,0.8494310788883529,0.7505817832357193,0.8653099240682615,1.0
0.7668164109341021,0.8133289575668267,0.6884213064958441,0.9374590214992533,1.0
0.8678583295617541,0.5167593534737668,0.8907632374729239,0.44737878233752365,0.75
0.9233781382916916,0.5515618723884727,0.6396528012264421,0.9279614698823258,0.0
0.7692865259823147,0.8644508388735416,0.7431141500610426,0.6704468998129987,1.0
0.8152041027150577,0.35719776342502396,0.9713961270651775,0.4610497098123412,0.0
0.7997617710958331,0.8146616564841674,0.9823812526708933,0.4550936626955755,0.25
0.6985404333187997,0.8420503586122946,0.9495698597198385,0.5907301149201537,0.5
0.7987579714461542,0.7519563398749254,0.632587119634092,0.8216658820340745,1.0
0.5904719654666243,0.8525136447267566,0.9008394800165863,0.9292468398397535,0.25
0.8875178521666637,0.43621810369251746,0.7845633822268049,0.7048658540694273,0.25
0.9371876989640162,0.6790656754087593,0.7361569641830727,0.9936362262125733,0.0
0.621493782864118,0.8841039847287782,0.9902682258388569,0.8347678817825553,0.5
0.8477432349731087,0.7894309502474334,0.8622966337939951,0.42829192795900933,0.5
0.621493782864118,0.8841039847287782,0.9902682258388569,0.8347678817825553,0.75
0.8855167180922295,0.4912905858920288,0.726848351987803,0.7479283345135685,0.25
0.8663189444905858,0.6439701740948006,0.6406382238824236,0.817243198798447,0.25
0.8738431487176767,0.6797763016396928,0.7709462276538178,0.5751176822630442,0.25
0.9233781382916916,0.5515618723884727,0.6396528012264421,0.9279614698823258,1.0
0.8299025177579082,0.684290543564796,0.8322137506095258,0.46524325412827,1.0
0.8678583295617541,0.5167593534737668,0.8907632374729239,0.44737878233752365,0.0
0.868535054518708,0.6154659072947274,0.6997097908102482,0.6818305528367404,1.0
0.8875178521666637,0.43621810369251746,0.7845633822268049,0.7048658540694273,0.75
0.6842010485823932,0.827296230787124,0.774809175891141,0.8660559974206398,0.0
0.8433750805406478,0.7786035076764907,0.9916155686272821,0.2874026886262576,1.0
0.6981495006896276,0.9110110069923655,0.7083403244171128,0.9355477024268463,0.25
0.8707669414372906,0.4054540465887887,0.8411148573169065,0.640510488075167,0.25
0.8354554046301181,0.8087130896630548,0.6972811103786406,0.8901556958230179,0.0
0.8739694087645691,0.6307473354667761,0.8901486241883804,0.3971215454468136,1.0
0.7668164109341021,0.8133289575668267,0.6884213064958441,0.9374590214992533,0.75
0.8707669414372906,0.4054540465887887,0.8411148573169065,0.640510488075167,1.0
0.8747179917442937,0.6013490800916135,0.9756479095172357,0.3298364860621949,0.75
0.8417934998614511,0.7519581664829494,0.9417377040897689,0.49504593147056003,0.75
0.8340206177558156,0.7984612977835154,0.7367059827201012,0.7911518498875253,0.5
0.8353622059578427,0.712417921339244,0.9860497767744552,0.27681004576009804,0.25
0.8738431487176767,0.6797763016396928,0.7709462276538178,0.5751176822630442,0.75
0.8916743040547872,0.6299186685539007,0.8212671374987284,0.5103209958878298,0.5
0.723341904770541,0.8260148161150181,0.9916902512603312,0.46846861718500804,0.5
0.8557342389722571,0.6630767032028994,0.557706078556376,0.9453439228744245,0.0
0.7649811507470476,0.7967865921639019,0.6096661759520021,0.9389080544512686,1.0
0.9125412583144936,0.44454452935390076,0.7383760074972052,0.8417453127064851,1.0
0.8663189444905858,0.6439701740948006,0.6406382238824236,0.817243198798447,0.0
0.822127815202897,0.7189697819430095,0.6713776970658379,0.763920129596421,0.25
0.6903251875047552,0.843313670009484,0.76049627416892,0.9769406367424314,1.0
0.6667419985754832,0.8519662757642882,0.8589977779940406,0.8893581467887578,0.5
0.6634134475610778,0.8557511305189486,0.8253876977753453,0.9905180887487219,0.75
0.8120485147524702,0.8157667769733788,0.8865617777281983,0.6502579920133105,0.0
0.6058135030296332,0.8849026733675079,0.9898820987938952,0.9311265043872734,0.5
0.8736598770586237,0.6018844963075953,0.6197726070304889,0.8522852593255408,0.75
0.723341904770541,0.8260148161150181,0.9916902512603312,0.46846861718500804,0.0
0.7795903952661761,0.8144499285513062,0.8312483563688916,0.7324026830447322,0.75
0.8354554046301181,0.8087130896630548,0.6972811103786406,0.8901556958230179,0.75
0.6903251875047552,0.843313670009484,0.76049627416892,0.9769406367424314,0.75
0.6842010485823932,0.827296230787124,0.774809175891141,0.8660559974206398,0.5
0.9306332635524741,0.5760662596332866,0.7874605157457142,0.9368565463650672,1.0
0.6985404333187997,0.8420503586122946,0.9495698597198385,0.5907301149201537,0.75
0.8152041027150577,0.35719776342502396,0.9713961270651775,0.4610497098123412,1.0
0.8639623006138346,0.7341436354915353,0.8132118033058975,0.49472775578736483,0.75
0.8739694087645691,0.6307473354667761,0.8901486241883804,0.3971215454468136,0.75
0.6687533498195627,0.8874259266845229,0.9173135429281036,0.9316451171344631,0.25
0.8277354513986598,0.4122956740265127,0.9202781410302139,0.48388030106572777,1.0
0.9071896890131456,0.47147161682067545,0.6684129990273227,0.9116535309189198,1.0
0.8639623006138346,0.7341436354915353,0.8132118033058975,0.49472775578736483,0.5
0.69570240714341,0.897927417308214,0.8048145754884345,0.7955089679314525,1.0
0.7387053288746286,0.8975031649194567,0.916725718380977,0.7844097712061745,0.25
0.8678583295617541,0.5167593534737668,0.8907632374729239,0.44737878233752365,0.5
0.788812844314236,0.7836100168000673,0.8258650427627691,0.5109149625945526,0.25
0.8299025177579082,0.684290543564796,0.8322137506095258,0.46524325412827,0.25
0.5904719654666243,0.8525136447267566,0.9008394800165863,0.9292468398397535,1.0
0.9071896890131456,0.47147161682067545,0.6684129990273227,0.9116535309189198,0.25
0.7612887925943861,0.7525081109000874,0.7965634280338351,0.6057538461761213,0.25
0.9071896890131456,0.47147161682067545,0.6684129990273227,0.9116535309189198,0.0
0.8736598770586237,0.6018844963075953,0.6197726070304889,0.8522852593255408,1.0
0.9371876989640162,0.6790656754087593,0.7361569641830727,0.9936362262125733,0.25
0.8354554046301181,0.8087130896630548,0.6972811103786406,0.8901556958230179,0.25
0.7018305527935356,0.8859634752745432,0.8722892365583154,0.6815122224874054,0.75
0.8417934998614511,0.7519581664829494,0.9417377040897689,0.49504593147056003,0.5
0.8340206177558156,0.7984612977835154,0.7367059827201012,0.7911518498875253,0.0
0.7638906428409552,0.8569931338198887,0.9162210537301687,0.48155110158375913,1.0
0.8417934998614511,0.7519581664829494,0.9417377040897689,0.49504593147056003,0.25
0.8477432349731087,0.7894309502474334,0.8622966337939951,0.42829192795900933,0.0
0.7253449221505428,0.9294074068935375,0.9901979848607967,0.8436518604534154,0.25
0.7176029808930331,0.7932540088292549,0.810190801682537,0.7365714908893357,1.0
0.8678583295617541,0.5167593534737668,0.8907632374729239,0.44737878233752365,1.0
0.845444008683602,0.45177614077585065,0.9673237781598183,0.3904985763884313,0.25
0.8299025177579082,0.684290543564796,0.8322137506095258,0.46524325412827,0.75
0.8666169977533386,0.4953187559960907,0.8354996990252336,0.5481228110482941,1.0
0.7818128010504115,0.7917827890049655,0.6886473965844816,0.7193109328916318,0.0
0.8633499208860997,0.7129640673235299,0.9497091596883245,0.3164422799138326,0.25
0.8736598770586237,0.6018844963075953,0.6197726070304889,0.8522852593255408,0.5
0.8548384681305076,0.6514187940602273,0.7692232391371343,0.5506298988400424,0.75
0.9539405106627051,0.4055759438658446,0.9884932993406469,0.8600679658867233,0.0
0.69570240714341,0.897927417308214,0.8048145754884345,0.7955089679314525,0.0
0.8433750805406478,0.7786035076764907,0.9916155686272821,0.2874026886262576,0.25
0.6985404333187997,0.8420503586122946,0.9495698597198385,0.5907301149201537,1.0
0.7638906428409552,0.8569931338198887,0.9162210537301687,0.48155110158375913,0.5
0.6903251875047552,0.843313670009484,0.76049627416892,0.9769406367424314,0.25
0.9233781382916916,0.5515618723884727,0.6396528012264421,0.9279614698823258,0.5
0.7370344559713126,0.7876697107011993,0.7005651660858498,0.8386669390632285,1.0
0.8855167180922295,0.4912905858920288,0.726848351987803,0.7479283345135685,0.5
0.8548384681305076,0.6514187940602273,0.7692232391371343,0.5506298988400424,0.0
0.8739694087645691,0.6307473354667761,0.8901486241883804,0.3971215454468136,0.0
0.7768644758913911,0.8775398792085634,0.8328377154400459,0.8452804626561257,0.75
0.7795903952661761,0.8144499285513062,0.8312483563688916,0.7324026830447322,0.5
0.8120485147524702,0.8157667769733788,0.8865617777281983,0.6502579920133105,0.5
0.8277354513986598,0.4122956740265127,0.9202781410302139,0.48388030106572777,0.25
0.8477432349731087,0.7894309502474334,0.8622966337939951,0.42829192795900933,0.75
0.8290822841824201,0.7627973866184655,0.7444316142330573,0.5712428316350158,0.75
0.7370344559713126,0.7876697107011993,0.7005651660858498,0.8386669390632285,0.5
0.8747179917442937,0.6013490800916135,0.9756479095172357,0.3298364860621949,0.5
0.8738431487176767,0.6797763016396928,0.7709462276538178,0.5751176822630442,0.5
0.7818128010504115,0.7917827890049655,0.6886473965844816,0.7193109328916318,0.5
0.8079225589400482,0.7491196065411486,0.6226976716098925,0.8430246966138304,0.5
0.8120485147524702,0.8157667769733788,0.8865617777281983,0.6502579920133105,0.75
0.6667419985754832,0.8519662757642882,0.8589977779940406,0.8893581467887578,0.25
0.822127815202897,0.7189697819430095,0.6713776970658379,0.763920129596421,1.0
0.6990338778924362,0.8624929231503081,0.8515376962539256,0.8336992714669703,0.5
0.8353622059578427,0.712417921339244,0.9860497767744552,0.27681004576009804,0.5
0.8747179917442937,0.6013490800916135,0.9756479095172357,0.3298364860621949,0.0
0.6985404333187997,0.8420503586122946,0.9495698597198385,0.5907301149201537,0.25
0.8433750805406478,0.7786035076764907,0.9916155686272821,0.2874026886262576,0.5
0.9071896890131456,0.47147161682067545,0.6684129990273227,0.9116535309189198,0.5
0.6990338778924362,0.8624929231503081,0.8515376962539256,0.8336992714669703,0.25
0.69570240714341,0.897927417308214,0.8048145754884345,0.7955089679314525,0.25
0.8739694087645691,0.6307473354667761,0.8901486241883804,0.3971215454468136,0.25
0.8639623006138346,0.7341436354915353,0.8132118033058975,0.49472775578736483,1.0
0.69570240714341,0.897927417308214,0.8048145754884345,0.7955089679314525,0.75
0.6667419985754832,0.8519662757642882,0.8589977779940406,0.8893581467887578,0.75
0.8402016751526655,0.6849791743065209,0.6492506479078992,0.7720505764415458,0.0
0.7668164109341021,0.8133289575668267,0.6884213064958441,0.9374590214992533,0.0
0.7387053288746286,0.8975031649194567,0.916725718380977,0.7844097712061745,0.75
0.8041633454403706,0.7032863256162253,0.9071640662704085,0.3903744047573829,0.0
0.7668164109341021,0.8133289575668267,0.6884213064958441,0.9374590214992533,0.5
0.8290822841824201,0.7627973866184655,0.7444316142330573,0.5712428316350158,0.5
0.8557342389722571,0.6630767032028994,0.557706078556376,0.9453439228744245,0.5
0.8433750805406478,0.7786035076764907,0.9916155686272821,0.2874026886262576,0.75
0.845444008683602,0.45177614077585065,0.9673237781598183,0.3904985763884313,0.5
0.7768644758913911,0.8775398792085634,0.8328377154400459,0.8452804626561257,0.0
0.8345688561953742,0.7313414069707419,0.9195114163236335,0.38807323046048553,0.25
0.788812844314236,0.7836100168000673,0.8258650427627691,0.5109149625945526,0.0
0.8855167180922295,0.4912905858920288,0.726848351987803,0.7479283345135685,0.0
0.8875178521666637,0.43621810369251746,0.7845633822268049,0.7048658540694273,0.0
0.6687533498195627,0.8874259266845229,0.9173135429281036,0.9316451171344631,0.0
0.9306332635524741,0.5760662596332866,0.7874605157457142,0.9368565463650672,0.25
0.7850145404929936,0.8080803474902867,0.9573021691941181,0.36819938081989323,0.0
0.8747179917442937,0.6013490800916135,0.9756479095172357,0.3298364860621949,0.25
0.8417934998614511,0.7519581664829494,0.9417377040897689,0.49504593147056003,0.0
0.7018305527935356,0.8859634752745432,0.8722892365583154,0.6815122224874054,0.25
0.8345688561953742,0.7313414069707419,0.9195114163236335,0.38807323046048553,1.0
0.868535054518708,0.6154659072947274,0.6997097908102482,0.6818305528367404,0.75
0.8402016751526655,0.6849791743065209,0.6492506479078992,0.7720505764415458,1.0
0.7970794096548321,0.5939567421208202,0.8620307428913602,0.5039770355765669,0.25
0.8402016751526655,0.6849791743065209,0.6492506479078992,0.7720505764415458,0.5
0.788812844314236,0.7836100168000673,0.8258650427627691,0.5109149625945526,1.0
0.8120485147524702,0.8157667769733788,0.8865617777281983,0.6502579920133105,0.25
0.7649811507470476,0.7967865921639019,0.6096661759520021,0.9389080544512686,0.75
0.845444008683602,0.45177614077585065,0.9673237781598183,0.3904985763884313,0.75
0.8353622059578427,0.712417921339244,0.9860497767744552,0.27681004576009804,0.75
0.6634134475610778,0.8557511305189486,0.8253876977753453,0.9905180887487219,0.25
0.8855167180922295,0.4912905858920288,0.726848351987803,0.7479283345135685,0.75
0.8402016751526655,0.6849791743065209,0.6492506479078992,0.7720505764415458,0.75
0.788812844314236,0.7836100168000673,0.8258650427627691,0.5109149625945526,0.75
0.8663189444905858,0.6439701740948006,0.6406382238824236,0.817243198798447,0.75
0.7768644758913911,0.8775398792085634,0.8328377154400459,0.8452804626561257,0.25
0.6058135030296332,0.8849026733675079,0.9898820987938952,0.9311265043872734,0.25
0.7970794096548321,0.5939567421208202,0.8620307428913602,0.5039770355765669,0.5
0.9539405106627051,0.4055759438658446,0.9884932993406469,0.8600679658867233,1.0
0.6667419985754832,0.8519662757642882,0.8589977779940406,0.8893581467887578,0.0
0.7370344559713126,0.7876697107011993,0.7005651660858498,0.8386669390632285,0.25
0.8881413017264991,0.6120709517879801,0.7111699614865991,0.7003796220650933,0.25
0.7370344559713126,0.7876697107011993,0.7005651660858498,0.8386669390632285,0.75
0.8633499208860997,0.7129640673235299,0.9497091596883245,0.3164422799138326,0.0
0.7768644758913911,0.8775398792085634,0.8328377154400459,0.8452804626561257,1.0
0.7253449221505428,0.9294074068935375,0.9901979848607967,0.8436518604534154,0.75
0.8948661128587891,0.40816942921729404,0.6807942319190474,0.999957468908213,0.25
0.8948661128587891,0.40816942921729404,0.6807942319190474,0.999957468908213,0.75
0.9125412583144936,0.44454452935390076,0.7383760074972052,0.8417453127064851,0.0
0.7818128010504115,0.7917827890049655,0.6886473965844816,0.7193109328916318,1.0
0.8916743040547872,0.6299186685539007,0.8212671374987284,0.5103209958878298,0.25
0.8557342389722571,0.6630767032028994,0.557706078556376,0.9453439228744245,0.75
0.8639623006138346,0.7341436354915353,0.8132118033058975,0.49472775578736483,0.25
0.7176029808930331,0.7932540088292549,0.810190801682537,0.7365714908893357,0.25
0.5904719654666243,0.8525136447267566,0.9008394800165863,0.9292468398397535,0.75
0.7604284169759431,0.8494310788883529,0.7505817832357193,0.8653099240682615,0.5
0.9539405106627051,0.4055759438658446,0.9884932993406469,0.8600679658867233,0.75
0.6687533498195627,0.8874259266845229,0.9173135429281036,0.9316451171344631,0.5
0.8663189444905858,0.6439701740948006,0.6406382238824236,0.817243198798447,1.0
0.8079225589400482,0.7491196065411486,0.6226976716098925,0.8430246966138304,0.25
0.6981495006896276,0.9110110069923655,0.7083403244171128,0.9355477024268463,0.0
0.8290822841824201,0.7627973866184655,0.7444316142330573,0.5712428316350158,0.25
0.8948661128587891,0.40816942921729404,0.6807942319190474,0.999957468908213,1.0
0.7850145404929936,0.8080803474902867,0.9573021691941181,0.36819938081989323,0.25
0.6634134475610778,0.8557511305189486,0.8253876977753453,0.9905180887487219,0.0
0.8738431487176767,0.6797763016396928,0.7709462276538178,0.5751176822630442,1.0
0.8916743040547872,0.6299186685539007,0.8212671374987284,0.5103209958878298,0.75
0.8477432349731087,0.7894309502474334,0.8622966337939951,0.42829192795900933,0.25
0.8666169977533386,0.4953187559960907,0.8354996990252336,0.5481228110482941,0.75
0.8041633454403706,0.7032863256162253,0.9071640662704085,0.3903744047573829,0.5
0.69570240714341,0.897927417308214,0.8048145754884345,0.7955089679314525,0.5
0.9071896890131456,0.47147161682067545,0.6684129990273227,0.9116535309189198,0.75
0.7850145404929936,0.8080803474902867,0.9573021691941181,0.36819938081989323,1.0
0.8417934998614511,0.7519581664829494,0.9417377040897689,0.49504593147056003,1.0
0.7818128010504115,0.7917827890049655,0.6886473965844816,0.7193109328916318,0.25
0.5904719654666243,0.8525136447267566,0.9008394800165863,0.9292468398397535,0.5
0.8881413017264991,0.6120709517879801,0.7111699614865991,0.7003796220650933,0.5
0.8079225589400482,0.7491196065411486,0.6226976716098925,0.8430246966138304,1.0
0.7649811507470476,0.7967865921639019,0.6096661759520021,0.9389080544512686,0.0
0.7176029808930331,0.7932540088292549,0.810190801682537,0.7365714908893357,0.0
0.6903251875047552,0.843313670009484,0.76049627416892,0.9769406367424314,0.5
0.7987579714461542,0.7519563398749254,0.632587119634092,0.8216658820340745,0.25
0.8633499208860997,0.7129640673235299,0.9497091596883245,0.3164422799138326,1.0
0.7692865259823147,0.8644508388735416,0.7431141500610426,0.6704468998129987,0.25
0.6903251875047552,0.843313670009484,0.76049627416892,0.9769406367424314,0.0
0.6058135030296332,0.8849026733675079,0.9898820987938952,0.9311265043872734,0.75
0.7638906428409552,0.8569931338198887,0.9162210537301687,0.48155110158375913,0.0
0.8948661128587891,0.40816942921729404,0.6807942319190474,0.999957468908213,0.0
