,Unnamed: 0,molecule,temperature,restart,sim_liq_density,sim_vap_density,Hvap,sim_Pvap,liq_enthalpy,vap_enthalpy,sim_Hvap,sim_Tc,sim_rhoc
204,204,R41,270,1,583.3934066280001,109.4941870027,7.169041732565595,37.187478924846,-1821.296652533,941.279895589,210.64971447023754,283.33137287672236,325.4247536086706
205,205,R41,270,2,580.2063011549999,104.5124851971,7.306023212835831,37.112110395286,-1870.517846665,920.275305764,214.67467495771254,283.33137287672236,325.4247536086706
206,206,R41,270,3,574.006794371,102.0506550505,7.283547856404884,36.67970866564401,-1825.4621507320005,936.3150299379998,214.01427603810666,283.33137287672236,325.4247536086706
210,210,R50,130,1,437.7671240190001,4.47207434426,8.826848903917474,2.82648016928,-3292.0657234900004,475.525769391,550.2165438003724,193.9896043095818,174.98552886547097
211,211,R50,130,2,438.3172249779999,4.719686706629999,8.819986651630192,2.97000936485,-3262.50851314,500.772789116,549.7887892554272,193.9896043095818,174.98552886547097
212,212,R50,130,3,437.61934529,4.45101041745,8.817617134261734,2.81236117584,-3288.55406064,472.878318533,549.6410867546663,193.9896043095818,174.98552886547097
213,213,R50,140,1,418.784213043,7.896587620869999,8.34403504436252,5.2069495122500005,-2841.44356054,513.589607794,520.1206198761116,193.9896043095818,174.98552886547097
214,214,R50,140,2,419.289340386,8.17339318232,8.3333510896715,5.36448684338,-2828.6449543600006,528.3047527329999,519.4546417124202,193.9896043095818,174.98552886547097
215,215,R50,140,3,419.020006789,7.969759039739999,8.347044139146513,5.23736233687,-2842.81898859,517.023169585,520.3081900667922,193.9896043095818,174.98552886547097
216,216,R50,150,1,398.865463791,13.88600592699,7.758413860071113,9.253693628689998,-2348.82959935,571.185267127,483.61626056232586,193.9896043095818,174.98552886547097
217,217,R50,150,2,399.046508748,13.91074759691,7.771390656353018,9.29061618524,-2354.09302767,572.372350667,484.4251616863343,193.9896043095818,174.98552886547097
218,218,R50,150,3,399.439993745,13.97231651163,7.770545996958367,9.32148542548,-2354.5167820199995,575.361688873,484.3725103293356,193.9896043095818,174.98552886547097
219,219,R50,160,1,376.4667175720001,21.7985634579,7.092852564285043,14.518275544079998,-1881.609737806,583.190735046,442.12888042917524,193.9896043095818,174.98552886547097
220,220,R50,160,2,377.0195579110001,22.712755137,7.072454984574209,15.03681060276,-1876.643752686,597.612261132,440.8574090431173,193.9896043095818,174.98552886547097
221,221,R50,160,3,376.095483448,21.5789114124,7.100502945225514,14.421347473309998,-1889.380372882,573.792431218,442.6057625199012,193.9896043095818,174.98552886547097
222,222,R50,170,1,350.839882322,34.614812951,6.250833094931529,22.40514014877,-1364.255409034,585.981350301,389.64208165382763,193.9896043095818,174.98552886547097
223,223,R50,170,2,350.660355603,34.5466577486,6.245202527490977,22.30653107934,-1359.1913852159998,583.688861791,389.29110347458175,193.9896043095818,174.98552886547097
224,224,R50,170,3,350.00653438600006,33.8518166626,6.25782105944179,22.03644315509,-1364.030955741,564.63852046,390.07767239780515,193.9896043095818,174.98552886547097
