,molecule,mse_liq_density,mapd_liq_density,mae_liq_density,mse_vap_density,mapd_vap_density,mae_vap_density,mse_Pvap,mapd_Pvap,mae_Pvap,mse_Hvap,mapd_Hvap,mae_Hvap,mse_Tc,mapd_Tc,mae_Tc,mse_rhoc,mapd_rhoc,mae_rhoc
0,R116,14931.711430531092,8.740752908806432,118.49207645533335,1336.7557465346813,42.608616695360055,26.866971757205338,10.147849406740608,37.971836753168105,2.485922433313481,351.42686163627985,20.70533697334179,18.363256555544595,631.3578963053584,8.57483403671544,25.126836177787254,48.903107535937984,1.1402001703818043,6.993075684985683
1,R125,4964.38954682455,5.389004211972772,70.31363832466668,84.54953654532636,13.293452984631246,6.900531528935331,0.5648294083661471,9.909582406605635,0.6318198609856137,128.42236666488327,8.965741547134268,11.260787027563792,61.78921988605593,2.3160317997109066,7.860611928218816,223.90535048540013,2.6164481893077665,14.963467194651116
2,R134a,1207.7217518780542,2.6526075815531165,33.9289875306667,7.287642846116387,7.144673057479338,1.9698640825619986,0.36103660590017017,7.613098717299183,0.4362838680321337,18.36760177628752,2.120332277152122,4.126881712891863,0.0016926635830678553,0.010994359568133683,0.04114199293991305,89.65479628632761,1.8497014392880051,9.468621667715297
3,R14,1022.001144150672,2.2690589676934914,31.04000397533329,74.09408819388264,7.943656003661846,5.294524440590002,0.36373341298711875,6.240361469202119,0.4172616482654667,16.33449667008012,3.7725634315617804,3.735267118767815,19.36770368017444,1.9343656679411618,4.400875331132937,76.47057461789507,1.3976797367106237,8.744745543347449
4,R143,1805.9525834268024,4.0610374989869005,42.251810172266616,151.3643275804273,25.658095484177856,11.512208283806665,6.237366616164238,20.89787858762194,2.404591743846187,,,,18.661970264417437,1.0051070874357892,4.319950261799022,0.6251385655917445,0.16858359205976886,0.790657046760316
5,R143a,2348.234786186538,4.962609209365982,48.43939028320001,43.09233463228857,11.345925568400737,5.018198253346666,0.23453653258631738,7.17491975342149,0.4532024501999801,330.68472781687586,10.728653011019759,18.171698449117898,26.348569911192495,1.4840655163331202,5.133085807892996,139.8959758183509,2.744260539525018,11.827762925352829
6,R152a,2569.0000415552568,5.673541476317647,50.44583743040002,5.881230405742703,11.806163166362511,2.210212658575999,0.35786441719640755,10.546484735276366,0.5655315431073336,732.1683512169914,9.870659219797476,26.868785349782524,13.171243430858057,0.939215024096069,3.629220774609621,201.33729150086882,3.8557981648668203,14.189337246709897
7,R161,197.8383532864204,1.58974810908606,11.78977571686668,83.46602067341645,68.50854433426828,6.814876901430669,11.268789684154815,63.66216793474199,2.5436550807874667,460.87389270052313,5.217724880917617,19.19305332751658,513.29833518343,6.037598469991525,22.656088258643194,32.276663418182,1.881210411868143,5.681255443841792
8,R170,53.5096126697741,1.3288056254354625,5.8111832309167015,42.808990415923155,21.633983022328838,5.148928228123333,9.365933714149273,20.259755397929915,2.495502446301834,185.99306617855322,3.0503321247002373,12.021861281798664,111.56328283498682,3.459414043206855,10.562352145000034,23.873542125514728,2.369801089557769,4.886055886450208
9,R23,929.4989087314342,2.031825326487544,23.571842274800073,548.5733996299562,35.52379906211198,16.159640406888,13.153688771706793,30.086401377424888,2.708845623788267,150.01628259176553,6.059230020435205,10.353707921407038,124.49102402598308,3.728007809130724,11.157554571947344,180.64117708273898,2.5527600916548043,13.440281882562545
10,R32,772.00568468784,2.2881223423824575,23.339170423666655,399.2344421256127,59.19141586983451,15.999919351724165,22.542630609046338,45.0478905949604,4.026939939049167,1314.7220616915763,11.599048271072917,34.9140206255212,468.96640275136144,6.163549772425295,21.655632125416275,256.9005468516524,3.7295854818229044,16.02811738326284
11,R41,4229.676243655979,7.476566915600569,54.61639725316664,1366.1521063293405,141.06211473241618,28.573017434962505,118.83997539962546,103.79479401723073,9.103863562508002,7823.958985251251,21.710781353693065,83.88963029818758,1152.5092835553407,10.6998950842403,33.94862712327762,79.47283190330538,2.8165788154151827,8.914753608670594
12,R50,1723.6623271065414,11.735271203892026,41.491850135400014,9.106207529401086,16.971303186566125,2.79294008558,1.1909767169847072,12.548949893719326,1.0706004903180004,5286.6205642096475,18.198475899201856,72.63491423747959,11.734764885825498,1.797613562678058,3.4256043095818143,151.91866181355815,7.5774799369672765,12.325528865470972
