sigma_C1,sigma_C2,sigma_H,sigma_F,epsilon_C1,epsilon_C2,epsilon_H,epsilon_F
3.361136150261629,3.569151878602856,2.284057118766392,2.938154872538417,53.80906904420604,41.752089477020064,11.508171061509632,26.239044463619585
