Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,R50-sim_liq_density-wt,R50-sim_vap_density-wt,R50-sim_Pvap-wt,R50-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
16,59,29.252716741020798,3.754916521363612,3.7499232899117962,3.376826504771886,3.138988825490751,2.321942873631217,2.4473695301133542,2.6903441023104295,2.450079915628169,3.1850237375315933,2.6245396754038337,70.35591021850136,69.12630912185124,26.712689095842755,17.2079345483619,22.54257758124234,4.877205929303495,40.50049837911087,22.286805344307705,23.681174543203078,44.808515622772845,29.25268432029366,3.754920437843867,3.7499232899117962,3.376826504771886,3.138988825490751,2.321942873631217,2.447371440312361,2.6903441023104295,2.450079915628169,3.1850237375315933,2.6245396754038337,70.3560719828158,69.12630912185124,26.712689095842755,17.2079345483619,22.54257758124234,4.877202733811648,40.50049837911087,22.286805344307705,23.681174543203078,44.808515622772845,1.4500416626349044,0.39841618787861804,4.563910923428068,14.261042838131779,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,247.05932784080505,146.0,3066.0,333.2060272064312,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,46,29.390292140712745,3.7578403759900967,2.27291045132137,2.119835379024423,2.2426869114814747,2.0891037570895232,2.440731020249585,2.451418677215709,3.425977960765353,3.1194339641082847,2.0251119603182315,69.69464510317255,72.8729614500177,46.92653002479624,23.214060252964387,26.401173397071027,4.98686984300234,21.84003183882616,35.34756245456402,48.95069961809094,44.63900805215124,29.390292140712745,3.7578403759900967,2.27291045132137,2.119835379024423,2.2426869114814747,2.0891037570895232,2.440731020249585,2.451418677215709,3.425977960765353,3.1194339641082847,2.0251119603182315,69.69464510317255,72.8729614500177,46.92653002479624,23.214060252964387,26.401173397071027,4.98686984300234,21.84003183882616,35.34756245456402,48.95069961809094,44.63900805215124,1.3608835232743273,0.38288842986197824,4.883609741684647,14.173235222342143,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,162.1201033592224,96.0,2016.0,293.27251088018477,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
14,73,29.392282601968255,3.752586460706957,3.7166276728580843,3.51016437693536,3.3961144968946053,3.7289588601091994,2.4559555626550935,3.3415775815751743,2.9017478728266983,2.7642055040630344,2.821622699844371,70.04963408838466,30.629956487288005,50.424758914819606,37.96607260338219,73.2971350652714,4.909076150875041,21.94994609494888,29.93453532718115,27.017118392104805,42.91735813854984,29.391364621232917,3.752746679228072,3.7166276728580843,3.51016437693536,3.3961144968946053,3.7289588601091994,2.4560429545127476,3.3415775815751743,2.9017478728266983,2.7642055040630344,2.821622699844371,70.04918153421795,30.629956487288005,50.424758914819606,37.96607260338219,73.2971350652714,4.9086107471369065,21.94994609494888,29.93453532718115,27.017118392104805,42.91735813854984,1.7177619625349578,0.4357453924460106,4.729715140761075,14.336936457787939,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,206.54281568527222,122.0,2562.0,290.6335553779199,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,180,29.490442757290026,3.7495037051474727,3.7857774170503022,3.1557144305690707,2.36802040325493,3.575858467651009,2.454744662563007,2.1078185441475057,2.840387360002264,3.3581376731308588,3.837203555955051,71.62738842334225,73.48934468701889,34.477720458475346,73.29592999329098,49.30654656331346,4.684929851943992,35.114902664783585,36.98266694075727,24.99516985934929,35.539166922962906,29.490442757290026,3.7495037051474727,3.7857774170503022,3.1557144305690707,2.36802040325493,3.575858467651009,2.454744662563007,2.1078185441475057,2.840387360002264,3.3581376731308588,3.837203555955051,71.62738842334225,73.48934468701889,34.477720458475346,73.29592999329098,49.30654656331346,4.684929851943992,35.114902664783585,36.98266694075727,24.99516985934929,35.539166922962906,1.2643297047815774,0.47700654381161167,4.176351752448225,14.65860428467358,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,607.8439548015594,359.0,7539.0,275.42296829203303,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,83,30.012540564828193,3.764854743786064,3.054116204515218,3.771884198621549,2.7145395200049993,3.817070301839598,2.4282683885106375,2.031642485693112,3.8588744674875217,3.3817938350338475,3.994645700902961,68.14082416205164,18.91382372587706,70.61870509741566,55.29318049684352,14.290011226934064,5.2483391114558975,41.38566659614363,47.30585874412692,39.90336655199651,19.349483669025766,30.012540564828193,3.764854743786064,3.054116204515218,3.771884198621549,2.7145395200049993,3.817070301839598,2.4282683885106375,2.031642485693112,3.8588744674875217,3.3817938350338475,3.994645700902961,68.14082416205164,18.91382372587706,70.61870509741566,55.29318049684352,14.290011226934064,5.2483391114558975,41.38566659614363,47.30585874412692,39.90336655199651,19.349483669025766,1.3571546194716269,0.36287396860906795,5.560871638121512,13.946660464040377,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,292.2197663784027,173.0,3633.0,697.4403410604849,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
7,80,30.02641634020886,3.7643940546684345,2.0524219737554383,2.056612976041589,2.4924221352060916,3.720055897365776,2.4327937973503175,3.1056439573715315,3.684061784719211,2.248346630239822,2.558367358022279,68.08469763519737,73.02372364077887,46.46696425162116,11.212073809241298,62.04112372424007,5.245871517556567,43.24868184665728,28.575122542246014,45.22396490958001,41.149257495801464,30.02629035982249,3.7644084579060735,2.0524219737554383,2.056612976041589,2.4924221352060916,3.720055897365776,2.43278649731879,3.1056439573715315,3.684061784719211,2.248346630239822,2.558367358022279,68.0849579157967,73.02372364077887,46.46696425162116,11.212073809241298,62.04112372424007,5.245912570175884,43.24868184665728,28.575122542246014,45.22396490958001,41.149257495801464,1.602980864632092,0.34923040317411447,5.523058720935431,13.834954007870477,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,189.33644580841064,112.0,2352.0,456.54622968292034,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
10,156,30.191819742251234,3.740283683770496,2.420348019829679,3.5055111074776275,2.13307296270823,2.5206301971570815,2.476561018815988,2.3868685652466555,3.2789217617598796,3.049340618247467,3.8496159407987007,72.3697139321025,14.287470894461547,57.77928761376353,60.19157192031105,69.00803041272908,4.557614401645253,15.488305054145895,23.20267301424972,36.58724249505802,48.21557122406658,30.191805632861424,3.740291283278771,2.420348019829679,3.5055111074776275,2.13307296270823,2.5206301971570815,2.476556730451144,2.3868685652466555,3.2789217617598796,3.049340618247467,3.8496159407987007,72.36988700095043,14.287470894461547,57.77928761376353,60.19157192031105,69.00803041272908,4.557582552501784,15.488305054145895,23.20267301424972,36.58724249505802,48.21557122406658,1.5451201259743619,0.6371822827922522,4.145788609840325,15.140266760893349,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,400.74589800834656,237.0,4977.0,733.0285460520472,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
20,73,30.232275550578244,3.7598681963819924,3.1631548146885824,3.97950341532741,2.4078124504662437,2.4954658035247097,2.4485801990621323,3.500344826595985,2.9139506548713854,2.1138588768221895,3.017032481220479,67.93136562364786,61.909275909413665,29.3265397979727,11.794390777042738,48.573109215200375,5.2395397653102505,28.3355643421775,41.24504087541502,32.88995174039949,33.9333131736766,30.23219524972947,3.759869566761988,3.1631548146885824,3.97950341532741,2.4078124504662437,2.4954658035247097,2.4485764541945607,3.500344826595985,2.9139506548713854,2.1138588768221895,3.017032481220479,67.93148899187358,61.909275909413665,29.3265397979727,11.794390777042738,48.573109215200375,5.239633760262363,28.3355643421775,41.24504087541502,32.88995174039949,33.9333131736766,2.095350366270938,0.4167629225672913,5.429903348733536,14.1023650262216,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,181.45162963867188,107.0,2247.0,366.2019007016609,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,320,30.533608658765935,3.7357181827162984,2.8281119756391364,3.38880031545549,2.8283585390538053,2.099906917892174,2.4951174586501033,3.327589290439578,3.029778224116617,3.889189511981627,3.173110081003986,72.50230067237719,18.935855769505444,19.052962571299307,62.48043376611905,35.84899440405969,4.519969207241443,47.462800313861194,27.17180509109273,41.27842360976545,40.4099294872658,30.533608658765935,3.7357181827162984,2.8281119756391364,3.38880031545549,2.8283585390538053,2.099906917892174,2.4951174586501033,3.327589290439578,3.029778224116617,3.889189511981627,3.173110081003986,72.50230067237719,18.935855769505444,19.052962571299307,62.48043376611905,35.84899440405969,4.519969207241443,47.462800313861194,27.17180509109273,41.27842360976545,40.4099294872658,2.4145765656277844,0.6987215809662253,3.882112066420285,15.160494263109936,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,1098.8459227085114,650.0,13650.0,739.6034816591172,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,84,31.480089157852802,3.7707253788796575,2.664127148733674,2.2619936896218333,3.6189813842531637,2.6894733053665867,2.426045626068028,3.16402835989416,3.757663968823688,3.6894688907844433,3.8107846374172984,65.25342492235862,45.51254304132427,61.90923342488258,28.571725362719597,41.866478970295304,5.721907396463182,15.54366464427925,35.7718492868823,30.17867221463104,43.25761851096945,31.398863380066594,3.7704188933839218,2.664127148733674,2.2619936896218333,3.6189813842531637,2.6894733053665867,2.4260801414162247,3.16402835989416,3.757663968823688,3.6894688907844433,3.8107846374172984,65.25529357804243,45.51254304132427,61.90923342488258,28.571725362719597,41.866478970295304,5.726492908170374,15.54366464427925,35.7718492868823,30.17867221463104,43.25761851096945,1.6716679977756965,0.4442396591492442,7.168116572581942,13.963624353697826,0.02025090312799702,21.8121875240798,56.73772537208398,0.016186041462074703,394.24945974349976,233.0,4893.0,488.02728483879565,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
