Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
2,99,50.59664468042717,2.4089044994630346,3.624452933479923,2.5492076999952165,3.3409350203568042,2.834609604734254,3.117379656891503,19.1251510086902,64.3389731305213,4.43208693244088,48.889155150178915,25.969846235573502,39.23129154842599,50.59664468042717,2.4089044994630346,3.624452933479923,2.5492076999952165,3.3409350203568042,2.834609604734254,3.117379656891503,19.1251510086902,64.3389731305213,4.43208693244088,48.889155150178915,25.969846235573502,39.23129154842599,0.35292178504363825,2.535403507050904,8.017441260449564,21.73126848654982,168.35208654403687,157.0,2041.0,295.80824505730453,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,57,51.19576420275811,3.6894688907844433,3.706947980499664,2.4590220789540775,3.092693632040746,3.5972071823040785,2.571437703468295,41.866478970295304,56.24138617348788,5.565921226413332,35.7718492868823,30.17867221463104,43.25761851096945,51.19566743356698,3.6894688907844433,3.7069474533372153,2.4590238041100014,3.092693632040746,3.5972071823040785,2.571437703468295,41.866478970295304,56.241469355724284,5.565913250082618,35.7718492868823,30.17867221463104,43.25761851096945,1.3708456621208263,4.20895936185031,5.651375560849054,18.91373824328904,154.4370539188385,83.0,1079.0,632.3795718980372,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
10,79,58.96636661173637,3.3817938350338475,3.7442522285762725,2.408241140712472,2.2742714992577553,3.8651909260743267,3.3936363229798,14.290011226934064,50.48034576425508,6.989033139003583,47.30585874412692,39.90336655199651,19.349483669025766,58.96565833867126,3.3817938350338475,3.7442587919962915,2.4082445594369823,2.2742714992577553,3.8651909260743267,3.3936363229798,14.290011226934064,50.480498174815935,6.9890519440805035,47.30585874412692,39.90336655199651,19.349483669025766,1.645998534996305,3.350409345570081,5.394446683808993,18.891874182151742,219.61860990524292,119.0,1547.0,656.948477950173,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,86,54.61317456696311,3.4701319265773387,3.617723229010972,2.5535905446280287,3.8639441383936743,2.027903145951194,2.468724172242841,50.09059320510776,67.47230331757625,3.852860949469449,34.48286158683048,47.04622224181961,37.45481731312182,54.6131705195601,3.4701319265773387,3.6177213899182066,2.553592740696015,3.8639441383936743,2.027903145951194,2.468724172242841,50.09059320510776,67.47230019327885,3.8528882965240467,34.48286158683048,47.04622224181961,37.45481731312182,0.06938265255248849,2.7080232046898565,8.650262743302095,22.16370839149438,224.44926857948303,98.0,1274.0,801.6219557687184,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,72,50.81986684560369,2.5398557835300517,3.681058162799387,2.48773106719308,3.9296800942967707,3.326882995636896,3.2433914404182436,17.45848824196939,60.135740019907736,4.809390064267181,35.24363650354962,29.284788096644842,23.29594430850597,50.81893895124807,2.5398557835300517,3.681067997089282,2.487736845478388,3.9296800942967707,3.326882995636896,3.2433914404182436,17.45848824196939,60.13603331695848,4.809406499365665,35.24363650354962,29.284788096644842,23.29594430850597,0.7414588795053527,4.385683251812347,6.102671165791341,19.7197113281703,113.7303307056427,107.0,1391.0,691.1057820410339,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
12,50,58.45553746980193,3.12206043851142,3.7427998251352257,2.4105998928571846,2.4659485476820406,3.614210391237558,2.7757212881283433,66.13022054636288,50.71214987546144,6.921322949423452,19.775932898123976,17.09711913292741,19.24702095092581,58.45552044276327,3.12206043851142,3.742803492710683,2.410606501884404,2.4659485476820406,3.614210391237558,2.7757212881283433,66.13022054636288,50.71220215917984,6.921256623851093,19.775932898123976,17.09711913292741,19.24702095092581,1.6809583872109888,3.443556708345615,5.603160588496228,18.588040375239807,62.9009952545166,61.0,793.0,1238.8929183662042,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,144,55.788670181493586,2.3908589622186374,3.7295503586444023,2.429091725354904,3.6936576029800703,2.479695518295172,2.9875394285374597,50.297121694789695,51.96919299007975,6.615646997287305,15.650167076209334,17.45077503017278,32.022078882796116,55.787953324062244,2.3908589622186374,3.7295550986490618,2.4290942716231205,3.6936576029800703,2.479695518295172,2.9875394285374597,50.297121694789695,51.96930801082449,6.6156596469266535,15.650167076209334,17.45077503017278,32.022078882796116,1.6270266534125049,3.4270003626177443,5.494800394336516,19.14913838466167,362.0268323421478,194.0,2522.0,382.69245936584065,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
5,74,50.75189186219396,2.5755506771726973,3.6624030539903134,2.5107674364813013,3.3576710658797815,2.4232562320001176,2.5310933187444524,41.952255353222,58.743082768845255,5.337948422168457,20.135500121703355,35.62569379161495,39.4915426007326,50.52632254683104,2.5755506771726973,3.664621959419458,2.506668476862352,3.3576710658797815,2.4232562320001176,2.5310933187444524,41.952255353222,58.85491057911163,5.276293927187249,20.135500121703355,35.62569379161495,39.4915426007326,1.0177403061886952,2.737163828682419,5.601741606257781,22.289666600147918,414.8104271888733,230.0,2990.0,279.29599431565856,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,52,52.28230454773258,2.7800154282824923,3.721405659332765,2.435882604847074,3.099095843017125,3.8523628534129073,3.837466871267212,35.666914840031076,54.803642948177796,5.847256864298317,19.421533180387307,19.727770531635596,32.69817579869139,52.2816959454959,2.7800154282824923,3.7214045673984897,2.4358862729843795,3.099095843017125,3.8523628534129073,3.837466871267212,35.666914840031076,54.80381855344416,5.847271943397291,19.421533180387307,19.727770531635596,32.69817579869139,1.1964229802737238,4.268327944477966,5.842737739526267,18.84373389879817,140.30485844612122,76.0,988.0,586.4516564526157,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
4,65,49.74965653998024,3.373001855363167,3.6418410187097363,2.5312695979584285,3.500288629889935,3.977722177812989,3.496331308759678,28.22885948418634,62.88841225268329,4.562863941035151,30.676273416156683,46.80084260825835,25.276495193078787,49.749598187859526,3.373001855363167,3.6419186550318674,2.5313110983189024,3.500288629889935,3.977722177812989,3.496331308759678,28.22885948418634,62.8877100263263,4.562603830884795,30.676273416156683,46.80084260825835,25.276495193078787,0.4540975843414162,3.0413595681169925,7.108084166185739,21.310482234881338,170.8010275363922,91.0,1183.0,293.0027178257394,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
