Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,R143a-sim_liq_density-wt,R143a-sim_vap_density-wt,R143a-sim_Pvap-wt,R143a-sim_Hvap-wt,Run Time,jac evals,Termination
19,125,57.463202571341995,3.7201004028601794,3.9999999999999996,1.5,3.0173887004782562,3.0811396156962956,3.1112018850587297,33.998985717054005,75.00000000000001,10.000000000000002,41.35962151468523,40.568574426904235,50.00000000000001,57.463202571341995,3.7201004028601794,3.9999999999999996,1.5,3.0173887004782562,3.0811396156962956,3.1112018850587297,33.99898451433038,75.00000000000001,10.000000000000002,41.35962151468523,40.568574426904235,50.00000000000001,1322048.7542848943,230096.91023885686,12205.57909132726,550087.016656404,7.437361848708351e-06,2.4731914717564067e-05,0.0014522365887488901,4.39880975690705e-05,17.494316816329956,13,0
13,89,57.463202571358735,3.331078286552126,3.9999999999999996,1.5,2.6675368346006105,2.1766697293718242,3.111201226967357,26.399036880540816,75.00000000000001,10.000000000000002,42.222198667997986,32.36462460059294,50.00000000000001,57.463202571358735,3.331078286552126,3.9999999999999996,1.5,2.6675368346006105,2.1766697293718242,3.111201226967357,26.399036880540816,75.00000000000001,10.000000000000002,42.22219746527437,32.36462460059294,50.00000000000001,1322047.927033294,230097.0048000628,12205.581849870614,550087.0652762804,7.4373615447820625e-06,2.4731914310052986e-05,0.001452236538475954,4.3988095363232955e-05,9.396770238876343,7,0
1,117,57.463204908886084,2.0974497616182544,3.9999999999999996,1.5,2.043232499831899,2.411845530534878,3.111201314682618,29.6476731077001,75.00000000000001,10.000000000000002,35.42569466765096,17.434983411441017,49.99999879727639,57.463202571385075,2.0974497616182544,3.9999999999999996,1.5,2.043232499831899,2.411845530534878,3.111201414682618,29.6476731077001,75.00000000000001,10.000000000000002,35.42569466765096,17.434983411441017,50.00000000000001,1322048.1144899821,230097.0034184949,12205.58172671773,550087.0751664557,7.437361625046361e-06,2.47319145528244e-05,0.001452236556000516,4.398809598839939e-05,11.94744062423706,9,0
8,100,57.46320374382158,3.141290044031046,3.9999999999999996,1.5,3.046405398021943,3.863755115186013,3.111202259256831,23.539698315195526,74.99999879727639,10.000000000000002,38.63873368195048,47.32803168854692,50.00000000000001,57.46320257138972,3.141290044031046,3.9999999999999996,1.5,3.046405398021943,3.863755115186013,3.111202259256831,23.539698315195526,75.00000000000001,10.000000000000002,38.63873368195048,47.32803168854692,50.00000000000001,1322049.2657762324,230096.8606334544,12205.57765591412,550086.9993841407,7.437362031145013e-06,2.4731914990225084e-05,0.0014522366204335411,4.398809892134451e-05,10.671495199203491,8,0
7,130,57.46320490886893,3.6998100571001813,3.9999999999999996,1.5,2.0824149805322816,3.268326153829485,3.1112033866733535,68.32533834666529,75.00000000000001,10.000000000000002,21.18553469557538,28.07323845276213,49.99999879727639,57.46320257141412,3.6998100571001813,3.9999999999999996,1.5,2.0824149805322816,3.268326153829485,3.1112034866733533,68.32533834666529,75.00000000000001,10.000000000000002,21.18553469557538,28.07323845276213,50.00000000000001,1322050.719081509,230096.7056915649,12205.573041511108,550086.9220888678,7.437362581951114e-06,2.473191583586179e-05,0.0014522367142836578,4.3988102933430056e-05,16.12458562850952,13,0
11,91,57.46320490895688,2.872238275017448,3.9999999999999996,1.5,3.5440510010606263,3.431637471244131,3.111198486177173,59.4460052446213,75.00000000000001,10.000000000000002,23.00805377620097,26.55740184713391,49.99999879727639,57.46320257147943,2.872238275017448,3.9999999999999996,1.5,3.5440510010606263,3.431637471244131,3.111198586177173,59.4460052446213,75.00000000000001,10.000000000000002,23.00805377620097,26.55740184713391,50.00000000000001,1322044.5589343468,230097.40984776558,12205.593583055757,550087.2841362022,7.437360318750606e-06,2.4731912801298754e-05,0.0014522363399240884,4.3988086507565454e-05,8.693773031234741,7,0
12,110,57.4632025715121,3.7951968159500185,3.9999999999999996,1.5,2.27860716732793,2.27505825083316,3.1112049792120593,17.505519953009177,75.00000000000001,10.000000000000002,18.86672622767764,21.58399185750343,50.00000000000001,57.4632025715121,3.7951968159500185,3.9999999999999996,1.5,2.27860716732793,2.2750581508331598,3.1112049792120593,17.505519953009177,75.00000000000001,10.000000000000002,18.86672622767764,21.58399185750343,50.00000000000001,1322052.6437892504,230096.4656402959,12205.566121518721,550086.7880634317,7.437363277671864e-06,2.4731916633536717e-05,0.0014522368251160417,4.3988107940217805e-05,14.775645017623901,11,0
16,91,57.46320490898907,3.9501832000197385,3.9999999999999996,1.5,3.9373278094009514,2.7914263859572905,3.111205192685291,18.411392449770176,75.00000000000001,10.000000000000002,16.614174856141872,38.20052506951841,49.99999879727639,57.463202571513975,3.9501832000197385,3.9999999999999996,1.5,3.9373278094009514,2.7914263859572905,3.1112052926852907,18.411392449770176,75.00000000000001,10.000000000000002,16.614174856141872,38.20052506951841,50.00000000000001,1322052.9893310005,230096.44618661224,12205.56547122591,550086.7886624519,7.437363416013791e-06,2.4731916954179566e-05,0.0014522368522473124,4.3988108986900376e-05,9.427598476409912,7,0
15,90,57.46320257606375,3.0668710403666277,3.9999999999999996,1.5,3.624911855147568,3.3028179965720037,3.111223148104558,73.10348218903681,75.00000000000001,10.000000000000002,48.05449849384957,26.17234230764606,50.00000000000001,57.46320257153946,3.0668710403666277,3.9999999999999996,1.5,3.624911855147568,3.3028179965720037,3.111205570862153,73.10348218903681,75.00000000000001,10.000000000000002,48.05449849384957,26.17234110492244,50.00000000000001,1322075.4833060736,230093.85497546857,12205.489963419332,550085.4458079997,7.437371668256383e-06,2.4731927883175484e-05,0.0014522382130165879,4.39881688377216e-05,13.450495481491089,10,0
5,261,57.463202571563855,3.5768902872821857,3.9999999999999996,1.5,2.9087806152214988,2.6118303295777108,3.1112059698000887,19.0782026025613,75.00000000000001,10.000000000000002,35.66602172401748,46.01938202773011,50.00000000000001,57.463202571563855,3.5768902872821857,3.9999999999999996,1.5,2.9087806152214988,2.6118303295777108,3.1112059698000887,19.0782026025613,75.00000000000001,10.000000000000002,35.66602172401748,46.01938202773011,50.00000000000001,1322053.8890107085,230096.3233026557,12205.561969259461,550086.7148796903,7.437363735149001e-06,2.473191724692268e-05,0.001452236900788062,4.398811126050282e-05,31.11322283744812,23,0
