Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R170-sim_liq_density-wt,R170-sim_vap_density-wt,R170-sim_Pvap-wt,R170-sim_Hvap-wt,Run Time,jac evals,Termination
8,598,15.855153890602255,3.8930419818400996,3.0222734330823653,1.5,3.046405398021943,3.863755115186013,2.4931518680138858,59.838734326536894,63.04197535587906,10.000000000000002,38.63873368195048,47.32803168854692,17.448930892092754,15.855153886372522,3.8930418726784173,3.0222734330823653,1.5,3.046405398021943,3.863755115186013,2.4931518680138858,59.83873860650046,63.04197535587906,10.000000000000002,38.63873368195048,47.32803168854692,17.448929689369134,112.19287202449625,213.6983633344588,12.822658392018264,287.48650801164007,0.012816755555427115,0.03470520479931154,0.43277011015125205,0.005395127188618444,53.35027194023132,46,0
19,470,15.855153886634941,3.8930417269827995,3.6032936830701887,1.5,3.0173887004782562,3.0811396156962956,2.587413229271575,59.83874141201367,27.56715917446747,10.000000000000002,41.35962151468523,40.568574426904235,15.126889892256205,15.855153886634941,3.8930417269827995,3.6032936830701887,1.5,3.0173887004782562,3.0811396156962956,2.587413229271575,59.83874141201367,27.56715917446747,10.000000000000002,41.35962151468523,40.568574426904235,15.126889892256205,112.19663420474356,213.69842566566643,12.822541514408693,287.48677365449043,0.012816766997493668,0.034705224160598604,0.4327703610066638,0.0053951328828609054,42.47258377075195,37,0
5,777,15.855156156099707,3.8930489852403616,3.775310874414406,1.5,2.9087806152214988,2.6118303295777108,3.6401688098518536,59.83893204505021,36.08427240124477,9.999998797276383,35.66602172401748,46.01938202773011,26.47095566443832,15.855153886745878,3.893043641618512,3.775310874414406,1.5,2.9087806152214988,2.6118303295777108,3.6401688098518536,59.83877576705779,36.08427240124477,10.000000000000002,35.66602172401748,46.01938202773011,26.47095566443832,112.16267297028884,213.7162390874027,12.821409034413934,287.47247563818223,0.012817176896101432,0.03470611785284892,0.43278373261852704,0.005395318197404479,75.42361569404602,64,0
14,391,15.855154218073855,3.8930524683604375,2.6753522397088245,1.5,2.683939906575471,3.3455396909453494,2.566228887103972,59.83900906312117,67.27417627720692,10.000000000000002,41.03177972476547,46.42329776198676,24.58863822311819,15.855154044511345,3.893050192536868,2.6753522397088245,1.5,2.683939906575471,3.3455396909453494,2.566228887103972,59.8389228052312,67.27417627720692,10.000000000000002,41.03177972476547,46.42329776198676,24.58863822311819,112.1444489245433,213.7242329377597,12.820998894958192,287.4656914053992,0.012817346951650785,0.034706487756085334,0.43278937678789,0.005395395480014655,42.70538568496704,37,0
13,565,17.27522632432442,3.8688523327950803,2.623918344001568,1.5001939315487844,2.6675368346006105,2.176669829371824,2.176571509624225,59.464413664820114,24.18683143358824,9.99994230726821,42.22219746527437,32.36462460059294,24.59877173091094,17.275213978421885,3.86885243279508,2.623918344001568,1.5001939315487844,2.6675368346006105,2.1766697293718242,2.176571509624225,59.464413664820114,24.18683143358824,9.99994230726821,42.22219746527437,32.36462460059294,24.59877173091094,419.53000277131196,169.14072335617314,14.112368739334103,340.9669593732449,0.011525632007136594,0.03180972277946693,0.39074631132187965,0.004829778980971982,50.90363311767578,44,0
9,382,31.361542616995067,2.997249006868259,2.070205978039026,1.5,2.8775834468492127,3.3810435658277003,3.5584932585017075,75.00000000000001,14.846478076078693,10.000000000000002,39.93225009356286,20.27710918600695,36.51672510752752,31.361542616995067,2.997249006868259,2.070205978039026,1.5,2.877583346849213,3.3810435658277003,3.5584932585017075,75.00000000000001,14.846478076078693,10.000000000000002,39.93225009356286,20.27710918600695,36.51672510752752,157317.31353015703,13004.447207481251,1107.5592136511204,3274.6872812200572,0.00011880082863078355,0.0005615073800047375,0.005035652137797223,4.188405553255885e-05,35.831072092056274,31,0
20,150,31.361542617452784,2.9972491318843835,2.539434678726499,1.5,3.0148685760807754,2.931373115513436,2.5257703966715144,75.00000000000001,66.94484885484476,10.000000000000002,15.941709592256636,33.36273059409131,16.524917007486113,31.361542617072317,2.9972492318843837,2.539434678726499,1.5,3.0148685760807754,2.931373115513436,2.5257702966715145,75.00000000000001,66.94484885484476,10.000000000000002,15.941709592256636,33.36273059409131,16.524917007486113,157317.37554507478,13004.431811053088,1107.557441750405,3274.676471037687,0.00011880086705335818,0.0005615075727464841,0.005035653767905859,4.1884069693399104e-05,18.929083824157715,16,0
17,193,31.361542617292184,2.997248798752568,3.0213505930039277,1.5,3.6301268503581468,3.9249060341646285,3.177764785999159,75.00000000000001,52.63200450478196,10.000000000000002,35.832668623119346,30.143560463705214,20.3504398611701,31.361542617104575,2.997248407854017,3.0213505930039277,1.5,3.6301268503581468,3.9249060341646285,3.177764785999159,75.00000000000001,52.63200450478196,10.000000000000002,35.83266742039573,30.143560463705214,20.3504398611701,157317.21029329844,13004.472839879478,1107.5621633570277,3274.7052775883776,0.00011880076466842422,0.0005615070591487922,0.005035649424135593,4.188403195882114e-05,21.085280895233154,18,0
15,267,31.361542618090738,2.99724990937386,2.266386883877374,1.5,3.624911855147568,3.3028179965720037,2.404515001154218,75.00000000000001,12.309842488611539,10.000000000000002,48.05449849384957,26.17234110492244,42.19200039775688,31.361542617122822,2.997248649496267,2.266386883877374,1.5,3.624911855147568,3.3028179965720037,2.404514901154218,75.00000000000001,12.309842488611539,10.000000000000002,48.05449849384957,26.17234110492244,42.19200039775688,157317.76122180035,13004.336054742264,1107.546422138568,3274.609244482023,0.00011880110600799047,0.0005615087714259808,0.005035663905755171,4.1884157761558185e-05,28.135870218276978,24,0
1,152,31.361542617306498,2.997248292280641,2.5782193195796332,1.5,2.043232499831899,2.411845530534878,2.1015465133907534,75.00000000000001,53.15417035332913,10.000000000000002,35.42569466765096,17.434983411441017,45.3591569397581,31.361542617306498,2.997248292280641,2.5782193195796332,1.5,2.043232499831899,2.411845530534878,2.1015465133907534,75.00000000000001,53.15416915060551,10.000000000000002,35.42569466765096,17.434983411441017,45.3591569397581,157316.9590554208,13004.535217555564,1107.5693418051826,3274.7490759195944,0.00011880060900916402,0.0005615062783058846,0.00503564282016118,4.18839745896782e-05,14.103719711303711,12,0
