sigma_Cm,sigma_C1,sigma_C2,sigma_H,sigma_F,epsilon_Cm,epsilon_C1,epsilon_C2,epsilon_H,epsilon_F
3.7837051595914666,3.333008856713549,3.577526061861491,2.262998346763492,2.9405534727518035,44.11321622207405,55.219442376811095,41.082775900971086,11.757173447980897,26.39589840902236
