Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H_min,sigma_F_min,epsilon_C1_min,epsilon_C2_min,epsilon_H_min,epsilon_F_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H_cum,sigma_F_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H_cum,epsilon_F_cum,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
17,45,27.06725248331748,3.7534587912690327,2.677471489736293,2.450858322776717,3.945567834471404,70.29076967170904,21.106108572876156,4.881077481011544,29.56578665642573,27.06722474351577,3.7534485689314048,2.677471489736293,2.4509297428987056,3.945567834471404,70.29072773348241,21.106108572876156,4.880975904019973,29.56578665642573,1.50077226302234,0.2920565366757215,4.812169657041472,14.197118430734818,76.59442663192749,104.0,936.0,98.30279776179056,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,69,27.07035987799804,3.752271187009949,2.0904692091520447,2.4540318891083657,3.682622645362848,70.34931610065267,20.022184350255507,4.868103027745042,36.516903248451605,27.07035987799804,3.752271187009949,2.0904692091520447,2.4540318891083657,3.682622645362848,70.34931610065267,20.022184350255507,4.868103027745042,36.516903248451605,1.556874142839924,0.2808019313768332,4.765532520369324,14.286406668198046,73.44370698928833,97.0,873.0,88.54903632649436,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,83,27.070725525388237,3.753978871625492,3.45638272843484,2.450710063917449,2.7840030719315627,70.08918906877696,50.36667021106082,4.910745971814942,18.32990103918178,27.070725034830964,3.7539786721717303,3.45638272843484,2.4507108346752275,2.7840030719315627,70.08918508749406,50.36667021106082,4.910737792274921,18.32990103918178,1.5518644248978253,0.2948018754266283,4.87118926686809,14.1703877514468,110.6651484966278,150.0,1350.0,56.17607247535305,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
24,31,27.077096139479178,3.754408895135142,3.94513900659808,2.450504553315582,3.729856453002957,69.99962921313575,45.86631384425342,4.923654021227608,36.88764526224937,27.077091167832283,3.754410571609435,3.94513900659808,2.450498427446074,3.729856453002957,69.9996350547113,45.86631384425342,4.923660821302988,36.88764526224937,1.5979649356778718,0.2924168508875981,4.9127163128289535,14.10132285100822,32.99693536758423,37.0,333.0,175.4618471515737,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,142,27.082538816434983,3.751790420178705,2.731411103491272,2.454566017678807,3.3393893585532397,70.5439182066963,59.17771592604933,4.8385768084272405,39.51502738184831,27.082537498719677,3.751784135026615,2.731411103491272,2.4545740592445404,3.3393893585532397,70.54398419822357,59.17771592604933,4.83857100393319,39.51502738184831,1.542259890067642,0.2722408354334744,4.732591064481452,14.259281644956006,168.79439520835876,225.0,2025.0,221.60019301227027,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,100,27.08325753154949,3.7556816876745382,2.7498929611144463,2.4462577819815072,3.1500897637130523,69.93430737629683,10.392391590949163,4.940609929364725,36.18265100523324,27.083251542174903,3.7556841310273823,2.7498929611144463,2.4462607687104003,3.1500897637130523,69.93424849624633,10.392391590949163,4.940584137937423,36.18265100523324,1.472058536407584,0.3160364818043376,4.948892985064259,14.085280523404537,88.7576515674591,122.0,1098.0,96.40596855848656,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,31,27.08906668099267,3.7553658805096553,3.252936744723388,2.4478110393592822,2.301506685435826,69.85777539960506,30.70117389967995,4.949279535369577,48.08526052356001,27.089047038679247,3.755340221277792,3.252936744723388,2.447828628933276,2.301506685435826,69.85768529999736,30.70117389967995,4.949321114525507,48.08526052356001,1.5322342961318611,0.3071141149422848,4.985555113596737,14.084262182434518,30.69860911369324,42.0,378.0,74.48800587918595,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
25,86,27.100135774086574,3.7541943730992937,2.952324607951808,2.4487281733486106,2.825636823476294,70.56882607178527,27.953206953087108,4.842707311414374,29.680851428993705,27.100129719360712,3.754195574758653,2.952324607951808,2.448725902752728,2.825636823476294,70.56870562282576,27.953206953087108,4.8427275727912,29.680851428993705,1.4728078050795776,0.3077775078252889,4.621972425241142,14.129135492119758,80.0817699432373,104.0,936.0,515.8209435105349,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,36,27.110911743495485,3.7568137537156057,3.536622075293919,2.4442171710767404,2.846708169722726,69.71298399421927,37.97463350122036,4.976866456990679,48.77304584297873,27.11090322063555,3.75681034290285,3.536622075293919,2.444234357551805,2.846708169722726,69.71290844294438,37.97463350122036,4.976852459144778,48.77304584297873,1.4731142408102575,0.330945558597145,5.014602860994048,14.049249224657116,36.29209065437317,49.0,441.0,219.6262697915466,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,39,27.119839402383235,3.7568882157321006,2.8762907711300203,2.444740789950288,2.316095213154186,69.64657267771251,63.10306847713724,4.985533104044011,16.384923408548463,27.119838614323644,3.756888832924534,2.8762907711300203,2.444740178922142,2.316095213154186,69.64659404262088,63.10306847713724,4.985530155031038,16.384923408548463,1.5178813419085369,0.3259677597066378,5.046761002257533,14.016047590861367,31.776193141937256,44.0,396.0,95.08720794803102,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,46,27.129637565358323,3.758226166394505,3.655370010272555,2.440115261640828,2.639298786363094,69.68042482112868,43.51188290098784,4.98829816575813,27.30675804451695,27.12963626961631,3.7582164643294034,3.655370010272555,2.4401174394705265,2.639298786363094,69.68001619179549,43.51188290098784,4.988368591563872,27.30675804451695,1.3955007608137373,0.3444085647962633,5.080273889864975,13.929032249086076,34.52999258041382,48.0,432.0,67.9848299138467,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,78,27.148900245362977,3.749306490031832,3.641644534688282,2.459885380277256,3.643667608629901,70.91010756266672,52.51819498400842,4.778982086290085,46.20032379179364,27.148900045495942,3.749306580472085,3.641644534688282,2.4598807642291125,3.643667608629901,70.9101449819207,52.51819498400842,4.778985029732064,46.20032379179364,1.5798958948487158,0.2575187470805044,4.547871111199501,14.45479556797925,67.19656467437744,90.0,810.0,63.85575983657518,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,58,27.182314958305845,3.7576457648826977,3.155861566389504,2.443176280196902,3.3901817997547417,69.33295563786749,70.68691289655345,5.036048119929024,39.91446473161312,27.18231426051876,3.75765186691307,3.155861566389504,2.443154459064262,3.3901817997547417,69.33302578133721,70.68691289655345,5.036087393270365,39.91446473161312,1.487902384577548,0.3408206687037767,5.192308657530498,14.052098494543277,60.28692603111267,81.0,729.0,67.35180744293454,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
21,143,27.322419711941613,3.760019550646312,3.51523067995057,2.4385564809706435,3.026331027236936,68.84203991027397,58.39711066109665,5.119031600175808,41.60523567493622,27.32237615274375,3.760019063207167,3.51523067995057,2.4385581074844094,3.026331027236936,68.8421594279835,58.39711066109665,5.1190379354339575,41.60523567493622,1.4590601967155958,0.3743380662046188,5.388209641683291,13.999112612333594,148.0863902568817,199.0,1791.0,51.59182875921485,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
23,127,27.48642939389925,3.762418367540596,2.876277595222216,2.433483704218061,2.7368613095343552,68.39742184490206,37.46090810113197,5.197671405653197,24.98083410048246,27.486414969701453,3.762426312316741,2.876277595222216,2.433495718674312,2.7368613095343552,68.39721192835232,37.46090810113197,5.197655260210428,24.98083410048246,1.4016449525202603,0.4135338980321426,5.551500163512827,13.980821918986,113.0227313041687,157.0,1413.0,54.2098943067768,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,92,27.623124865235184,3.764396687465588,2.8156939655150897,2.4310212349880143,3.373265659990568,68.06204946826624,28.946088052743,5.253996136569446,39.933241141450345,27.623100229149856,3.764397157212228,2.8156939655150897,2.431025317215733,3.373265659990568,68.0620927060824,28.946088052743,5.253977265263407,39.933241141450345,1.4771332665565655,0.4310951754559126,5.630001494273287,13.878740959217026,103.98653292655943,142.0,1278.0,78.33949729105605,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,70,28.6164623568463,3.7751837973440967,3.999314665253975,2.410841308997948,2.135363135977827,66.1487198041468,71.25651822063001,5.612904586601088,26.639189252057285,28.61644716034842,3.775190456811135,3.999314665253975,2.410827213939485,2.135363135977827,66.14914939039687,71.25651822063001,5.6128633311029565,26.639189252057285,1.334224905081239,0.5919866692493271,5.994130706326635,14.081873326556874,60.996235847473145,78.0,702.0,808.8616957032774,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,27,29.10886551750428,3.732907013623217,2.640656517862014,2.4979122763277903,2.822636216756613,73.06704343251262,56.15937090696562,4.444422624975077,23.334997217436943,29.108864835323743,3.732907289496105,2.640656517862014,2.4979113448559724,2.822636216756613,73.06705024978451,56.15937090696562,4.444422340479429,23.334997217436943,2.186002139273006,0.2269050687337526,3.829160494743922,15.479204444049447,27.93598246574402,37.0,333.0,1217.5195799970843,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
