Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,R14-sim_liq_density-wt,R14-sim_vap_density-wt,R14-sim_Pvap-wt,R14-sim_Hvap-wt,R32-sim_liq_density-wt,R32-sim_vap_density-wt,R32-sim_Pvap-wt,R32-sim_Hvap-wt,R50-sim_liq_density-wt,R50-sim_vap_density-wt,R50-sim_Pvap-wt,R50-sim_Hvap-wt,R170-sim_liq_density-wt,R170-sim_vap_density-wt,R170-sim_Pvap-wt,R170-sim_Hvap-wt,R134a-sim_liq_density-wt,R134a-sim_vap_density-wt,R134a-sim_Pvap-wt,R134a-sim_Hvap-wt,R143a-sim_liq_density-wt,R143a-sim_vap_density-wt,R143a-sim_Pvap-wt,R143a-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
176,169,811298.9720245115,3.6874164330012156,3.6638287248961188,3.7640421158341413,2.52054535183595,2.7519229576114554,2.748093433734139,3.020012078737291,59.84127324416035,53.75956470189603,44.44997905726008,6.71184311232926,33.68797327923671,34.139205953553294,19.126200846882753,811298.9720245115,3.6874164330012156,3.6638287248961188,3.7640421158341413,2.52054535183595,2.7519229576114554,2.748093433734139,3.020012078737291,59.84127324416035,53.75956470189603,44.44997905726008,6.71184311232926,33.68797327923671,34.139205953553294,19.126200846882753,37.28930622519679,29801.727022665615,575232.2747179372,164.4123598924196,5424.153397902863,5614.466122172153,7286.414121725304,4.674086446143491,1323.1273400566552,13767.650819838262,469.71958669910134,132.04278654764985,12788.583378848853,13947.551854596117,25916.73929129923,470.41990157020643,6592.43873211224,8219.78713545009,33586.79519578618,34.89358755950834,397.39466963284366,50606.653182334376,18569.230294524634,910.5331326885519,0.001900496702343045,2929.2580001305882,2114321.801636943,0.9000288870680488,4.018026444810734,21095.763382495606,1025825.6780459931,0.1270015792366018,90.00401390220898,96943.0556625769,2521.6766832037324,0.06474416584829881,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,2.548822439764622,67743.80740414294,11611270.553927531,0.28766331352919094,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,1421.0082709789276,196.0,2940.0,4577275.77013915,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
112,155,813226.9318138228,3.683853267102599,3.665932838983123,3.7671060363521636,2.522883144591497,2.7482075717330163,3.3658137352597493,3.0196444329213064,60.33411785530567,53.96851782851226,44.54355192402713,6.630083653086192,33.498830246069154,48.945469962065,19.030582710844797,813199.3174143947,3.6841250335971147,3.6658768939318276,3.7674083915541106,2.5227519708052633,2.748041318866041,3.3658137352597493,3.019755400019113,60.33579356149994,53.975159428435745,44.53674144921336,6.629078576376424,33.49327240430655,48.945469962065,19.02492692281672,36.622758193718155,29081.059248597452,578997.4394374411,159.0755706406623,4235.566104332052,5951.837659822448,7841.283881863174,5.493244248933821,1668.556915713987,14093.14868265756,470.12767747513976,134.52652832236927,15302.380550183052,15115.156101379263,22927.94115381112,453.77875068813034,6600.88469102719,8388.195504123112,31913.658036243327,32.866742766955134,405.2312613889994,50035.24791743876,18464.72275626737,912.1306391971159,0.001900496702343045,2929.2580001305882,2114321.801636943,0.9000288870680488,4.018026444810734,21095.763382495606,1025825.6780459931,0.1270015792366018,90.00401390220898,96943.0556625769,2521.6766832037324,0.06474416584829881,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,2.548822439764622,67743.80740414294,11611270.553927531,0.28766331352919094,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,1196.9065675735474,165.0,2475.0,8766606.798695404,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
116,193,813390.8701052866,3.6724628331430376,3.654138590657242,3.769010757059969,2.535823606507095,2.738104956952372,2.0739501367187154,3.0176661662196294,60.35549704413254,54.37111448495531,44.282194089464326,6.647437149170651,33.665422026125896,38.11602046638849,19.196519658417913,813386.3996498466,3.672468477514859,3.6541681971025404,3.768977907871787,2.535842839442969,2.7380878662235424,2.0739501367187154,3.017651085986675,60.35556366529959,54.37137172111025,44.28242008641929,6.647194274529609,33.665589615769555,38.11602046638849,19.196045173395657,33.618936103217976,30231.901310152447,558742.2253277389,156.43389163767824,2272.7415405774927,6666.422405301113,6885.284246758648,7.085266294321327,1888.6120669631157,16352.797102651652,492.905741189737,141.09597159080596,16641.031779952667,14402.97182658365,24057.495888089637,468.0485822966778,6759.425763965093,9622.599660649817,33550.28563113434,32.02182534672701,452.1711462779258,59716.40872254664,22818.45605094323,998.8294205409214,0.001900496702343045,2929.2580001305882,2114321.801636943,0.9000288870680488,4.018026444810734,21095.763382495606,1025825.6780459931,0.1270015792366018,90.00401390220898,96943.0556625769,2521.6766832037324,0.06474416584829881,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,2.548822439764622,67743.80740414294,11611270.553927531,0.28766331352919094,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,1591.495297908783,220.0,3300.0,3977010.163176126,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
89,353,813696.0962287547,3.704423781898333,3.6790639412367803,3.768956945128653,2.50281263480949,2.738058266986605,3.1668126292164556,3.020825048012653,58.08819475636314,52.14217257817905,43.55886527399614,7.031046818480299,33.89882076701384,45.55830323943742,19.397910440847546,813696.0554713673,3.7044252007204275,3.679051809496241,3.768963111013826,2.5028067980016906,2.7380449920383443,3.1668126292164556,3.020811083489992,58.088199104103786,52.14244323799406,43.55863520522043,7.031103920000277,33.89900416325654,45.55830323943742,19.397903953698908,39.921008238976775,30499.928373225146,571664.7150825189,181.07341014294983,4099.740936024693,6112.092624063126,5394.600990384085,4.857467660376177,888.814498420011,12664.597404341519,425.77947455565845,128.16345885008255,12502.690528411631,13603.514679048403,25559.65548774344,460.6427330521683,6103.691520702812,6296.229751931114,36702.22404250937,36.95573803546401,400.91406735489016,57327.9989902521,21670.333683504457,926.9602777833546,0.001900496702343045,2929.2580001305882,2114321.801636943,0.9000288870680488,4.018026444810734,21095.763382495606,1025825.6780459931,0.1270015792366018,90.00401390220898,96943.0556625769,2521.6766832037324,0.06474416584829881,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,2.548822439764622,67743.80740414294,11611270.553927531,0.28766331352919094,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,2954.6524546146393,400.0,6000.0,4747741.55946115,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
29,205,813797.2794774479,3.697406883910799,3.683471243525352,3.7686272211662066,2.504605295149136,2.753731712392458,3.499716621452287,3.021124605221135,59.425674633599186,52.787904199098506,44.193586185037944,6.792894409886776,33.5682614986619,31.275051854722715,19.096510262048604,813796.6350074075,3.6973957539835838,3.6834663397986267,3.768626517789739,2.5045922602242063,2.7537738626648744,3.499716621452287,3.0211354496624083,59.425793992117335,52.787802837217846,44.19405122374082,6.7928676537002985,33.56911520841752,31.275051854722715,19.09661216087035,39.54178425033484,29362.03803920083,585046.8773071081,168.39802945553248,5932.591790029564,5394.193618353882,6769.627261093368,4.497704892058599,1887.0897120244204,12385.602765108502,439.92265063303955,131.89835505962304,15484.487953667443,16300.609769631867,20155.396933390068,437.2358652057656,6571.7453100940365,5894.776716822837,31310.323432081233,35.697577962318746,393.4824466977085,50212.364479638054,18553.426578667928,885.4533963791993,0.001900496702343045,2929.2580001305882,2114321.801636943,0.9000288870680488,4.018026444810734,21095.763382495606,1025825.6780459931,0.1270015792366018,90.00401390220898,96943.0556625769,2521.6766832037324,0.06474416584829881,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,2.548822439764622,67743.80740414294,11611270.553927531,0.28766331352919094,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,1633.0777642726898,223.0,3345.0,8332126.19698673,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
181,328,814921.2671961259,3.6693156736208703,3.656168898531261,3.756261816397171,2.5351139938292166,2.761959256387698,3.834520318160017,3.0180521957646826,60.929350326064714,54.60686552965735,45.008410480609264,6.557979297620499,33.67121802182638,20.626744981321096,19.082669922022635,814921.2511962435,3.669315659932873,3.6561688183465386,3.756261923919567,2.535113924305751,2.7619592302118283,3.834520318160017,3.018052362386101,60.92935032693726,54.60686577432974,45.008410821404226,6.557980455421007,33.67121856859746,20.626744981321096,19.08266908343677,33.54379418184968,29738.864991842478,564936.2129111183,153.66126922980095,6161.251728504083,5755.162336706066,9027.00259190536,4.261822956264039,2951.537073558982,16543.353022840653,495.78391469209726,144.52424529223055,16980.715239901143,15309.618691864987,22710.203656585312,460.80452332724855,6594.784552571036,11235.637321583714,35745.00601946523,34.20929531923813,407.558821625759,50268.399634040514,18298.054210716065,931.1155262973598,0.001900496702343045,2929.2580001305882,2114321.801636943,0.9000288870680488,4.018026444810734,21095.763382495606,1025825.6780459931,0.1270015792366018,90.00401390220898,96943.0556625769,2521.6766832037324,0.06474416584829881,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,2.548822439764622,67743.80740414294,11611270.553927531,0.28766331352919094,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,2733.9354660511017,377.0,5655.0,3949805.3429421284,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
58,165,816160.9463564032,3.712597753767719,3.689364498525779,3.7752151377803185,2.490248026930985,2.741281015926183,3.7964100920342734,3.021574128197384,58.118141429473646,51.78466861857077,43.469830686459176,7.0370934092659,33.65781207256641,15.481862939520086,19.251311069932864,816160.9463564032,3.712597753767719,3.689364498525779,3.7752151377803185,2.490248026930985,2.741281015926183,3.7964100920342734,3.021574128197384,58.118141429473646,51.78466861857077,43.469830686459176,7.0370934092659,33.65781207256641,15.481862939520086,19.251311069932864,42.0117434684205,29779.913786901765,587383.688240049,177.09577785145515,4876.1549949318305,5957.3181706887835,4977.3663566474015,4.4558002814813555,1088.9661441275096,12178.25398546323,385.68806002952454,128.70041454307517,11509.281715530293,14335.931663672553,24636.500697941105,448.24462521337074,6281.11300552949,4204.483424348543,32636.396224364373,36.571242324089525,394.3841126239319,53784.2948949687,20030.297757882174,883.8335170209161,0.001900496702343045,2929.2580001305882,2114321.801636943,0.9000288870680488,4.018026444810734,21095.763382495606,1025825.6780459931,0.1270015792366018,90.00401390220898,96943.0556625769,2521.6766832037324,0.06474416584829881,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,2.548822439764622,67743.80740414294,11611270.553927531,0.28766331352919094,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,1398.7695498466492,189.0,2835.0,7746391.288746781,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
148,312,819318.680584313,3.6843322403813805,3.6463186401856653,3.758331150892205,2.5387029058166073,2.7275331818079502,2.209271823489917,3.0156795023142964,57.456877413000434,52.97270516083211,43.33349564378595,7.1457809073003755,34.765254643583425,28.20260506640273,19.87961091661556,819317.5960752434,3.684373220000925,3.6463330727163425,3.758366292297046,2.5386985192647393,2.7275630068358856,2.209271823489917,3.015679858980831,57.456668803936005,52.97274764341014,43.33317287778756,7.145592675972569,34.76458701192659,28.20260506640273,19.878766972211217,33.014666551925956,31795.575338063998,524301.36108603,179.04066708931404,2883.3353313752305,6354.329728914134,6869.3539148738155,4.815956590884158,996.44912604571,17627.239951941578,452.28178272474116,135.44101803496415,16465.792383994165,11084.067724798424,29436.866221783253,503.0671927611001,5940.945136209309,13067.516339242116,47525.47285182738,38.56475763786242,451.922380956618,73087.03899373092,29005.69523633722,1079.4927967983806,0.001900496702343045,2929.2580001305882,2114321.801636943,0.9000288870680488,4.018026444810734,21095.763382495606,1025825.6780459931,0.1270015792366018,90.00401390220898,96943.0556625769,2521.6766832037324,0.06474416584829881,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,2.548822439764622,67743.80740414294,11611270.553927531,0.28766331352919094,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,2400.156940460205,332.0,4980.0,4418170.645350386,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
199,345,819369.0929037658,3.698913818864289,3.6572865637274248,3.758091271120458,2.5239118182282274,2.729695987869545,2.6177455046325115,3.0188161101133257,57.20120574788645,52.46847124132657,43.442037960590326,7.167558304910089,34.5724837250656,47.99827947763497,19.746234952203142,819368.7067338009,3.698906179239469,3.6572779581620103,3.7580896274643,2.5239077243010173,2.729698363166086,2.6177455046325115,3.0188126044216017,57.201266206327546,52.468626345112554,43.44215675410753,7.167620983298853,34.572526951122974,47.99827947763497,19.746284235485852,37.46180659712343,33325.518328476166,545074.6328580308,185.9931242229053,3883.238665024191,7396.306394927969,6236.744416501076,4.17086599900588,1185.388646580156,14981.682822037454,444.98770295603674,123.49561581086189,13093.74837807442,11233.33840745286,30665.34747785458,499.06741108248605,5743.434397797802,10961.367115024828,46794.72612854075,38.95715853437095,398.0348119993563,62052.30006330063,24023.01368207081,986.1366248694678,0.001900496702343045,2929.2580001305882,2114321.801636943,0.9000288870680488,4.018026444810734,21095.763382495606,1025825.6780459931,0.1270015792366018,90.00401390220898,96943.0556625769,2521.6766832037324,0.06474416584829881,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,2.548822439764622,67743.80740414294,11611270.553927531,0.28766331352919094,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,2969.2902143001556,409.0,6135.0,4436918.167226219,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
165,240,819715.49294727,3.666039152677141,3.640940631556038,3.7431954813137214,2.549310988814628,2.766614626323576,3.0188171628775247,3.019406048847422,61.3995291612537,55.58635917018326,45.77058964890651,6.4609098365520525,33.78334674278267,27.42158787977707,19.005286345441764,819713.5731780132,3.6660331443948175,3.640964489976348,3.7432164811710282,2.549316932075242,2.766584461886568,3.0188171628775247,3.019426218368026,61.39943345127478,55.586162890653135,45.77000830794058,6.460836751241447,33.783126804105585,27.42158787977707,19.00517951924696,34.457130560464655,32621.407019489387,568083.0580209608,152.58249873495316,8274.499417408,6164.07563206843,11419.734651767074,3.6196974435227665,1089.3877859358722,18346.973944790912,491.1438085492302,138.04962858779857,16607.67601352505,14914.306783660948,24887.512072000045,483.20354566876665,6400.449858012508,16296.26160230215,39708.865450619305,34.63288127390905,352.0880782865105,38692.827223523855,13648.322951431637,870.357250669,0.001900496702343045,2929.2580001305882,2114321.801636943,0.9000288870680488,4.018026444810734,21095.763382495606,1025825.6780459931,0.1270015792366018,90.00401390220898,96943.0556625769,2521.6766832037324,0.06474416584829881,60.565220305602644,76539.82496279605,594562.5185231136,0.38078572093844354,2.548822439764622,67743.80740414294,11611270.553927531,0.28766331352919094,1.0637908796334354,3585.6379891083807,73335.10937483667,1.4537265711889484,1853.55966258049,256.0,3840.0,5626918.980939693,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
