Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_12_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_12_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_12_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_12_cum,epsilon_F_3_cum,epsilon_F_4_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
14,72,49.8330222508948,2.980507045239855,3.6307953285356973,2.031066551101671,3.186962816393274,2.867352697978917,2.54400134505338,2.6304896061907455,3.7857774170503022,3.1557144305690707,21.960663105785233,63.07126249916824,49.78202650792071,13.504102684793944,37.3125892000736,4.643453089077354,47.15106222921341,15.014070871197509,49.1865702160871,49.8330116187027,2.980507045239855,3.6307970716400284,2.031066551101671,3.186962816393274,2.867352697978917,2.5440022028433518,2.6304896061907455,3.7857774170503022,3.1557144305690707,21.960663105785233,63.071297268045925,49.78202650792071,13.504102684793944,37.3125892000736,4.643428936380034,47.15106222921341,15.014070871197509,49.1865702160871,0.5688461480577656,2.6247364178019406,7.5075759631226315,21.651308511244522,135.89348006248474,85.0,1615.0,1030.209148667812,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,56,51.28015851548366,2.6903441023104295,3.710396363899156,3.1850237375315933,2.6245396754038337,3.832611106936701,2.4537998689730793,2.514236587564392,2.221782601488058,2.3859254640382255,42.4729710941276,56.3051991500623,23.53263849657145,26.122181294520004,65.35867187086387,5.5216670029855175,36.583977350433265,23.178314873373754,18.56885407990291,51.280156715189875,2.6903441023104295,3.710392629589693,3.1850237375315933,2.6245396754038337,3.832611106936701,2.453794678630689,2.514236587564392,2.221782601488058,2.3859254640382255,42.4729710941276,56.30526258276794,23.53263849657145,26.122181294520004,65.35867187086387,5.521778289338241,36.583977350433265,23.178314873373754,18.56885407990291,1.3098294838328821,4.42517729105513,5.586683730619854,18.87198081318376,199.2458164691925,78.0,1482.0,501.9030464517275,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,53,50.68257370108246,3.0317140339370594,3.6279821252821183,2.305343288186326,3.2436124634808303,3.088020237627876,2.5447560273856284,2.2890910802493196,3.5030556342704875,2.444098279599845,43.75786858379216,64.50599044032263,11.451477819467403,31.08355988220213,66.73995446600725,4.355147342923466,33.845420740809026,45.33128959582796,48.24320969737693,50.681666890095826,3.0317140339370594,3.627998065727103,2.305343288186326,3.2436124634808303,3.088020237627876,2.544766257409684,2.2890910802493196,3.5030556342704875,2.444098279599845,43.75786858379216,64.50652413429022,11.451477819467403,31.08355988220213,66.73995446600725,4.355170402783429,33.845420740809026,45.33128959582796,48.24320969737693,0.27707601990850067,2.6981359629478523,8.003299643085903,21.53521073081481,135.84304547309875,90.0,1710.0,573.3006483701928,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
6,116,58.57550695020654,2.22949194590675,3.732542255374206,2.8998242669598806,3.1567792287742638,2.8162736055225626,2.425787822718635,3.8067590411245074,3.1473589733445717,2.0057406540623175,50.11441938534706,50.63631576379789,44.258776646744614,67.58623645520036,33.222534400162495,7.0104313474423465,36.817604052713094,15.553743499629471,47.530303181031655,58.57550625399473,2.22949194590675,3.732542380008183,2.8998242669598806,3.1567792287742638,2.8162736055225626,2.4257879528034074,3.8067590411245074,3.1473589733445717,2.0057406540623175,50.11441938534706,50.63631491839488,44.258776646744614,67.58623645520036,33.222534400162495,7.0104299933133145,36.817604052713094,15.553743499629471,47.530303181031655,1.7537537911067058,2.864798758390994,5.59831758580645,19.339403519114427,291.1554682254791,181.0,3439.0,579.8037172903148,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,94,62.37276758147472,2.8029591669390808,3.7622117950151024,3.243838735840603,2.8604945416425287,3.9476041558545036,2.3783750871172216,2.3971397768542215,2.853402018696065,2.686692479548846,61.84652225730683,49.30524906848158,68.74972712871418,53.076787804392055,27.56353703193426,7.290915863155317,44.92142799440909,33.47001262080613,43.07563794016094,62.372764285419194,2.8029591669390808,3.76221152002136,3.243838735840603,2.8604945416425287,3.9476041558545036,2.3783734113723924,2.3971397768542215,2.853402018696065,2.686692479548846,61.84652225730683,49.305260797667785,68.74972712871418,53.076787804392055,27.56353703193426,7.290934776500842,44.92142799440909,33.47001262080613,43.07563794016094,1.4422706038302375,3.570009304426958,5.415550517522611,18.593579799598388,380.37795996665955,140.0,2660.0,413.38771853265433,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,80,52.05420322971633,2.2807738771904673,3.7110857572458196,3.6014891373510727,3.936523151438794,2.6268483563184852,2.4564491866845515,3.752778304592076,3.7892133270076944,2.1700884227395556,12.538560910137356,54.81041584719254,67.07926272291186,16.392544199148258,37.3719956253284,5.923668144475065,33.660784974055595,39.21569898826657,26.043047085212205,52.05416121818047,2.2807738771904673,3.71108357479208,3.6014891373510727,3.936523151438794,2.6268483563184852,2.45644291298307,3.752778304592076,3.7892133270076944,2.1700884227395556,12.538560910137356,54.81041765261231,67.07926272291186,16.392544199148258,37.3719956253284,5.923719090199948,33.660784974055595,39.21569898826657,26.043047085212205,1.6971297193373542,3.850345736733895,5.281656055379364,19.14378328811417,199.3118348121643,125.0,2375.0,256.29672262190246,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,50,52.54309194040589,2.9831463185606766,3.7213283079340274,3.1482352109840264,2.29345714981162,3.178611073806568,2.4315079659763703,2.2046688576556512,2.8281119756391364,3.38880031545549,36.92165251924868,56.59204437948384,44.833266384508256,53.146651939286286,43.46779228379006,5.3666292997091345,35.52942641756976,46.61906703507593,19.81161464511831,52.543040690112576,2.9831463185606766,3.721330567213946,3.1482352109840264,2.29345714981162,3.178611073806568,2.431508459347943,2.2046688576556512,2.8281119756391364,3.38880031545549,36.92165251924868,56.592067947631826,44.833266384508256,53.146651939286286,43.46779228379006,5.366607871587497,35.52942641756976,46.61906703507593,19.81161464511831,0.8584700618564423,5.143859120180414,5.873174905281822,19.117901796273696,179.29430198669434,65.0,1235.0,1573.1639070107738,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,129,52.81667089795057,2.0891037570895232,3.719523177893347,2.451418677215709,3.425977960765353,3.1194339641082847,2.441740469240271,2.1439485593789733,3.9345526600005436,3.1362009238398842,23.214060252964387,53.9818983469806,58.34868051488105,22.702916272105725,47.78833027276176,6.093098032273136,44.63900805215124,23.394671570165514,32.28193999940555,52.8166144202862,2.0891037570895232,3.71952594984203,2.451418677215709,3.425977960765353,3.1194339641082847,2.44174166564228,2.1439485593789733,3.9345526600005436,3.1362009238398842,23.214060252964387,53.98186621474406,58.34868051488105,22.702916272105725,47.78833027276176,6.093086610643822,44.63900805215124,23.394671570165514,32.28193999940555,1.4572802546208923,3.8231338114250315,5.5105783752340445,19.14599010258602,411.76854252815247,159.0,3021.0,499.21261124521294,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,84,51.14482199209961,3.1056439573715315,3.680097844323868,2.248346630239822,2.558367358022279,3.1715185429165755,2.4917059893406375,3.12206043851142,2.037294578745886,3.6012653453612318,25.143327799666334,57.22334222522944,35.210941864171176,66.13022054636288,58.562906777917014,5.546137547335862,19.775932898123976,17.09711913292741,19.24702095092581,51.14056847671206,3.1056439573715315,3.6818896421069396,2.248346630239822,2.558367358022279,3.1715185429165755,2.4916061563987695,3.12206043851142,2.037294578745886,3.6012653453612318,25.143327799666334,57.253844290216804,35.210941864171176,66.13022054636288,58.562906777917014,5.518273401232016,19.775932898123976,17.09711913292741,19.24702095092581,1.2886354724758302,3.1881771782970283,6.0024866824132275,20.329152454901894,316.7913122177124,124.0,2356.0,466.74155786481924,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
1,46,50.53434483039912,2.834044009405148,3.677598170084461,2.0002287496346898,2.604665145263679,2.293511781634226,2.4947677352704707,2.3725204227553416,2.691121454086095,2.79353494846134,45.023087710218206,58.23351206613497,54.53926752578938,23.289396232548636,67.07763336541147,5.31167990536895,38.46636285624408,29.605668082849444,34.55414399560131,50.534255308376544,2.834044009405148,3.6775988013975445,2.0002287496346898,2.604665145263679,2.293511781634226,2.4947763686819577,2.3725204227553416,2.691121454086095,2.79353494846134,45.023087710218206,58.23364576093771,54.53926752578938,23.289396232548636,67.07763336541147,5.311644214567237,38.46636285624408,29.605668082849444,34.55414399560131,1.1593275043762883,3.4283120624327985,5.794524417783874,20.3978563886754,137.31416654586792,52.0,988.0,1102.0757137398216,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
