Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_12_min,sigma_F_3_min,sigma_F_4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_12_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_12_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_12_cum,epsilon_F_3_cum,epsilon_F_4_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
14,71,145.8700959573128,3.50004352740532,3.7166276728580843,3.6203695738388566,3.3961144968946053,3.7289588601091994,3.261252100759954,2.649590111868511,2.9017478728266983,3.013610451340254,2.821622699844371,36.09617292552015,30.629956487288005,51.647098590453,37.96607260338219,73.2971350652714,56.45442990779191,6.180945885568189,29.93453532718115,28.75859194073126,42.91735813854984,145.87008903926431,3.50004352740532,3.7166276728580843,3.6203637989003674,3.3961144968946053,3.7289588601091994,3.261254135156366,2.649593751973513,2.9017478728266983,3.013608126481399,2.821622699844371,36.09617292552015,30.629956487288005,51.647079316227185,37.96607260338219,73.2971350652714,56.45446103280918,6.1809855022243,29.93453532718115,28.7585836925535,42.91735813854984,5.686203115516965,4.558418083430963,7.373903724455232,23.362784547345555,168.00167322158813,88.0,1848.0,845.2237676525447,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,133,112.01769856121453,2.3523925111501103,2.664127148733674,3.4451599989544994,3.6189813842531637,2.6894733053665867,3.4881762015883306,2.030955060042667,3.757663968823688,3.2125873626922674,3.8107846374172984,39.89221727809246,45.51254304132427,54.71996370598848,28.571725362719597,41.866478970295304,49.29657634394644,6.2792938035623465,35.7718492868823,25.291595482770774,43.25761851096945,112.0174099354182,2.3523925111501103,2.664127148733674,3.4464679986371056,3.6189813842531637,2.6894733053665867,3.4899272543818642,2.0286168331972907,3.757663968823688,3.212827740598669,3.8107846374172984,39.89221727809246,45.51254304132427,54.741586178925736,28.571725362719597,41.866478970295304,49.305183529941424,6.260870522040793,35.7718492868823,25.238470811139194,43.25761851096945,0.14885027475906035,3.0591752916571604,9.945408556578927,19.84242442208311,275.2817237377167,142.0,2982.0,763.6730793143263,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,123,123.95164483467832,3.7332165483330257,3.8996119827072526,3.8666673998975867,3.7082308876730776,2.1974868036406963,3.5499085490630007,2.1588019104893865,3.220481625293259,2.9834633035123,2.0691424397432683,60.0655177460737,57.56235904806927,27.95611252442467,26.70950442343954,51.099715632958315,40.01590425938928,7.517369881384837,30.615118120121007,35.17871710606355,49.66651242683443,123.95161874148137,3.7332165483330257,3.8996119827072526,3.866668862924174,3.7082308876730776,2.1974868036406963,3.549903509802039,2.158805231869252,3.220481625293259,2.983463488327768,2.0691424397432683,60.0655177460737,57.56235904806927,27.956169959818432,26.70950442343954,51.099715632958315,40.01596750304843,7.5173306085333715,30.615118120121007,35.17871268857584,49.66651242683443,1.0393389941172937,0.7811362130515277,12.287618764684698,23.517290501132027,279.53679299354553,149.0,3129.0,288.5246647126743,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,91,117.71704205137729,3.6237173954410795,3.7499232899117962,3.485667410053768,3.138988825490751,2.321942873631217,3.5198413299914733,2.134418414666811,2.450079915628169,3.193548678400386,2.6245396754038337,69.55986097544282,69.12630912185124,41.75780086640077,17.2079345483619,22.54257758124234,55.29257732517498,5.898495452114519,22.286805344307705,26.54166583428711,44.808515622772845,117.71667694393672,3.6237173954410795,3.7499232899117962,3.485664133912344,3.138988825490751,2.321942873631217,3.519775929108337,2.134497242992388,2.450079915628169,3.193561545132708,2.6245396754038337,69.55986097544282,69.12630912185124,41.757500514888484,17.2079345483619,22.54257758124234,55.291300152033216,5.899207274859013,22.286805344307705,26.54376617104055,44.808515622772845,1.0172905538167567,0.9264548332088034,13.672495372945843,16.7342415456937,395.8773877620697,124.0,2604.0,497.29347188915534,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
15,116,132.65593087717386,3.759996577126863,3.807683911652744,3.846991264453073,2.5404165240595153,2.5047334030091797,3.504179248664304,2.5018901236761137,3.6043221680091957,2.965614946832794,3.466285050575022,43.73575578516363,60.10745418262273,46.92120644537618,40.27114210847876,32.27477901696332,41.122458854728535,8.665496325164877,17.786912719438835,23.211096797916493,21.356449796576733,132.65590834177507,3.759996577126863,3.807683911652744,3.846991129145758,2.5404165240595153,2.5047334030091797,3.504178790092082,2.5018911079718653,3.6043221680091957,2.965614595978762,3.466285050575022,43.73575578516363,60.10745418262273,46.92121396000325,40.27114210847876,32.27477901696332,41.12245231506203,8.665510392778447,17.786912719438835,23.21109026110561,21.356449796576733,2.0763253409619584,5.18814583727166,8.183569169940265,16.77312379875722,487.4614808559418,148.0,3108.0,340.59749533706366,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,161,109.07161176425831,3.977722177812989,3.496331308759678,3.389612810009552,3.578558656902977,2.206452013155284,3.5020636381370513,1.8950825716756894,2.5872282967473588,3.2433590687215874,2.2600571442365553,11.258852261569311,54.12430964109292,58.46112362220053,27.260532859194708,41.952255353222,48.27123602125951,6.87188308026903,20.135500121703355,24.375468670310735,39.4915426007326,109.07148782359616,3.977722177812989,3.496331308759678,3.3896227581154608,3.578558656902977,2.206452013155284,3.5020584291850287,1.895076081666488,2.5872282967473588,3.243361175401369,2.2600571442365553,11.258852261569311,54.12430964109292,58.46123750818569,27.260532859194708,41.952255353222,48.271284694728934,6.871940468774738,20.135500121703355,24.37545823660233,39.4915426007326,0.016868925845172727,2.6807537469935134,9.435524121878332,19.150701769865893,717.04607629776,170.0,3570.0,709.4210142996714,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,178,117.4990771265492,2.653289803544192,3.054116204515218,3.4311984910461666,2.7145395200049993,3.817070301839598,3.442111696527754,1.8379893455683702,3.8588744674875217,3.2278041071234673,3.994645700902961,21.20213304244636,18.91382372587706,54.76837974657051,55.29318049684352,14.290011226934064,46.24542677442819,7.2375442128062595,47.30585874412692,26.825091448635863,19.349483669025766,117.49906283216399,2.653289803544192,3.054116204515218,3.431198564621603,2.7145395200049993,3.817070301839598,3.442110594401007,1.8379902348267345,3.8588744674875217,3.22780391448487,3.994645700902961,21.20213304244636,18.91382372587706,54.76844180971441,55.29318049684352,14.290011226934064,46.24550854667899,7.237578831855339,47.30585874412692,26.825027798900233,19.349483669025766,0.08689309874004394,2.516293227184381,9.744938884072113,19.593984871508034,766.4156885147095,220.0,4620.0,1417.7170974331646,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,127,111.73120167448943,2.2046688576556512,2.8281119756391364,3.4931928968823978,2.8283585390538053,2.099906917892174,3.5543425983817514,2.1760780937186035,3.029778224116617,3.181143883291364,3.173110081003986,68.72112449371245,18.935855769505444,45.22691188019937,62.48043376611905,35.84899440405969,54.10389152788231,7.728138250787113,27.17180509109273,23.329321941099817,40.4099294872658,111.73119576762986,2.2046688576556512,2.8281119756391364,3.4931967111182045,2.8283585390538053,2.099906917892174,3.5543405051449213,2.17607836733549,3.029778224116617,3.181143411025035,3.173110081003986,68.72112449371245,18.935855769505444,45.226897584453766,62.48043376611905,35.84899440405969,54.103875561999786,7.728200928573518,27.17180509109273,23.329306937311923,40.4099294872658,0.44233343972519995,1.0390628466387308,9.089500934648228,19.01884928293878,465.6065180301666,147.0,3087.0,988.9470823341327,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,143,123.38767011448644,3.9003522384941594,3.1133063763903124,3.8735014414388145,3.2831324178926744,2.7800154282824923,3.5515838424518464,2.17491410386588,3.099095843017125,2.979531374628841,3.837466871267212,35.666914840031076,72.61206434864629,27.61172964239772,18.21141876357643,18.78014527303754,41.04196638417269,7.455781113166877,48.17895739261884,34.780750402265724,15.525664325974283,123.38763967143628,3.9003522384941594,3.1133063763903124,3.873505483810722,3.2831324178926744,2.7800154282824923,3.5515828749239664,2.174915560098447,3.099095843017125,2.979533488120736,3.837466871267212,35.666914840031076,72.61206434864629,27.611627394804746,18.21141876357643,18.78014527303754,41.04203336206236,7.455792884866548,48.17895739261884,34.780793082323484,15.525664325974283,0.815872180383217,0.8387593766726287,12.265100886450353,21.780494762249432,571.3480217456818,169.0,3549.0,270.0616395772271,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
20,68,123.17031667097393,2.8838085614968465,3.1631548146885824,3.7804632537942813,2.4078124504662437,2.4954658035247097,3.112904190163568,2.7989881708712225,2.9139506548713854,2.8544704287158518,3.017032481220479,23.77741070183894,61.909275909413665,39.77706586743884,11.794390777042738,48.573109215200375,62.82244572301425,8.14461280522483,41.24504087541502,31.110782428301736,33.9333131736766,123.17029655625694,2.8838085614968465,3.1631548146885824,3.780462648110061,2.4078124504662437,2.4954658035247097,3.1129040392184653,2.7989880205264632,2.9139506548713854,2.8544707898485933,3.017032481220479,23.77741070183894,61.909275909413665,39.77703042679857,11.794390777042738,48.573109215200375,62.822458166963166,8.144633459592754,41.24504087541502,31.110779926600728,33.9333131736766,3.0652100922853442,3.0536114480728225,8.958492933928733,20.3525392424964,151.23264122009277,75.0,1575.0,1482.6543032240875,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
