Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_12_min,sigma_F_3_min,sigma_F_4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_12_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_12_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_12_cum,epsilon_F_3_cum,epsilon_F_4_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
17,336,85.22519344298655,2.8316974365350545,3.233370134310472,3.35832041452434,2.203934518851595,3.0317140339370594,3.8392782913555683,1.7130113353805279,3.2436124634808303,3.2732315211029723,3.3082746939414887,19.395460108102892,58.84930811379086,53.26195054411542,43.75786858379216,61.04424183440524,46.940704034369865,8.608492556803371,45.5522831740039,18.53654050863632,33.845420740809026,85.22512832072182,2.8316974365350545,3.233370134310472,3.3583212425711118,2.203934518851595,3.0317140339370594,3.8392803370344297,1.7130133344348155,3.2436124634808303,3.2732313079364896,3.3082746939414887,19.395460108102892,58.84930811379086,53.26197766382,43.75786858379216,61.04424183440524,46.94056053585479,8.608489768063372,45.5522831740039,18.536512022373945,33.845420740809026,0.43628618786169154,0.40595876512995577,8.153967181092517,12.678963137908926,1228.05730843544,380.0,7980.0,280.6387778665956,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,152,110.6095650440196,2.834044009405148,3.440648986884316,3.5001935995870737,2.604665145263679,2.293511781634226,3.489937256244162,2.1769362981606766,2.691121454086095,3.181874310683848,3.0776334680067134,37.24764343621417,54.53926752578938,43.3527221901792,67.07763336541147,11.780193557865202,58.17288591892806,7.351721286436253,34.55414399560131,24.44690734881779,21.93355211797076,110.60952989130526,2.834044009405148,3.440648986884316,3.500188436909271,2.604665145263679,2.293511781634226,3.489941443866419,2.1769347776242176,2.691121454086095,3.1818817270717794,3.0776334680067134,37.24764343621417,54.53926752578938,43.35278743715547,67.07763336541147,11.780193557865202,58.17304371637556,7.351695024965202,34.55414399560131,24.44700743108295,21.93355211797076,0.4608999208381245,0.47044135564581335,9.552104772305512,19.609983245630207,583.9068965911865,176.0,3696.0,373.0589217514877,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,130,112.71171624502469,3.6014891373510727,3.936523151438794,3.480234592661116,3.3846452313386277,3.752778304592076,3.4640792161743272,2.122231660169616,2.0781095664657645,3.1935555448037634,3.756285006858826,16.392544199148258,37.3719956253284,48.86226615817381,44.65574352324612,54.97201240678078,52.14786753434812,6.994431129239253,44.211898516408056,25.751954547923773,41.25505102307387,112.71170929666272,3.6014891373510727,3.936523151438794,3.480231616272929,3.3846452313386277,3.752778304592076,3.464077940913246,2.122233367911303,2.0781095664657645,3.1935545136939556,3.756285006858826,16.392544199148258,37.3719956253284,48.862249786787935,44.65574352324612,54.97201240678078,52.14787215202564,6.994470875354096,44.211898516408056,25.75197482690346,41.25505102307387,0.6477814528556874,1.5831784005906835,9.82424616163563,19.551809189087205,474.94218254089355,137.0,2877.0,425.8916067146283,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,216,116.40837850223237,3.1124804679808378,2.27291045132137,3.493195791838425,2.2426869114814747,2.0891037570895232,3.3576668364653544,2.2340898583442024,3.425977960765353,3.165832051194289,2.0251119603182315,14.678328179816642,72.8729614500177,46.6486860485733,23.214060252964387,26.401173397071027,56.99685775796149,6.044961171640232,35.34756245456402,28.47315072779916,44.63900805215124,116.40837846008148,3.1124804679808378,2.27291045132137,3.493196192221748,2.2426869114814747,2.0891037570895232,3.3576673369535444,2.2340889670097877,3.425977960765353,3.165831784200023,2.0251119603182315,14.678328179816642,72.8729614500177,46.64870068202125,23.214060252964387,26.401173397071027,56.99686923373099,6.044957575067929,35.34756245456402,28.473121243733452,44.63900805215124,1.116660082692781,1.382877208961715,11.901405532068948,21.0265716347059,809.0777859687805,245.0,5145.0,2033.0533084643396,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,130,153.0313374345008,2.479695518295172,2.9875394285374597,3.599775215533989,3.6579617991003572,2.3135827892921683,3.206549966342066,2.801125372544327,2.9726902218740636,2.933885076379792,3.1377028741729625,30.62855660594046,74.26005003680919,53.646185424688376,34.709176220530786,45.8116342426633,58.94617503672781,3.540580403688363,24.27218451819833,34.83621262993087,27.95294692699372,153.03131289014595,2.479695518295172,2.9875394285374597,3.599775369728597,3.6579617991003572,2.3135827892921683,3.206549319404725,2.8011238421455604,2.9726902218740636,2.9338871731609437,3.1377028741729625,30.62855660594046,74.26005003680919,53.64612363926208,34.709176220530786,45.8116342426633,58.94618216264159,3.540596298414096,24.27218451819833,34.83616576608944,27.95294692699372,1.3511077740629653,2.798280482594415,10.625667438998638,26.292268108405523,295.15496587753296,147.0,3087.0,555.8336619593214,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,99,137.82734170399053,3.7666121824116194,3.2473444141112173,3.821434985726717,2.697796683955685,2.5398557835300517,3.5047192382109174,2.3489449188392704,3.9296800942967707,3.0212055713493102,3.2433914404182436,17.45848824196939,71.71680181595964,50.207033766570895,47.595324935163575,36.52889217948328,41.43790011376312,7.908562119251281,35.07878203353001,23.4843806493746,36.60007197672534,137.82699514677319,3.7666121824116194,3.2473444141112173,3.8215122186350756,2.697796683955685,2.5398557835300517,3.5045258605256944,2.348694511407427,3.9296800942967707,3.0209755390690236,3.2433914404182436,17.45848824196939,71.71680181595964,50.21049994973171,47.595324935163575,36.52889217948328,41.44024436441218,7.907945189854013,35.07878203353001,23.48266431684126,36.60007197672534,1.399879440107005,5.898516257822694,7.191799363398677,19.252370738426798,253.18655276298523,127.0,2667.0,562.7679900524025,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,168,108.81473778440021,2.6304896061907455,3.7857774170503022,3.5175304771556632,2.36802040325493,3.575858467651009,3.552405667796113,2.137685447609939,2.840387360002264,3.1914821337410153,3.837203555955051,10.026131617938235,73.48934468701889,41.68164681052391,73.29592999329098,49.30654656331346,59.080571747106184,7.67315792063066,36.98266694075727,22.791056059140256,35.539166922962906,108.8147331211938,2.6304896061907455,3.7857774170503022,3.5175300918548844,2.36802040325493,3.575858467651009,3.5524053827254596,2.1376867551236223,2.840387360002264,3.1914818632060755,3.837203555955051,10.026131617938235,73.48934468701889,41.681644871485496,73.29592999329098,49.30654656331346,59.08055959759328,7.673153033844176,36.98266694075727,22.791073595862535,35.539166922962906,0.36793494490747025,0.1926512416526768,7.182390830655853,19.10411020745706,635.4039623737335,189.0,3969.0,1789.1858246735944,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,180,123.40060403429925,2.6004966790678,2.2860116565161985,3.870748720063339,3.0831187577747468,3.949480741710164,3.5490756006736737,2.1629976056084703,3.0921416082859032,2.982506921046248,2.27085580614434,33.12083611395228,11.704206874264264,27.47876558205189,58.466417525987254,11.975979845371276,41.17654999076774,7.415758461428642,39.24372011275741,34.971033605881246,21.60228803343588,123.40055838879437,2.6004966790678,2.2860116565161985,3.8707456180176205,3.0831187577747468,3.949480741710164,3.549068717642889,2.163001659877734,3.0921416082859032,2.9825129672257984,2.27085580614434,33.12083611395228,11.704206874264264,27.47889722804344,58.466417525987254,11.975979845371276,41.17625107673248,7.415680029470742,39.24372011275741,34.97089041205436,21.60228803343588,0.9226369574411507,0.7682882506508045,11.807129350694623,22.290462809368975,687.5904855728149,215.0,4515.0,144.4523314681588,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,49,118.97626369123702,3.2594350140431283,2.420348019829679,3.473816293695884,2.13307296270823,2.5206301971570815,3.3338683827802633,2.2339248806150542,3.2789217617598796,3.171506630328583,3.8496159407987007,27.11429008166222,14.287470894461547,46.665307356823895,60.19157192031105,69.00803041272908,55.67191526037201,5.804326581293707,23.20267301424972,30.01269867907333,48.21557122406658,118.97604876108707,3.2594350140431283,2.420348019829679,3.4738026892511478,2.13307296270823,2.5206301971570815,3.3338819585141275,2.233923744159296,3.2789217617598796,3.171514488314546,3.8496159407987007,27.11429008166222,14.287470894461547,46.66545476485857,60.19157192031105,69.00803041272908,55.671915495546415,5.8043179037782435,23.20267301424972,30.01244397822582,48.21557122406658,1.7435272958605548,1.239541570770923,11.741798243199877,21.609952744202666,196.8447299003601,57.0,1197.0,348.8576960653699,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,138,125.87908616649067,2.0397602676795907,2.0524219737554383,3.552013748900084,2.4924221352060916,3.720055897365776,3.3920676784824533,2.6252443729394717,3.684061784719211,3.0221965122001784,2.558367358022279,48.074352644788725,73.02372364077887,54.26533363204869,11.212073809241298,62.04112372424007,46.75356800232152,8.45922567041692,28.575122542246014,25.896060515596073,41.149257495801464,125.87906453358175,2.0397602676795907,2.0524219737554383,3.552012237121487,2.4924221352060916,3.720055897365776,3.39206672811335,2.6252395282042196,3.684061784719211,3.0221991185224777,2.558367358022279,48.074352644788725,73.02372364077887,54.265334287943794,11.212073809241298,62.04112372424007,46.753562959340556,8.459201839111463,28.575122542246014,25.89612603827001,41.149257495801464,3.4855540531910063,3.860201793500581,3.7335148202847477,29.82942920693179,298.31629514694214,152.0,3192.0,5948.414743760547,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
