Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,R134a-sim_liq_density-wt,R134a-sim_vap_density-wt,R134a-sim_Pvap-wt,R134a-sim_Hvap-wt,Run Time,jac evals,func evals,Optimality,Term Status,Message
19,117,218.64629528235224,2.753160629491549,3.947567076716645,3.230365194769492,2.6054028236271605,2.90316811853892,3.2561523966147004,2.98773902924116,48.1441671426454,58.751414640672905,61.329949145260315,7.939670514945158,22.885642101979286,45.256780051911,34.57106573145084,218.64629176946698,2.753160629491549,3.947567076716645,3.2303644166625256,2.605409329185904,2.9031714941877835,3.2561523966147004,2.9877375547908036,48.1441671426454,58.751414640672905,61.33001333674898,7.93971462320677,22.885687627178715,45.256780051911,34.57108149963057,0.06637970201285104,3.6123338026677914,4.581917489039617,9.577082349911672,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,187.07413005828857,126.0,1890.0,34.01737748931098,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,113,218.64637448581243,2.3396608391291376,3.756285006858826,3.230309393113023,2.6054760665291283,2.903111248144505,3.066330569946034,2.9878102087265166,30.508516015394097,54.622560299302954,61.33028954863652,7.940908393761993,22.889513305411175,49.61013811172732,34.57195013798953,218.64637448581243,2.3396608391291376,3.756285006858826,3.230309393113023,2.6054760665291283,2.903111248144505,3.066330569946034,2.9878102087265166,30.508516015394097,54.622560299302954,61.33028954863652,7.940908393761993,22.889513305411175,49.61013811172732,34.57195013798953,0.0678882836346889,3.6096234672161636,4.574780763633003,9.582661826406682,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,183.91597843170166,125.0,1875.0,48.541433519850784,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,108,218.6464102701657,3.1124804679808378,2.27291045132137,3.2302565556572005,2.6052610222404304,2.903066809414845,2.2149882582121854,2.987816180095631,56.344283724873996,46.381603833519264,61.33410239175713,7.943384040383216,22.8862443189668,34.88351616719798,34.56927449690969,218.6464092299269,3.1124804679808378,2.27291045132137,3.2302575699327623,2.605261607717755,2.9030700457716216,2.2149882582121854,2.9878147108096553,56.344283724873996,46.381603833519264,61.33409160594847,7.94337956940313,22.886113015535276,34.88351616719798,34.56928248134927,0.06679233753985762,3.628282183272721,4.598707795122153,9.56727426259096,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,171.19310808181763,115.0,1725.0,89.21886490807354,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,69,218.6464366664023,2.027903145951194,2.468724172242841,3.2303407106192634,2.6056009705049026,2.9029965733881857,3.1133063763903124,2.987778756069916,51.70180358151195,35.350501419181015,61.3334077448285,7.942307753265849,22.889688213432024,47.41634993472588,34.56830350671706,218.64643368179995,2.027903145951194,2.468724172242841,3.2303405253224082,2.605611108965719,2.902988549067547,3.1133063763903124,2.987772610271882,51.70180358151195,35.350501419181015,61.33356412418309,7.942278140418366,22.889703895229808,47.41634993472588,34.56826064768008,0.0673737738004872,3.623757206843837,4.583138404133938,9.576774620824114,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,111.70231461524963,76.0,1140.0,52.319822519737336,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,73,218.6468411554549,2.504651489140647,3.4876517081501857,3.2304430398312576,2.6057802475836933,2.9022257453575846,3.6936576029800703,2.987874399611818,42.095031427467454,50.297121694789695,61.32555586843716,7.939770949991287,22.874668583215975,17.45077503017278,34.57367582256395,218.6468411554549,2.504651489140647,3.4876517081501857,3.2304430398312576,2.6057802475836933,2.9022257453575846,3.6936576029800703,2.987874399611818,42.095031427467454,50.297121694789695,61.32555586843716,7.939770949991287,22.874668583215975,17.45077503017278,34.57367582256395,0.0659636686371936,3.6288283865997073,4.579421099826241,9.567346221814946,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,129.5048520565033,87.0,1305.0,74.61636024513723,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,92,218.64720712353318,3.3415775815751743,2.9017478728266983,3.230431901211572,2.6053246957633607,2.9026182883495966,2.6347678919165536,2.987861447827897,37.96607260338219,73.2971350652714,61.31861761204731,7.940201128208477,22.880354825602197,27.017118392104805,34.57259543195916,218.64720689738687,3.3415775815751743,2.9017478728266983,3.230431947607711,2.6053249459846124,2.9026176702626976,2.6347678919165536,2.98786150236035,37.96607260338219,73.2971350652714,61.31861576008415,7.9401990684963195,22.88035737557622,27.017118392104805,34.57259777333567,0.06580106755701084,3.6379020545299587,4.584291749562436,9.565680129036426,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,148.75671362876892,101.0,1515.0,27.271764810373924,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,91,218.64725099622888,2.56088798412881,3.578558656902977,3.230220016622136,2.6056302684436043,2.9028398866337657,2.5872282967473588,2.9879703844943437,18.45185718768805,11.258852261569311,61.33019947695579,7.9425515940014835,22.882014074276324,32.20506057481184,34.577800162052206,218.64722668219702,2.56088798412881,3.578558656902977,3.2302235989114063,2.605659147241167,2.9028947972104002,2.5872282967473588,2.98795086640589,18.45185718768805,11.258852261569311,61.330826859774696,7.942492747319116,22.882539457656563,32.20506057481184,34.577738913622525,0.07055782657448102,3.594347919714436,4.5796374866029925,9.580601139967069,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,146.87421035766602,100.0,1500.0,65.2548183675282,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,92,218.64785205077663,2.0057406540623175,3.2342898272414478,3.2304089573174624,2.6055401085236496,2.9021238455975533,2.7145395200049993,2.9879484313592974,50.518407526467186,11.02838078502616,61.32447748730096,7.941646242459649,22.86724417121388,21.0319177920865,34.573781385940414,218.6476885173661,2.0057406540623175,3.2342898272414478,3.2304025525807485,2.6054762040106425,2.9020907022632834,2.7145395200049993,2.987956287756741,50.518407526467186,11.02838078502616,61.32430321814686,7.941633778998118,22.86814692398631,21.0319177920865,34.57386103208591,0.06583341759176137,3.63876591480952,4.606272076672965,9.55117867418942,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,148.22264742851257,100.0,1500.0,26.011830535571544,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,71,218.6633194930866,2.5398557835300517,3.7917724363921335,3.229955471056199,2.606245093506521,2.901357062775241,3.2433914404182436,2.9877438191617642,71.71680181595964,39.24428867619614,61.35435239090876,7.9458463072845325,22.860617480787106,46.61828321967889,34.57933379671885,218.64798502393148,2.5398557835300517,3.7917724363921335,3.2302534580594577,2.6060297974349096,2.9029046086716743,3.2433914404182436,2.9877277169862952,71.71680181595964,39.24428867619614,61.33592542839123,7.939570086221066,22.892921024362256,46.61828321967889,34.57457301155461,0.06396751274398586,3.6197397255425807,4.757009142244357,9.485338314422439,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,117.86079978942871,80.0,1200.0,263.2995470290434,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,73,218.64877697685756,3.8068038305757668,2.274949408292475,3.2304352583025677,2.6052756652387776,2.902732487667419,2.330708394233865,2.987799616274058,32.604780883457934,58.802786703850124,61.31788035497768,7.944904825332336,22.87408813100189,41.2829851909568,34.57253574313645,218.64877697685756,3.8068038305757668,2.274949408292475,3.2304352583025677,2.6052756652387776,2.902732487667419,2.330708394233865,2.987799616274058,32.604780883457934,58.802786703850124,61.31788035497768,7.944904825332336,22.87408813100189,41.2829851909568,34.57253574313645,0.0653472453235305,3.6763380194836666,4.56254781963605,9.560349768071807,0.001593014024852889,42.339879627589355,1161.127055392753,0.07191582838229774,129.7587025165558,88.0,1320.0,268.524025224265,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
