,molecule,temperature,restart,liq_density,vap_density,Hvap,Pvap,liq_enthalpy,vap_enthalpy
39,R152,340,1,1001.573663631111,5.668705174645555,29.576650322732387,2.3081861899618885,3553.531458086667,507.8878735742222
40,R152a,260,1,1156.3164305333335,1.9606814129222225,26.554947997731084,0.62063877305,-84519.3884961111,-5280.608592055556
41,R152a,280,1,1114.2933898333333,3.4213457685222224,25.41432928664301,1.15628303711,-83972.27401322222,-4491.133627388889
42,R152a,300,1,1071.5622981999998,6.979938151544444,24.15253023177135,2.4620349832177775,-81848.05282233334,-4877.369086322223
43,R152a,320,1,1026.911229511111,12.757901023366667,22.7721255568413,4.630783686066667,-80056.56432744444,-5003.413807577777
44,R152a,340,1,980.67477067,23.110190123333332,21.156755177241315,8.46213181998889,-78229.57873544443,-5240.459003277777
45,R161,220,1,850.7149317666667,1.107973581998889,21.522899454175068,0.4147793497866667,-31499.56677944444,-3706.8137889333334
46,R161,240,1,819.0760876077779,2.9033050905333333,20.53098242471269,1.1621175695722221,-29874.372771888884,-3767.6363849666664
47,R161,260,1,785.4921422355555,6.322336393833333,19.45381985162625,2.6657357492222222,-28478.690539444444,-3712.435670311111
48,R161,280,1,747.9875182844444,11.812666087822222,18.227333372394693,5.156454921022222,-27311.04273266667,-3479.7607648999997
49,R161,300,1,710.3034306766667,22.135045711777778,16.82389097608607,9.755190349677777,-25618.563381222222,-3584.3679835666667
50,R170,210,1,513.3104556811112,6.231350291022222,13.67381932501218,3.3684048455111113,-1730.8312329244445,1751.9722951888887
51,R170,230,1,484.7884406155556,12.608863270355556,12.672553660956408,7.073519239988888,-555.0247744417067,1875.836072288889
52,R170,250,1,452.8091890711111,23.588385425444443,11.432108630267638,13.370234240244445,670.9015496340805,1995.1149407555556
53,R170,270,1,415.5072811022223,40.95097903633333,9.824716985943342,22.4148884438,1923.2517535811112,1982.581992788889
54,R170,290,1,367.96390074,73.150465015,7.539728017963351,35.85508286289333,3456.300960355556,1827.3194991855555
55,R23,190,1,1387.7724097444443,8.19607531571111,15.350382970952422,1.7366018824111114,-4909.945374322222,1658.9012031444443
56,R23,210,1,1292.5149839777778,22.936939299333332,13.851459427593168,5.001530575677778,-4008.852772933333,1758.5159850333332
57,R23,230,1,1181.9610389,51.354995465777776,11.987356719512007,11.084024426166666,-3140.948166944444,1734.530212388889
58,R23,250,1,1049.4471939744444,113.60330316911111,9.484472221334807,22.111736771055554,-2017.60418153,1750.8301713
59,R23,270,1,,,,,,
60,R32,241,1,1224.4866028,6.930021556111111,19.25910748388964,2.463350035977778,-8167.9335114000005,1028.4821322366665
61,R32,261,1,1157.1608781333332,14.812659305444447,17.866705058231133,5.408077671077779,-7169.574095766667,1065.36881942
62,R32,281,1,1080.257643622222,28.994155978555554,16.128050793523975,10.541731092422223,-6057.986979744444,1074.571456757778
63,R32,301,1,993.6355515199999,52.33130086533333,14.154409712070976,18.45507531742222,-4992.545538166666,1023.3637171177777
64,R32,321,1,882.0353950433333,98.03976078677779,11.333102026715276,31.042934933164442,-3662.0674042444443,930.132584761111
65,R41,210,1,757.0978622933335,24.04656450688889,11.015802320382301,9.5434094744,-2258.6035351555556,2085.0927672333332
66,R41,230,1,662.9482206055555,54.164259715666674,8.769356567825488,19.6201758349,-1546.2953401522223,1942.521045522222
67,R41,250,1,,,,,,
68,R41,270,1,,,,,,
69,R41,290,1,,,,,,
70,R50,130,1,407.5228788344445,5.907440193955556,7.822679159149292,3.671923044111111,-2480.7166025222223,624.5997723700001
71,R50,140,1,389.31274850666665,9.859640555633334,7.3855384189074424,6.359342722788889,-2123.6051795777776,634.0992017777777
72,R50,150,1,369.8394112077778,16.27157112811111,6.862900317400528,10.640486621555556,-1715.0197910155557,667.2031172266667
73,R50,160,1,347.48783796333333,25.231216136,6.220057619478046,16.353378067688887,-1294.2358643255557,676.3315460711111
74,R50,170,1,321.67712568666667,37.80418481366666,5.4410461754814206,23.72619884662222,-837.827081359529,630.4835332466668
