,molecule,temperature,restart,liq_density,vap_density,Hvap,Pvap,liq_enthalpy,vap_enthalpy
0,R116,190,1,1594.0687894333337,6.995930692422222,16.356466181548562,0.7744120575533333,70237.71905222222,20340.30768011111
1,R116,210,1,1507.8772401555552,18.755814389,15.14519844485638,2.1972656230666665,71030.75939955555,21068.081240666666
2,R116,230,1,1408.4332959222222,39.77062397633333,13.719235337647543,4.832030159344445,73302.581935,20219.858642555555
3,R116,250,1,1297.9323366555552,83.31236002955555,11.898725435069547,9.91167351842222,73941.97778322223,21076.367351999997
4,R116,270,1,1151.5007914444443,159.5955422618889,9.444907690860031,17.617131859545555,75938.07149511111,20669.47299776667
5,R125,229,1,1522.9076665222221,7.437178097022222,20.206743913470504,1.1310474891122222,42145.861778666665,12278.72081322222
6,R125,249,1,1446.595297033333,17.372612997111112,18.729383776375737,2.7644939153222228,43298.93691611111,12779.964723133335
7,R125,269,1,1360.455475566667,36.056767769111104,17.01184636673358,5.842047820266668,44513.583232333345,13289.593041
8,R125,289,1,1261.1089478000001,66.22586683422222,15.01269093606059,10.669680715377778,46313.009417999994,13104.85674321111
9,R125,309,1,1141.7602825555555,123.3579237918889,12.371528796758003,18.49016835188,47771.147373555556,13430.601598844443
10,R134,240,1,1606.2194156444446,3.029633468777778,31.229370263228503,0.5713534606377779,23241.667668000002,8302.321851055556
11,R134,260,1,1552.4761594333334,4.253150916166666,29.91047419767381,0.8564394249944445,26717.524038222222,5086.728229744444
12,R134,280,1,1494.8883929777778,6.4320942483,28.494847389895057,1.3883708089344444,29249.37482211111,3795.2504691
13,R134,300,1,1434.5765181777779,8.562167065611112,27.09639491663318,1.9905941211577778,31781.912822333335,2716.767473033333
14,R134,320,1,1371.517610922222,17.251548092177778,25.38480939424211,4.125733199000001,33450.975622,3072.551398422222
15,R134a,240,1,1377.1818370222225,4.011473913644444,22.777870158186346,0.7599733078555556,-704.108196461999,3624.8872164111112
16,R134a,260,1,1318.5558757333333,9.36527383598889,21.445267046210514,1.865638675611111,597.5736385604123,3767.088010366667
17,R134a,280,1,1251.7476800333332,18.401149822444445,19.92023279659292,3.7920926320888886,2049.043722960111,3729.8045453666664
18,R134a,300,1,1180.3929321777778,35.29461080011111,18.13121428284373,7.366341779277778,3464.632476376667,3892.6314581777774
19,R134a,320,1,1100.9796233333332,64.29156421933334,15.99337625863603,12.937580031233333,4840.300018788889,4002.516191122222
20,R14,130,1,1692.7604080333335,2.4131336896777777,12.591702016512716,0.29195706217333334,-3846.611954477778,1021.0783655788888
21,R14,150,1,1585.8989697888892,9.914709873744446,11.624745557930945,1.3438866760333332,-2932.452559733333,1079.7634619988887
22,R14,170,1,1469.798031411111,30.80069891155555,10.491767811762186,4.435964343744445,-1980.1261455844447,1191.5945171033331
23,R14,190,1,1335.8135502666667,74.910846061,8.994592154056996,10.791529181644446,-965.010622320731,1203.341073057778
24,R14,210,1,1157.4728471855553,161.96846455655557,6.923065691210245,21.661648035798887,152.5111013974289,1142.661172678889
25,R143,317,1,1215.3344407888892,7.109968834588889,28.44319748400585,2.120555831344445,1822.6119667916,2191.667566766667
26,R143,337,1,1165.2198923444446,14.596994156722221,26.652175605666788,4.4639002051666665,3534.065994157778,2675.9314159111113
27,R143,357,1,1110.6808705888886,26.449371524444445,24.545511839431256,8.122442323355557,5334.178164855555,2968.7406639777782
28,R143,377,1,1044.3069816766667,44.589482728111115,22.169682728623357,13.621527586344445,7138.200782377778,3097.703265222222
29,R143,397,1,976.0467492444445,73.728227966,19.519755810867192,21.75511391592778,9015.71577991111,3151.8159710777777
30,R143a,240,1,1147.0778875666667,8.296921275233334,18.852051325514196,1.8450792678000003,-110878.65086222222,-23649.066050111112
31,R143a,260,1,1085.7959417111113,18.098512431777777,17.41248863467574,4.146172989833333,-108149.69519555556,-24817.531602666662
32,R143a,280,1,1017.399970848889,32.43353794044445,15.854673063933607,7.554061529066666,-108455.19969333333,-23231.774781333334
33,R143a,300,1,949.7050538444445,62.66249941111111,13.829926567792935,13.879945930111113,-105181.65680500002,-24993.13953066667
34,R143a,320,1,847.8356689466666,103.26165734611112,11.370755955424812,21.902839394961113,-106171.41082311112,-22523.49397822222
35,R152,260,1,1136.987025011111,2.364807948672222,34.202829664874756,0.729732244319,-3297.934260083333,2145.178666836667
36,R152,280,1,1104.0242624333332,1.8516366747666668,33.19184343492442,0.6094462243651112,-1700.1082732995778,857.9993492905555
37,R152,300,1,1071.3472838,2.103757033571111,32.0996352924365,0.7508065979602223,15.296804683870999,542.0609305795556
38,R152,320,1,1038.3468917555556,3.3409359273133328,30.84595721668527,1.3029000648356668,1787.3984404304792,504.4348179807778
