Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_Hc_min,sigma_H_min,sigma_F_min,epsilon_C1_min,epsilon_C2_min,epsilon_Hc_min,epsilon_H_min,epsilon_F_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_Hc_cum,sigma_H_cum,sigma_F_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_Hc_cum,epsilon_H_cum,epsilon_F_cum,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
2,90,75.76985218501477,3.3088656333610937,3.509864045825888,2.050395104829285,2.903997310466782,3.19479563105064,49.147861135156056,53.33493325823886,7.964852728024247,3.141963859840071,21.928998270493203,75.76984189408685,3.3088656333610937,3.509866119439862,2.0503909160465907,2.903997310466782,3.194795114483151,49.147861135156056,53.33496149229825,7.964863646052523,3.141963859840071,21.928907623822003,0.1446724730113572,0.5788652214099248,8.133162932578667,21.716575430012156,93.79203724861144,97.0,1067.0,69.6371613820055,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,104,75.77139089156225,2.690108152905706,3.5043014827541183,2.044387899495593,2.735071549782013,3.198455026342186,47.53782806729547,53.608993499949406,7.898394415915039,10.48974031086706,22.0095730129456,75.77138392383235,2.690108152905706,3.504303979068331,2.0443999595177944,2.735071549782013,3.198452370998501,47.53782806729547,53.60908280698328,7.898393317063194,10.48974031086706,22.009427379505496,0.1274005121558409,0.6409933661754416,8.03396953718333,21.794343662466588,108.605464220047,111.0,1221.0,450.920046185274,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,56,75.77191532325809,2.563506109715003,3.513125915011997,2.042037023146185,2.280943157727519,3.195353301584313,67.12885237116743,53.42874663923375,7.942176007052407,7.158946998585576,21.793274855545015,75.77190905603429,2.563506109715003,3.5131266885232195,2.042045091621966,2.280943157727519,3.1953526396419534,67.12885237116743,53.42877646204531,7.942141667096395,7.158946998585576,21.793252850441757,0.1714639027049161,0.6137797422501537,8.20515924895766,21.571601698391323,66.44665431976318,69.0,759.0,127.76878941291412,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,164,75.82920319584815,3.525499890669754,3.513964212037356,2.057040384819025,1.741831236487485,3.1919418149837213,60.2414497924243,52.93549891454086,7.961122273108308,2.78389889672529,22.02996266487598,75.82919751972658,3.525499890669754,3.5139688017258024,2.057032867665669,1.741831236487485,3.191948275505077,60.2414497924243,52.93548510133542,7.961188022889829,2.78389889672529,22.0298786440969,0.1228690855798419,0.6060025909337359,8.106161297036781,21.587896268227396,196.79210901260376,198.0,2178.0,69.25204725108802,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,80,75.83402993494333,2.1846232297032437,3.520849128383165,2.0516983568996063,2.048889610747138,3.1903398171002606,63.70936488795909,52.93842600390391,8.015080303031601,13.786375227503632,21.76914044671508,75.83397137966668,2.1846232297032437,3.520853510056457,2.0516999463813703,2.048889610747138,3.190343246552984,63.70936488795909,52.93854971252884,8.01509763290096,13.786375227503632,21.76915994908474,0.1760978516964662,0.5661084089418893,8.100874017234144,21.54016744634288,119.06849145889282,125.0,1375.0,25.51985078603784,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
10,58,75.83649397974824,2.715832145792707,3.520579383302495,2.056779730585731,2.077485636919456,3.190187949370948,37.97869824557262,53.22778360216822,8.018148409927758,3.155902290524443,21.59427658848976,75.83648342800338,2.715832145792707,3.5205796456571954,2.0567814905477704,2.077485636919456,3.190186872647623,37.97869824557262,53.22768166004606,8.018115882851957,3.155902290524443,21.59432899998761,0.1889569407974493,0.5440186034281186,8.045485751804645,21.747154053591803,62.102699995040894,65.0,715.0,52.29935162980726,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,135,75.93143282699606,2.6391929018344578,3.529275731489696,2.0464064164938858,1.998406303207824,3.187925512335513,49.8596148498332,52.59829570869292,8.011669810577937,3.2552903383168563,21.71263363860367,75.93143214382262,2.6391929018344578,3.52926883630422,2.0464068965374613,1.998406303207824,3.187924346643593,49.8596148498332,52.59836936607236,8.011745502662087,3.2552903383168563,21.712738949470737,0.1982566942506028,0.6268948603089437,8.101210024829566,21.283271957363876,140.44563174247742,145.0,1595.0,235.05178079758412,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,125,76.07669494665373,3.189888322842238,3.5380444346232687,2.037748420430714,1.686360745928778,3.186698543668693,20.060420499870187,52.33098594888017,7.956429280415879,9.764895495026076,21.64986835344724,76.07669418266502,3.189888322842238,3.538043831849452,2.037749174213408,1.686360745928778,3.186698194404047,20.060420499870187,52.3310176458793,7.956385154770934,9.764895495026076,21.64989025950817,0.1974186840712338,0.7084824879048455,8.227814041907935,20.808462393531293,139.92675018310547,144.0,1584.0,170.34734878763655,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,89,76.57032195991238,2.476654303140155,3.5251774590344818,2.0481778192091427,2.2520392842087897,3.1882750507003665,57.71852431848589,51.45296220311901,7.91735198293822,3.807218674898106,22.628549018035365,76.5703216378999,2.476654303140155,3.525165691080558,2.048170199770041,2.2520392842087897,3.188280415529257,57.71852431848589,51.45325828091728,7.917331230301932,3.807218674898106,22.62875897595415,0.0704713577116327,0.8090030645841789,8.196399777631788,20.64166871676633,92.0517237186432,95.0,1045.0,152.22438937738698,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,66,76.76940896130111,2.4910328232402987,3.544141155872504,2.0961500692727264,2.084976163322407,3.173101346162678,50.52831714287637,50.77395184651731,8.050067841274553,14.01472783913767,22.27749685258695,76.7694067386432,2.4910328232402987,3.5441440789917724,2.09614664650142,2.084976163322407,3.173100905449777,50.52831714287637,50.77391739937205,8.050039742595937,14.01472783913767,22.27744991505532,0.0694387167500231,0.7409638613346741,7.978964772389354,20.895171915280123,70.96241188049316,76.0,836.0,197.3094590993872,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
