Run,Iter,Min Obj,sigma_C_min,sigma_Hc_min,sigma_H1_min,sigma_H2_min,sigma_H3_min,sigma_F_min,epsilon_C_min,epsilon_Hc_min,epsilon_H1_min,epsilon_H2_min,epsilon_H3_min,epsilon_F_min,Min Obj Cum.,sigma_C_cum,sigma_Hc_cum,sigma_H1_cum,sigma_H2_cum,sigma_H3_cum,sigma_F_cum,epsilon_C_cum,epsilon_Hc_cum,epsilon_H1_cum,epsilon_H2_cum,epsilon_H3_cum,epsilon_F_cum,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
10,58,13.565364114018152,3.8178162344557736,1.594241948673128,2.0369258958528342,2.0928211360843747,2.33187024785197,2.6880296003683983,56.13484597579175,9.810880941345722,13.24680039885939,4.204705963940328,11.0528200078105,37.69598029483237,13.56527842399881,3.817965842588386,1.594241948673128,2.0369258958528342,2.093001947493042,2.33187024785197,2.68786139389325,56.13180632769547,9.810880941345722,13.24680039885939,4.203192844709877,11.0528200078105,37.70286236379787,0.3884309401421468,0.587089100301013,0.5768309679298462,1.025537121427675,73.08507513999939,64.0,832.0,68.1842437161382,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,157,13.571383293195098,3.817099815813849,1.796202290542086,2.346900568753642,2.091744734754509,2.790039644542496,2.689643817379401,56.0914617686521,5.829641138884297,14.875647203905432,4.2289468729368735,7.561167551679349,37.68385808787578,13.571381545741664,3.8170978301994234,1.796202290542086,2.346900568753642,2.091739528002229,2.790039644542496,2.6896444692839507,56.09147547098297,5.829641138884297,14.875647203905432,4.228948629758192,7.561167551679349,37.68383431854549,0.3712270639667877,0.6006629412203178,0.5941041122018458,1.0204933503124705,186.15512228012085,167.0,2171.0,61.7142552624567,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,72,13.793912503983554,3.820181096221984,1.593903517173392,2.506481315378159,2.388863368762925,2.706282649851355,2.6030619647141773,50.86752796296884,7.059576273619928,13.3833842708019,7.198084347085971,8.242810235658263,37.22171995342629,13.793890605624362,3.8201791463944974,1.593903517173392,2.506481315378159,2.388877924884863,2.706282649851355,2.603060520022526,50.86758750891224,7.059576273619928,13.3833842708019,7.198024874149358,8.242810235658263,37.22186806976415,0.4482778664952785,0.347116735841169,0.7938896647845466,0.8722238269917616,92.3512315750122,82.0,1066.0,164.21250555111467,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,90,14.22718197143517,3.842815919517162,2.876815835941679,2.520142758564709,2.243538086717406,2.239725941848993,2.621959471842607,50.44424130877552,9.396225484224482,14.428384611379183,8.22041896164917,13.16385286672849,35.64093086913134,14.227181881474651,3.842813816509831,2.876815835941679,2.520142758564709,2.2435366110316752,2.239725941848993,2.6219614651230234,50.444267384576015,9.396225484224482,14.428384611379183,8.220409189717387,13.16385286672849,35.64093918203958,0.6960805559826173,0.0477112374512534,0.5356031493659845,0.7841710120429334,114.41835713386536,102.0,1326.0,34.73340438760103,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,89,14.24609981062577,3.841792899572684,1.5303737385533038,2.635765957636322,2.2544269478850065,2.427587318015958,2.619741614109578,50.37006325229841,13.393136900699329,3.4682070082336374,8.256502345867167,9.482810865965138,35.63904007391472,14.246098410814302,3.841793406815763,1.5303737385533038,2.635765957636322,2.2544296307237826,2.427587318015958,2.6197402016276943,50.37011593345864,13.393136900699329,3.4682070082336374,8.256491517043665,9.482810865965138,35.63900708434871,0.7023388471820554,0.060416903352511,0.5489383825672466,0.7842551476560665,111.01584362983704,98.0,1274.0,127.93809396067785,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,41,14.260247320052498,3.842269068229864,2.254626104356215,1.836846192883656,2.247679645330801,2.402118891361643,2.622198844124419,50.86467011567397,8.602505261913091,9.644456941550228,8.259479022419145,14.717316762423156,35.189635060262844,14.26024424261096,3.84227078413252,2.254626104356215,1.836846192883656,2.247666679740562,2.402118891361643,2.622199192079393,50.86475431368283,8.602505261913091,9.644456941550228,8.25948304324278,14.717316762423156,35.18957853304901,0.6473727193001756,0.0757915651111047,0.5401949682619854,0.8025717245290869,55.764892578125,48.0,624.0,212.50224105468973,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,109,14.766261159745524,3.8180308157050593,2.919390237039257,1.955298535665195,2.0899405784795744,2.547039588099746,2.693303818674326,54.23049790932514,6.726538441843986,2.8571676873094134,5.647009765431522,10.841661854651544,36.72029744335407,14.764499319390564,3.817862711276151,2.919390237039257,1.955298535665195,2.089831524330009,2.547039588099746,2.6934803815333264,54.22349049227193,6.726538441843986,2.8571676873094134,5.648947147442214,10.841661854651544,36.72290351148858,0.3675730248634026,0.4013709434404797,0.754965775540289,0.9427303701884868,149.19177865982056,138.0,1794.0,638.9616927958808,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,35,14.938489583689655,3.76271813926556,2.944419663997016,1.620890201445683,2.223569460375401,2.265435900885752,2.7309877218674803,57.09513148893306,2.0523615875103665,10.405229944718242,6.713618416375178,6.644444200733809,32.82860306764297,14.938488370736469,3.762718369662385,2.944419663997016,1.620890201445683,2.22356719542958,2.265435900885752,2.730988248393565,57.09513774400628,2.0523615875103665,10.405229944718242,6.713618530262186,6.644444200733809,32.82859637763302,0.1882371956095761,0.3199919331410423,0.6361021026079857,1.0079121921688854,59.33156132698059,52.0,676.0,67.5662136957101,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,93,14.939299137110412,3.7706219042991496,1.8595491070418249,1.581733962888999,2.2035934391814056,2.727821952408827,2.7283369217371805,56.81925719924286,10.07230636896325,8.228809795583631,6.867408240634667,12.628222788925054,32.759001070604874,14.939287659035276,3.770633815743566,1.8595491070418249,1.581733962888999,2.203601602563759,2.727821952408827,2.728331337811816,56.81935729370076,10.07230636896325,8.228809795583631,6.867421180850708,12.628222788925054,32.758799559535696,0.2168831308347816,0.2688825757796643,0.587114906118769,1.0311414733999735,142.4121448993683,129.0,1677.0,47.01010746957989,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,53,14.98600192721364,3.775033596820708,2.948937419098754,2.1469904430501168,2.2011346436282566,2.757881282637103,2.722527297751136,56.46159695982595,5.365354049041453,10.015944047623512,6.8009521497748695,5.077048529308327,33.085622394965114,14.98599989048834,3.775021318652984,2.948937419098754,2.1469904430501168,2.2011116811449387,2.757881282637103,2.722543274114145,56.461714944085216,5.365354049041453,10.015944047623512,6.800910693669613,5.077048529308327,33.08555655156215,0.25809026487798,0.2891158984692566,0.6391276280043314,1.0127993320881716,71.49103856086731,63.0,819.0,103.61560360153568,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
