Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_x_min,sigma_F_4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_x_min,epsilon_F_4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_x_cum,sigma_F_4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_x_cum,epsilon_F_4_cum,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
1,74,37.42380930526444,3.775849520894414,3.440648986884316,2.0002287496346898,2.604665145263679,2.293511781634226,2.1846771895375956,2.434920193229748,2.691121454086095,2.79353494846134,59.18421972455785,37.24764343621417,54.53926752578938,23.289396232548636,67.07763336541147,11.780193557865202,6.824933704350182,29.605668082849444,34.55414399560131,37.423281891313714,3.7758482886684397,3.440648986884316,2.0002287496346898,2.604665145263679,2.293511781634226,2.1846771895375956,2.4349253327813143,2.691121454086095,2.79353494846134,59.18449010574691,37.24764343621417,54.53926752578938,23.289396232548636,67.07763336541147,11.780193557865202,6.824960228534553,29.605668082849444,34.55414399560131,1.6459428424879488,2.0862068925438635,6.485733062316814,18.443872450377953,325.30502367019653,98.0,1862.0,289.38882671640465,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
10,60,31.844552950793158,3.732339147923744,3.6579617991003572,2.3135827892921683,2.037152404354819,2.1400442874384447,2.9726902218740636,2.500473080341035,3.1377028741729625,2.634724818644321,73.2579645160525,47.68343925097681,34.709176220530786,45.8116342426633,58.44673800892265,53.50013807445701,4.4151089065189,17.321719204995457,27.95294692699372,31.84429593144037,3.7323234562897207,3.6579617991003572,2.3135827892921683,2.037152404354819,2.1400442874384447,2.9726902218740636,2.500468305438625,3.1377028741729625,2.634724818644321,73.25803127755044,47.68343925097681,34.709176220530786,45.8116342426633,58.44673800892265,53.50013807445701,4.4151068928083825,17.321719204995457,27.95294692699372,2.3453183066587906,0.8154767143962486,3.8255689463803204,15.34195260602757,247.64676427841187,85.0,1615.0,790.0763315789266,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,69,29.574906182073544,3.7440962177716344,3.8959404224353618,3.6542309423414645,2.0300379614842443,2.3523925111501103,2.664127148733674,2.474412103614868,3.6189813842531637,2.6894733053665867,70.84712451069413,47.83092169656021,67.12407898676987,64.90773895049443,68.85050071606221,39.89221727809246,4.773237941823538,42.95112569032138,25.000159810695166,29.57475127146466,3.7441015706397165,3.8959404224353618,3.6542309423414645,2.0300379614842443,2.3523925111501103,2.664127148733674,2.474415094217905,3.6189813842531637,2.6894733053665867,70.84731125878021,47.83092169656021,67.12407898676987,64.90773895049443,68.85050071606221,39.89221727809246,4.77324645326728,42.95112569032138,25.000159810695166,1.896809280767661,0.5829248395696968,4.392074931379601,14.99164550503736,395.5411608219147,123.0,2337.0,586.512301270095,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
14,95,32.95886726152197,3.76623229351315,3.1982206152917563,2.031066551101671,3.186962816393274,2.867352697978917,3.6147210577696827,2.4501860254200234,3.7857774170503022,3.1557144305690707,63.12759390651222,61.21540019865779,49.78202650792071,13.504102684793944,37.3125892000736,54.139474376752936,6.037134126593186,15.014070871197509,49.1865702160871,32.958860034273705,3.7662326617194597,3.1982206152917563,2.031066551101671,3.186962816393274,2.867352697978917,3.6147210577696827,2.4501857612188793,3.7857774170503022,3.1557144305690707,63.12759464949868,61.21540019865779,49.78202650792071,13.504102684793944,37.3125892000736,54.139474376752936,6.037134030545141,15.014070871197509,49.1865702160871,2.5176923383566367,0.822727017280349,6.8323261840273695,15.635727227348443,456.0451078414917,142.0,2698.0,545.647108979483,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,86,32.60645347800214,3.771933681988298,2.2149882582121854,2.451418677215709,3.425977960765353,3.1194339641082847,2.0251119603182315,2.4337909351379263,3.9345526600005436,3.1362009238398842,63.358234308421,26.401173397071027,58.34868051488105,22.702916272105725,47.78833027276176,73.05129929074032,6.036420194036857,23.394671570165514,32.28193999940555,32.606298240459424,3.7719463543828358,2.2149882582121854,2.451418677215709,3.425977960765353,3.1194339641082847,2.0251119603182315,2.4337976134145047,3.9345526600005436,3.1362009238398842,63.35861591563953,26.401173397071027,58.34868051488105,22.702916272105725,47.78833027276176,73.05129929074032,6.036449061327587,23.394671570165514,32.28193999940555,2.0022348205884217,0.8041871147023405,6.678604285389978,15.399970339541534,599.0262417793274,181.0,3439.0,857.9269206856737,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
11,154,38.15469173847948,3.8283400880473155,2.420348019829679,3.5055111074776275,2.13307296270823,2.5206301971570815,3.6095091274866906,2.3300048795601134,3.2789217617598796,3.049340618247467,51.40385946026546,27.11429008166222,14.287470894461547,57.77928761376353,60.19157192031105,69.00803041272908,9.09904608856862,15.488305054145895,23.20267301424972,38.15468957546185,3.8283409311151164,2.420348019829679,3.5055111074776275,2.13307296270823,2.5206301971570815,3.6095091274866906,2.33000515981525,3.2789217617598796,3.049340618247467,51.403856745650984,27.11429008166222,14.287470894461547,57.77928761376353,60.19157192031105,69.00803041272908,9.099038820930467,15.488305054145895,23.20267301424972,0.05649723300503373,0.15597176389097572,7.34273048876279,18.53467106748473,522.5708487033844,172.0,3268.0,230.6984989785949,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,135,39.955282296894275,3.771469798451801,3.8980326413752326,3.9003522384941594,3.1133063763903124,3.831212699532549,3.2831324178926744,2.443476910490203,2.9719813341938197,3.208620965839946,56.792092594348404,70.2017927359195,69.7176733161844,35.666914840031076,72.61206434864629,21.307118334230186,7.290891447127561,19.727770531635596,32.69817579869139,39.95527832795528,3.7714748723675378,3.8980326413752326,3.9003522384941594,3.1133063763903124,3.831212699532549,3.2831324178926744,2.4434770374735164,2.9719813341938197,3.208620965839946,56.792071383759556,70.2017927359195,69.7176733161844,35.666914840031076,72.61206434864629,21.307118334230186,7.290902499805002,19.727770531635596,32.69817579869139,1.252439124765389,2.3846111502574847,6.757455797437087,20.497651320821838,775.4874758720398,234.0,4446.0,670.5143728430015,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,127,39.932760797552554,3.788096460981299,3.7082308876730776,2.1974868036406963,3.3026086646819817,3.407033976305306,3.220481625293259,2.4035950604554284,2.0691424397432683,3.5404774691099594,55.987790025290806,26.880395564392956,26.70950442343954,51.099715632958315,32.444335003420306,61.778264070473696,7.61703258784831,42.39622951744602,49.66651242683443,39.932371149469354,3.788130358279926,3.7082308876730776,2.1974868036406963,3.3026086646819817,3.407033976305306,3.220481625293259,2.4036071296742794,2.0691424397432683,3.5404774691099594,55.98777784731031,26.880395564392956,26.70950442343954,51.099715632958315,32.444335003420306,61.778264070473696,7.616879395585862,42.39622951744602,49.66651242683443,0.3672855368892897,2.1485773623383397,5.874015900370847,21.19263285111942,577.161185503006,195.0,3705.0,599.3127631228351,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
15,52,29.54151732767059,3.75872433225499,3.947567076716645,3.209432201948106,3.6576916159613857,3.1494230094162043,3.2561523966147004,2.44203609455496,3.1736666813121657,3.50004352740532,69.25387403379742,59.08034225039922,55.373721149074704,66.191162953549,30.974264794388528,53.60127140119318,5.049836794687075,28.373596321103104,29.3783972472765,29.54141923421723,3.758728419071547,3.947567076716645,3.209432201948106,3.6576916159613857,3.1494230094162043,3.2561523966147004,2.442034797992398,3.1736666813121657,3.50004352740532,69.25401172434336,59.08034225039922,55.373721149074704,66.191162953549,30.974264794388528,53.60127140119318,5.049843881712187,28.373596321103104,29.3783972472765,1.5419333122508265,0.3781433183038257,5.0223270985224575,14.087865682004427,301.83768129348755,97.0,1843.0,485.1665689670486,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,86,38.779787704904386,3.768363160747405,3.684061784719211,2.248346630239822,2.558367358022279,3.1715185429165755,3.939191496639349,2.45005970706315,2.037294578745886,3.6012653453612318,58.11477776690339,62.46183771522066,35.210941864171176,66.13022054636288,58.562906777917014,46.15561520937723,6.9974561979208145,17.09711913292741,19.24702095092581,38.7793857974356,3.7683732982413813,3.684061784719211,2.248346630239822,2.558367358022279,3.1715185429165755,3.939191496639349,2.450056554420904,2.037294578745886,3.6012653453612318,58.11505359444866,62.46183771522066,35.210941864171176,66.13022054636288,58.562906777917014,46.15561520937723,6.997484846833678,17.09711913292741,19.24702095092581,1.662504153367747,2.2528558201231794,6.910116491110211,19.571360474114364,404.04488158226013,140.0,2660.0,1125.010682912745,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
