sigma_C1,sigma_C2,sigma_Hc,sigma_H,sigma_F,epsilon_C1,epsilon_C2,epsilon_Hc,epsilon_H,epsilon_F
3.3226569761589007,3.397548702843616,2.594211002152445,2.2195797129561177,2.9413354472985143,55.157221810957424,50.97612222702704,10.75212802508702,11.73817155112795,26.578187752207977
