0,sigma_C
5,sigma_F
11,epsilon_F
1,sigma_Hc
7,epsilon_Hc
6,epsilon_C
2,sigma_H1
8,epsilon_H1
9,epsilon_H2
3,sigma_H2
4,sigma_H3
10,epsilon_H3
