Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
7,77,137.47129907039823,2.831067718114388,2.367558292281934,2.348183163170636,3.683567960239796,3.145928744202579,3.2770847002424026,2.3802459427453253,2.7896889078028355,2.553590994420042,3.0025780461596523,2.229476122026057,69.05780885952491,48.120353824276044,24.08385505174152,47.32599612784826,40.45256849721995,38.27217851443894,2.9515252189663546,29.0787108364176,15.547692481068578,38.25972329971224,21.924438989013456,137.4712990608158,2.831067718114388,2.367558292281934,2.348183163170636,3.6835679602786016,3.145928744202579,3.2770846982985056,2.3802459393170743,2.7896889050263574,2.553590994420042,3.0025780479010056,2.229476122026057,69.05780885952491,48.120353824276044,24.08385505174152,47.32599591384872,40.45256849721995,38.27217861373252,2.951525249609481,29.078710804339337,15.547692481068578,38.25972334057225,21.924438989013456,0.6377554523912226,1.1598388527123151,0.7352743509434847,8.035586985002345,173.49762320518494,82.0,1886.0,66.19046096456168,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,93,137.47156698573704,2.225292068940844,3.754497049793347,3.158752877350649,3.6837051674975543,2.9193930181023955,3.277298993187458,2.3800391267244523,2.790518558976294,2.649330571709287,3.002511329519714,3.2679140459499587,22.52205302979928,30.35731425911581,10.95972958179421,47.32352676686214,69.57344348777633,38.25962297661041,2.954726531231233,29.07137024816958,30.129408993438812,38.25814618266747,35.06950133409975,137.47156516182432,2.225292068940844,3.754497049793347,3.158752877350649,3.6837061843024257,2.9193930181023955,3.2772982147954908,2.3800409202793307,2.7905143059931,2.649330571709287,3.002510431516096,3.2679140459499587,22.52205302979928,30.35731425911581,10.95972958179421,47.32338261723688,69.57344348777633,38.25957138869013,2.95474679209868,29.07144415769716,30.129408993438812,38.25813710439108,35.06950133409975,0.6482686290646397,1.1514732417076785,0.7455914989219858,8.01224940568931,214.4272167682648,101.0,2323.0,21.057358557598366,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,93,137.47195103032217,2.468662278151472,3.955079853305423,2.486842995767908,3.683695814351644,2.760790356139804,3.2771565596111896,2.3795626406667267,2.790492901554508,3.5689450188462617,3.002700988041416,3.386715118693327,16.739828419232335,50.17222007312787,20.319192862947684,47.31919223873134,50.40248964892115,38.27018487489323,2.9576228410725416,29.065913578454985,48.525700794687225,38.25593775571781,24.183579315576885,137.47194570763645,2.468662278151472,3.955079853305423,2.486842995767908,3.683695568449621,2.760790356139804,3.277158305286952,2.379562482177262,2.790490234160934,3.5689450188462617,3.002699420341832,3.386715118693327,16.739828419232335,50.17222007312787,20.319192862947684,47.319065724466576,50.40248964892115,38.27023684330112,2.957598807853904,29.065918818841777,48.525700794687225,38.2559293105789,24.183579315576885,0.6532672671945873,1.1512995748772008,0.7444728001426925,8.012314884203986,219.99059104919436,99.0,2277.0,47.03621991295852,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,93,137.47323469790612,2.066843131397417,2.352306826552318,2.785743125703841,3.68354142468967,2.7137297135026577,3.277038319507221,2.380637926378988,2.788901218394601,3.5673502888273068,3.002684843667261,2.487641936154405,74.47980992456023,65.01584296244147,48.56024574402797,47.32165167862403,73.31473107478534,38.28142705067319,2.9509225533332715,29.095948279097996,46.79089069362506,38.25409443126738,43.099944992231705,137.47323449034272,2.066843131397417,2.352306826552318,2.785743125703841,3.683541468633948,2.7137297135026577,3.2770397019542354,2.3806381467309894,2.788901080825184,3.5673502888273068,3.002686426987684,2.487641936154405,74.47980992456023,65.01584296244147,48.56024574402797,47.32165591227386,73.31473107478534,38.28142824563771,2.9509341481625206,29.09595427979645,46.79089069362506,38.25408225444705,43.099944992231705,0.6350181297401066,1.1562469525579222,0.7473104229972967,8.040678841408372,251.08368515968323,124.0,2852.0,56.69420019539923,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,99,137.47519434079334,3.7794492327979623,3.199510006432211,2.339145419077041,3.68389370149246,2.681682362326452,3.2774044314667803,2.3800744746803653,2.7909830729898424,3.535612524791239,3.002255972785232,3.364820004955664,42.4190035443504,52.23682169740536,60.165140605629375,47.30257723878286,25.75258559479425,38.24180788078009,2.95696368732938,29.08522049454356,17.464453287728983,38.26642854890888,32.9975842744552,137.47518823782224,3.7794492327979623,3.199510006432211,2.339145419077041,3.683891803795912,2.681682362326452,3.2774005404062176,2.380080813355593,2.790973774692653,3.535612524791239,3.0022628935509434,3.364820004955664,42.4190035443504,52.23682169740536,60.165140605629375,47.30286912082497,25.75258559479425,38.24152035953316,2.956973265183841,29.0850664582668,17.464453287728983,38.26660772613312,32.9975842744552,0.6463294301359008,1.1581034878298293,0.7454161683493317,8.01497623253839,485.6772539615631,120.0,2760.0,69.71389999111821,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,86,146.28844198639823,3.316643565003212,3.368298671194339,2.300974590209239,3.314681161498218,2.833144550156455,3.76323279429971,2.909889256115445,3.173025701604086,3.547108645448998,2.673572729300409,3.52448401519664,57.96560474725098,36.79942037596395,70.7267758663163,43.39432536335924,31.88134327595633,61.08967036789889,6.551441190869932,26.40015737822067,47.95117731020752,25.496630997598583,23.637334736672027,146.28843981870463,3.316643565003212,3.368298671194339,2.300974590209239,3.3146795177932424,2.833144550156455,3.763231319621401,2.909889737862268,3.1730267209576466,3.547108645448998,2.6735713887579413,3.52448401519664,57.96560474725098,36.79942037596395,70.7267758663163,43.39443502437479,31.88134327595633,61.0897321781362,6.551408865916869,26.40019838276248,47.95117731020752,25.49666588957161,23.637334736672027,0.0963393485128156,6.922806770115132,1.5689889664525407,3.5430349622491075,206.63550686836243,97.0,2231.0,209.6370903277378,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,87,149.5623567331842,2.421288341493314,2.40005749420764,3.500253305582259,3.377510418663528,3.507893953849247,3.758168386876293,2.803991432185194,3.063526913160051,3.933706142790001,2.756451385247699,2.262139392536421,60.14395753250725,56.27125472324392,23.316054217424725,50.464985006014814,69.1104369381284,57.40980953564698,4.465137642294468,25.60434691230779,42.68563771468653,23.888297668060343,33.328041272710706,149.5623313386009,2.421288341493314,2.40005749420764,3.500253305582259,3.3775130255175707,3.507893953849247,3.758172002786433,2.803989465436904,3.0635140619172625,3.933706142790001,2.7564502987374877,2.262139392536421,60.14395753250725,56.27125472324392,23.316054217424725,50.46478273943798,69.1104369381284,57.40954172699189,4.4651168116212805,25.604317648078176,42.68563771468653,23.88828696683801,33.328041272710706,4.099230897798367,0.4579361433738454,3.785390879802555,4.6141854660141925,185.2841420173645,94.0,2162.0,390.6262367883471,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,45,160.17902380809423,3.5861544123867977,2.991411272666112,3.855232585932011,3.8807655586917154,2.7868523455643817,3.913913245719998,1.9832880474132093,3.2810878980922347,3.079075608119018,2.6665250418703152,3.436345765299069,38.16121633098505,46.46633811728346,16.3867347535148,28.988598067798183,62.6885687537858,45.9370966673444,6.478104661410636,36.17089442810207,42.840833591828726,19.67894047703493,41.9514728630958,160.17901710198188,3.5861544123867977,2.991411272666112,3.855232585932011,3.880763697639384,2.7868523455643817,3.913913160429484,1.9832879512671413,3.281092001932133,3.079075608119018,2.666524700469765,3.436345765299069,38.16121633098505,46.46633811728346,16.3867347535148,28.988656450099786,62.6885687537858,45.93693028699738,6.478152275521604,36.170868278093074,42.840833591828726,19.678996317173866,41.9514728630958,2.720346517627557,6.330776311857353,9.170710473519549,0.8531310843734004,115.2808518409729,54.0,1242.0,74.8596500577316,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,54,177.58382133668715,2.357563672690236,2.510766477345319,3.9186562718723152,3.435229605227093,3.303161773332279,3.164319904534341,2.8868434262242983,3.1748214240284773,3.87018319621764,2.7770979677347056,2.164123934708006,33.66615347150469,62.80394050594539,17.725953180824536,60.79682018249564,16.359594575778555,73.69990889368654,5.401507694193103,33.459732116863705,37.88110923137522,28.741726770885364,38.66223228599696,177.58382115921043,2.357563672690236,2.510766477345319,3.9186562718723152,3.435229871369953,3.303161773332279,3.164319997396735,2.8868429626721497,3.1748224461844594,3.87018319621764,2.7770979934638245,2.164123934708006,33.66615347150469,62.80394050594539,17.725953180824536,60.79682584870215,16.359594575778555,73.69988656263519,5.401498304606703,33.45974615180503,37.88110923137522,28.74172037586989,38.66223228599696,0.2078324372546309,6.064643915330572,7.384303591334648,12.871389059068225,138.46200799942017,63.0,1449.0,79.76466826538768,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,71,192.45088238242164,2.285350738995292,2.075237384915143,2.9971556538241217,3.4838714869750835,2.456294355018243,3.780996019257188,2.929873189871108,3.06724168261725,3.164169149755915,2.70943289924288,2.257020471276389,16.688961254930266,57.53063158315661,41.27525814931779,65.14097004292204,26.21750303061223,28.808346164615205,4.319931731459205,30.97296291650288,28.27316138034,31.771501572876325,41.12764570523723,192.45088140067867,2.285350738995292,2.075237384915143,2.9971556538241217,3.483871792819995,2.456294355018243,3.780996372821989,2.9298724291617475,3.067245946600823,3.164169149755915,2.709433349140672,2.257020471276389,16.688961254930266,57.53063158315661,41.27525814931779,65.14102204470771,26.21750303061223,28.808336130173,4.319944622055386,30.972975947939275,28.27316138034,31.771458253844216,41.12764570523723,0.239040478634568,4.717374681326409,6.830333109179218,5.094449831933492,156.29205441474917,79.0,1817.0,76.41005417887912,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
