Run,Iter,Min Obj,sigma_C_min,sigma_Hc_min,sigma_H1_min,sigma_H2_min,sigma_H3_min,sigma_F_min,epsilon_C_min,epsilon_Hc_min,epsilon_H1_min,epsilon_H2_min,epsilon_H3_min,epsilon_F_min,Min Obj Cum.,sigma_C_cum,sigma_Hc_cum,sigma_H1_cum,sigma_H2_cum,sigma_H3_cum,sigma_F_cum,epsilon_C_cum,epsilon_Hc_cum,epsilon_H1_cum,epsilon_H2_cum,epsilon_H3_cum,epsilon_F_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
5,69,40.920866904591286,3.6827795334572593,2.490230239879046,1.683814271425383,2.406169307318861,2.06416117532615,3.869118822617047,58.70177464635081,5.136848036953565,7.44520482084245,8.822364651976315,13.49704273919958,45.29463874537986,40.920860959031,3.682781469045149,2.4902302912393828,1.683814271425383,2.406169307318861,2.06416117532615,3.869118822617047,58.70176612595471,5.136831915079785,7.44520482084245,8.822364651976315,13.49704273919958,45.29463874537986,1.3186024630586712,2.9937279410960724,7.116425090812088,17.956802409189734,93.24907970428468,85.0,1105.0,104.24783728572696,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,88,41.05128229110587,3.691616159684436,2.479851160151749,2.127111043866009,2.8988323071351942,1.893909671202183,2.6622386708307126,57.55761942138742,5.346640154314655,11.017750472049263,14.427433266616424,14.60092155020284,34.707848177018704,41.05117526742535,3.691626765301078,2.47985730334547,2.127111043866009,2.8988323071351942,1.893909671202183,2.6622386708307126,57.55751006608203,5.34666113613273,11.017750472049263,14.427433266616424,14.60092155020284,34.707848177018704,1.4550704075865124,2.993417660562732,6.761557250164346,18.003695791391483,145.85624742507937,129.0,1677.0,41.140207833733015,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
20,30,41.05623125614994,3.692399262659568,2.4789130943572726,1.640282455268465,2.562999152842808,2.237737528066858,2.620156720392974,57.5621587303449,5.338865534245514,7.002018725497947,11.028711415338664,13.090906673555253,23.71937021664664,41.054551810433935,3.690661993869895,2.481645074650979,1.640282455268465,2.562999152842808,2.237737528066858,2.620156720392974,57.53193126265327,5.36250037377325,7.002018725497947,11.028711415338664,13.090906673555253,23.71937021664664,1.4500159984490053,3.03747184987693,6.682511469357185,18.032546598821884,39.14584946632385,35.0,455.0,174.46126088443555,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
24,93,41.11693549417318,3.6922626766874096,2.479180328780946,1.788845856307732,2.837465037805624,1.990981938647838,3.153057915591731,57.30497859143277,5.406211554658689,13.108189949596705,14.48725405811141,13.555794153666303,29.45129043095435,41.11693087122491,3.692259559415747,2.479181920270988,1.788845856307732,2.837465037805624,1.990981938647838,3.153057915591731,57.30503870028961,5.406223146371703,13.108189949596705,14.48725405811141,13.555794153666303,29.45129043095435,1.492227814603741,2.9346644134358644,6.718258246604211,18.063055568440056,127.80756878852844,112.0,1456.0,130.47119637623234,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,150,41.17859099376583,3.673288100289592,2.500637290634668,1.822629360349207,2.840374214174,2.092928756046375,2.4404869866687657,60.19170755599578,4.860627582571405,10.593150116311827,10.99823554543977,10.819546151493878,41.85835356539859,41.17762534187239,3.673327647355439,2.5005043336070187,1.822629360349207,2.840374214174,2.092928756046375,2.4404869866687657,60.2062712866132,4.857372543507331,10.593150116311827,10.99823554543977,10.819546151493878,41.85835356539859,1.1038750081449569,3.056580897577511,7.874424912693791,17.598552765864213,160.99414992332458,156.0,2028.0,1457.4532319597954,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,176,41.189788171693706,3.694256147133959,2.477099540695769,1.6994669585543578,2.312007674846991,1.854194859707462,3.39782261441969,57.078237832086,5.447942290200056,12.717954685917215,13.727594602972555,5.05924404317367,22.34639317303964,41.18978402809085,3.694257860760449,2.477100532710922,1.6994669585543578,2.312007674846991,1.854194859707462,3.39782261441969,57.07828519784724,5.447945740059972,12.717954685917215,13.727594602972555,5.05924404317367,22.34639317303964,1.54035147744679,2.958009380496558,6.581044574763768,18.0860826805572,230.4013421535492,226.0,2938.0,205.29561776243017,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
23,151,41.21586716891461,3.671105781432224,2.5034423218928965,2.394995641635425,1.917868146655381,2.43957911763104,3.2245607141553827,60.33270370521225,4.8496002357843375,9.875263462725409,9.514754508916832,5.51335554601871,45.18239722586139,41.21583519502341,3.6711104284842095,2.5034559007128934,2.394995641635425,1.917868146655381,2.43957911763104,3.2245607141553827,60.33246033118443,4.84957732329892,9.875263462725409,9.514754508916832,5.51335554601871,45.18239722586139,1.095579392822161,3.062371194324854,7.634915977419355,17.913300860591015,199.0310401916504,187.0,2431.0,254.61564970246025,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,37,41.32152966241066,3.6693394605923024,2.5048393056413643,2.432057454500076,2.211625028835877,1.6353390551236848,2.779836571298354,60.63108510020147,4.795512647307162,11.797015321846985,12.62030323490968,2.4102914073026795,48.69647760840829,41.32150710637494,3.669336188247565,2.504839592880947,2.432057454500076,2.211625028835877,1.6353390551236848,2.779836571298354,60.6310941179224,4.795494653422037,11.797015321846985,12.62030323490968,2.4102914073026795,48.69647760840829,1.0086902115684546,3.0619402278390977,7.755865463507309,17.96164682474228,76.85989832878113,68.0,884.0,129.6388046256609,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
21,85,41.33546247189082,3.670681000715336,2.5031099687369007,1.7348407359947349,1.800328828981104,2.442518976304012,3.075855046741519,60.656367577062944,4.776208776175855,13.542125919739275,8.753071915539588,2.2566419068596195,16.880878598609552,41.33545202038432,3.670686761663296,2.5030990548342458,1.7348407359947349,1.800328828981104,2.442518976304012,3.075855046741519,60.65620279003476,4.776191873397659,13.542125919739275,8.753071915539588,2.2566419068596195,16.880878598609552,0.989888306587661,3.0982997778975743,7.796915990382775,17.858376574512874,116.0158715248108,101.0,1313.0,227.90613731237232,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,100,41.34799698966879,3.698210844297672,2.4717438619734304,2.996622260761788,1.7112216492262968,1.6702284562834622,3.123711503442615,56.70998722197129,5.510185050738647,2.360223071626716,6.4711098784239,4.472390436779469,33.2840034329509,41.3479946261804,3.698211703758421,2.471743594624193,2.996622260761788,1.7112216492262968,1.6702284562834622,3.123711503442615,56.71001086179524,5.51018682723634,2.360223071626716,6.4711098784239,4.472390436779469,33.2840034329509,1.5279967980005844,3.014951851353988,6.480398803558009,18.115451619739837,153.3511302471161,151.0,1963.0,138.1209794748215,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
