Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
73,77,24102.02028558813,3.467594329656347,3.662260621233343,3.386621866195996,2.586488323776537,2.7523275853484614,2.944759151820465,2.9294670303758923,45.95212726124359,43.633648790878425,48.33228052660462,10.000000000000002,42.07812033825472,32.205806599615556,26.223796500062036,24102.020111015136,3.467593884246136,3.6622606223681373,3.3866218614924244,2.586488663394764,2.7523272647700363,2.944758207286527,2.929467037731413,45.95213586417387,43.63364855140979,48.33227986535977,10.000000000000002,42.07812425629833,32.20578578095911,26.22380084532097,1.192472239305229,171.61857755160614,308.3976098383987,5.767573229061429,8.422532230763462,604.6417546561117,573.2497138816701,11.553264835888083,5.453893857001822,2197.829698360978,1668.0169794471387,43.65889888818707,38.96592797747617,28.126989589700127,12.709197592636663,12.202409944063474,0.7490291214616589,3.97431988093955,52.07584283463169,16.587800690704505,1.2421795379303713,212.03591686939288,168.73855349843404,1.9953425209427178,4.0530920740608565,224.22245208774453,36.75496763967332,62.74074119743642,793.7280104160309,86.0,1290.0,990362.4422987225,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
51,83,24667.248348546083,3.4792730186907583,3.5700659937536767,3.28883728167394,2.600613185010201,2.7847855848425596,2.9991208755594982,2.9286960812663745,45.3926165211788,47.025331830754745,55.09891945107904,10.000000000000002,42.817564041397695,32.28676183669493,26.223136607000846,24667.245796247604,3.479276023554114,3.5700674379882242,3.2888364466135505,2.6006103073701055,2.784786673879083,2.9991190144693762,2.928696060511253,45.39250791560483,47.02530310471058,55.09888221024224,10.000000000000002,42.81759519900713,32.28692379214743,26.22311874270038,1.2513101333129932,206.18042675499106,320.76799048560497,6.345056553430388,22.38761106796757,696.3968635066377,528.4183586286373,13.707928769651026,4.781558997452499,2260.9732718871514,1716.2339720645914,53.97689626339269,17.697533048802637,39.40751153451315,23.106693453326663,21.785110109698653,0.682846489288308,4.211457482373036,108.1234153784167,6.119048509682813,1.5800490727993974,195.86587375600698,145.6208322803392,3.238507951311367,8.06380451329514,231.5299199779968,36.81744268473736,63.418543750623485,831.3014898300171,89.0,1335.0,986511.8597943672,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
28,84,25057.240516135356,3.465369134228735,3.283094180801112,3.349412874770214,2.6336306610348186,2.769105924384375,2.9396483120722836,2.929620470500569,45.89682858596408,63.53632011119316,50.81685669003579,10.000000000000002,42.59445665909355,31.889428519936793,26.294884901914653,25057.234944787862,3.465364992141533,3.283094530840448,3.349415499460516,2.633624920465207,2.7691125948761117,2.939643112000427,2.9296204510766732,45.89694815570557,63.53619282793554,50.81661965870181,10.000000000000002,42.594323007075886,31.88940085139964,26.294910856176287,1.2590255438129931,204.02239048374665,292.8751766202507,6.213771091304154,26.993498302543983,758.1878407407889,725.9155909166562,14.43302568516513,7.6569366574164,1993.8296248221548,1501.5730393621857,52.250794576377686,1.3623678150067562,91.1331651983349,93.62900702399648,58.814148651354635,0.2639706306848333,4.807939080936215,87.92465296476155,9.386953399550729,0.7666967973093821,205.65067752528046,171.7633566239391,2.521608286104626,19.117643449288284,477.5306793053733,103.00816742945483,92.00368151763524,873.4783647060394,90.0,1350.0,879761.4775226315,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,85,24172.202826826855,3.4691810607908513,3.5395938307399826,3.4686556023748443,2.595953919300535,2.752831547614364,2.9092217660310955,2.9293065979718853,45.855431058680544,48.230273514565006,43.785625909381835,10.000000000000002,42.19988434463363,31.91722025661829,26.237385051592657,24172.20170668948,3.469183156294486,3.5395934804076754,3.468658817012508,2.595955765769598,2.7528405989212734,2.9092358339504094,2.92930735515889,45.85543948146387,48.230320609556564,43.78562763352291,10.000000000000002,42.19989250323779,31.91707227903173,26.237350355732218,1.2449310513752363,193.27620028191245,306.4393180945691,6.05109168757711,10.530420752651404,640.3840407284829,597.4134121573701,12.22526888939695,4.597649617680869,2163.7877709895133,1641.5909735981859,46.02129459677096,10.507643346220597,41.35202321869873,34.66437442644219,24.875453445792658,1.9564071968142978,8.17668744806627,23.847409214881633,23.744417773412415,0.4674395980505379,187.71392883547253,178.87958180529805,0.5031829121252328,9.476574862199918,293.5754009083167,62.42916323904261,78.47334431830018,898.0835106372833,94.0,1410.0,992564.656513214,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
42,85,24877.327800947525,3.480518811018606,3.283424204073504,3.406474282239129,2.6340498145518954,2.741330926429902,2.928390087742549,2.928480027305436,45.45821988542847,63.47955865529358,47.214841718573844,10.000000000000002,42.451075280514765,32.34690969229215,26.165430886521225,24877.325627776718,3.480516028952379,3.283422272089397,3.4064742312397254,2.6340574319853056,2.741324076503888,2.928391203518091,2.9284805785753454,45.45812849507864,63.479776710109945,47.214900586688884,10.000000000000002,42.45123625171003,32.34662476643708,26.165521855875703,1.2009575131477068,176.0254992143811,334.69825709240564,5.891383678504295,17.90647387404016,803.3621256284655,709.7863288400877,15.40706539199918,8.926511841107956,1902.1904181875975,1435.6127522636823,50.77427518957699,1.3557335917113968,95.91527536998137,95.89557424829766,56.71087832861867,0.8781189290864366,5.992380686557574,48.98374553814043,17.16320998522418,0.6915480418977624,228.1866519286645,208.2383333409655,1.879249210133065,17.886795632822402,416.0829881296401,85.48747397777976,87.8404192515031,868.4731223583221,93.0,1395.0,903368.7962619899,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
69,87,25341.631496432106,3.472944106986099,3.227561165754827,3.3798254177981333,2.6456090957595806,2.739421855788515,2.8857491641910684,2.92927422774726,45.64605521172964,68.1793817971367,48.30580303761796,10.000000000000002,42.942382574411376,33.378216036181236,26.231155376101235,25341.631215357032,3.472944921598113,3.227559509011397,3.379822142650223,2.645607730332747,2.7394236056240113,2.885751443075955,2.9292741155876674,45.64603449692189,68.1794703341338,48.30603136578765,10.000000000000002,42.94240301919609,33.37813866443634,26.23114725420974,1.148288138309798,165.1482010742823,315.32548330700934,5.819808143035476,17.016583200270475,721.6388620206745,647.0343989496813,10.37149128344236,11.651420156615185,1911.447993242038,1434.9127797632248,54.302490055402714,1.7073745469987966,103.51825811552337,104.09265195362146,64.03854939899992,4.764109362479766,41.47004689719916,26.776818086132707,26.089985064188653,0.9593560394925535,289.44467922451753,269.43631055145516,3.7718067844235934,15.329883029507236,365.9401466756055,71.75330064704482,74.40630387340897,853.5659530162811,93.0,1395.0,887736.1821731756,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,93,24423.31117395864,3.4684765494194774,3.7294129966506957,3.3055985586262637,2.574969162952892,2.7777523808585274,2.9646668935021743,2.929532423413978,45.91064582200518,41.53738559674906,53.48640867088282,10.000000000000002,42.21446556669651,32.41174010688283,26.23080633413527,24423.29653059001,3.4684831132603793,3.7294190269696346,3.3056044872454837,2.5749607441843954,2.7777701731140025,2.9646418316388212,2.92953138802059,45.910410460929555,41.53751209676463,53.4860053663628,10.000000000000002,42.21410529143831,32.41192192881681,26.230840611381918,1.2166529591292945,188.1135593605659,306.2485901918388,6.026702539377112,12.788864182967016,584.8328353260936,525.6203824046938,12.257170916651539,7.071964671632869,2318.5845340357514,1759.44624119681,44.3205616957169,66.44825131556343,16.462053912832825,14.468581757555404,6.3046003122443794,0.15474414060814365,9.586591942400963,78.26283584042163,9.40691993796397,1.9134345369723322,217.16195915394798,163.66189674851213,4.197361103739268,2.0387647249096887,161.57519359945584,17.542089328177426,51.8261641310746,943.2762975692749,100.0,1500.0,972272.99184444,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
22,86,24792.92716176713,3.4762313599513557,3.352155746195753,3.337524753724269,2.6250788764998405,2.753256442628873,2.9320903932684663,2.928676456889554,45.5917304152173,58.60828651399422,51.768583043562664,10.000000000000002,42.50188690357404,31.602429523727228,26.193858239964857,24792.809122616894,3.4757501179817396,3.3518047788372267,3.3374257093607214,2.625110381360818,2.752752066336377,2.931918979583526,2.9288250219744656,45.605645434634994,58.615007979686595,51.779502827183045,10.000000000000002,42.49150244171211,31.599501598847418,26.19884375416462,1.2138083620132991,175.8487723390861,324.8825479081506,5.839599232135974,18.60732003872573,749.4379641560644,667.1413275333831,14.37712922276097,6.679487406419084,1972.088470081062,1491.4120674831388,49.89661604678734,1.0100258250397811,69.6543927559737,76.8097026662353,51.92215114232251,0.45611239076372767,9.148574145950542,98.2075825753058,7.515718276580014,1.0666229082415002,207.17071736510127,161.00719339661475,2.957748890847493,17.65250095027746,396.3873688506782,81.59800785006941,85.6170611744941,925.5897228717804,97.0,1455.0,888231.5657750973,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,92,25063.618894865176,3.472041756195154,3.283023078032348,3.478887276608082,2.6307994441329847,2.7400265562691875,2.9024205596312056,2.9294330264256603,45.669383238386665,63.39964054152325,42.95546689119014,10.000000000000002,42.484001518790336,33.14077241683662,26.232345832829644,25063.607342000494,3.472027621647678,3.28302100369708,3.478880070582867,2.630783430462213,2.740014751414771,2.9024329333874768,2.929433637412808,45.66979039329794,63.39963910222269,42.95546135835447,10.000000000000002,42.48415661824041,33.14066978877739,26.232461494663685,1.1002089029357442,149.41471988743567,315.73726920919404,5.63812786413216,15.30705303028651,753.3084599301329,699.7110038775709,13.192757700695772,7.737082849862335,2005.0725061702533,1512.0305955681613,52.81973283067454,1.5478831777529416,106.24102859148414,102.16082494100574,55.45433285199599,2.8311244570286025,15.573987212207166,17.042456962373226,35.25219845627875,0.7487388468236468,274.66631167493114,273.6408365908927,0.6969846413474572,17.201935872537994,406.869942927371,88.30718764995635,92.06299701824845,931.5182147026062,101.0,1515.0,939804.6476280986,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,101,24461.89342366872,3.469497793131052,3.625494461808127,3.3093039411575704,2.5894819037011585,2.7629059528456694,2.978980558049385,2.9286164752740684,45.578599366038986,45.0258424658672,52.94007236234644,10.000000000000002,43.03746939638582,32.956374061072495,26.321571320405443,24461.89269895866,3.469499528002755,3.625494529843172,3.309303981528565,2.589482487759538,2.762903963216425,2.9789772823330027,2.9286165426567,45.57856320135509,45.02584967828984,52.94008600567224,10.000000000000002,43.03749052699201,32.956392696593774,26.321552692267552,1.3221106293357865,203.34232034868828,297.69536777050763,6.070394616803329,8.920453161688782,565.4469984158163,439.4198409621963,8.170028743028395,5.124251276005987,2530.0235686951764,1913.2786979653733,58.81791952508017,24.785395859913688,16.599393961056926,8.542042078204599,21.394753720990842,0.11500348134430122,9.757578809072728,73.47998693608368,11.327829245295021,1.7198062807238441,213.30511808186213,168.53551084956834,4.261141007129949,5.598814650032309,203.37372125501867,27.510667150076532,58.23576286719036,1001.9255797863007,107.0,1605.0,1002843.1841320255,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,101,24415.55230871408,3.465647424941169,3.543538299733016,3.540597801635006,2.5960718529457534,2.7429665016787856,2.8626588568680096,2.9294994388241014,46.02254309072138,47.90418033285975,40.72866459590541,10.000000000000002,42.12757340911791,30.437880401688894,26.233343056714492,24415.551963047717,3.4656470414942313,3.5435383264425617,3.5405972848935026,2.596071595056128,2.7429671194966696,2.862659126314173,2.9294994495429454,46.022552022617155,47.90417967839525,40.7286834015601,10.000000000000002,42.12757428952792,30.437864766933252,26.233347198334865,1.2039251355165899,171.51502282663057,304.87472752665167,5.720344903853481,7.610940537986043,603.8632662675799,587.9708486708568,10.613762437464754,4.674886158229447,2112.4050174672566,1602.1060284399337,43.36919887325783,13.40871038623608,73.78185286286244,46.912701053178026,18.986162363695563,3.0008609208752848,26.66388116814273,20.220859420192234,19.78522543187089,0.18355785395968244,126.5211730621338,133.89037587477097,1.073465266789987,10.363337440632012,395.680621127,110.31650395780476,97.21898724708213,1023.0429816246033,108.0,1620.0,990779.7912508592,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
31,103,24630.009057520405,3.481326068267152,3.626405714333647,3.2865462988030054,2.5757699250973864,2.7958024772894543,2.9600193114712003,2.9286620776023615,45.382944179619756,44.8442007942733,55.09381812671774,10.000000000000002,42.217712430580804,31.96820502566192,26.176052788584915,24630.00905480734,3.481326103955627,3.626405729412122,3.2865463282224687,2.5757699023794345,2.7958025168124525,2.9600192432694494,2.9286620665667935,45.38294294326502,44.84420025372629,55.09381564804029,10.000000000000002,42.21771220568922,31.96820513911668,26.176052715356242,1.158006943732666,169.81704224093806,334.51014017993805,5.907435634595931,23.14379805552011,734.2725635302143,575.4331321243754,19.215938295839802,5.643032389639827,2429.3494707250507,1849.7145094953228,51.897321628818375,21.082513851575023,26.488529816528622,16.64017312436185,17.639398211043805,0.12404232775229412,13.327735948301783,95.64096156027847,6.068110437359536,1.9320823280578505,207.00015320308523,153.87262982715703,3.99956324251587,7.19284049919884,210.98382460553452,28.65406149749917,57.7987030404219,1015.9065551757812,108.0,1620.0,1011357.1827911536,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
