Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
27,51,24770.94515260267,3.466950301134761,3.587470157141546,3.584627682602648,2.582390962241685,2.7369615120212827,2.837662552726548,2.9294095927066337,46.0429526598542,46.08590331331407,38.40649805671409,10.000000000000002,41.45121698757855,31.595024078859247,26.20766378020964,24770.94504078453,3.4669360169736816,3.587462090065486,3.5846317801701537,2.5823999186034072,2.736958630547384,2.8376714221631367,2.929411312637729,46.04340447110576,46.08606184491871,38.4062741274359,10.000000000000002,41.45131172974055,31.594938425196126,26.207787291107724,1.2269369597258708,179.5261367989562,308.89255230840814,5.805372594579489,6.412275952617948,690.4987427319797,679.2825606914905,14.937938679492959,6.152358591987465,2157.9060071632853,1638.8489393609625,40.62898342033913,17.17947835048681,65.4745423480517,38.3276110709466,15.477114506358692,5.867017968012439,8.096284426094362,7.802661921601156,33.12851804193926,0.2985837977685292,218.9154558639375,224.38141335854584,0.619491957490811,7.758685041057164,320.97724085692704,95.45579563578899,87.00293892607081,547.3940620422363,57.0,855.0,1021902.9563481099,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,58,24120.47506056787,3.468365352975985,3.6354072277891065,3.425386120824462,2.5911807749772438,2.765274576294901,2.940889593678333,2.92942580727036,45.791412880558575,44.56176555083259,45.8937676616755,10.000000000000002,42.531747798542106,32.49312521629795,26.274408952913827,24120.474016773438,3.468366706880533,3.6354070655120703,3.4253886279041423,2.5911838617340783,2.765289563317012,2.9408999612763917,2.9294248570328536,45.791315638153854,44.56171688609127,45.89371863993989,10.000000000000002,42.53171206838751,32.49301894270493,26.274410924464874,1.2383089750436747,195.83633360382416,300.2353216315891,6.136124457895783,11.737400852140105,601.4285803082447,529.6069889316268,10.688619713709217,4.949987234040417,2308.217984343354,1748.884373372358,49.91919819450367,31.252849704303568,31.48107720942016,13.519411724026504,15.295825122886969,0.9362351028366798,7.363257013940986,34.48247251385575,22.227421371306853,0.659480896971319,205.2799319984041,184.982638150948,1.13425036481355,4.643816647426226,230.40625576344334,42.72304022191664,65.71528025941483,611.9181876182556,66.0,990.0,998440.0653754865,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,72,25076.03327094623,3.4664932856829402,3.6551742571086865,3.2677901585927844,2.5860927053266094,2.791045249189978,2.9144853694596056,2.9298257363844056,46.02814503556944,43.76280597189254,57.09802546126614,10.000000000000002,42.39067868615033,30.18071754447468,26.238973002802638,25076.02864653658,3.466495633160551,3.6551751278286106,3.267789873111091,2.58609141394917,2.7910514336660603,2.914485370845151,2.9298255548263508,46.02808750933793,43.762817463017285,57.098005671363005,10.000000000000002,42.39070382262549,30.180749255966436,26.238953895351884,1.2620844051804665,214.08632035181648,299.0784381445501,6.367318857635848,19.61661052974093,592.4372575690031,532.4032766466566,12.413962677108996,5.6210459580048635,2158.624375287922,1638.561568231789,41.827289249710745,38.45127499174184,45.97937664050956,21.165810678072376,10.51790626598426,0.9267054955094578,50.15697842113732,155.58799089972368,1.642977137238382,2.501740387561226,207.1222622407314,144.403517851962,2.462682493630012,5.802199727378387,237.64592432663343,38.7376334260665,65.86484959159328,724.0209286212921,78.0,1170.0,940343.8688771023,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
32,73,24685.145474093413,3.4797529056102654,3.3410835612794845,3.4617211483544907,2.6248666872018456,2.7607243581146763,2.880303472252807,2.928692690034545,45.45250588908505,59.226477619136354,44.460325626264655,10.000000000000002,42.488313199662095,31.269706354722754,26.176707467905413,24685.144182288,3.4797559490949577,3.3410803937685407,3.4617233574549915,2.624868933968545,2.7606971351861547,2.880301652790119,2.9286921401174943,45.45240687332973,59.22669310583919,44.46022658985829,10.000000000000002,42.48816651603039,31.26946602633998,26.17668844633922,1.1555451039647833,164.50869931573715,333.1010098958533,5.800555925977654,22.60162634474375,798.3330897632119,686.9795745912343,16.689945805538954,7.093375208491324,1993.3460552833021,1507.7969628022777,51.42926706649581,1.1896744065746936,89.00678334307379,87.22807202669128,48.53026377689839,3.0172091646765082,12.121541249371843,35.76855361157,18.33063169558649,0.4311239861635072,174.96664987267155,168.59201782110324,0.4873003102468285,18.415176515449204,462.9971213958356,106.78624224285304,101.82246510371122,753.2737286090851,79.0,1185.0,921904.3720823858,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
95,67,24360.220926328384,3.4732490670202343,3.56488412293803,3.526313595016423,2.598871436711167,2.755971227271561,2.8513223618123,2.9287715658764926,45.653413360431436,47.148853074658284,41.146214167109385,10.000000000000002,42.52510891571688,31.13303491032409,26.22271328920797,24360.220760333676,3.4732495353549204,3.5648843937309858,3.5263143434858755,2.5988714302590603,2.755974294479886,2.851325002928225,2.928771888192074,45.653391426720034,47.148841701521945,41.14619608668943,10.000000000000002,42.525116555267346,31.132994792902778,26.222709212195745,1.2191319333560184,173.4296019534193,317.51587863271095,5.77261669430672,11.290953171900458,633.4920520968092,547.9243807008007,11.216635111240635,4.551248975659628,2210.231227568736,1676.8104411656418,49.82762762735976,17.07424156658599,52.25832401077264,30.343176806018953,19.78995246551942,5.078816039047789,7.623130939414029,16.052060523044325,24.32112020769989,0.2503015632555957,158.34032940802697,167.11149724084956,0.5826445461740646,8.2562686224129,331.7104023093438,87.85798339056855,87.46364622990833,676.5493984222412,73.0,1095.0,984148.0465522092,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
71,67,25273.204740701593,3.4804102438437705,3.2157092702451435,3.4182987136047123,2.649624000415767,2.732518922624356,2.8862432792349124,2.928536372131446,45.47279667523864,69.16891136125044,46.80781568890966,10.000000000000002,42.62190579737146,31.348602989923897,26.17995328857397,25273.20426448679,3.4804085277073806,3.2157086629640426,3.418298379398308,2.6496227007919613,2.732517990637126,2.8862396948481535,2.928536491448736,45.47284670885681,69.16892474334558,46.8077967077138,10.000000000000002,42.62189549687721,31.348586999056934,26.17996804284836,1.2879479297657912,215.8284299766331,327.1504850023314,6.392185067445412,18.581854300360625,813.8140868475441,728.7589622072422,14.001812761889617,13.44862332104595,1805.0724523924712,1354.181251924485,51.86480305387773,1.6339451905777067,117.38650223560538,114.74078536997123,60.23421562677195,2.1563426142117503,19.273549742298414,63.84953261984111,12.591209867275317,0.602397125604351,199.71121253034426,182.45308703158716,1.1785774933000814,17.99743464578055,532.781924574774,121.55083231258814,95.15648488063258,725.1116285324097,78.0,1170.0,866017.1928192436,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
45,72,25141.715182877957,3.4829466080254434,3.2927532031028295,3.507819102456453,2.6339708312649446,2.74884096157149,2.891582746035764,2.928143870408433,45.26372756805268,62.74083923399089,41.730289464876755,10.000000000000002,42.906435109187875,32.52948210152507,26.181293409902864,25141.714695717965,3.4829457054387496,3.2927524319905572,3.5078192580568683,2.633970186405414,2.748843679973358,2.891586078640958,2.928144015588676,45.26378926412704,62.74085803830964,41.730268239330286,10.000000000000002,42.90638836234643,32.52957544209855,26.181300482051704,1.178196832258091,163.39008106055638,338.86853408104474,5.734554617670146,18.84485778972741,774.8019049441401,625.6090990991618,12.987418047299013,10.071837441166803,2018.3611419572408,1521.1547856049406,56.71912216697092,1.312161978689724,100.22212004698545,96.43102260184655,53.15849886377671,2.617356821660474,15.042554251253664,13.994108776002403,31.013226520366366,0.7698215115807909,249.5110835007099,257.97760099811734,0.29410431700859985,17.12383309015085,433.52472557641784,101.03718253146951,98.35241087570745,791.7770223617554,84.0,1260.0,938754.6541259567,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
38,74,24216.762695460326,3.460115353754707,3.6448174202151975,3.467143921823112,2.5856646105229664,2.7441128697628914,2.948547927849401,2.9299816416729856,46.219411704431245,44.19761893901233,44.06540542434715,10.000000000000002,41.98563271427371,31.7834491668452,26.26484073345317,24216.7467171274,3.460113126563176,3.6448128686778114,3.4671418995977827,2.585672816132946,2.744113658279412,2.9485506600042255,2.9299816444299283,46.21960470880567,44.19765574632498,44.06543348679876,10.000000000000002,41.98565760577426,31.783441607022375,26.264847014513204,1.1898398383573472,169.4593569714769,293.3684705992935,5.684664155607113,5.9552806369198805,565.1153260018677,574.6730143520816,9.790544513880722,6.170013477927556,2192.9214146887057,1660.6502579607527,41.784995854512964,32.29722826118775,32.92645778373774,15.182514379776224,13.657106121576419,0.6303186842010143,23.15518602136713,28.632176045834647,23.662021358855537,0.6876350568306858,163.2799744195572,143.7861649793382,0.5107150752347313,5.707816500268074,323.24131434416876,78.68213445989676,80.85988437373277,800.8351776599884,83.0,1245.0,961868.9539497505,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
60,74,24448.88665391167,3.4658004613628606,3.4537467540139866,3.3524299706202614,2.6059868168793736,2.733342497841899,2.9880090156130743,2.9294541332901347,45.933851350281934,52.51126792666726,50.0213606574196,10.000000000000002,41.98462782448919,33.85699012856613,26.264913343782126,24448.882750883553,3.4657967877482836,3.4537459373743626,3.3524288388661705,2.6059853833636213,2.733354560685584,2.9880041284684817,2.9294545711012643,45.93398621552159,52.51129388772706,50.02138257312726,10.000000000000002,41.98468745959099,33.857048912933884,26.264924316588004,1.22969477198495,183.3197463413122,299.87173611955535,5.8923532699808225,8.363089092257342,695.7050191329711,682.34516967543,12.76415113927914,4.495136337891745,2125.0631656970854,1608.9119167062906,47.491659333196225,2.2074649774070756,32.26711313134375,51.84315326311615,43.33118065191188,0.45347624560878835,34.98467489290754,45.59419343878334,24.237426822743544,1.2197154562341364,265.8305520321008,227.5807175979805,4.685676262232271,12.304970819764964,250.20550935800912,41.42259393673402,66.51492626044077,800.0496580600739,86.0,1290.0,938089.2677648531,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
33,81,25559.313670642296,3.477929244375428,3.207345643166976,3.3338557965184874,2.6446323495362978,2.7399235547401513,2.947109614578914,2.9283541185339064,45.55879591927597,69.76461716654003,51.94917779772097,10.000000000000002,42.706522122748254,32.5598179339785,26.166020572883994,25559.30899403028,3.4779283038111632,3.2073467320718514,3.3338600225349717,2.6446246721419895,2.739918407718214,2.9470904396529036,2.9283549764557715,45.55902765508217,69.76442242812107,51.948939423244184,10.000000000000002,42.70663533955676,32.559852040129705,26.165957790313822,1.1958270969665001,159.44251210224982,334.32404326605797,5.571242680204707,18.744797606300473,767.4184147939004,686.5482082983442,12.863354101853725,11.387147298655869,1830.6560142441613,1376.3777158834419,50.861791853323474,2.285566369489653,135.1440420300749,122.49913690587377,62.66068398885643,0.41189075783257634,15.642041843149913,63.07346830601088,13.76960756760791,0.9423333122122484,217.45326192586936,181.13814077768563,3.651792922957994,18.043766776282983,472.2416784698,105.03702382228913,79.38806867425261,835.9424519538879,90.0,1350.0,847299.4270099791,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
