Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_min,sigma_H_min,sigma_F_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_min,epsilon_H_min,epsilon_F_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_cum,sigma_H_cum,sigma_F_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H_cum,epsilon_F_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
6,51,661.3526597220803,2.959752012160193,3.434042468629101,3.719017086913967,2.906063939810779,2.9202193266836,21.446219539979552,30.473690864620654,52.03108180482429,13.41455583346516,32.41292677589323,661.3526597220803,2.959752012160193,3.434042468629101,3.719017086913967,2.906063939810779,2.9202193266836,21.446219539979552,30.473690864620654,52.03108180482429,13.41455583346516,32.41292677589323,0.241600948651825,9.527114370542584,8.10821478372607,5.274408468891605,202.87021398544312,123.0,1353.0,2005.803996802558,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,55,661.3946356412046,2.043360554728687,3.4335249641568493,2.336127876811369,1.58035315026774,2.92018311134067,12.408653079268008,30.38764176781098,52.73249080029772,4.84030388701072,32.458426253792815,661.3934461993572,2.043360554728687,3.4335196568831634,2.336127876811369,1.58035315026774,2.92018342302176,12.408653079268008,30.387177935488065,52.73249080029772,4.84030388701072,32.45829975663066,0.2383021437936566,9.528421122445744,8.05661779712721,5.302794436070345,81.65790462493896,93.0,1023.0,752.2100364153122,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,50,661.4408811502159,3.5877315112143773,3.43404440685823,2.846712906874004,2.842599504117494,2.9202611543914463,73.19208709603237,30.38304117966921,42.69191497292094,7.617901415980257,32.455211821953206,661.440880575393,3.5877315112143773,3.434043848240182,2.846712906874004,2.842599504117494,2.9202611936239835,73.19208709603237,30.383034172578935,42.69191497292094,7.617901415980257,32.45522110141176,0.2406814817380496,9.796418082180288,8.163293109886423,5.390644664807741,47.704378843307495,54.0,594.0,8928.082422950529,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,90,662.1242133712981,3.605904960777076,3.4316344505808183,3.056803295939949,2.77488104616537,2.9204150935241717,62.1335510563341,30.693115802767128,24.77234354118953,10.8535714058532,32.356075316821475,662.1240164325501,3.605904960777076,3.431642516131884,3.056803295939949,2.77488104616537,2.920413580530849,62.1335510563341,30.69296880504151,24.77234354118953,10.8535714058532,32.355951573852444,0.2519875719012001,9.776928159373703,8.405278137603515,5.286054581736376,205.71841287612915,122.0,1342.0,2844.6047428723687,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,58,662.2344218875825,3.1940560635106703,3.4385622122823998,3.3558117897106285,2.449040769908679,2.919812637266194,55.87483567942196,30.14829084526557,10.698551433299482,5.466657704818271,32.47778763858491,662.2344218875825,3.1940560635106703,3.4385622122823998,3.3558117897106285,2.449040769908679,2.919812637266194,55.87483567942196,30.14829084526557,10.698551433299482,5.466657704818271,32.47778763858491,0.2176912628880891,8.604341640788835,7.396010234261838,5.050611296377965,77.04352450370789,88.0,968.0,1068.8767386091126,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,39,973.413746386665,2.555600134030061,2.90946114204864,3.066558517317075,2.044630089356769,2.935896820765852,23.12239138389051,38.90618884999122,49.6560471162405,14.577868081314245,38.642751243102126,973.413746386665,2.555600134030061,2.90946114204864,3.066558517317075,2.044630089356769,2.935896820765852,23.12239138389051,38.90618884999122,49.6560471162405,14.577868081314245,38.642751243102126,0.1642725196557762,55.28533623223246,51.06386522592227,22.11566335525277,56.18321108818054,64.0,704.0,1653.8182076560977,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,38,974.4630665789484,2.166630316071272,2.959238055314504,2.47299389548122,1.6039623776130791,2.934562898758121,22.27106625328513,37.385052841815366,58.13565857149892,14.888789057121436,38.17329993674017,974.463028712296,2.166630316071272,2.959230946706321,2.47299389548122,1.6039623776130791,2.934562416965434,22.27106625328513,37.38471183451685,58.13565857149892,14.888789057121436,38.173531087038974,0.1792518757227768,58.28872073126631,62.58500242489193,20.941871924695576,36.65062618255615,42.0,462.0,7878.452864375166,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,60,998.2627375803364,2.476401818286726,2.3079343286917355,2.808791489238236,2.847292756281798,2.9149809355413407,38.01354436193344,55.22610496390598,62.7559349910328,8.023344452472356,45.6533917373057,998.2627375803364,2.476401818286726,2.3079343286917355,2.808791489238236,2.847292756281798,2.9149809355413407,38.01354436193344,55.22610496390598,62.7559349910328,8.023344452472356,45.6533917373057,0.4716071344332008,9.69702833951972,11.794197797364438,7.798138502568293,91.27230429649352,104.0,1144.0,1240.946300737188,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,33,1003.4900409307664,2.862663603799453,2.303718524696385,2.274476725380863,1.799247305632086,2.918924595987798,62.88203176682633,57.90254695781199,53.7201048108496,14.245724564519,45.46050939963967,1003.4898309577844,2.862663603799453,2.303722513959141,2.274476725380863,1.799247305632086,2.91892058274765,62.88203176682633,57.90284544590315,53.7201048108496,14.245724564519,45.460257045746495,0.3034129675084942,10.000468531912444,13.560018584274136,12.67484295040918,33.49300503730774,38.0,418.0,2862.8662581046274,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,39,1008.7258136615784,2.228179315956263,3.0875208984141427,2.576461238220391,2.638848789054755,2.9311370506934287,37.71238042232972,34.495688487016096,62.14307103580713,12.2611290632782,36.77490282782554,1008.7256769757396,2.228179315956263,3.0875183011459804,2.576461238220391,2.638848789054755,2.931133659659646,37.71238042232972,34.49590332339472,62.14307103580713,12.2611290632782,36.7746292819194,0.2589922228074234,58.026963970527326,85.0521975195267,16.99394798437156,118.99714064598083,70.0,770.0,1557.240110134115,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,76,1019.8167945070118,2.988975134879726,2.876476944114818,2.434437484800587,1.9342568011378631,2.937587472214128,26.69826978965575,41.64965653123701,34.76781579092493,5.778937537213831,38.42396778029122,1019.8167195593966,2.988975134879726,2.876487394590437,2.434437484800587,1.9342568011378631,2.937588045629646,26.69826978965575,41.64957352062709,34.76781579092493,5.778937537213831,38.42380533179789,0.1007248761581983,37.50531847456008,35.33428883117474,17.24487912047796,83.30000233650208,96.0,1056.0,36501.22874145128,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,34,1021.5438719964444,2.063775005471559,2.3064435957771927,2.547894641571986,2.038520741078001,2.9222243132474626,60.23736030353133,59.87316578023699,17.306761038541044,7.471751029316898,45.2449004896979,1021.543420820122,2.063775005471559,2.3064620807673024,2.547894641571986,2.038520741078001,2.9222250261706346,60.23736030353133,59.87326847892854,17.306761038541044,7.471751029316898,45.24458119342689,0.2071537680714139,20.962888085865224,21.07744312892958,18.30721688888176,38.60159420967102,43.0,473.0,2824.620872191136,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,34,1047.100104143111,3.1703107630836183,2.35961611390704,3.247100302745145,2.07110001281193,2.9119174431919133,20.245077601568543,48.886339915589296,44.18230144802837,14.933343532881448,45.69932750518679,1047.100104143111,3.1703107630836183,2.35961611390704,3.247100302745145,2.07110001281193,2.9119174431919133,20.245077601568543,48.886339915589296,44.18230144802837,14.933343532881448,45.69932750518679,0.5561136746261857,22.384718632555906,24.39172865500242,5.545003764336312,50.04913401603699,58.0,638.0,2443.025348610001,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,77,1114.7591536414,3.0933105418060403,2.948825113878597,2.152658437273656,1.885492030196699,2.900460088039949,72.55113538628312,21.913587977482823,39.16328932067791,2.033387645943537,43.21129242725883,1114.7591460655071,3.0933105418060403,2.948825515311339,2.152658437273656,1.885492030196699,2.900460162198025,72.55113538628312,21.91359510914216,39.16328932067791,2.033387645943537,43.21128845221366,0.2487832782521107,20.53317223340252,13.721685664095434,2.0350476587670268,83.65124726295471,98.0,1078.0,6846.138946620481,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,24,1114.9242255967786,3.794827738543668,2.980145460398604,3.508688426825846,1.641817266782684,2.89912273723421,54.47218229249225,21.055639499625663,18.99485922276419,2.3931166369824304,43.064133657081065,1114.9234063696229,3.794827738543668,2.9801181101855483,3.508688426825846,1.641817266782684,2.899121796136932,54.47218229249225,21.05551331457276,18.99485922276419,2.3931166369824304,43.06450322723488,0.34526759117531,29.34090395643733,18.847412038076275,1.6690895381495212,52.70442509651184,30.0,330.0,4492.335020872191,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,96,1116.411968098271,2.443893632516791,2.9825570848564875,2.262852519204531,2.455225760232807,2.8998157127356783,45.68115352615413,21.395812920667574,15.080442942553798,10.857732957898424,42.89793840170344,1116.4119078127878,2.443893632516791,2.982558892249145,2.262852519204531,2.455225760232807,2.899816549353877,45.68115352615413,21.395749106316813,15.080442942553798,10.857732957898424,42.89790901381898,0.3080175622511246,25.451904136605727,18.683333940944053,1.6782920128595054,105.96643090248108,121.0,1331.0,8357.118749444888,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,65,1117.6300135314336,2.508293972722235,2.982543304222656,3.424982554766251,1.7270457989551349,2.898660392990659,52.45820504263326,20.84139332053521,38.175824361731365,10.81774170455186,43.10906097207724,1117.6295172315613,2.508293972722235,2.982544072513327,3.424982554766251,1.7270457989551349,2.898660421872542,52.45820504263326,20.84141841135438,38.175824361731365,10.81774170455186,43.10904673980624,0.3748045052779105,32.30330583581946,20.10366068931022,1.6563249707463952,74.72019720077515,86.0,946.0,3538.0978061994847,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,55,1120.586450537767,3.096482660585954,2.992567945343935,3.475356971624282,1.772908076517664,2.8984319689582727,33.002506718344165,20.67505656343489,17.962148287364442,9.426737108497129,43.02429980788676,1120.584217252076,3.096482660585954,2.992572738977998,3.475356971624282,1.772908076517664,2.8984333695092785,33.002506718344165,20.67517343576761,17.962148287364442,9.426737108497129,43.024240747655554,0.4009544539057872,34.35545979473985,21.985674854977034,1.6253725219783763,64.52338480949402,74.0,814.0,1630.667021938005,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
