Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
4,41,50.308981467966724,2.56088798412881,3.66950070890939,2.206452013155284,2.5093787105243552,3.817191006186191,2.5872282967473588,2.5755506771726973,18.45185718768805,59.291653540743,54.12430964109292,5.130161154260334,24.29413307802792,32.20506057481184,16.867689079097815,50.30897626147855,2.56088798412881,3.669503473895654,2.206452013155284,2.509375886511083,3.817191006186191,2.5872282967473588,2.5755506771726973,18.45185718768805,59.29169654714404,54.12430964109292,5.130122003185574,24.29413307802792,32.20506057481184,16.867689079097815,1.50001127136662,3.833553769503118,5.602693727704105,19.984344073439814,57.13632583618164,45.0,675.0,1031.1810995647927,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,40,50.3385195398035,2.834044009405148,3.6558894744862025,2.0002287496346898,2.5188661273950466,2.293511781634226,2.1846771895375956,2.3725204227553416,32.46144725779811,59.40185362517245,45.023087710218206,5.237327484392804,38.98268251388659,22.155828740603113,45.73411027368309,50.33739095331015,2.834044009405148,3.656146225664681,2.0002287496346898,2.518976262968178,2.293511781634226,2.1846771895375956,2.3725204227553416,32.46144725779811,59.39774437342168,45.023087710218206,5.235687147659171,38.98268251388659,22.155828740603113,45.73411027368309,1.0925379423725488,2.820310797554138,6.443022520839719,21.271910990181397,89.95365452766418,46.0,690.0,641.3609468925517,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,71,51.96725617866518,3.8068038305757668,3.718616314442481,2.278552694501517,2.444396400746414,2.795353673971067,2.330708394233865,3.8550171607920674,32.604780883457934,54.94422468762143,57.18986904777936,5.827476758187703,36.828527246946315,41.2829851909568,27.21144196922449,51.96709833857524,3.8068038305757668,3.718610117784657,2.278552694501517,2.444390373598541,2.795353673971067,2.330708394233865,3.8550171607920674,32.604780883457934,54.94446559906752,57.18986904777936,5.827446060542247,36.828527246946315,41.2829851909568,27.21144196922449,1.5207992523243195,4.298051878376667,5.418222451226956,18.73533259481376,101.2245409488678,85.0,1275.0,272.3476685318412,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,35,52.28985279882957,3.1056439573715315,3.725000961543624,2.248346630239822,2.433998483721305,3.1715185429165755,3.939191496639349,3.12206043851142,11.212073809241298,54.933468661687314,25.143327799666334,5.782700186793507,28.575122542246014,45.22396490958001,41.149257495801464,52.28983294076201,3.1056439573715315,3.7250003184535423,2.248346630239822,2.4340151263536125,3.1715185429165755,3.939191496639349,3.12206043851142,11.212073809241298,54.93346404523809,25.143327799666334,5.7826672111142345,28.575122542246014,45.22396490958001,41.149257495801464,1.4259253856575393,4.707919919783096,5.737221966494922,18.245001443714095,83.8355655670166,41.0,615.0,1428.306457056577,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,58,56.05783000387737,2.0057406540623175,3.7303340861264997,2.653289803544192,2.4286634971510628,3.771884198621549,2.7145395200049993,3.817070301839598,50.518407526467186,51.82142656883111,70.4134201933445,6.655769119476192,49.906299765801826,21.0319177920865,19.79975123701072,56.05783000387737,2.0057406540623175,3.7303340861264997,2.653289803544192,2.4286634971510628,3.771884198621549,2.7145395200049993,3.817070301839598,50.518407526467186,51.82142656883111,70.4134201933445,6.655769119476192,49.906299765801826,21.0319177920865,19.79975123701072,1.6753008449714266,3.3941940786273674,5.337744215871551,19.258439463595735,113.73534822463989,96.0,1440.0,377.8888618194931,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,61,51.0672650356056,3.1124804679808378,3.62896408896131,2.119835379024423,2.54263134337337,2.0891037570895232,2.2149882582121854,2.451418677215709,56.344283724873996,64.88471175376937,10.816138710342532,4.261835938751754,48.85467155000953,34.88351616719798,22.115263213134668,51.06701831496403,3.1124804679808378,3.628927876770334,2.119835379024423,2.5426314966117576,2.0891037570895232,2.2149882582121854,2.451418677215709,56.344283724873996,64.8847627556482,10.816138710342532,4.2622368202392735,48.85467155000953,34.88351616719798,22.115263213134668,0.1953162129620086,2.756155212174246,8.051490453317122,21.580432413123688,121.24154877662659,96.0,1440.0,559.053453837864,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
7,71,62.20376945703683,2.5398557835300517,3.755244233536697,2.8561823797425894,2.3924018634952935,3.326882995636896,3.2433914404182436,2.22949194590675,71.71680181595964,49.139186962135796,47.595324935163575,7.370221477985324,23.29594430850597,46.61828321967889,35.07878203353001,62.20366788426631,2.5398557835300517,3.7552638253637527,2.8561823797425894,2.3924118243785935,3.326882995636896,3.2433914404182436,2.22949194590675,71.71680181595964,49.138898306821126,47.595324935163575,7.370281419757777,23.29594430850597,46.61828321967889,35.07878203353001,1.6843758769443034,2.984675022280493,5.4695914846498965,18.60589741944966,129.5846025943756,105.0,1575.0,121.03653965716316,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
9,56,51.58253243089368,3.8651909260743267,3.7131719497848135,2.1320003454441245,2.4517220919323197,3.5077523769224928,3.846049071092966,3.423049517256943,18.07761252819071,55.45309600103658,11.703714147051755,5.729302706153096,23.617387366106605,45.100978203901086,33.85908725195785,51.58246224672636,3.8651909260743267,3.7131846232233494,2.1320003454441245,2.4517180360209494,3.5077523769224928,3.846049071092966,3.423049517256943,18.07761252819071,55.45343225977697,11.703714147051755,5.729330293128254,23.617387366106605,45.100978203901086,33.85908725195785,1.4904868174477468,4.217539678472101,5.455896609878929,18.861655737848757,142.0626130104065,115.0,1725.0,218.30073718802737,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,58,49.790379664465384,2.3396608391291376,3.6606951821332014,2.1966936676661,2.5127673074936707,3.9157790603010034,3.066330569946034,3.3837542279009463,30.508516015394097,60.32204789262104,64.25066867332926,4.96216717927348,41.25505102307387,49.61013811172732,41.18579790329438,49.788549700061765,2.3396608391291376,3.660711986229772,2.1966936676661,2.5127775555587952,3.9157790603010034,3.066330569946034,3.3837542279009463,30.508516015394097,60.32255709510041,64.25066867332926,4.962197151993748,41.25505102307387,49.61013811172732,41.18579790329438,0.8586361902455857,3.3410565496842946,6.47929704885387,20.564607042300835,199.67230582237244,96.0,1440.0,612.2830091482369,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
18,63,59.05800949720515,2.867352697978917,3.746934166248901,2.6304896061907455,2.4044304954789193,3.1557144305690707,2.36802040325493,3.575858467651009,49.78202650792071,50.485024930117966,37.3125892000736,6.9739336548722575,47.15106222921341,15.014070871197509,49.1865702160871,59.05799451123208,2.867352697978917,3.746931810268232,2.6304896061907455,2.4044386474992403,3.1557144305690707,2.36802040325493,3.575858467651009,49.78202650792071,50.48489892419229,37.3125892000736,6.973970053598365,47.15106222921341,15.014070871197509,49.1865702160871,1.6329408674593897,3.5101538739632256,5.102280160782957,19.050095419767207,87.67953538894653,73.0,1095.0,1137.1028411370098,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,45,52.11218189463415,2.6894733053665867,3.69866671643042,3.16402835989416,2.471713919067577,3.6894688907844433,3.8107846374172984,2.9197605316336137,45.51254304132427,55.21801957083517,28.571725362719597,5.915016337917149,35.96886076760575,15.54366464427925,35.7718492868823,52.11075527598283,2.6894733053665867,3.698689526966767,3.16402835989416,2.471828213535196,3.6894688907844433,3.8107846374172984,2.9197605316336137,45.51254304132427,55.22131265189379,28.571725362719597,5.913988985918358,35.96886076760575,15.54366464427925,35.7718492868823,1.6541492167232443,3.391468327190357,5.537814372091688,19.726974080994626,136.14246821403503,108.0,1620.0,577.1069234270169,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
16,70,49.522233471916294,2.7897512258471098,3.6441067307303876,2.3479113333609285,2.5303886406887335,2.2701583160934624,3.011324331353793,2.0430496105483957,71.61806372914928,62.03661069850298,10.976233748237957,4.733074330257071,26.622225102839295,19.584889568382092,43.33217422443038,49.52127503844691,2.7897512258471098,3.644125083346739,2.3479113333609285,2.5304001750909104,2.2701583160934624,3.011324331353793,2.0430496105483957,71.61806372914928,62.03719208188943,10.976233748237957,4.733104961376529,26.622225102839295,19.584889568382092,43.33217422443038,0.6593395516476398,3.030723764679733,6.995840740719114,21.10301670885643,144.39055061340332,117.0,1755.0,711.709956479261,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
19,68,54.53967969428556,2.753160629491549,3.7251306331608323,3.209432201948106,2.433978854542451,3.1494230094162043,3.2561523966147004,2.571152563391388,48.1441671426454,52.707237721443505,65.79039936788776,6.42478537592304,39.43200369565561,45.256780051911,26.293834889286128,54.539675375847565,2.753160629491549,3.725128671592437,3.209432201948106,2.4339779093219365,3.1494230094162043,3.2561523966147004,2.571152563391388,48.1441671426454,52.70724885352176,65.79039936788776,6.424820097206916,39.43200369565561,45.256780051911,26.293834889286128,1.5065386882444591,3.5315845955098855,5.563562540240848,19.241971436321776,108.8520576953888,87.0,1305.0,556.1451638689049,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,99,59.11091414865314,2.504651489140647,3.7376806887228526,2.3908589622186374,2.4179756170847715,3.940039978176624,3.6936576029800703,2.479695518295172,42.095031427467454,50.37899140617414,63.883758470761634,7.061054315005914,15.650167076209334,17.45077503017278,32.022078882796116,59.1105795507315,2.504651489140647,3.7376880009381015,2.3908589622186374,2.4179665075512307,3.940039978176624,3.6936576029800703,2.479695518295172,42.095031427467454,50.379122135575415,63.883758470761634,7.061107529082959,15.650167076209334,17.45077503017278,32.022078882796116,1.686391683266757,2.9343633153760873,5.477329871987903,19.306784262536443,140.5322027206421,117.0,1755.0,536.2085814826321,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,58,53.226674567638895,3.5055111074776275,3.7219850230393825,2.5206301971570815,2.4374954133122175,2.3868685652466555,3.2789217617598796,3.049340618247467,70.11251807595781,53.652071172667334,14.287470894461547,6.17099856325976,42.02623103401364,46.773554837623344,47.619022421889305,53.226579506637975,3.5055111074776275,3.7219742162842353,2.5206301971570815,2.4374995490185447,2.3868685652466555,3.2789217617598796,3.049340618247467,70.11251807595781,53.65244736784921,14.287470894461547,6.171002477159499,42.02623103401364,46.773554837623344,47.619022421889305,1.3973452311735357,3.774858174248557,5.466732726127706,19.307372524802673,142.47819471359253,68.0,1020.0,796.4885691446842,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,114,63.019837459980394,2.027903145951194,3.754799223462541,3.2335567140033152,2.395738738857192,3.9003522384941594,3.1133063763903124,3.831212699532549,51.70180358151195,48.74874489245328,41.589393361299145,7.499025770324784,34.2341772527997,47.41634993472588,47.15567024717622,63.01915545949489,2.027903145951194,3.754810219533456,3.2335567140033152,2.3957443518108343,3.9003522384941594,3.1133063763903124,3.831212699532549,51.70180358151195,48.748987703107055,41.589393361299145,7.49906022878392,34.2341772527997,47.41634993472588,47.15567024717622,1.9021874249860364,2.660223788423886,5.422410035372001,18.51947108410836,245.23919939994812,195.0,2925.0,495.38630428990143,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
5,109,51.47880695969485,3.1482352109840264,3.711878785766078,3.178611073806568,2.453200012137237,2.2046688576556512,2.8281119756391364,3.38880031545549,36.92165251924868,55.638104344848855,44.833266384508256,5.689021228553597,33.0211189220408,48.06081645967847,35.52942641756976,51.47870227762469,3.1482352109840264,3.711887213276091,3.178611073806568,2.4532052288721933,2.2046688576556512,2.8281119756391364,3.38880031545549,36.92165251924868,55.63803703296993,44.833266384508256,5.6890688598228465,33.0211189220408,48.06081645967847,35.52942641756976,1.4606813469080837,4.224679716667296,5.499766355055586,18.867986574962387,375.5590832233429,175.0,2625.0,742.7072386535216,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,132,60.648059874969306,2.0547751863958523,3.7527476865859866,2.834609604734254,2.393810719170146,2.2807738771904673,2.3962029781697574,3.6014891373510727,72.93700242176087,49.85888624410058,55.00097001850543,7.148278150684554,46.31123322263466,17.97654739794223,16.366917413150883,60.647306132546035,2.0547751863958523,3.7527624700221027,2.834609604734254,2.3938067098881985,2.2807738771904673,2.3962029781697574,3.6014891373510727,72.93700242176087,49.85913449800483,55.00097001850543,7.1483686576911385,46.31123322263466,17.97654739794223,16.366917413150883,1.5070783962940106,3.3932499983413074,5.4327518072807255,18.813580232041584,498.82534527778625,234.0,3510.0,518.9582383369858,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
20,208,62.32087989328289,3.3415775815751743,3.754494013119003,2.7642055040630344,2.3959578003346698,2.8029591669390808,2.6347678919165536,3.243838735840603,37.96607260338219,49.055099345318546,54.05705794323023,7.397198143027259,29.93453532718115,27.017118392104805,42.91735813854984,62.319768933031675,3.3415775815751743,3.754503946763232,2.7642055040630344,2.3959628730925595,2.8029591669390808,2.6347678919165536,3.243838735840603,37.96607260338219,49.05532046861482,54.05705794323023,7.397228701069078,29.93453532718115,27.017118392104805,42.91735813854984,1.8809653089014293,2.8927984723557563,5.403045821120818,18.43293102683664,417.2552399635315,344.0,5160.0,837.4265565325518,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
13,252,54.339386767138635,3.2126589233066607,3.7219041244827293,2.634724818644321,2.439966822864235,3.159490438491593,2.7602823452471004,3.1018964382357934,58.44673800892265,52.84131438129649,27.219771248082616,6.407670410600974,27.95294692699372,37.04011274575476,22.356090347019386,54.33837000927372,3.2126589233066607,3.7219205777942648,2.634724818644321,2.439975804529788,3.159490438491593,2.7602823452471004,3.1018964382357934,58.44673800892265,52.84172374293407,27.219771248082616,6.407712527216669,27.95294692699372,37.04011274575476,22.356090347019386,1.62921788248784,3.459850201907925,5.438128234675619,19.331684536169828,509.4073359966278,428.0,6420.0,959.7621813660182,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
