Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_min,sigma_H_min,sigma_F_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_min,epsilon_H_min,epsilon_F_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_cum,sigma_H_cum,sigma_F_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H_cum,epsilon_F_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
24,24,40.93300720625738,3.199729989984725,3.0349232211700263,3.685229757273552,2.487358906635912,3.634979575622579,66.85447428114946,15.117913910699604,58.29982555347098,5.214991529840215,26.490684124493335,40.93299031292413,3.199729989984725,3.0349232211700263,3.685231098243958,2.487344979631971,3.634979575622579,66.85447428114946,15.117913910699604,58.29988476948513,5.2150096357604285,26.490684124493335,1.3677885649021515,2.9597744292053685,7.026279625641907,17.982547689755258,57.45667099952698,34.0,374.0,84.08050448530065,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,42,40.93762741346266,2.589753675852643,2.474693579105036,3.685662095961789,2.4873221409731063,2.9679362179504247,48.01447871735036,70.75868582652933,58.23413636796702,5.22800292287865,49.70503956122673,40.93762741346266,2.589753675852643,2.474693579105036,3.685662095961789,2.4873221409731063,2.9679362179504247,48.01447871735036,70.75868582652933,58.23413636796702,5.22800292287865,49.70503956122673,1.4135832895674811,2.97272386061206,6.938450475152313,17.98482626372807,69.09787917137146,79.0,869.0,83.0716049382716,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,92,40.94130854707525,2.468043651829038,3.427541451932467,3.6857986429681526,2.4869366166250706,3.810244532897034,19.468079246352065,21.377832955190463,58.19782020756795,5.235976994959233,42.14363319571984,40.9413060282019,2.468043651829038,3.427541451932467,3.685798305388835,2.4869379246115613,3.810244532897034,19.468079246352065,21.377832955190463,58.19787630757576,5.235969246342423,42.14363319571984,1.3967215396980746,2.960491309404047,6.923696813761676,18.039075139333363,86.77091693878174,98.0,1078.0,100.69207555428405,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,44,40.94357006170432,2.654284146146446,2.252938864548199,3.680033402490524,2.4936460730870635,2.219625020810695,62.00384198449844,33.0447634094263,59.099433597833546,5.063875561001646,36.01375499265529,40.94357006170432,2.654284146146446,2.252938864548199,3.680033402490524,2.4936460730870635,2.219625020810695,62.00384198449844,33.0447634094263,59.099433597833546,5.063875561001646,36.01375499265529,1.2889662082270072,3.0219077041430555,7.223486437211155,17.90361033085216,43.68662238121033,51.0,561.0,69.56497507306482,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,36,40.9564496105587,2.656320954595348,2.8294103259717702,3.6796232168303216,2.4945580622020254,3.810662893109112,19.069033940090208,42.52348133504699,59.1994373144782,5.043328374318243,38.772785620814886,40.956436156712506,2.656320954595348,2.8294103259717702,3.679621865340878,2.494557414959438,3.810662893109112,19.069033940090208,42.52348133504699,59.19944784622943,5.043335120743073,38.772785620814886,1.313123501300208,3.0553281214955854,7.216225736216671,17.84242510323802,72.65509867668152,42.0,462.0,34.80721200817124,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,126,40.96142222228242,3.143666331384973,2.8456388146554263,3.677858024129643,2.496033279285867,3.130727583101598,17.918535130933968,10.390299685312629,59.19385535040378,5.061064682304662,42.87097504735529,40.96142222228242,3.143666331384973,2.8456388146554263,3.677858024129643,2.496033279285867,3.130727583101598,17.918535130933968,10.390299685312629,59.19385535040378,5.061064682304662,42.87097504735529,1.2680488095657934,2.966710075114133,7.282391649266909,17.997778889507615,304.96819400787354,183.0,2013.0,90.4291385245372,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,130,41.084905839256194,2.268000685030519,2.999472945091788,3.6899588653573807,2.4823791484146387,3.10704528391589,40.096947550237374,31.60530374304684,57.438564942039406,5.39219743543816,21.927801817580477,41.08490019004115,2.268000685030519,2.999472945091788,3.6899624294294697,2.482370350128937,3.10704528391589,40.096947550237374,31.60530374304684,57.43846510523159,5.392190033340527,21.927801817580477,1.5205316223347891,2.8856386551310957,6.779713753391934,18.051482691351985,118.66151881217957,140.0,1540.0,169.80599810471054,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,74,41.12280521810119,2.7593268377595868,3.901701654622277,3.672456030237592,2.5017965504643103,3.832747061648597,41.63459547920365,26.72871160372874,60.01404295722211,4.912802546519862,28.42087882477988,41.12273711254899,2.7593268377595868,3.901701654622277,3.672461032537795,2.501788828853313,3.832747061648597,41.63459547920365,26.72871160372874,60.0138684600527,4.912810169140158,28.42087882477988,1.1293557069576257,3.0103699190859547,7.557507741562855,17.982527301578354,211.58678793907168,127.0,1397.0,122.19004311759224,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,192,41.20069213858843,2.751404936965674,2.888628763130336,3.694532517161069,2.4760934601124758,3.5824474998446334,49.75934855058239,12.12547326968887,57.06113819507485,5.449735360656347,16.882408457072515,41.20061677729956,2.751404936965674,2.888628763130336,3.6945304849215903,2.476089974623468,3.5824474998446334,49.75934855058239,12.12547326968887,57.06145128732962,5.449758311342706,16.882408457072515,1.4847167416246978,2.9507900891469285,6.640980450455098,18.11551595269733,202.5090296268463,235.0,2585.0,54.78383515409895,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
6,44,41.26964811409323,3.0725919851580006,2.318829948479428,3.695827201779762,2.4753776461160952,3.500412128116846,71.5500913456564,70.57692989183948,56.867453823300345,5.489050371747517,15.216023438103743,41.26964722214535,3.0725919851580006,2.318829948479428,3.695824505218519,2.475376254760225,3.500412128116846,71.5500913456564,70.57692989183948,56.86744475369165,5.489079415615331,15.216023438103743,1.5828650794381318,2.959929432299375,6.574824819697141,18.014167340616147,41.9266083240509,48.0,528.0,179.96427219087732,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
21,70,41.2790919703008,2.808722447546202,2.153679848195938,3.692352577480186,2.4794651238153103,2.253494338289993,16.062673413854018,62.9915543339917,56.89816104204301,5.511920804909553,38.70672011093853,41.2746392271677,2.808722447546202,2.153679848195938,3.690210179516521,2.4811738141867243,2.253494338289993,16.062673413854018,62.9915543339917,56.98830935326364,5.507400525156655,38.70672011093853,1.5709173348090153,2.8042472306807253,6.62976366135922,18.22322570544823,148.66662001609802,86.0,946.0,187.9801758593125,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
22,42,41.37929945710192,3.851576663335614,2.980597183480294,3.697357552865869,2.4736696329656027,2.875791279316683,57.54395224324385,31.269874057305056,56.61247380286401,5.54337446382576,47.55183726323828,41.379292912954114,3.851576663335614,2.980597183480294,3.697352596057895,2.4736735127102536,2.875791279316683,57.54395224324385,31.269874057305056,56.61248602404949,5.5434084347735375,47.55183726323828,1.6172164423803763,2.9475222399403296,6.443590503517713,18.10651185783117,86.0144031047821,49.0,539.0,106.90910382804869,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,90,41.40721613710343,3.613442633285105,2.3068655613626623,3.68984144168485,2.481145106079776,3.456896171098755,37.5192158417799,50.73165895390896,56.80765178135732,5.560298206908622,34.30075258582016,41.4065948327273,3.613442633285105,2.3068655613626623,3.6896523477088072,2.4811390978978505,3.456896171098755,37.5192158417799,50.73165895390896,56.82033349639696,5.558563475752684,34.30075258582016,1.440086239692642,2.652415770652628,6.409287115787815,18.94224726625982,88.0479028224945,102.0,1122.0,1991.1935301198992,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,90,41.41098341990959,2.778738438776489,2.496984048125282,3.674890656831825,2.502822518939408,2.754139899309434,58.27287328728431,67.32757284576148,60.47496673521422,4.78462964133853,30.76334534997673,41.38388432931888,2.778738438776489,2.496984048125282,3.6698650359479497,2.505083825416346,2.754139899309434,58.27287328728431,67.32757284576148,60.774403149538976,4.757656858023151,30.76334534997673,1.3444908831536229,3.49457838736559,6.85727623330513,17.819334168618735,195.98304891586304,116.0,1276.0,2364.3977126908,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,27,41.45806988155363,3.5287772590248823,3.923325590465281,3.697261385583955,2.4738016119730246,3.487449782092704,27.7416026061986,23.794405895981747,56.45517371507185,5.586022584538104,20.610766677384667,41.45804737128182,3.5287772590248823,3.923325590465281,3.6972599392394816,2.4737916771198405,3.487449782092704,27.7416026061986,23.794405895981747,56.45522302295629,5.58602022965885,20.610766677384667,1.634360567614767,2.8846225675756387,6.426662384606955,18.184180580263188,57.58338618278504,34.0,374.0,67.29457789980363,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,36,41.47247810402382,3.529952993538812,3.1822412379079927,3.698521846841318,2.47190193589991,2.2880772626319628,58.82845395407818,37.45286624046272,56.42288126720384,5.583546496082602,49.99975367544033,41.47246788194664,3.529952993538812,3.1822412379079927,3.6985231595137074,2.471903903256869,2.2880772626319628,58.82845395407818,37.45286624046272,56.42287914371099,5.583529945903873,49.99975367544033,1.6055478563331036,2.930288324459699,6.4371684146152965,18.147524362239054,96.78025197982788,56.0,616.0,65.10475175415223,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
25,58,41.96238871189072,2.2734251595990123,3.626835218028676,3.6621068522613065,2.512078109228098,3.247451750631236,72.8358781923962,74.75393348629865,61.946576805270986,4.560487242411413,20.34750100593406,41.962387142003806,2.2734251595990123,3.626835218028676,3.662104468823912,2.5120774763072173,3.247451750631236,72.8358781923962,74.75393348629865,61.94655556107694,4.560527287217081,20.34750100593406,0.7715652849925063,3.1412202806890925,8.195928946527005,17.973580067557236,59.01859331130981,66.0,726.0,101.48987292734374,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
23,184,42.52665743487726,3.2752441815117663,3.7288939540249832,3.6563433267231487,2.5186255758651632,2.128576533368891,54.51198467660322,11.39148310741197,62.83630150554959,4.4177302312012765,20.134839873034053,42.5266549799638,3.2752441815117663,3.7288939540249832,3.6563438730969655,2.5186270931342705,2.128576533368891,54.51198467660322,11.39148310741197,62.8362749568842,4.4177327165658,20.134839873034053,0.6679764663279365,3.1991701519816447,8.484511197779288,17.96157938316979,425.47185349464417,259.0,2849.0,164.9421085353939,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,65,42.548334007581936,3.54521957122535,2.881268792617428,3.6557533860449354,2.519277335708911,3.902900316455421,23.332450575539536,21.6838557380926,62.86828366519086,4.416450225925941,38.71031790829505,42.548334007581936,3.54521957122535,2.881268792617428,3.6557533860449354,2.519277335708911,3.902900316455421,23.332450575539536,21.6838557380926,62.86828366519086,4.416450225925941,38.71031790829505,0.6657914944674493,3.1901860152220127,8.52003514683835,17.96248238421136,169.31722807884216,100.0,1100.0,138.17717381650235,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
