Run,Iter,Min Obj,Param Min,Min Obj Cum.,Param Cum.,jac evals,Termination,Run Time
184,481,4620376.797893862,"[ 3.19980122  4.          1.5         3.0787736   2.78172931  2.
 58.56017966 75.         10.         29.94496965 50.         47.16926824]",4620376.797893862,"[ 3.19980122  4.          1.5         3.0787736   2.78172931  2.
 58.56017966 75.         10.         29.94496965 50.         47.16926824]",37,0,280.0244507789612
103,447,4620376.797899732,"[ 3.19979962  4.          1.5         3.07875946  2.7816913   2.
 58.56039546 75.         10.         29.94400464 50.         47.16949624]",4620376.797899732,"[ 3.19979962  4.          1.5         3.07875946  2.7816913   2.
 58.56039546 75.         10.         29.94400464 50.         47.16949624]",35,0,264.3312637805939
122,402,4620376.833427715,"[ 3.19977635  4.          1.5         3.07877804  2.78171013  2.
 58.5608339  75.         10.         29.94401022 49.9999988  47.16983077]",4620376.797905936,"[ 3.19977635  4.          1.5         3.07877804  2.78171013  2.
 58.5608339  75.         10.         29.94401142 50.         47.16983077]",31,0,234.43401646614075
101,442,4620376.797930973,"[ 3.19980885  4.          1.5         3.07877969  2.78169889  2.
 58.55988329 75.         10.         29.94531076 50.         47.16923319]",4620376.797930973,"[ 3.19980885  4.          1.5         3.07877969  2.78169889  2.
 58.55988329 75.         10.         29.94531076 50.         47.16923319]",34,0,257.62509417533875
53,506,4620376.833460935,"[ 3.19977454  4.          1.5         3.0787795   2.7817115   2.
 58.56088062 75.         10.         29.94427387 49.9999988  47.16985523]",4620376.797939493,"[ 3.19977454  4.          1.5         3.0787795   2.7817115   2.
 58.56088062 75.         10.         29.94427507 50.         47.16985523]",39,0,315.79326343536377
102,455,4620376.797943932,"[ 3.19978368  4.          1.5         3.07878029  2.78169453  2.
 58.56072564 75.         10.         29.94479009 50.         47.16925374]",4620376.797943932,"[ 3.19978368  4.          1.5         3.07878029  2.78169453  2.
 58.56072564 75.         10.         29.94479009 50.         47.16925374]",35,0,264.68994212150574
105,377,4620376.797946786,"[ 3.19978015  4.          1.5         3.07877928  2.78174751  2.
 58.56061072 75.         10.         29.94411892 50.         47.16961739]",4620376.797946786,"[ 3.19978015  4.          1.5         3.07877928  2.78174751  2.
 58.56061072 75.         10.         29.94411892 50.         47.16961739]",29,0,219.8860263824463
195,393,4620376.947136126,"[ 3.19978057  3.9999999   1.5         3.07876201  2.7817426   2.
 58.56047768 75.         10.         29.9434215  50.         47.16962338]",4620376.797967832,"[ 3.19978067  4.          1.5         3.07876201  2.7817426   2.
 58.56047768 75.         10.         29.9434215  50.         47.16962338]",31,0,299.9535722732544
167,448,4620376.798017734,"[ 3.19978918  4.          1.5         3.07874722  2.7817184   2.
 58.56056246 75.         10.         29.94357936 50.         47.16963346]",4620376.798011368,"[ 3.19978918  4.          1.5         3.07874732  2.7817183   2.
 58.56056246 75.         10.         29.94357936 50.         47.16963346]",35,0,265.25606060028076
133,423,4620377.009499679,"[ 3.19977735  4.          1.5         3.07876056  2.78169617  2.0000001
 58.56089722 75.         10.         29.94332372 50.         47.16976509]",4620376.7980245175,"[ 3.19977735  4.          1.5         3.07876056  2.78169627  2.
 58.56089722 75.         10.         29.94332372 50.         47.16976509]",33,0,250.32650518417358
143,474,4620376.798061461,"[ 3.19978506  4.          1.5         3.07877358  2.78173765  2.
 58.56053307 75.         10.         29.94451954 50.         47.16993081]",4620376.798059031,"[ 3.19978506  4.          1.5         3.07877368  2.78173755  2.
 58.56053307 75.         10.         29.94451954 50.         47.16993081]",37,0,279.9805738925934
197,418,4620376.798095895,"[ 3.19977177  4.          1.5         3.07879792  2.78170036  2.
 58.56083179 75.         10.         29.94496548 50.         47.16967381]",4620376.798095895,"[ 3.19977177  4.          1.5         3.07879792  2.78170036  2.
 58.56083179 75.         10.         29.94496548 50.         47.16967381]",33,0,318.99837040901184
121,422,4620376.798112145,"[ 3.19980763  4.          1.5         3.07878993  2.78167759  2.
 58.55969781 75.         10.         29.94612649 50.         47.16931447]",4620376.798112145,"[ 3.19980763  4.          1.5         3.07878993  2.78167759  2.
 58.55969781 75.         10.         29.94612649 50.         47.16931447]",33,0,249.53231978416443
130,462,4620377.009657534,"[ 3.19980337  4.          1.5         3.07878893  2.78169235  2.0000001
 58.56001848 75.         10.         29.94645064 50.         47.16928161]",4620376.7981758835,"[ 3.19980337  4.          1.5         3.07878903  2.78169235  2.
 58.56001848 75.         10.         29.94645064 50.         47.16928161]",36,0,275.1734838485718
5,434,4620376.7982745925,"[ 3.19977915  4.          1.5         3.07878169  2.7816785   2.
 58.56089759 75.         10.         29.94518609 50.         47.16934037]",4620376.7982745925,"[ 3.19977915  4.          1.5         3.07878169  2.7816785   2.
 58.56089759 75.         10.         29.94518609 50.         47.16934037]",34,0,277.7734286785126
87,419,4620376.947462437,"[ 3.1997983   3.9999999   1.5         3.07879395  2.78172956  2.
 58.55962807 75.         10.         29.94634046 50.         47.1696378 ]",4620376.7982934145,"[ 3.1997984   4.          1.5         3.07879395  2.78172956  2.
 58.55962807 75.         10.         29.94634046 50.         47.1696378 ]",33,0,264.4035518169403
135,465,4620376.986431276,"[ 3.19981375  4.          1.5         3.07876604  2.78170402  2.
 58.55932812 75.          9.9999988  29.94479588 50.         47.16943355]",4620376.798294542,"[ 3.19981375  4.          1.5         3.07876604  2.78170402  2.
 58.55932932 75.         10.         29.94479588 50.         47.16943355]",36,0,274.37076330184937
63,442,4620376.798310787,"[ 3.19978636  4.          1.5         3.07875971  2.78173579  2.
 58.56060872 75.         10.         29.94404789 50.         47.16927038]",4620376.798310787,"[ 3.19978636  4.          1.5         3.07875971  2.78173579  2.
 58.56060872 75.         10.         29.94404789 50.         47.16927038]",34,0,272.50265312194824
16,499,4620376.798339371,"[ 3.19979151  4.          1.5         3.07876154  2.78174132  2.
 58.56057323 75.         10.         29.94439347 50.         47.1697582 ]",4620376.798339371,"[ 3.19979151  4.          1.5         3.07876154  2.78174132  2.
 58.56057323 75.         10.         29.94439347 50.         47.1697582 ]",39,0,313.5503053665161
185,376,4620376.833901587,"[ 3.19980019  4.          1.5         3.07876319  2.78176053  2.
 58.56005187 75.         10.         29.94370501 49.9999988  47.1696244 ]",4620376.798377881,"[ 3.19980019  4.          1.5         3.07876319  2.78176053  2.
 58.56005187 75.         10.         29.94370621 50.         47.1696244 ]",29,0,219.29519867897034
51,497,4620376.947608167,"[ 3.19976776  3.9999999   1.5         3.07877518  2.78169225  2.
 58.56084683 75.         10.         29.94419328 50.         47.16991807]",4620376.798436302,"[ 3.19976786  4.          1.5         3.07877518  2.78169225  2.
 58.56084683 75.         10.         29.94419328 50.         47.16991807]",39,0,315.71994638442993
175,397,4620377.009958995,"[ 3.19979     4.          1.5         3.07876554  2.78167421  2.0000001
 58.56071955 75.         10.         29.94377449 50.         47.16974441]",4620376.798475155,"[ 3.19979     4.          1.5         3.07876554  2.78167431  2.
 58.56071955 75.         10.         29.94377449 50.         47.16974441]",31,0,235.26386880874634
60,410,4620377.009984878,"[ 3.1997865   4.          1.5         3.07881018  2.78171245  2.0000001
 58.56063445 75.         10.         29.94708645 50.         47.16949201]",4620376.798510176,"[ 3.1997865   4.          1.5         3.07881028  2.78171245  2.
 58.56063445 75.         10.         29.94708645 50.         47.16949201]",32,0,255.22419500350952
61,416,4620376.798540805,"[ 3.19979777  4.          1.5         3.07875614  2.78170754  2.
 58.56030916 75.         10.         29.94390941 50.         47.16907452]",4620376.798540805,"[ 3.19979777  4.          1.5         3.07875614  2.78170754  2.
 58.56030916 75.         10.         29.94390941 50.         47.16907452]",32,0,256.05695366859436
192,471,4620376.947718546,"[ 3.19980422  3.9999999   1.5         3.07877729  2.78171569  2.
 58.55975603 75.         10.         29.94499432 50.         47.16909283]",4620376.798547822,"[ 3.19980432  4.          1.5         3.07877729  2.78171569  2.
 58.55975603 75.         10.         29.94499432 50.         47.16909283]",37,0,356.44340991973877
188,418,4620376.79858206,"[ 3.19976674  4.          1.5         3.07877456  2.78172065  2.
 58.56129042 75.         10.         29.94393039 50.         47.16948703]",4620376.79858206,"[ 3.19976674  4.          1.5         3.07877456  2.78172065  2.
 58.56129042 75.         10.         29.94393039 50.         47.16948703]",33,0,249.74240493774414
71,441,4620376.834142262,"[ 3.19977297  4.          1.5         3.07877777  2.78170891  2.
 58.56125807 75.         10.         29.94351039 49.9999988  47.16966544]",4620376.7986196475,"[ 3.19977297  4.          1.5         3.07877777  2.78170891  2.
 58.56125807 75.         10.         29.9435116  50.         47.16966544]",34,0,272.3766348361969
190,436,4620377.010121692,"[ 3.1998031   4.          1.5         3.07875309  2.78170032  2.0000001
 58.5598373  75.         10.         29.94502246 50.         47.16931635]",4620376.798635262,"[ 3.1998031   4.          1.5         3.07875319  2.78170032  2.
 58.5598373  75.         10.         29.94502246 50.         47.16931635]",34,0,327.0277831554413
141,437,4620376.798656714,"[ 3.19979425  4.          1.5         3.07874748  2.78171938  2.
 58.55999323 75.         10.         29.94238633 50.         47.16973137]",4620376.798656714,"[ 3.19979425  4.          1.5         3.07874748  2.78171938  2.
 58.55999323 75.         10.         29.94238633 50.         47.16973137]",34,0,260.15136981010437
8,421,4620376.79869934,"[ 3.19978697  4.          1.5         3.07872656  2.78169573  2.
 58.56042199 75.         10.         29.94239631 50.         47.16959792]",4620376.79869934,"[ 3.19978697  4.          1.5         3.07872656  2.78169573  2.
 58.56042199 75.         10.         29.94239631 50.         47.16959792]",33,0,281.4779124259949
23,397,4620377.010251798,"[ 3.19979453  4.          1.5         3.07876201  2.78173179  2.0000001
 58.55985375 75.         10.         29.94431966 50.         47.17005313]",4620376.798765741,"[ 3.19979453  4.          1.5         3.07876211  2.78173179  2.
 58.55985375 75.         10.         29.94431966 50.         47.17005313]",31,0,251.08526825904846
38,393,4620376.947935086,"[ 3.19980157  3.9999999   1.5         3.07878493  2.78171754  2.
 58.55933179 75.         10.         29.94586346 50.         47.16967855]",4620376.798767035,"[ 3.19980167  4.          1.5         3.07878493  2.78171754  2.
 58.55933179 75.         10.         29.94586346 50.         47.16967855]",31,0,248.3915684223175
187,439,4620376.986919732,"[ 3.19980419  4.          1.5         3.0787838   2.78172752  2.
 58.55954662 75.          9.9999988  29.94594142 50.         47.1699118 ]",4620376.798783739,"[ 3.19980419  4.          1.5         3.0787838   2.78172752  2.
 58.55954782 75.         10.         29.94594142 50.         47.1699118 ]",34,0,257.8749907016754
157,356,4620376.79885873,"[ 3.19977805  4.          1.5         3.07878689  2.78169628  2.
 58.56052809 75.         10.         29.9453875  50.         47.17009347]",4620376.79885873,"[ 3.19977805  4.          1.5         3.07878689  2.78169628  2.
 58.56052809 75.         10.         29.9453875  50.         47.17009347]",28,0,212.18781638145447
96,442,4620376.798883713,"[ 3.19979545  4.          1.5         3.0788103   2.78168338  2.
 58.56025506 75.         10.         29.9463004  50.         47.16908347]",4620376.798883713,"[ 3.19979545  4.          1.5         3.0788103   2.78168338  2.
 58.56025506 75.         10.         29.9463004  50.         47.16908347]",34,0,266.772926568985
73,425,4620376.85898042,"[ 3.19981589  4.          1.5         3.07879445  2.78168914  2.
 58.55921173 74.9999988  10.         29.94663292 50.         47.16937997]",4620376.798893669,"[ 3.19981589  4.          1.5         3.07879445  2.78168914  2.
 58.55921293 75.         10.         29.94663292 50.         47.16937997]",33,0,264.1562867164612
139,421,4620376.798951025,"[ 3.19979401  4.          1.5         3.07877303  2.78170418  2.
 58.56082159 75.         10.         29.94486457 50.         47.16914042]",4620376.798951025,"[ 3.19979401  4.          1.5         3.07877303  2.78170418  2.
 58.56082159 75.         10.         29.94486457 50.         47.16914042]",33,0,251.1301941871643
200,481,4620376.798967366,"[ 3.19981095  4.          1.5         3.07877689  2.78169385  2.
 58.56001063 75.         10.         29.94569684 50.         47.16901169]",4620376.798967366,"[ 3.19981095  4.          1.5         3.07877689  2.78169385  2.
 58.56001063 75.         10.         29.94569684 50.         47.16901169]",37,0,358.7951982021332
56,396,4620376.799014672,"[ 3.19980559  4.          1.5         3.07875825  2.78173079  2.
 58.55990204 75.         10.         29.94502967 50.         47.16984687]",4620376.799006479,"[ 3.19980559  4.          1.5         3.07875835  2.78173069  2.
 58.55990204 75.         10.         29.94502967 50.         47.16984687]",31,0,251.16142749786377
26,454,4620376.834615061,"[ 3.19976789  4.          1.5         3.07879025  2.78173236  2.
 58.56148988 75.         10.         29.94450569 49.9999988  47.16965308]",4620376.799092763,"[ 3.19976789  4.          1.5         3.07879025  2.78173236  2.
 58.56148988 75.         10.         29.94450689 50.         47.16965308]",35,0,280.45749711990356
42,392,4620376.799199,"[ 3.19978932  4.          1.5         3.07876262  2.78176319  2.
 58.5599554  75.         10.         29.94326584 50.         47.169898  ]",4620376.799199,"[ 3.19978932  4.          1.5         3.07876262  2.78176319  2.
 58.5599554  75.         10.         29.94326584 50.         47.169898  ]",31,0,248.64788436889648
24,439,4620376.987353507,"[ 3.19981537  4.          1.5         3.07878024  2.78171802  2.
 58.55900849 75.          9.9999988  29.94545358 50.         47.16953638]",4620376.799207369,"[ 3.19981537  4.          1.5         3.07878024  2.78171802  2.
 58.55900969 75.         10.         29.94545358 50.         47.16953638]",34,0,272.3857502937317
88,422,4620376.7992396485,"[ 3.1997719   4.          1.5         3.07879209  2.78169218  2.
 58.56113587 75.         10.         29.94621232 50.         47.16956328]",4620376.799233731,"[ 3.1997719   4.          1.5         3.07879219  2.78169208  2.
 58.56113587 75.         10.         29.94621232 50.         47.16956328]",33,0,264.69006299972534
199,416,4620376.799261365,"[ 3.19978516  4.          1.5         3.07881457  2.7816982   2.
 58.56085523 75.         10.         29.94615729 50.         47.16912506]",4620376.799261365,"[ 3.19978516  4.          1.5         3.07881457  2.7816982   2.
 58.56085523 75.         10.         29.94615729 50.         47.16912506]",32,0,311.32460045814514
172,486,4620376.799285706,"[ 3.19978157  4.          1.5         3.07874977  2.78171158  2.
 58.5603963  75.         10.         29.94457438 50.         47.16988733]",4620376.799285706,"[ 3.19978157  4.          1.5         3.07874977  2.78171158  2.
 58.5603963  75.         10.         29.94457438 50.         47.16988733]",38,0,290.72376322746277
81,473,4620376.799319987,"[ 3.19978417  4.          1.5         3.07876152  2.78170055  2.
 58.56048511 75.         10.         29.94379304 50.         47.17019076]",4620376.799319987,"[ 3.19978417  4.          1.5         3.07876152  2.78170055  2.
 58.56048511 75.         10.         29.94379304 50.         47.17019076]",37,0,295.53706216812134
124,403,4620376.799356932,"[ 3.19980977  4.          1.5         3.07880417  2.78173252  2.
 58.55982245 75.         10.         29.94574634 50.         47.16915315]",4620376.799356932,"[ 3.19980977  4.          1.5         3.07880417  2.78173252  2.
 58.55982245 75.         10.         29.94574634 50.         47.16915315]",31,0,235.63122606277466
55,462,4620377.010876066,"[ 3.19982662  4.          1.5         3.07876666  2.78170638  2.0000001
 58.55902034 75.         10.         29.94541654 50.         47.16951697]",4620376.799384136,"[ 3.19982662  4.          1.5         3.07876676  2.78170638  2.
 58.55902034 75.         10.         29.94541654 50.         47.16951697]",36,0,290.6494598388672
110,346,4620376.799611509,"[ 3.19981353  4.          1.5         3.07877866  2.78176278  2.
 58.55916166 75.         10.         29.94581249 50.         47.16941835]",4620376.799611509,"[ 3.19981353  4.          1.5         3.07877866  2.78176278  2.
 58.55916166 75.         10.         29.94581249 50.         47.16941835]",27,0,202.94039797782898
35,447,4620376.799639993,"[ 3.19981147  4.          1.5         3.07875619  2.78174471  2.
 58.55927033 75.         10.         29.9454537  50.         47.16963379]",4620376.799639993,"[ 3.19981147  4.          1.5         3.07875619  2.78174471  2.
 58.55927033 75.         10.         29.9454537  50.         47.16963379]",35,0,281.2002007961273
118,445,4620376.948817711,"[ 3.1997829   3.9999999   1.5         3.07873367  2.78173239  2.
 58.56031416 75.         10.         29.9414467  50.         47.16950506]",4620376.79964326,"[ 3.199783    4.          1.5         3.07873367  2.78173239  2.
 58.56031416 75.         10.         29.9414467  50.         47.16950506]",35,0,264.9277226924896
39,444,4620376.799655123,"[ 3.19977829  4.          1.5         3.07882582  2.78176051  2.
 58.56070634 75.         10.         29.94674589 50.         47.16944151]",4620376.799655123,"[ 3.19977829  4.          1.5         3.07882582  2.78176051  2.
 58.56070634 75.         10.         29.94674589 50.         47.16944151]",35,0,280.8094787597656
100,442,4620376.799660062,"[ 3.19977542  4.          1.5         3.07880469  2.78172008  2.
 58.5610498  75.         10.         29.94572447 50.         47.16908344]",4620376.799660062,"[ 3.19977542  4.          1.5         3.07880469  2.78172008  2.
 58.5610498  75.         10.         29.94572447 50.         47.16908344]",34,0,256.9279463291168
40,409,4620376.79967516,"[ 3.1997646   4.          1.5         3.07879282  2.78174385  2.
 58.56149695 75.         10.         29.94543029 50.         47.16950986]",4620376.799670112,"[ 3.1997646   4.          1.5         3.07879292  2.78174375  2.
 58.56149695 75.         10.         29.94543029 50.         47.16950986]",32,0,256.69070267677307
194,431,4620376.799684402,"[ 3.19975749  4.          1.5         3.07877191  2.78172885  2.
 58.56160986 75.         10.         29.94319904 50.         47.16953828]",4620376.799684402,"[ 3.19975749  4.          1.5         3.07877191  2.78172885  2.
 58.56160986 75.         10.         29.94319904 50.         47.16953828]",34,0,328.21917605400085
69,478,4620376.987879034,"[ 3.19981483  4.          1.5         3.07877132  2.78172176  2.
 58.55890421 75.          9.9999988  29.94525801 50.         47.16973936]",4620376.799732224,"[ 3.19981483  4.          1.5         3.07877132  2.78172176  2.
 58.55890541 75.         10.         29.94525801 50.         47.16973936]",37,0,296.95994091033936
176,392,4620376.799735364,"[ 3.19977397  4.          1.5         3.07878708  2.78178877  2.
 58.56091662 75.         10.         29.94519318 50.         47.16947957]",4620376.799735364,"[ 3.19977397  4.          1.5         3.07878708  2.78178877  2.
 58.56091662 75.         10.         29.94519318 50.         47.16947957]",31,0,236.15588688850403
2,367,4620376.948915165,"[ 3.19979857  3.9999999   1.5         3.07881166  2.78163548  2.
 58.55976334 75.         10.         29.9464784  50.         47.16936851]",4620376.799741454,"[ 3.19979867  4.          1.5         3.07881166  2.78163548  2.
 58.55976334 75.         10.         29.9464784  50.         47.16936851]",29,0,218.00236797332764
120,345,4620377.011243432,"[ 3.19981923  4.          1.5         3.07874064  2.78171724  2.0000001
 58.55943974 75.         10.         29.94415389 50.         47.16907521]",4620376.799758641,"[ 3.19981923  4.          1.5         3.07874074  2.78171724  2.
 58.55943974 75.         10.         29.94415389 50.         47.16907521]",27,0,204.98012328147888
45,408,4620376.799867616,"[ 3.1997836   4.          1.5         3.07879201  2.78174273  2.
 58.56047193 75.         10.         29.94639922 50.         47.17013063]",4620376.799867616,"[ 3.1997836   4.          1.5         3.07879201  2.78174273  2.
 58.56047193 75.         10.         29.94639922 50.         47.17013063]",32,0,257.0155985355377
183,392,4620376.799870026,"[ 3.1997669   4.          1.5         3.07877345  2.78177321  2.
 58.56116176 75.         10.         29.94349102 50.         47.16944035]",4620376.799870026,"[ 3.1997669   4.          1.5         3.07877345  2.78177321  2.
 58.56116176 75.         10.         29.94349102 50.         47.16944035]",31,0,236.0542221069336
114,377,4620376.800009211,"[ 3.19979138  4.          1.5         3.07877291  2.78169872  2.
 58.56072123 75.         10.         29.9447342  50.         47.16883278]",4620376.800009211,"[ 3.19979138  4.          1.5         3.07877291  2.78169872  2.
 58.56072123 75.         10.         29.9447342  50.         47.16883278]",29,0,218.33446407318115
91,318,4620376.800031719,"[ 3.19980367  4.          1.5         3.07879243  2.78161266  2.
 58.55999161 75.         10.         29.94636524 50.         47.16927684]",4620376.800031719,"[ 3.19980367  4.          1.5         3.07879243  2.78161266  2.
 58.55999161 75.         10.         29.94636524 50.         47.16927684]",25,0,202.34586453437805
64,462,4620377.011607189,"[ 3.19976928  4.          1.5         3.0787352   2.78173269  2.0000001
 58.56123625 75.         10.         29.94295404 50.         47.16948096]",4620376.800127931,"[ 3.19976928  4.          1.5         3.0787353   2.78173269  2.
 58.56123625 75.         10.         29.94295404 50.         47.16948096]",36,0,288.2531111240387
95,411,4620376.800184793,"[ 3.1998136   4.          1.5         3.07877677  2.78166613  2.
 58.55915419 75.         10.         29.94501365 50.         47.16989203]",4620376.800184793,"[ 3.1998136   4.          1.5         3.07877677  2.78166613  2.
 58.55915419 75.         10.         29.94501365 50.         47.16989203]",32,0,256.9394919872284
113,403,4620376.800244418,"[ 3.19980655  4.          1.5         3.07877588  2.78170207  2.
 58.56031385 75.         10.         29.94460376 50.         47.16877739]",4620376.800244418,"[ 3.19980655  4.          1.5         3.07877588  2.78170207  2.
 58.56031385 75.         10.         29.94460376 50.         47.16877739]",31,0,233.39275312423706
77,393,4620376.949423221,"[ 3.19978684  3.9999999   1.5         3.07882706  2.78169386  2.
 58.56014889 75.         10.         29.94789334 50.         47.17002442]",4620376.800254641,"[ 3.19978694  4.          1.5         3.07882706  2.78169386  2.
 58.56014889 75.         10.         29.94789334 50.         47.17002442]",31,0,247.91772031784058
97,419,4620376.949712879,"[ 3.19980881  3.9999999   1.5         3.07876506  2.78167266  2.
 58.55897238 75.         10.         29.94554981 50.         47.1698048 ]",4620376.800542771,"[ 3.19980891  4.          1.5         3.07876506  2.78167266  2.
 58.55897238 75.         10.         29.94554981 50.         47.1698048 ]",33,0,250.04253315925598
11,357,4620376.800644736,"[ 3.19978654  4.          1.5         3.07881953  2.78163204  2.
 58.56096672 75.         10.         29.9468082  50.         47.16924416]",4620376.800644736,"[ 3.19978654  4.          1.5         3.07881953  2.78163204  2.
 58.56096672 75.         10.         29.9468082  50.         47.16924416]",28,0,238.79541087150574
59,384,4620377.012150174,"[ 3.19976556  4.          1.5         3.07878371  2.78162232  2.0000001
 58.56145734 75.         10.         29.94429531 50.         47.16948739]",4620376.800681246,"[ 3.19976556  4.          1.5         3.07878371  2.78162242  2.
 58.56145734 75.         10.         29.94429531 50.         47.16948739]",30,0,242.39020895957947
132,483,4620376.800840036,"[ 3.19975132  4.          1.5         3.0787877   2.78172036  2.
 58.56204213 75.         10.         29.9437679  50.         47.16960208]",4620376.800840036,"[ 3.19975132  4.          1.5         3.0787877   2.78172036  2.
 58.56204213 75.         10.         29.9437679  50.         47.16960208]",38,0,288.7700879573822
72,406,4620376.950056935,"[ 3.19979028  3.9999999   1.5         3.07879353  2.78179283  2.
 58.5601885  75.         10.         29.94535393 50.         47.16912908]",4620376.800882425,"[ 3.19979038  4.          1.5         3.07879353  2.78179283  2.
 58.5601885  75.         10.         29.94535393 50.         47.16912908]",32,0,257.41287088394165
18,484,4620376.950162125,"[ 3.19975692  3.9999999   1.5         3.07873864  2.78168617  2.
 58.56158205 75.         10.         29.94104243 50.         47.16962772]",4620376.800989903,"[ 3.19975702  4.          1.5         3.07873864  2.78168617  2.
 58.56158205 75.         10.         29.94104243 50.         47.16962772]",38,0,302.5046043395996
6,428,4620376.836822619,"[ 3.19976278  4.          1.5         3.07875576  2.78179009  2.
 58.56158847 75.         10.         29.94234474 49.9999988  47.16986844]",4620376.801298934,"[ 3.19976278  4.          1.5         3.07875576  2.78179009  2.
 58.56158847 75.         10.         29.94234595 50.         47.16986844]",33,0,279.00164771080017
78,471,4620376.950648431,"[ 3.19981029  3.9999999   1.5         3.07878268  2.78180743  2.
 58.55935377 75.         10.         29.94608888 50.         47.1692944 ]",4620376.801478762,"[ 3.19981039  4.          1.5         3.07878268  2.78180743  2.
 58.55935377 75.         10.         29.94608888 50.         47.1692944 ]",37,0,295.80344414711
155,427,4620376.801502645,"[ 3.19977608  4.          1.5         3.07877034  2.78179982  2.
 58.56142953 75.         10.         29.94346799 50.         47.16980728]",4620376.801502645,"[ 3.19977608  4.          1.5         3.07877034  2.78179982  2.
 58.56142953 75.         10.         29.94346799 50.         47.16980728]",33,0,251.71745443344116
22,434,4620376.801573368,"[ 3.19976641  4.          1.5         3.07871902  2.78165483  2.
 58.56144892 75.         10.         29.94092532 50.         47.1695669 ]",4620376.801573368,"[ 3.19976641  4.          1.5         3.07871902  2.78165483  2.
 58.56144892 75.         10.         29.94092532 50.         47.1695669 ]",34,0,273.23763060569763
150,478,4620376.989740628,"[ 3.1998277   4.          1.5         3.07875454  2.78168012  2.
 58.55847997 75.          9.9999988  29.94469911 50.         47.16972536]",4620376.801595243,"[ 3.1998277   4.          1.5         3.07875454  2.78168012  2.
 58.55848117 75.         10.         29.94469911 50.         47.16972536]",37,0,284.0688018798828
44,409,4620376.801722495,"[ 3.1997904   4.          1.5         3.07878525  2.78157831  2.
 58.56024114 75.         10.         29.94571468 50.         47.16949402]",4620376.801722495,"[ 3.1997904   4.          1.5         3.07878525  2.78157831  2.
 58.56024114 75.         10.         29.94571468 50.         47.16949402]",32,0,256.86447978019714
49,419,4620376.950946293,"[ 3.19975031  3.9999999   1.5         3.07879622  2.78178822  2.
 58.56132275 75.         10.         29.94402525 50.         47.17004632]",4620376.801772962,"[ 3.19975041  4.          1.5         3.07879622  2.78178822  2.
 58.56132275 75.         10.         29.94402525 50.         47.17004632]",33,0,266.5276508331299
136,427,4620376.801798221,"[ 3.19976836  4.          1.5         3.07884918  2.78172522  2.
 58.5614844  75.         10.         29.94748512 50.         47.1697579 ]",4620376.801798221,"[ 3.19976836  4.          1.5         3.07884918  2.78172522  2.
 58.5614844  75.         10.         29.94748512 50.         47.1697579 ]",33,0,253.40355920791626
82,405,4620376.801904237,"[ 3.19980137  4.          1.5         3.07879567  2.78165192  2.
 58.55908607 75.         10.         29.94554021 50.         47.16992055]",4620376.801904237,"[ 3.19980137  4.          1.5         3.07879567  2.78165192  2.
 58.55908607 75.         10.         29.94554021 50.         47.16992055]",32,0,256.04145646095276
137,497,4620376.9511226835,"[ 3.19975232  3.9999999   1.5         3.07877266  2.78169702  2.
 58.56122373 75.         10.         29.94313593 50.         47.16920806]",4620376.801934745,"[ 3.19975242  4.          1.5         3.07877266  2.78169702  2.
 58.56122373 75.         10.         29.94313593 50.         47.16920806]",39,0,297.31812930107117
25,442,4620376.802173003,"[ 3.19976986  4.          1.5         3.07875239  2.78172182  2.
 58.5615846  75.         10.         29.94341861 50.         47.16894252]",4620376.802173003,"[ 3.19976986  4.          1.5         3.07875239  2.78172182  2.
 58.5615846  75.         10.         29.94341861 50.         47.16894252]",34,0,271.35073256492615
67,451,4620376.862289646,"[ 3.19981993  4.          1.5         3.07877628  2.78179432  2.
 58.55877471 74.9999988  10.         29.94517442 50.         47.16982493]",4620376.802199635,"[ 3.19981993  4.          1.5         3.07877628  2.78179432  2.
 58.55877592 75.         10.         29.94517442 50.         47.16982493]",35,0,281.52343106269836
15,393,4620376.951596977,"[ 3.19982255  3.9999999   1.5         3.07875113  2.78168426  2.
 58.55893965 75.         10.         29.94326049 50.         47.16886424]",4620376.802422119,"[ 3.19982265  4.          1.5         3.07875113  2.78168426  2.
 58.55893965 75.         10.         29.94326049 50.         47.16886424]",31,0,248.5340714454651
74,481,4620376.802923389,"[ 3.19982958  4.          1.5         3.07880043  2.78165476  2.
 58.55940214 75.         10.         29.94736368 50.         47.16858258]",4620376.802923389,"[ 3.19982958  4.          1.5         3.07880043  2.78165476  2.
 58.55940214 75.         10.         29.94736368 50.         47.16858258]",37,0,296.4867525100708
177,403,4620376.802962434,"[ 3.19978318  4.          1.5         3.07880995  2.78179948  2.
 58.56124467 75.         10.         29.94525197 50.         47.16914522]",4620376.802962434,"[ 3.19978318  4.          1.5         3.07880995  2.78179948  2.
 58.56124467 75.         10.         29.94525197 50.         47.16914522]",31,0,236.1841230392456
129,435,4620376.803291618,"[ 3.19983167  4.          1.5         3.07879477  2.7815986   2.
 58.55879953 75.         10.         29.94654008 50.         47.16904568]",4620376.803291618,"[ 3.19983167  4.          1.5         3.07879477  2.7815986   2.
 58.55879953 75.         10.         29.94654008 50.         47.16904568]",34,0,258.56461930274963
