Run,Iter,Min Obj,Param Min,Min Obj Cum.,Param Cum.,jac evals,Termination,Run Time
19,418,4620376.803655344,"[ 3.19979574  4.          1.5         3.07884857  2.7817225   2.
 58.55976636 75.         10.         29.94973561 50.         47.16891771]",4620376.803655344,"[ 3.19979574  4.          1.5         3.07884857  2.7817225   2.
 58.55976636 75.         10.         29.94973561 50.         47.16891771]",33,0,263.48494505882263
28,474,4620376.803680322,"[ 3.19977361  4.          1.5         3.07876289  2.78158215  2.
 58.5613501  75.         10.         29.94362608 50.         47.16983098]",4620376.803680322,"[ 3.19977361  4.          1.5         3.07876289  2.78158215  2.
 58.5613501  75.         10.         29.94362608 50.         47.16983098]",37,0,295.58707904815674
153,364,4620376.803922111,"[ 3.1998116   4.          1.5         3.07875857  2.78181846  2.
 58.55981043 75.         10.         29.94468796 50.         47.16885784]",4620376.803922111,"[ 3.1998116   4.          1.5         3.07875857  2.78181846  2.
 58.55981043 75.         10.         29.94468796 50.         47.16885784]",28,0,213.97873640060425
119,442,4620376.804121437,"[ 3.1997628   4.          1.5         3.07876579  2.78172994  2.
 58.56205012 75.         10.         29.94333004 50.         47.16886486]",4620376.804121437,"[ 3.1997628   4.          1.5         3.07876579  2.78172994  2.
 58.56205012 75.         10.         29.94333004 50.         47.16886486]",34,0,256.98335337638855
75,416,4620376.804383031,"[ 3.19983363  4.          1.5         3.07871518  2.78169635  2.
 58.55822631 75.         10.         29.94297252 50.         47.16911251]",4620376.804383031,"[ 3.19983363  4.          1.5         3.07871518  2.78169635  2.
 58.55822631 75.         10.         29.94297252 50.         47.16911251]",32,0,255.84550261497498
178,418,4620376.804667425,"[ 3.19975256  4.          1.5         3.07883806  2.78163517  2.
 58.56148329 75.         10.         29.94655439 50.         47.16905606]",4620376.804667425,"[ 3.19975256  4.          1.5         3.07883806  2.78163517  2.
 58.56148329 75.         10.         29.94655439 50.         47.16905606]",33,0,251.46155714988708
149,354,4620376.953950106,"[ 3.19979908  3.9999999   1.5         3.07873788  2.78176569  2.
 58.55982618 75.         10.         29.94220688 50.         47.16867917]",4620376.804767006,"[ 3.19979918  4.          1.5         3.07873788  2.78176569  2.
 58.55982618 75.         10.         29.94220688 50.         47.16867917]",28,0,210.82499766349792
32,457,4620376.804926775,"[ 3.19977888  4.          1.5         3.07884699  2.78170577  2.
 58.56028613 75.         10.         29.95065696 50.         47.16936326]",4620376.804926775,"[ 3.19977888  4.          1.5         3.07884699  2.78170577  2.
 58.56028613 75.         10.         29.95065696 50.         47.16936326]",36,0,291.97245144844055
65,409,4620376.805127536,"[ 3.19983239  4.          1.5         3.07877852  2.78169347  2.
 58.55801301 75.         10.         29.9477978  50.         47.16971866]",4620376.805119678,"[ 3.19983239  4.          1.5         3.07877862  2.78169337  2.
 58.55801301 75.         10.         29.9477978  50.         47.16971866]",32,0,256.32089400291443
99,458,4620376.9545981875,"[ 3.1998209   3.9999999   1.5         3.07875563  2.78175722  2.
 58.55808615 75.         10.         29.94585497 50.         47.16992102]",4620376.805426712,"[ 3.199821    4.          1.5         3.07875563  2.78175722  2.
 58.55808615 75.         10.         29.94585497 50.         47.16992102]",36,0,273.4270534515381
84,410,4620377.017209181,"[ 3.19978828  4.          1.5         3.07881731  2.78153865  2.0000001
 58.5606227  75.         10.         29.94709002 50.         47.16945723]",4620376.805727349,"[ 3.19978828  4.          1.5         3.07881731  2.78153875  2.
 58.5606227  75.         10.         29.94709002 50.         47.16945723]",32,0,255.36513209342957
140,384,4620377.018676499,"[ 3.1997688   4.          1.5         3.07881866  2.78152937  2.0000001
 58.56121285 75.         10.         29.94613314 50.         47.16940611]",4620376.807206067,"[ 3.1997688   4.          1.5         3.07881866  2.78152947  2.
 58.56121285 75.         10.         29.94613314 50.         47.16940611]",30,0,229.05220890045166
33,455,4620376.807878022,"[ 3.19974726  4.          1.5         3.07880843  2.78178008  2.
 58.56242705 75.         10.         29.9430542  50.         47.16919696]",4620376.807878022,"[ 3.19974726  4.          1.5         3.07880843  2.78178008  2.
 58.56242705 75.         10.         29.9430542  50.         47.16919696]",35,0,281.9538209438324
3,436,4620377.021728889,"[ 3.19978808  4.          1.5         3.07868567  2.78161505  2.0000001
 58.56125937 75.         10.         29.94115014 50.         47.16859425]",4620376.810248968,"[ 3.19978808  4.          1.5         3.07868577  2.78161505  2.
 58.56125937 75.         10.         29.94115014 50.         47.16859425]",34,0,255.04001450538635
158,386,4620376.873120761,"[ 3.19982434  4.          1.5         3.0787022   2.78187524  2.
 58.55854277 74.9999988  10.         29.94157351 50.         47.17040726]",4620376.813033051,"[ 3.19982434  4.          1.5         3.0787022   2.78187524  2.
 58.55854397 75.         10.         29.94157351 50.         47.17040726]",30,0,228.2166268825531
93,436,4620377.02649852,"[ 3.19976438  4.          1.5         3.07873022  2.78166692  2.0000001
 58.56043047 75.         10.         29.94631834 50.         47.17036833]",4620376.814992212,"[ 3.19976438  4.          1.5         3.07873032  2.78166692  2.
 58.56043047 75.         10.         29.94631834 50.         47.17036833]",34,0,272.5508906841278
34,486,4620376.816045333,"[ 3.19978614  4.          1.5         3.07862412  2.7816659   2.
 58.56126822 75.         10.         29.93639709 50.         47.17028042]",4620376.816045333,"[ 3.19978614  4.          1.5         3.07862412  2.7816659   2.
 58.56126822 75.         10.         29.93639709 50.         47.17028042]",38,0,304.33341121673584
152,328,4620376.9652737295,"[ 3.19971123  3.9999999   1.5         3.07885424  2.78171359  2.
 58.56366059 75.         10.         29.94842391 50.         47.1694679 ]",4620376.816101797,"[ 3.19971133  4.          1.5         3.07885424  2.78171359  2.
 58.56366059 75.         10.         29.94842391 50.         47.1694679 ]",26,0,199.48400139808655
58,479,4620376.816778129,"[ 3.19974899  4.          1.5         3.07879833  2.78174022  2.
 58.56353591 75.         10.         29.94246279 50.         47.17020833]",4620376.816778129,"[ 3.19974899  4.          1.5         3.07879833  2.78174022  2.
 58.56353591 75.         10.         29.94246279 50.         47.17020833]",37,0,298.8834722042084
62,449,4620377.028730927,"[ 3.19983312  4.          1.5         3.07871102  2.78152405  2.0000001
 58.55798216 75.         10.         29.94219047 50.         47.17008955]",4620376.817225184,"[ 3.19983312  4.          1.5         3.07871102  2.78152415  2.
 58.55798216 75.         10.         29.94219047 50.         47.17008955]",35,0,280.8698306083679
66,408,4620376.8196819825,"[ 3.19980005  4.          1.5         3.07875561  2.78194709  2.
 58.55897519 75.         10.         29.94446558 50.         47.17090929]",4620376.8196819825,"[ 3.19980005  4.          1.5         3.07875561  2.78194709  2.
 58.55897519 75.         10.         29.94446558 50.         47.17090929]",32,0,257.1666340827942
173,474,4620376.825988189,"[ 3.19977383  4.          1.5         3.07882655  2.78139643  2.
 58.56127641 75.         10.         29.94750536 50.         47.16967544]",4620376.825988189,"[ 3.19977383  4.          1.5         3.07882655  2.78139643  2.
 58.56127641 75.         10.         29.94750536 50.         47.16967544]",37,0,281.75998878479004
76,514,4620377.03809522,"[ 3.19981861  4.          1.5         3.07891477  2.78158218  2.0000001
 58.5587912  75.         10.         29.95306651 50.         47.17075543]",4620376.826585864,"[ 3.19981861  4.          1.5         3.07891477  2.78158228  2.
 58.5587912  75.         10.         29.95306651 50.         47.17075543]",40,0,320.3431885242462
