Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
16,73,31.759453358894863,3.769917183541537,2.420348019829679,2.4340263340576347,2.13307296270823,2.5206301971570815,3.6095091274866906,64.61332036804015,51.56495725719611,5.81475380659914,47.36827896397728,24.215386967048882,17.308638173940835,31.75915765664728,3.7699301044091094,2.420348019829679,2.4340331526990284,2.13307296270823,2.5206301971570815,3.6095091274866906,64.61371905984717,51.56495725719611,5.814723253185496,47.36827896397728,24.215386967048882,17.308638173940835,1.9842512802663164,0.5747111209934256,6.585137193155841,14.731023494688712,112.65109062194824,101.0,1313.0,288.66979305444534,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
18,40,68.38580063206761,3.6098362110466056,2.9719813341938197,2.6516379897934983,3.099095843017125,3.8523628534129073,3.837466871267212,62.54393875991049,72.61206434864629,6.441103078206296,19.421533180387307,19.727770531635596,32.69817579869139,68.38560668955284,3.6098340609478985,2.9719813341938197,2.6516375946939648,3.099095843017125,3.8523628534129073,3.837466871267212,62.54398423255273,72.61206434864629,6.441117644147159,19.421533180387307,19.727770531635596,32.69817579869139,5.185107857188247,11.148015111823732,13.027813208469375,31.18644497339317,87.93752908706665,47.0,611.0,4382.614887993417,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,92,30.39539567631087,3.760602815565817,2.2149882582121854,2.4451515338038954,3.425977960765353,3.1194339641082847,2.0251119603182315,67.51685951912428,72.8729614500177,5.313142472117179,22.115263213134668,23.831401059961323,41.03390489262826,30.395386947426736,3.7605984154807537,2.2149882582121854,2.4451474831426707,3.425977960765353,3.1194339641082847,2.0251119603182315,67.51691989809663,72.8729614500177,5.313263231418794,22.115263213134668,23.831401059961323,41.03390489262826,1.8779040723060432,0.4375201176423121,5.725285305082643,14.268013008260784,144.11398577690125,127.0,1651.0,278.22208011368684,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,53,29.33582723697413,3.751467307155667,2.8281119756391364,2.451905649938896,2.8283585390538053,2.099906917892174,3.0717928118310227,71.29351504664557,43.46779228379006,4.735603056074678,35.52942641756976,46.61906703507593,19.81161464511831,29.33580215042856,3.751468901724777,2.8281119756391364,2.4518992752487163,2.8283585390538053,2.099906917892174,3.0717928118310227,71.29356981019069,43.46779228379006,4.735567794796515,35.52942641756976,46.61906703507593,19.81161464511831,1.3250857063171813,0.4451487049035108,4.20958782645619,14.526983767927359,180.4010410308838,93.0,1209.0,542.1189469340463,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,57,88.66763466722622,3.5086504104393783,3.7917724363921335,2.701411154113807,3.9296800942967707,3.326882995636896,3.2433914404182436,56.331429295116585,71.71680181595964,8.260702313036589,35.24363650354962,29.284788096644842,23.29594430850597,88.66523190482711,3.5086567194512828,3.7917724363921335,2.7014002535791,3.9296800942967707,3.326882995636896,3.2433914404182436,56.33160107857324,71.71680181595964,8.2611817413798,35.24363650354962,29.284788096644842,23.29594430850597,4.979013838360091,12.828610851507838,16.87176484995596,46.041997428688525,208.7621877193451,112.0,1456.0,2925.33034905409,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
14,67,29.301507002941207,3.7568472542279654,3.162717854546515,2.4420251347899065,3.6936576029800703,2.479695518295172,2.9875394285374597,70.04901137496381,63.883758470761634,4.931765692365488,15.650167076209334,17.45077503017278,32.022078882796116,29.301468844412337,3.7568910578183394,3.162717854546515,2.4420577441581774,3.6936576029800703,2.479695518295172,2.9875394285374597,70.04875578748756,63.883758470761634,4.931633793712557,15.650167076209334,17.45077503017278,32.022078882796116,1.3368828510594801,0.3857723543594845,4.72860762314481,14.205295320290325,224.1171908378601,117.0,1521.0,302.24348842061687,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
2,111,38.28625052634433,3.7732458266980036,3.7562348727818904,2.438858451733143,3.3409350203568042,2.834609604734254,3.117379656891503,58.442577257019536,22.876596790517127,6.964085925367302,48.889155150178915,25.969846235573502,39.23129154842599,38.284798262527566,3.7732592682150172,3.7562348727818904,2.4388655684462703,3.3409350203568042,2.834609604734254,3.117379656891503,58.44294446032355,22.876596790517127,6.964123554016652,48.889155150178915,25.969846235573502,39.23129154842599,1.4493190029983092,2.2598241688754706,6.699565299474317,19.20554237500048,376.1487579345703,191.0,2483.0,1006.7906563637979,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
15,109,32.26705313236398,3.77102168156783,3.1377028741729625,2.4330970549852027,3.977232308824897,3.159490438491593,2.7602823452471004,63.81251953069568,58.44673800892265,5.957630697566769,24.27218451819833,17.321719204995457,27.95294692699372,32.26704413408231,3.7710093593325853,3.1377028741729625,2.4331040057687754,3.977232308824897,3.159490438491593,2.7602823452471004,63.81252611866586,58.44673800892265,5.957632794648379,24.27218451819833,17.321719204995457,27.95294692699372,1.9127008705894117,0.7035885937433902,6.780617329752083,15.138208071581973,138.808207988739,126.0,1638.0,735.633999467093,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,54,31.178025050452135,3.769030772589499,3.1473589733445717,2.4269581708089323,3.2342898272414478,2.653289803544192,3.054116204515218,65.68240958877149,33.222534400162495,5.652714623200612,36.817604052713094,15.553743499629471,47.530303181031655,31.177868403224604,3.769036841713903,3.1473589733445717,2.426961350982247,3.2342898272414478,2.653289803544192,3.054116204515218,65.68260062189322,33.222534400162495,5.652727154796898,36.817604052713094,15.553743499629471,47.530303181031655,1.4931937631792949,0.49352284858143786,6.446130307965769,14.552385944539935,108.06458735466003,95.0,1235.0,546.5067590372147,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
5,121,30.94297157673145,3.769824935088698,2.2600571442365553,2.424241422126681,3.3576710658797815,2.4232562320001176,2.5310933187444524,66.17416672918141,13.468565432610227,5.575235631126506,20.135500121703355,35.62569379161495,39.4915426007326,30.942770715631816,3.7697951567278083,2.2600571442365553,2.4242790383181405,3.3576710658797815,2.4232562320001176,2.5310933187444524,66.17387996885836,13.468565432610227,5.575288400816999,20.135500121703355,35.62569379161495,39.4915426007326,1.504619615327142,0.43946333990903,6.268282231838693,14.21280955040091,277.0057590007782,145.0,1885.0,263.67265298872013,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,40,30.929547251049602,3.72998482651606,3.614782577419047,2.509381511613145,2.330708394233865,3.8550171607920674,2.695531719491013,72.53963226570977,57.18986904777936,4.510417337405673,36.828527246946315,41.2829851909568,27.21144196922449,30.929516628664818,3.7299859735331324,3.614782577419047,2.509378599762027,2.330708394233865,3.8550171607920674,2.695531719491013,72.53966130592957,57.18986904777936,4.510415871840656,36.828527246946315,41.2829851909568,27.21144196922449,2.803144297344288,0.871811143683431,3.7203391214325388,15.74754837388705,119.8062572479248,48.0,624.0,2748.8923481279107,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
