sigma_C1,sigma_F1,epsilon_C1,epsilon_F1,temperature,density
0.2006146225899473,0.3389673403141972,0.4597109705815986,0.2532281169185306,190,74.40265730723127
0.2006146225899473,0.3389673403141972,0.4597109705815986,0.2532281169185306,130,939.469858266862
0.2006146225899473,0.3389673403141972,0.4597109705815986,0.2532281169185306,150,8.231399491644138
0.2006146225899473,0.3389673403141972,0.4597109705815986,0.2532281169185306,210,137.22534632991238
0.2006146225899473,0.3389673403141972,0.4597109705815986,0.2532281169185306,170,31.113952886178872
0.2016821955244111,0.2618154972493038,0.585423077675251,0.3041761927467173,150,8.129831752601065
0.2016821955244111,0.2618154972493038,0.585423077675251,0.3041761927467173,210,123.686567425402
0.2016821955244111,0.2618154972493038,0.585423077675251,0.3041761927467173,190,64.38467561542559
0.2016821955244111,0.2618154972493038,0.585423077675251,0.3041761927467173,130,2.9109079633274826
0.2016821955244111,0.2618154972493038,0.585423077675251,0.3041761927467173,170,28.14921037793025
0.2029965407950023,0.3021741416209662,0.3691278260857306,0.3286855473196595,210,144.12891174272823
0.2029965407950023,0.3021741416209662,0.3691278260857306,0.3286855473196595,190,75.9275425847527
0.2029965407950023,0.3021741416209662,0.3691278260857306,0.3286855473196595,150,1228.3270530046336
0.2029965407950023,0.3021741416209662,0.3691278260857306,0.3286855473196595,130,1376.6016296065934
0.2029965407950023,0.3021741416209662,0.3691278260857306,0.3286855473196595,170,27.915657089023632
0.2037520270439346,0.3328375695317458,0.1560409821361152,0.3185138900212489,210,153.95430233437037
0.2037520270439346,0.3328375695317458,0.1560409821361152,0.3185138900212489,150,963.3469745869294
0.2037520270439346,0.3328375695317458,0.1560409821361152,0.3185138900212489,190,85.50705852185224
0.2037520270439346,0.3328375695317458,0.1560409821361152,0.3185138900212489,170,28.90911190856056
0.2037520270439346,0.3328375695317458,0.1560409821361152,0.3185138900212489,130,1071.3665650103503
0.2047036799293564,0.3062540025038254,0.2036670385179779,0.1760891405099685,150,8.086914519844305
0.2047036799293564,0.3062540025038254,0.2036670385179779,0.1760891405099685,210,107.9585541302865
0.2047036799293564,0.3062540025038254,0.2036670385179779,0.1760891405099685,130,2.62125420100691
0.2047036799293564,0.3062540025038254,0.2036670385179779,0.1760891405099685,170,27.317288446335407
0.2047036799293564,0.3062540025038254,0.2036670385179779,0.1760891405099685,190,59.8813783582014
0.2054129896620756,0.2523491073663787,0.2810590807361808,0.400908112617269,190,66.26957309401801
0.2054129896620756,0.2523491073663787,0.2810590807361808,0.400908112617269,150,1926.627417046464
0.2054129896620756,0.2523491073663787,0.2810590807361808,0.400908112617269,210,124.70268970818748
0.2054129896620756,0.2523491073663787,0.2810590807361808,0.400908112617269,170,27.61051007963844
0.2054129896620756,0.2523491073663787,0.2810590807361808,0.400908112617269,130,2129.6015671363352
0.2063999432873933,0.2682809614159116,0.5885832304862555,0.3650160286196181,190,69.1861273639407
0.2063999432873933,0.2682809614159116,0.5885832304862555,0.3650160286196181,170,26.384589953575613
0.2063999432873933,0.2682809614159116,0.5885832304862555,0.3650160286196181,210,134.5317368919345
0.2063999432873933,0.2682809614159116,0.5885832304862555,0.3650160286196181,150,1745.0845027549738
0.2063999432873933,0.2682809614159116,0.5885832304862555,0.3650160286196181,130,1921.3721451673064
0.2075140941435072,0.258187705447876,0.0898923422249378,0.3866661717233568,170,27.766591176796435
0.2075140941435072,0.258187705447876,0.0898923422249378,0.3866661717233568,210,125.54602139483822
0.2075140941435072,0.258187705447876,0.0898923422249378,0.3866661717233568,130,1850.628066924046
0.2075140941435072,0.258187705447876,0.0898923422249378,0.3866661717233568,190,64.71331982732654
0.2075140941435072,0.258187705447876,0.0898923422249378,0.3866661717233568,150,8.031197955781874
0.2081431584856685,0.3205702553415377,0.5618976052120048,0.3434009919942519,130,1317.9105049858708
0.2081431584856685,0.3205702553415377,0.5618976052120048,0.3434009919942519,150,1228.232928477521
0.2081431584856685,0.3205702553415377,0.5618976052120048,0.3434009919942519,210,193.5816754492324
0.2081431584856685,0.3205702553415377,0.5618976052120048,0.3434009919942519,190,84.91278150192343
0.2081431584856685,0.3205702553415377,0.5618976052120048,0.3434009919942519,170,1126.6801542832231
0.2091129694193161,0.348967944443361,0.4658253627365581,0.2695243308396789,190,80.2478461955524
0.2091129694193161,0.348967944443361,0.4658253627365581,0.2695243308396789,150,863.9533303870874
0.2091129694193161,0.348967944443361,0.4658253627365581,0.2695243308396789,130,975.7996825058354
0.2091129694193161,0.348967944443361,0.4658253627365581,0.2695243308396789,210,175.55035088744006
0.2091129694193161,0.348967944443361,0.4658253627365581,0.2695243308396789,170,30.716104074480302
0.210420283221027,0.3165957314567682,0.2877249419220243,0.1411035622829883,130,2.901289535238359
0.210420283221027,0.3165957314567682,0.2877249419220243,0.1411035622829883,210,108.25515822209444
0.210420283221027,0.3165957314567682,0.2877249419220243,0.1411035622829883,150,8.051620735093229
0.210420283221027,0.3165957314567682,0.2877249419220243,0.1411035622829883,170,28.12390304029625
0.210420283221027,0.3165957314567682,0.2877249419220243,0.1411035622829883,190,61.56538336461095
0.2119591812537173,0.2747338856427195,0.2565083791316341,0.369175952298333,190,70.12495397913393
0.2119591812537173,0.2747338856427195,0.2565083791316341,0.369175952298333,170,28.221450811072497
0.2119591812537173,0.2747338856427195,0.2565083791316341,0.369175952298333,130,1727.7989788946586
0.2119591812537173,0.2747338856427195,0.2565083791316341,0.369175952298333,150,9.41938746288182
0.2119591812537173,0.2747338856427195,0.2565083791316341,0.369175952298333,210,130.1853631190472
0.2129207308112593,0.3367793348464621,0.3254863616525134,0.3753856647634575,170,1071.6916314612097
0.2129207308112593,0.3367793348464621,0.3254863616525134,0.3753856647634575,130,1209.8242277214054
0.2129207308112593,0.3367793348464621,0.3254863616525134,0.3753856647634575,190,969.4148287711602
0.2129207308112593,0.3367793348464621,0.3254863616525134,0.3753856647634575,150,1134.6049002172083
0.2129207308112593,0.3367793348464621,0.3254863616525134,0.3753856647634575,210,862.9584413151302
0.2131366973186147,0.2953425227952597,0.4889823670184353,0.4127740211825536,170,1447.115010477865
0.2131366973186147,0.2953425227952597,0.4889823670184353,0.4127740211825536,190,1330.2895049238884
0.2131366973186147,0.2953425227952597,0.4889823670184353,0.4127740211825536,130,1642.7661348706642
0.2131366973186147,0.2953425227952597,0.4889823670184353,0.4127740211825536,210,1176.3446507541316
0.2131366973186147,0.2953425227952597,0.4889823670184353,0.4127740211825536,150,1540.709567786747
0.2146185203618596,0.3154602936127575,0.4004321413624017,0.2409216902252,190,65.92422646507521
0.2146185203618596,0.3154602936127575,0.4004321413624017,0.2409216902252,150,8.232433884231126
0.2146185203618596,0.3154602936127575,0.4004321413624017,0.2409216902252,210,124.42710217598504
0.2146185203618596,0.3154602936127575,0.4004321413624017,0.2409216902252,130,2.6992259732816475
0.2146185203618596,0.3154602936127575,0.4004321413624017,0.2409216902252,170,29.66134439669557
0.2150198528555011,0.3160698882185377,0.4172065113456924,0.3258052748397508,170,1029.8835669691598
0.2150198528555011,0.3160698882185377,0.4172065113456924,0.3258052748397508,130,1307.0894438754976
0.2150198528555011,0.3160698882185377,0.4172065113456924,0.3258052748397508,150,1195.0521073651626
0.2150198528555011,0.3160698882185377,0.4172065113456924,0.3258052748397508,210,169.34795020284275
0.2150198528555011,0.3160698882185377,0.4172065113456924,0.3258052748397508,190,78.6468632781119
0.2164284067895463,0.2646674201755944,0.302623076925116,0.286129847381265,210,122.06390414336067
0.2164284067895463,0.2646674201755944,0.302623076925116,0.286129847381265,170,28.216901383921247
0.2164284067895463,0.2646674201755944,0.302623076925116,0.286129847381265,190,64.06976690817669
0.2164284067895463,0.2646674201755944,0.302623076925116,0.286129847381265,150,8.132527612184237
0.2164284067895463,0.2646674201755944,0.302623076925116,0.286129847381265,130,2.940818773452404
0.2173039487357879,0.2607418303530137,0.1648186222614669,0.340462713121924,210,121.8927905530431
0.2173039487357879,0.2607418303530137,0.1648186222614669,0.340462713121924,130,2.928723954553798
0.2173039487357879,0.2607418303530137,0.1648186222614669,0.340462713121924,190,63.93721490364224
0.2173039487357879,0.2607418303530137,0.1648186222614669,0.340462713121924,170,28.463262366931875
0.2173039487357879,0.2607418303530137,0.1648186222614669,0.340462713121924,150,8.224510246277818
0.2183153052365695,0.302539302757722,0.4061724126213328,0.273890216442618,170,28.29375404898016
0.2183153052365695,0.302539302757722,0.4061724126213328,0.273890216442618,190,72.09669235703707
0.2183153052365695,0.302539302757722,0.4061724126213328,0.273890216442618,210,126.90340542730816
0.2183153052365695,0.302539302757722,0.4061724126213328,0.273890216442618,130,2.871104318345488
0.2183153052365695,0.302539302757722,0.4061724126213328,0.273890216442618,150,8.040223159285603
0.2194774418931117,0.2642323790052987,0.4309200421601837,0.1620105860262864,130,2.9003766151593724
0.2194774418931117,0.2642323790052987,0.4309200421601837,0.1620105860262864,190,60.02431647352986
0.2194774418931117,0.2642323790052987,0.4309200421601837,0.1620105860262864,210,113.68111701229502
0.2194774418931117,0.2642323790052987,0.4309200421601837,0.1620105860262864,150,8.049826922074619
0.2194774418931117,0.2642323790052987,0.4309200421601837,0.1620105860262864,170,27.03762590334952
0.2203301730508584,0.2986783771609569,0.5985806982482392,0.1487330990589553,130,2.612532144467057
0.2203301730508584,0.2986783771609569,0.5985806982482392,0.1487330990589553,170,27.281994335690197
0.2203301730508584,0.2986783771609569,0.5985806982482392,0.1487330990589553,210,113.53481418657836
0.2203301730508584,0.2986783771609569,0.5985806982482392,0.1487330990589553,150,7.866687780771767
0.2203301730508584,0.2986783771609569,0.5985806982482392,0.1487330990589553,190,60.53512747324898
0.2214834622856896,0.2943057935014619,0.2523200663728708,0.1496492900749818,170,27.024226036577375
0.2214834622856896,0.2943057935014619,0.2523200663728708,0.1496492900749818,130,2.798810480678468
0.2214834622856896,0.2943057935014619,0.2523200663728708,0.1496492900749818,150,8.032985484433704
0.2214834622856896,0.2943057935014619,0.2523200663728708,0.1496492900749818,190,59.311095946200034
0.2214834622856896,0.2943057935014619,0.2523200663728708,0.1496492900749818,210,107.63631778340545
0.2221459378444643,0.2516990181058013,0.1985156617320616,0.1831599147515694,190,59.02714500795327
0.2221459378444643,0.2516990181058013,0.1985156617320616,0.1831599147515694,210,110.29062836508147
0.2221459378444643,0.2516990181058013,0.1985156617320616,0.1831599147515694,150,8.379639296320724
0.2221459378444643,0.2516990181058013,0.1985156617320616,0.1831599147515694,170,26.935539590165455
0.2221459378444643,0.2516990181058013,0.1985156617320616,0.1831599147515694,130,3.282456109073647
0.2230414782134708,0.2528034697730678,0.1444433652747117,0.215622227728532,210,109.42640534927952
0.2230414782134708,0.2528034697730678,0.1444433652747117,0.215622227728532,130,3.054515955898621
0.2230414782134708,0.2528034697730678,0.1444433652747117,0.215622227728532,170,26.98919360436557
0.2230414782134708,0.2528034697730678,0.1444433652747117,0.215622227728532,190,60.74316353175831
0.2230414782134708,0.2528034697730678,0.1444433652747117,0.215622227728532,150,8.094405998880564
0.2243054274814171,0.3323520338389085,0.5664245080113067,0.306467098475402,150,1098.722739399053
0.2243054274814171,0.3323520338389085,0.5664245080113067,0.306467098475402,170,1000.6153033714584
0.2243054274814171,0.3323520338389085,0.5664245080113067,0.306467098475402,130,1203.3668887366985
0.2243054274814171,0.3323520338389085,0.5664245080113067,0.306467098475402,210,216.99870515208625
0.2243054274814171,0.3323520338389085,0.5664245080113067,0.306467098475402,190,845.0487249050558
0.225278801844457,0.3056897104562097,0.4445570329855745,0.354075065147047,150,1371.464141767758
0.225278801844457,0.3056897104562097,0.4445570329855745,0.354075065147047,190,84.90997240903529
0.225278801844457,0.3056897104562097,0.4445570329855745,0.354075065147047,130,1480.1804991232598
0.225278801844457,0.3056897104562097,0.4445570329855745,0.354075065147047,210,168.16842823857755
0.225278801844457,0.3056897104562097,0.4445570329855745,0.354075065147047,170,1263.5053382218834
0.2263642067447629,0.3440708371462211,0.4883181997597914,0.2369249798592138,170,30.39195123245724
0.2263642067447629,0.3440708371462211,0.4883181997597914,0.2369249798592138,150,8.562687828437255
0.2263642067447629,0.3440708371462211,0.4883181997597914,0.2369249798592138,130,914.2315261127942
0.2263642067447629,0.3440708371462211,0.4883181997597914,0.2369249798592138,210,148.67023342143065
0.2263642067447629,0.3440708371462211,0.4883181997597914,0.2369249798592138,190,76.00652061283719
