sigma_C,sigma_F,sigma_H,epsilon_C,epsilon_F,epsilon_H,temperature,density
0.3096699999999999,0.32396,0.21589,0.1926627168385414,0.2107092569256315,0.0468004445253228,261,13.562864254296208
0.3096699999999999,0.32396,0.21589,0.1926627168385414,0.2107092569256315,0.0468004445253228,281,25.514545197559485
0.3096699999999999,0.32396,0.21589,0.1926627168385414,0.2107092569256315,0.0468004445253228,301,44.5937847751529
0.3096699999999999,0.32396,0.21589,0.1926627168385414,0.2107092569256315,0.0468004445253228,321,67.41050909925386
0.3100799999999999,0.2716699999999999,0.19235,0.4290595045630972,0.1527366696152255,0.0248502644608593,241,1169.1741255628149
0.3100799999999999,0.2716699999999999,0.19235,0.4290595045630972,0.1527366696152255,0.0248502644608593,261,10.434567671650036
0.3100799999999999,0.2716699999999999,0.19235,0.4290595045630972,0.1527366696152255,0.0248502644608593,281,25.773578910127608
0.3100799999999999,0.2716699999999999,0.19235,0.4290595045630972,0.1527366696152255,0.0248502644608593,301,46.680969844500105
0.3100799999999999,0.2716699999999999,0.19235,0.4290595045630972,0.1527366696152255,0.0248502644608593,321,76.71560676776582
0.31057,0.3329999999999999,0.2264699999999999,0.4583264113157153,0.2960364246951608,0.0332578485825205,241,827.6589553467788
0.31057,0.3329999999999999,0.2264699999999999,0.4583264113157153,0.2960364246951608,0.0332578485825205,261,726.9574291518019
0.31057,0.3329999999999999,0.2264699999999999,0.4583264113157153,0.2960364246951608,0.0332578485825205,281,22.9261320587853
0.31057,0.3329999999999999,0.2264699999999999,0.4583264113157153,0.2960364246951608,0.0332578485825205,301,47.92178986253247
0.31057,0.3329999999999999,0.2264699999999999,0.4583264113157153,0.2960364246951608,0.0332578485825205,321,83.21468100179638
0.3110599999999999,0.31554,0.22812,0.3524001635803874,0.199505519184395,0.0454501758728725,241,5.102356107683452
0.3110599999999999,0.31554,0.22812,0.3524001635803874,0.199505519184395,0.0454501758728725,261,12.562376531262446
0.3110599999999999,0.31554,0.22812,0.3524001635803874,0.199505519184395,0.0454501758728725,281,25.34152524670949
0.3110599999999999,0.31554,0.22812,0.3524001635803874,0.199505519184395,0.0454501758728725,301,43.684641472647634
0.3110599999999999,0.31554,0.22812,0.3524001635803874,0.199505519184395,0.0454501758728725,321,69.76828274545448
0.3115699999999999,0.30748,0.2337699999999999,0.2948640855326269,0.257997760378903,0.0615602777262454,241,775.6908178559961
0.3115699999999999,0.30748,0.2337699999999999,0.2948640855326269,0.257997760378903,0.0615602777262454,261,11.55603338597566
0.3115699999999999,0.30748,0.2337699999999999,0.2948640855326269,0.257997760378903,0.0615602777262454,281,26.421926851869703
0.3115699999999999,0.30748,0.2337699999999999,0.2948640855326269,0.257997760378903,0.0615602777262454,301,44.436342907860784
0.3115699999999999,0.30748,0.2337699999999999,0.2948640855326269,0.257997760378903,0.0615602777262454,321,73.15363872785797
0.31215,0.3441799999999999,0.26214,0.491085392169498,0.208630641389224,0.0448648377378201,241,5.210567946704153
0.31215,0.3441799999999999,0.26214,0.491085392169498,0.208630641389224,0.0448648377378201,261,13.150161555627786
0.31215,0.3441799999999999,0.26214,0.491085392169498,0.208630641389224,0.0448648377378201,281,26.59380412882792
0.31215,0.3441799999999999,0.26214,0.491085392169498,0.208630641389224,0.0448648377378201,301,45.23941834202551
0.31215,0.3441799999999999,0.26214,0.491085392169498,0.208630641389224,0.0448648377378201,321,70.51747140106026
0.3125199999999999,0.2606699999999999,0.20545,0.4657761693981999,0.1537344050727011,0.0221696818651081,241,1262.7456458405766
0.3125199999999999,0.2606699999999999,0.20545,0.4657761693981999,0.1537344050727011,0.0221696818651081,261,1130.6085072171084
0.3125199999999999,0.2606699999999999,0.20545,0.4657761693981999,0.1537344050727011,0.0221696818651081,281,20.5625957528289
0.3125199999999999,0.2606699999999999,0.20545,0.4657761693981999,0.1537344050727011,0.0221696818651081,301,46.92264222751052
0.3125199999999999,0.2606699999999999,0.20545,0.4657761693981999,0.1537344050727011,0.0221696818651081,321,81.27109810517196
0.3134599999999999,0.28891,0.1704499999999999,0.4558985883691913,0.2264443765362365,0.0202540297867549,241,1164.9470157958644
0.3134599999999999,0.28891,0.1704499999999999,0.4558985883691913,0.2264443765362365,0.0202540297867549,261,1068.5181558373115
0.3134599999999999,0.28891,0.1704499999999999,0.4558985883691913,0.2264443765362365,0.0202540297867549,281,918.8330415968234
0.3134599999999999,0.28891,0.1704499999999999,0.4558985883691913,0.2264443765362365,0.0202540297867549,301,48.71997471698199
0.3134599999999999,0.28891,0.1704499999999999,0.4558985883691913,0.2264443765362365,0.0202540297867549,321,81.15048581751482
0.31352,0.33204,0.2248,0.2770378786923959,0.2131828094139565,0.0634692782348821,241,5.005050409336363
0.31352,0.33204,0.2248,0.2770378786923959,0.2131828094139565,0.0634692782348821,261,13.47103570362913
0.31352,0.33204,0.2248,0.2770378786923959,0.2131828094139565,0.0634692782348821,281,25.37389593614765
0.31352,0.33204,0.2248,0.2770378786923959,0.2131828094139565,0.0634692782348821,301,44.04095326333207
0.31352,0.33204,0.2248,0.2770378786923959,0.2131828094139565,0.0634692782348821,321,69.3930814953009
0.3141,0.3410399999999999,0.2369399999999999,0.4680377031018113,0.2093789429823307,0.024318138883539,241,5.307886337189797
0.3141,0.3410399999999999,0.2369399999999999,0.4680377031018113,0.2093789429823307,0.024318138883539,261,12.515556177438954
0.3141,0.3410399999999999,0.2369399999999999,0.4680377031018113,0.2093789429823307,0.024318138883539,281,26.876512542629264
0.3141,0.3410399999999999,0.2369399999999999,0.4680377031018113,0.2093789429823307,0.024318138883539,301,45.23642291221704
0.3141,0.3410399999999999,0.2369399999999999,0.4680377031018113,0.2093789429823307,0.024318138883539,321,69.33544917653924
0.31465,0.29403,0.26868,0.3714236529695891,0.1724419449003689,0.0360249015845862,241,5.271177992992281
0.31465,0.29403,0.26868,0.3714236529695891,0.1724419449003689,0.0360249015845862,261,13.83549416455948
0.31465,0.29403,0.26868,0.3714236529695891,0.1724419449003689,0.0360249015845862,281,25.169616587283286
0.31465,0.29403,0.26868,0.3714236529695891,0.1724419449003689,0.0360249015845862,301,43.57517325198244
0.31465,0.29403,0.26868,0.3714236529695891,0.1724419449003689,0.0360249015845862,321,69.59692394830357
0.31504,0.3229299999999999,0.25849,0.4339151504561452,0.1678482045649082,0.0371756231455414,241,5.210329300727932
0.31504,0.3229299999999999,0.25849,0.4339151504561452,0.1678482045649082,0.0371756231455414,261,13.164521352045371
0.31504,0.3229299999999999,0.25849,0.4339151504561452,0.1678482045649082,0.0371756231455414,281,25.880524552533792
0.31504,0.3229299999999999,0.25849,0.4339151504561452,0.1678482045649082,0.0371756231455414,301,44.09319192837835
0.31504,0.3229299999999999,0.25849,0.4339151504561452,0.1678482045649082,0.0371756231455414,321,67.33080515985212
0.31576,0.3219599999999999,0.1989899999999999,0.4483823145895416,0.3118962612379503,0.031747942256874,241,966.0714174970896
0.31576,0.3219599999999999,0.1989899999999999,0.4483823145895416,0.3118962612379503,0.031747942256874,261,888.2725660095513
0.31576,0.3219599999999999,0.1989899999999999,0.4483823145895416,0.3118962612379503,0.031747942256874,281,745.8197858739112
0.31576,0.3219599999999999,0.1989899999999999,0.4483823145895416,0.3118962612379503,0.031747942256874,301,46.415110040178654
0.31576,0.3219599999999999,0.1989899999999999,0.4483823145895416,0.3118962612379503,0.031747942256874,321,83.583461494604
0.3161799999999999,0.25264,0.26948,0.2394232519455652,0.1403896933289647,0.0643738917163267,241,5.201745787626572
0.3161799999999999,0.25264,0.26948,0.2394232519455652,0.1403896933289647,0.0643738917163267,261,13.265288077229007
0.3161799999999999,0.25264,0.26948,0.2394232519455652,0.1403896933289647,0.0643738917163267,281,25.80873568951184
0.3161799999999999,0.25264,0.26948,0.2394232519455652,0.1403896933289647,0.0643738917163267,301,45.04566957219602
0.3161799999999999,0.25264,0.26948,0.2394232519455652,0.1403896933289647,0.0643738917163267,321,71.20777285332834
0.3168999999999999,0.29583,0.1718599999999999,0.2636349657136401,0.2042863349181323,0.0475919813215868,241,920.8470518576744
0.3168999999999999,0.29583,0.1718599999999999,0.2636349657136401,0.2042863349181323,0.0475919813215868,261,12.113073953003257
0.3168999999999999,0.29583,0.1718599999999999,0.2636349657136401,0.2042863349181323,0.0475919813215868,281,26.297443385108217
0.3168999999999999,0.29583,0.1718599999999999,0.2636349657136401,0.2042863349181323,0.0475919813215868,301,47.64162551340657
0.3168999999999999,0.29583,0.1718599999999999,0.2636349657136401,0.2042863349181323,0.0475919813215868,321,75.38198335369472
0.31716,0.32993,0.19105,0.4719953870831312,0.2859967116543124,0.0340626885182175,241,907.4055790968886
0.31716,0.32993,0.19105,0.4719953870831312,0.2859967116543124,0.0340626885182175,261,821.5413747288313
0.31716,0.32993,0.19105,0.4719953870831312,0.2859967116543124,0.0340626885182175,281,720.907751219311
0.31716,0.32993,0.19105,0.4719953870831312,0.2859967116543124,0.0340626885182175,301,47.50507472868362
0.31716,0.32993,0.19105,0.4719953870831312,0.2859967116543124,0.0340626885182175,321,80.67096159811008
0.31787,0.3281099999999999,0.2496,0.1988154188263076,0.2075705474656561,0.0236729366210381,241,5.740639234965909
0.31787,0.3281099999999999,0.2496,0.1988154188263076,0.2075705474656561,0.0236729366210381,261,14.098406661635195
0.31787,0.3281099999999999,0.2496,0.1988154188263076,0.2075705474656561,0.0236729366210381,281,25.624521814558072
0.31787,0.3281099999999999,0.2496,0.1988154188263076,0.2075705474656561,0.0236729366210381,301,41.9861085311471
0.31787,0.3281099999999999,0.2496,0.1988154188263076,0.2075705474656561,0.0236729366210381,321,65.64304621288005
0.3183199999999999,0.3201199999999999,0.1889499999999999,0.3103289851234989,0.1461266722094495,0.0190966566560832,241,5.34296908929892
0.3183199999999999,0.3201199999999999,0.1889499999999999,0.3103289851234989,0.1461266722094495,0.0190966566560832,261,13.328236289543575
0.3183199999999999,0.3201199999999999,0.1889499999999999,0.3103289851234989,0.1461266722094495,0.0190966566560832,281,26.048030631930697
0.3183199999999999,0.3201199999999999,0.1889499999999999,0.3103289851234989,0.1461266722094495,0.0190966566560832,301,46.19244670912681
0.3183199999999999,0.3201199999999999,0.1889499999999999,0.3103289851234989,0.1461266722094495,0.0190966566560832,321,69.7167012779725
0.31882,0.3465199999999999,0.20215,0.2297784758566342,0.2455676394711859,0.0351202881031416,241,5.219188518355399
0.31882,0.3465199999999999,0.20215,0.2297784758566342,0.2455676394711859,0.0351202881031416,261,13.531597344722458
0.31882,0.3465199999999999,0.20215,0.2297784758566342,0.2455676394711859,0.0351202881031416,281,25.88460069291385
0.31882,0.3465199999999999,0.20215,0.2297784758566342,0.2455676394711859,0.0351202881031416,301,45.14329424605737
0.31882,0.3465199999999999,0.20215,0.2297784758566342,0.2455676394711859,0.0351202881031416,321,73.44391329758746
0.3192,0.30451,0.21452,0.282093071676939,0.1976347652016282,0.0242715778955234,241,5.424797442428056
0.3192,0.30451,0.21452,0.282093071676939,0.1976347652016282,0.0242715778955234,261,13.360026888145184
0.3192,0.30451,0.21452,0.282093071676939,0.1976347652016282,0.0242715778955234,281,25.473433770832457
0.3192,0.30451,0.21452,0.282093071676939,0.1976347652016282,0.0242715778955234,301,44.835893371662046
0.3192,0.30451,0.21452,0.282093071676939,0.1976347652016282,0.0242715778955234,321,70.99316514931463
0.3199399999999999,0.2699199999999999,0.21297,0.2457089853276615,0.3182776109347214,0.0183117714295357,241,1107.5638522366105
0.3199399999999999,0.2699199999999999,0.21297,0.2457089853276615,0.3182776109347214,0.0183117714295357,261,978.5409367559585
0.3199399999999999,0.2699199999999999,0.21297,0.2457089853276615,0.3182776109347214,0.0183117714295357,281,25.172092785473755
0.3199399999999999,0.2699199999999999,0.21297,0.2457089853276615,0.3182776109347214,0.0183117714295357,301,46.55590199001668
0.3199399999999999,0.2699199999999999,0.21297,0.2457089853276615,0.3182776109347214,0.0183117714295357,321,77.45900530649031
0.32048,0.27465,0.2144799999999999,0.3231332568277694,0.2310796891824253,0.0659968747271537,241,1110.5092534069777
0.32048,0.27465,0.2144799999999999,0.3231332568277694,0.2310796891824253,0.0659968747271537,261,969.2300297329926
0.32048,0.27465,0.2144799999999999,0.3231332568277694,0.2310796891824253,0.0659968747271537,281,21.95133823607563
0.32048,0.27465,0.2144799999999999,0.3231332568277694,0.2310796891824253,0.0659968747271537,301,47.59951749970568
0.32048,0.27465,0.2144799999999999,0.3231332568277694,0.2310796891824253,0.0659968747271537,321,75.8262911556203
0.3205499999999999,0.3450999999999999,0.22776,0.3883851557466746,0.2777030356640463,0.0622187831281793,241,728.5413812393015
0.3205499999999999,0.3450999999999999,0.22776,0.3883851557466746,0.2777030356640463,0.0622187831281793,261,11.298411612642774
0.3205499999999999,0.3450999999999999,0.22776,0.3883851557466746,0.2777030356640463,0.0622187831281793,281,26.179593800381223
0.3205499999999999,0.3450999999999999,0.22776,0.3883851557466746,0.2777030356640463,0.0622187831281793,301,48.76454246959737
0.3205499999999999,0.3450999999999999,0.22776,0.3883851557466746,0.2777030356640463,0.0622187831281793,321,75.4558500785754
0.32108,0.3102499999999999,0.2358199999999999,0.3182110952375563,0.1512192802736479,0.076187079532838,241,5.006381561820641
0.32108,0.3102499999999999,0.2358199999999999,0.3182110952375563,0.1512192802736479,0.076187079532838,261,12.837593253662856
0.32108,0.3102499999999999,0.2358199999999999,0.3182110952375563,0.1512192802736479,0.076187079532838,281,25.212689934232174
0.32108,0.3102499999999999,0.2358199999999999,0.3182110952375563,0.1512192802736479,0.076187079532838,301,44.30541662612001
0.32108,0.3102499999999999,0.2358199999999999,0.3182110952375563,0.1512192802736479,0.076187079532838,321,69.11041106457868
0.3216299999999999,0.2890999999999999,0.2481,0.4312877804181261,0.3143905998816393,0.0695421613860504,241,1084.728878478411
0.3216299999999999,0.2890999999999999,0.2481,0.4312877804181261,0.3143905998816393,0.0695421613860504,261,984.9507790668704
0.3216299999999999,0.2890999999999999,0.2481,0.4312877804181261,0.3143905998816393,0.0695421613860504,281,875.2694079159604
0.3216299999999999,0.2890999999999999,0.2481,0.4312877804181261,0.3143905998816393,0.0695421613860504,301,132.14515060569158
0.3216299999999999,0.2890999999999999,0.2481,0.4312877804181261,0.3143905998816393,0.0695421613860504,321,69.50003231457349
0.3222899999999999,0.3026999999999999,0.2103699999999999,0.426432134525078,0.3039351637335094,0.0218836643672985,241,1045.5293780988418
0.3222899999999999,0.3026999999999999,0.2103699999999999,0.426432134525078,0.3039351637335094,0.0218836643672985,261,962.852795699596
0.3222899999999999,0.3026999999999999,0.2103699999999999,0.426432134525078,0.3039351637335094,0.0218836643672985,281,833.2362133847275
0.3222899999999999,0.3026999999999999,0.2103699999999999,0.426432134525078,0.3039351637335094,0.0218836643672985,301,43.60609909539465
0.3222899999999999,0.3026999999999999,0.2103699999999999,0.426432134525078,0.3039351637335094,0.0218836643672985,321,77.73800163469964
0.32281,0.3395399999999999,0.20159,0.1954563761194731,0.2174439712635919,0.0629637589364278,241,5.22225654743494
0.32281,0.3395399999999999,0.20159,0.1954563761194731,0.2174439712635919,0.0629637589364278,261,13.854020239229326
0.32281,0.3395399999999999,0.20159,0.1954563761194731,0.2174439712635919,0.0629637589364278,281,26.51933911320964
0.32281,0.3395399999999999,0.20159,0.1954563761194731,0.2174439712635919,0.0629637589364278,301,45.58466467674753
0.32281,0.3395399999999999,0.20159,0.1954563761194731,0.2174439712635919,0.0629637589364278,321,66.86832857575902
0.3234599999999999,0.25682,0.26775,0.4901541724091874,0.2357773602947064,0.0654314913012508,241,1146.034475475674
0.3234599999999999,0.25682,0.26775,0.4901541724091874,0.2357773602947064,0.0654314913012508,261,1037.546604056153
0.3234599999999999,0.25682,0.26775,0.4901541724091874,0.2357773602947064,0.0654314913012508,281,879.9233103232837
0.3234599999999999,0.25682,0.26775,0.4901541724091874,0.2357773602947064,0.0654314913012508,301,37.39569446860437
0.3234599999999999,0.25682,0.26775,0.4901541724091874,0.2357773602947064,0.0654314913012508,321,81.89564059917274
0.3238499999999999,0.2632799999999999,0.1971699999999999,0.2262531439068871,0.1689706569545682,0.0420445721780224,241,971.772186401199
0.3238499999999999,0.2632799999999999,0.1971699999999999,0.2262531439068871,0.1689706569545682,0.0420445721780224,261,12.025202578941288
0.3238499999999999,0.2632799999999999,0.1971699999999999,0.2262531439068871,0.1689706569545682,0.0420445721780224,281,26.217919484118816
0.3238499999999999,0.2632799999999999,0.1971699999999999,0.2262531439068871,0.1689706569545682,0.0420445721780224,301,45.58468058101154
0.3238499999999999,0.2632799999999999,0.1971699999999999,0.2262531439068871,0.1689706569545682,0.0420445721780224,321,75.27243910203339
0.3240099999999999,0.25344,0.23403,0.287015233267152,0.3107738088482901,0.0169415480679359,241,1182.713705606489
0.3240099999999999,0.25344,0.23403,0.287015233267152,0.3107738088482901,0.0169415480679359,261,1032.6701469115078
0.3240099999999999,0.25344,0.23403,0.287015233267152,0.3107738088482901,0.0169415480679359,281,24.56439158354365
0.3240099999999999,0.25344,0.23403,0.287015233267152,0.3107738088482901,0.0169415480679359,301,44.905684928845695
0.3240099999999999,0.25344,0.23403,0.287015233267152,0.3107738088482901,0.0169415480679359,321,78.08607064794589
