sigma_C1,sigma_C2,sigma_F1,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_H1,temperature,liq_density,vap_density,Hvap,Pvap
0.3008851765497682,0.3828282077579372,0.2833458845775427,0.2849616310475802,0.5759914833919402,0.3853561542983585,0.2359933429112521,0.07212847822608,240,1118.3922931333334,7.440894084155555,19.37653748049924,1.668795122211111
0.3008851765497682,0.3828282077579372,0.2833458845775427,0.2849616310475802,0.5759914833919402,0.3853561542983585,0.2359933429112521,0.07212847822608,260,1059.8086095722222,15.033406827000002,18.04001373157073,3.500097287277778
0.3008851765497682,0.3828282077579372,0.2833458845775427,0.2849616310475802,0.5759914833919402,0.3853561542983585,0.2359933429112521,0.07212847822608,320,829.295516207778,93.31966629166666,11.827894085589651,20.15299713392222
0.3008851765497682,0.3828282077579372,0.2833458845775427,0.2849616310475802,0.5759914833919402,0.3853561542983585,0.2359933429112521,0.07212847822608,300,925.1436186133334,55.53100234822222,14.346623053743528,12.678969552844444
0.3008851765497682,0.3828282077579372,0.2833458845775427,0.2849616310475802,0.5759914833919402,0.3853561542983585,0.2359933429112521,0.07212847822608,280,995.5913028444444,30.173786645444448,16.35604643414262,7.064028562733333
0.313531017317677,0.3749475220312501,0.2855673148778322,0.2747439894434418,0.4154833348640877,0.4089975569848593,0.3317974642233338,0.0303880235732794,240,1136.8208511333332,8.112527645255556,19.22033203735254,1.805382609055556
0.313531017317677,0.3749475220312501,0.2855673148778322,0.2747439894434418,0.4154833348640877,0.4089975569848593,0.3317974642233338,0.0303880235732794,260,1078.2971639555556,16.26512909811111,17.85988345859801,3.7575091051
0.313531017317677,0.3749475220312501,0.2855673148778322,0.2747439894434418,0.4154833348640877,0.4089975569848593,0.3317974642233338,0.0303880235732794,280,1013.5388253011112,31.05272826111111,16.231180862385433,7.266595937511111
0.313531017317677,0.3749475220312501,0.2855673148778322,0.2747439894434418,0.4154833348640877,0.4089975569848593,0.3317974642233338,0.0303880235732794,300,937.1073730966666,57.55561498811111,14.21166153817272,13.148444133688889
0.313531017317677,0.3749475220312501,0.2855673148778322,0.2747439894434418,0.4154833348640877,0.4089975569848593,0.3317974642233338,0.0303880235732794,320,842.3068032755556,100.66006009144444,11.581172089930604,21.33633717891111
0.3190395802049743,0.3377065790844446,0.2979583537672763,0.2507127981710419,0.3826073903475929,0.3290719272737331,0.3131867853946336,0.0812738601496099,320,813.0302645344444,123.51576947266663,10.427666766970056,24.50295944115556
0.3190395802049743,0.3377065790844446,0.2979583537672763,0.2507127981710419,0.3826073903475929,0.3290719272737331,0.3131867853946336,0.0812738601496099,300,921.47278711,70.4595053328889,13.304743462527304,15.130895570433331
0.3190395802049743,0.3377065790844446,0.2979583537672763,0.2507127981710419,0.3826073903475929,0.3290719272737331,0.3131867853946336,0.0812738601496099,280,1006.070871078889,38.25022085711111,15.610759392419668,8.6078497283
0.3190395802049743,0.3377065790844446,0.2979583537672763,0.2507127981710419,0.3826073903475929,0.3290719272737331,0.3131867853946336,0.0812738601496099,240,1140.8683578555556,8.984489760677778,19.004904440472487,1.9897003078333333
0.3190395802049743,0.3377065790844446,0.2979583537672763,0.2507127981710419,0.3826073903475929,0.3290719272737331,0.3131867853946336,0.0812738601496099,260,1077.6100276444442,19.39430185822222,17.487349853465364,4.397975950588888
0.3236971911312469,0.3375625058174636,0.3194172983091246,0.1976515619693401,0.5054816728184124,0.2228563397731548,0.3274464656898015,0.0481884714953907,320,838.9793283411111,110.67611251622222,11.21810799660186,22.73626114753278
0.3236971911312469,0.3375625058174636,0.3194172983091246,0.1976515619693401,0.5054816728184124,0.2228563397731548,0.3274464656898015,0.0481884714953907,240,1139.4723186,8.3752745593,19.15351888274299,1.8664386445777776
0.3236971911312469,0.3375625058174636,0.3194172983091246,0.1976515619693401,0.5054816728184124,0.2228563397731548,0.3274464656898015,0.0481884714953907,280,1009.4785572933336,32.743315650444444,16.02202434818753,7.567995434644445
0.3236971911312469,0.3375625058174636,0.3194172983091246,0.1976515619693401,0.5054816728184124,0.2228563397731548,0.3274464656898015,0.0481884714953907,300,932.3061048733332,62.48934169333332,13.892955781363105,13.897217406833336
0.3236971911312469,0.3375625058174636,0.3194172983091246,0.1976515619693401,0.5054816728184124,0.2228563397731548,0.3274464656898015,0.0481884714953907,260,1078.5146477333335,17.14366814833333,17.72657224705403,3.9456482935222223
0.3283193168078875,0.3330432888454986,0.3174524684051141,0.2261702760902788,0.3970536111625295,0.4445239755094688,0.3176247235588284,0.0264084281940041,280,1008.5994936066668,30.29780829122222,16.45305380649578,7.092265661666667
0.3283193168078875,0.3330432888454986,0.3174524684051141,0.2261702760902788,0.3970536111625295,0.4445239755094688,0.3176247235588284,0.0264084281940041,240,1128.8132372666664,6.444368231566666,19.56393314625864,1.452851097948889
0.3283193168078875,0.3330432888454986,0.3174524684051141,0.2261702760902788,0.3970536111625295,0.4445239755094688,0.3176247235588284,0.0264084281940041,320,845.2849735933333,94.89349355422222,12.00281278106527,20.434627489044445
0.3283193168078875,0.3330432888454986,0.3174524684051141,0.2261702760902788,0.3970536111625295,0.4445239755094688,0.3176247235588284,0.0264084281940041,300,933.3754998333334,51.56440933611111,14.58479730906059,11.9446244748
0.3283193168078875,0.3330432888454986,0.3174524684051141,0.2261702760902788,0.3970536111625295,0.4445239755094688,0.3176247235588284,0.0264084281940041,260,1073.9722448777777,15.696003712444444,18.118972341852377,3.638198560744444
0.3383797399062122,0.3328161924897446,0.3020221651222442,0.2591947590876758,0.406001511910246,0.5817962118493772,0.1854819681796203,0.0829192973966731,300,924.7015475555556,61.81953061688889,13.750423139557135,13.777292301833336
0.3383797399062122,0.3328161924897446,0.3020221651222442,0.2591947590876758,0.406001511910246,0.5817962118493772,0.1854819681796203,0.0829192973966731,260,1074.4612753444446,18.070494934888888,17.539882169182,4.140597090166667
0.3383797399062122,0.3328161924897446,0.3020221651222442,0.2591947590876758,0.406001511910246,0.5817962118493772,0.1854819681796203,0.0829192973966731,320,820.1161522977778,113.95197205622225,10.784364290903788,23.19179296902222
0.3383797399062122,0.3328161924897446,0.3020221651222442,0.2591947590876758,0.406001511910246,0.5817962118493772,0.1854819681796203,0.0829192973966731,240,1136.7590642,8.997170463066666,19.010896535299644,1.991691889766667
0.3383797399062122,0.3328161924897446,0.3020221651222442,0.2591947590876758,0.406001511910246,0.5817962118493772,0.1854819681796203,0.0829192973966731,280,1007.1855403444443,36.18577439255554,15.757309435219357,8.250031544433334
0.3391751876624977,0.3919076002349235,0.2970851974431417,0.184700939046901,0.3617616424361595,0.2694267869550484,0.3142896738005681,0.0615964958976897,240,1153.2705188000002,7.616172529566668,19.09431837335119,1.708651387233333
0.3391751876624977,0.3919076002349235,0.2970851974431417,0.184700939046901,0.3617616424361595,0.2694267869550484,0.3142896738005681,0.0615964958976897,300,954.5914641788888,55.63223571066667,14.209764847838931,12.85683075801111
0.3391751876624977,0.3919076002349235,0.2970851974431417,0.184700939046901,0.3617616424361595,0.2694267869550484,0.3142896738005681,0.0615964958976897,280,1029.7733426211112,31.37671990255556,16.112073976013995,7.338159937088888
0.3391751876624977,0.3919076002349235,0.2970851974431417,0.184700939046901,0.3617616424361595,0.2694267869550484,0.3142896738005681,0.0615964958976897,260,1092.9162260222222,16.296200791,17.700516490100576,3.7642413371
0.3391751876624977,0.3919076002349235,0.2970851974431417,0.184700939046901,0.3617616424361595,0.2694267869550484,0.3142896738005681,0.0615964958976897,320,863.0868437244445,101.3143068718889,11.653991548770836,21.49606358121111
0.342167512947127,0.3429726327896322,0.317953161950614,0.1887664408490128,0.3859457699840965,0.4493430599051299,0.2187704218985155,0.061870128549449,300,930.882812821111,66.04898156377777,13.40187181259063,14.540953021322222
0.342167512947127,0.3429726327896322,0.317953161950614,0.1887664408490128,0.3859457699840965,0.4493430599051299,0.2187704218985155,0.061870128549449,260,1080.8715721777778,18.936468367,17.168767304215912,4.314857282511111
