sigma_C,sigma_F,sigma_H,epsilon_C,epsilon_F,epsilon_H,temperature,liq_density,vap_density,Hvap,Pvap
0.3478293794156817,0.2936308948291871,0.1705388867273557,0.4959346762197873,0.3171695821078735,0.0197754428949812,241,1191.8138002888888,7.367886940377777,18.68828643998574,2.6132518649333334
0.3478293794156817,0.2936308948291871,0.1705388867273557,0.4959346762197873,0.3171695821078735,0.0197754428949812,261,1124.7933549555555,14.990607276777778,17.33230884889365,5.455257479155555
0.3478293794156817,0.2936308948291871,0.1705388867273557,0.4959346762197873,0.3171695821078735,0.0197754428949812,281,1053.887101982222,30.113483276,15.65745330676194,10.852045221855557
0.3478293794156817,0.2936308948291871,0.1705388867273557,0.4959346762197873,0.3171695821078735,0.0197754428949812,301,968.3281764877778,55.38637618777778,13.61605029534732,19.199003404855556
0.3478293794156817,0.2936308948291871,0.1705388867273557,0.4959346762197873,0.3171695821078735,0.0197754428949812,321,865.2868003944444,99.81779400444448,11.001164316205427,31.52565797098889
0.3487088829207267,0.2878913322291266,0.2209636501401201,0.4494895999765378,0.2984734093634458,0.0798702064765146,241,1179.2220871111113,6.8488680458,19.070399890183285,2.446052000288889
0.3487088829207267,0.2878913322291266,0.2209636501401201,0.4494895999765378,0.2984734093634458,0.0798702064765146,261,1114.8033318888888,14.271361536777778,17.693478915577934,5.237022795933333
0.3487088829207267,0.2878913322291266,0.2209636501401201,0.4494895999765378,0.2984734093634458,0.0798702064765146,281,1046.595763141111,29.08472384722222,16.039549035283816,10.631591406155556
0.3487088829207267,0.2878913322291266,0.2209636501401201,0.4494895999765378,0.2984734093634458,0.0798702064765146,301,966.5539860388888,53.17496153611112,14.024164035364874,18.67344327201112
0.3487088829207267,0.2878913322291266,0.2209636501401201,0.4494895999765378,0.2984734093634458,0.0798702064765146,321,862.7265810222221,92.500725544,11.491503199036972,30.172349456155555
0.3517575781466659,0.295078568457757,0.1881905728359738,0.4588667034180408,0.3299572343799065,0.0463695816559023,241,1176.098055466667,6.367671424477778,19.19629504695376,2.2908891842666663
0.3517575781466659,0.295078568457757,0.1881905728359738,0.4588667034180408,0.3299572343799065,0.0463695816559023,261,1112.6822100444444,13.219090183666667,17.840545125153778,4.8910514463777774
0.3517575781466659,0.295078568457757,0.1881905728359738,0.4588667034180408,0.3299572343799065,0.0463695816559023,281,1046.285566796667,26.337702543555555,16.28686164700316,9.731531124877778
0.3517575781466659,0.295078568457757,0.1881905728359738,0.4588667034180408,0.3299572343799065,0.0463695816559023,301,969.8637146411112,49.36199773188889,14.305566837668025,17.581250894100002
0.3517575781466659,0.295078568457757,0.1881905728359738,0.4588667034180408,0.3299572343799065,0.0463695816559023,321,880.1850940933332,88.65686577744445,11.870301980103688,29.10054813631111
0.352232363247197,0.2835765964017918,0.2307714101915765,0.4954532405382952,0.2834243346380954,0.0570778652627234,241,1173.5289113,7.1692041937777775,18.80143122144396,2.5579664391000003
0.352232363247197,0.2835765964017918,0.2307714101915765,0.4954532405382952,0.2834243346380954,0.0570778652627234,261,1109.1532082666663,15.405611266,17.392689570497964,5.616067976677778
0.352232363247197,0.2835765964017918,0.2307714101915765,0.4954532405382952,0.2834243346380954,0.0570778652627234,281,1040.556139308889,29.811691563111108,15.791366352856588,10.856034216644444
0.352232363247197,0.2835765964017918,0.2307714101915765,0.4954532405382952,0.2834243346380954,0.0570778652627234,301,960.216758447778,56.694343362,13.719441149409008,19.60657693651111
0.352232363247197,0.2835765964017918,0.2307714101915765,0.4954532405382952,0.2834243346380954,0.0570778652627234,321,853.4450417655555,98.06257321555556,11.124830731235823,31.49578951458889
0.3560857969505139,0.2852372051935248,0.2146694332503323,0.4341999001894286,0.3191311133164173,0.0542530517663843,241,1177.0986822,7.373739509033333,18.81392169383241,2.622567080711111
0.3560857969505139,0.2852372051935248,0.2146694332503323,0.4341999001894286,0.3191311133164173,0.0542530517663843,261,1114.1908485555557,15.070379652777778,17.489552769324256,5.508594403088888
0.3560857969505139,0.2852372051935248,0.2146694332503323,0.4341999001894286,0.3191311133164173,0.0542530517663843,281,1043.6950103033334,29.41420599388889,15.850158942771714,10.693973261388887
0.3560857969505139,0.2852372051935248,0.2146694332503323,0.4341999001894286,0.3191311133164173,0.0542530517663843,301,961.1074326088888,54.16093687288889,13.780676909502771,18.91320374597778
0.3560857969505139,0.2852372051935248,0.2146694332503323,0.4341999001894286,0.3191311133164173,0.0542530517663843,321,858.4819427277778,97.23579470033332,11.189505675803508,31.133998669977775
0.3615008506667734,0.268781324398712,0.2530473998833498,0.4775230146290045,0.3198274480453111,0.0442119998035905,241,1176.5318876555557,6.853108634488889,18.9058397496292,2.452751898433333
0.3615008506667734,0.268781324398712,0.2530473998833498,0.4775230146290045,0.3198274480453111,0.0442119998035905,261,1114.0352174666666,14.089253901,17.58228357794527,5.206176519733334
0.3615008506667734,0.268781324398712,0.2530473998833498,0.4775230146290045,0.3198274480453111,0.0442119998035905,281,1046.2827360777776,28.71207622777777,15.939413037043948,10.532291944555556
0.3615008506667734,0.268781324398712,0.2530473998833498,0.4775230146290045,0.3198274480453111,0.0442119998035905,301,967.5101836777776,52.72465414522223,13.99618268820456,18.70446483583333
0.3615008506667734,0.268781324398712,0.2530473998833498,0.4775230146290045,0.3198274480453111,0.0442119998035905,321,868.2255066377777,95.365299551,11.408591063588354,31.132026765788893
0.3639520487300291,0.2876111576850069,0.1833558557258625,0.43431764635561,0.306784273789124,0.0711361880071778,241,1179.6367824111112,6.646989721255556,19.02908429411886,2.382902980888889
0.3639520487300291,0.2876111576850069,0.1833558557258625,0.43431764635561,0.306784273789124,0.0711361880071778,261,1118.6289706777775,14.236091176,17.709122616970475,5.223930334811112
0.3639520487300291,0.2876111576850069,0.1833558557258625,0.43431764635561,0.306784273789124,0.0711361880071778,281,1050.0405961522222,27.33390308511111,16.148180978677274,10.11656779148889
0.3639520487300291,0.2876111576850069,0.1833558557258625,0.43431764635561,0.306784273789124,0.0711361880071778,301,970.9086941044444,48.08998528977778,14.291376301885244,17.334895120255553
0.3639520487300291,0.2876111576850069,0.1833558557258625,0.43431764635561,0.306784273789124,0.0711361880071778,321,872.7405628466668,84.73486354388889,11.848777741040916,28.500596396155554
0.364854244769085,0.2803168531130421,0.2166288843268112,0.3915075970344268,0.3179302322246747,0.0769832271632791,241,1174.7105597666668,7.10632467748889,18.861112193696403,2.529578196488889
0.364854244769085,0.2803168531130421,0.2166288843268112,0.3915075970344268,0.3179302322246747,0.0769832271632791,261,1110.1315138555556,14.142935941777775,17.559109281745965,5.218323575311111
0.364854244769085,0.2803168531130421,0.2166288843268112,0.3915075970344268,0.3179302322246747,0.0769832271632791,281,1041.417435891111,29.28694577122222,15.877892969947078,10.704237525644444
0.364854244769085,0.2803168531130421,0.2166288843268112,0.3915075970344268,0.3179302322246747,0.0769832271632791,301,957.9383014444444,51.493977589,13.946148177479694,18.3154011817
0.364854244769085,0.2803168531130421,0.2166288843268112,0.3915075970344268,0.3179302322246747,0.0769832271632791,321,861.7878210933334,92.96790388555556,11.40873193546759,30.37521217248889
0.3650891231401567,0.2619030705220211,0.263176900722597,0.4875250353147892,0.2881105782035006,0.0634647031486029,241,1174.7459258111112,6.720811482822222,19.115794142066424,2.412464453611111
0.3650891231401567,0.2619030705220211,0.263176900722597,0.4875250353147892,0.2881105782035006,0.0634647031486029,261,1111.649036833333,13.327994280888888,17.820577412169506,4.947272995077777
0.3650891231401567,0.2619030705220211,0.263176900722597,0.4875250353147892,0.2881105782035006,0.0634647031486029,281,1046.0031735011112,27.16457756455556,16.226575818852346,10.086843963166668
0.3650891231401567,0.2619030705220211,0.263176900722597,0.4875250353147892,0.2881105782035006,0.0634647031486029,301,967.1608007555554,48.592517458,14.331142305784374,17.553488724533334
0.3650891231401567,0.2619030705220211,0.263176900722597,0.4875250353147892,0.2881105782035006,0.0634647031486029,321,872.3453773211111,87.13326939255555,11.8358508285628,29.092943724233336
0.3674410372764653,0.2637655910868768,0.2407636154229772,0.4936323878403389,0.3045270537133935,0.0194918942095946,241,1186.2460497666666,8.5953519335,18.06021446958368,3.0195633986777777
0.3674410372764653,0.2637655910868768,0.2407636154229772,0.4936323878403389,0.3045270537133935,0.0194918942095946,261,1117.5538976222224,17.970802219666663,16.66951799786595,6.441828680722223
0.3674410372764653,0.2637655910868768,0.2407636154229772,0.4936323878403389,0.3045270537133935,0.0194918942095946,281,1041.689967358889,34.44546901877777,14.998590297618486,12.262453279411112
0.3674410372764653,0.2637655910868768,0.2407636154229772,0.4936323878403389,0.3045270537133935,0.0194918942095946,301,952.50556068,62.60527771833333,12.888390555954969,21.150866522566663
0.3674410372764653,0.2637655910868768,0.2407636154229772,0.4936323878403389,0.3045270537133935,0.0194918942095946,321,837.1848073277777,119.10169115866668,9.902401233768636,35.109817774288885
0.3676399055857939,0.2848991511341354,0.173847737724076,0.4816650662728969,0.304592564403423,0.0474732978734859,241,1181.3185892444444,6.057398642366667,19.091308177547425,2.178348282066666
0.3676399055857939,0.2848991511341354,0.173847737724076,0.4816650662728969,0.304592564403423,0.0474732978734859,261,1122.0932681777776,13.306714201555556,17.809229745046782,4.936850962388888
0.3676399055857939,0.2848991511341354,0.173847737724076,0.4816650662728969,0.304592564403423,0.0474732978734859,281,1056.4422456855557,25.83939731133333,16.287814643926257,9.607513019733334
0.3676399055857939,0.2848991511341354,0.173847737724076,0.4816650662728969,0.304592564403423,0.0474732978734859,301,978.3197995033336,46.70510903655556,14.431904213059871,16.97939350158889
0.3676399055857939,0.2848991511341354,0.173847737724076,0.4816650662728969,0.304592564403423,0.0474732978734859,321,889.2763283633333,82.56615404188891,12.13778718302654,28.018211505311108
0.3686020513633152,0.2686184042949515,0.2554505015629358,0.4367519516008799,0.31882329420349,0.070817421389653,241,1159.4455214222223,6.255300133033333,19.23741813451023,2.253886650866667
0.3686020513633152,0.2686184042949515,0.2554505015629358,0.4367519516008799,0.31882329420349,0.070817421389653,261,1099.0528854222223,12.898749181355551,17.946934127565875,4.800415368655555
0.3686020513633152,0.2686184042949515,0.2554505015629358,0.4367519516008799,0.31882329420349,0.070817421389653,281,1035.0263743488888,25.532565651777777,16.430642943470758,9.531397772366669
0.3686020513633152,0.2686184042949515,0.2554505015629358,0.4367519516008799,0.31882329420349,0.070817421389653,301,962.4622606933334,46.59866063933333,14.577615476414898,17.055284576711113
0.3686020513633152,0.2686184042949515,0.2554505015629358,0.4367519516008799,0.31882329420349,0.070817421389653,321,870.6680566644444,81.08558755744444,12.23943182227062,27.76178497918889
0.3690461313658061,0.2796136877680857,0.1946612429132646,0.390029609734873,0.3324761261327599,0.0612758710930236,241,1180.6245770444443,6.9634265807,18.755922657628997,2.484654957222222
0.3690461313658061,0.2796136877680857,0.1946612429132646,0.390029609734873,0.3324761261327599,0.0612758710930236,261,1118.0495235555557,15.513428478333337,17.36649067934553,5.667929922277778
0.3690461313658061,0.2796136877680857,0.1946612429132646,0.390029609734873,0.3324761261327599,0.0612758710930236,281,1048.7703623233333,29.248022476777777,15.792183998519803,10.6666571769
0.3690461313658061,0.2796136877680857,0.1946612429132646,0.390029609734873,0.3324761261327599,0.0612758710930236,301,966.6014048755554,53.64050601855556,13.799685267746044,18.866416950544444
0.3690461313658061,0.2796136877680857,0.1946612429132646,0.390029609734873,0.3324761261327599,0.0612758710930236,321,868.5545327944444,93.976032343,11.345251538002172,30.633355739922223
0.3697949899652235,0.2846274035763561,0.1771908192171828,0.4796897597121608,0.2678901898050533,0.0819152712521381,241,1179.5616901888889,6.336268432733333,19.02215050529808,2.2771346935000003
0.3697949899652235,0.2846274035763561,0.1771908192171828,0.4796897597121608,0.2678901898050533,0.0819152712521381,261,1118.1353444,13.679549321666666,17.70233796858014,5.058977655622222
0.3697949899652235,0.2846274035763561,0.1771908192171828,0.4796897597121608,0.2678901898050533,0.0819152712521381,281,1050.2185037933332,25.91373829244445,16.20815299291616,9.634737054511112
0.3697949899652235,0.2846274035763561,0.1771908192171828,0.4796897597121608,0.2678901898050533,0.0819152712521381,301,974.60711216,48.178366384444445,14.335045667688116,17.429742091955557
0.3697949899652235,0.2846274035763561,0.1771908192171828,0.4796897597121608,0.2678901898050533,0.0819152712521381,321,879.8567705555556,82.35318366588889,12.032743232003162,27.988116214233333
0.3704971225108925,0.2733908193876511,0.2180278934262921,0.4775156157651156,0.2981580949640799,0.0395888000874809,241,1180.8577577111112,6.856682402666667,18.794340064126445,2.451750589011111
0.3704971225108925,0.2733908193876511,0.2180278934262921,0.4775156157651156,0.2981580949640799,0.0395888000874809,261,1120.151316288889,14.632718590888889,17.483644217076634,5.374463110788889
0.3704971225108925,0.2733908193876511,0.2180278934262921,0.4775156157651156,0.2981580949640799,0.0395888000874809,281,1049.9089537233333,27.896977740666667,15.924838379144264,10.301104218388888
0.3704971225108925,0.2733908193876511,0.2180278934262921,0.4775156157651156,0.2981580949640799,0.0395888000874809,301,969.42112881,50.284031680888894,14.030698465918556,18.01948589687777
0.3704971225108925,0.2733908193876511,0.2180278934262921,0.4775156157651156,0.2981580949640799,0.0395888000874809,321,874.1006389933334,87.7597324488889,11.65960480424996,29.53217465812222
0.3714069722887059,0.2676175058058153,0.2458870775123217,0.4944447805140158,0.2402341046129699,0.0737157342621325,241,1165.2451930222223,7.110372392844445,18.82970781589703,2.5355321889222227
0.3714069722887059,0.2676175058058153,0.2458870775123217,0.4944447805140158,0.2402341046129699,0.0737157342621325,261,1104.7620732222222,14.447647393333332,17.544631424319544,5.315048119322222
0.3714069722887059,0.2676175058058153,0.2458870775123217,0.4944447805140158,0.2402341046129699,0.0737157342621325,281,1035.5238946622223,27.868940254888887,15.97911959784982,10.290044324588887
0.3714069722887059,0.2676175058058153,0.2458870775123217,0.4944447805140158,0.2402341046129699,0.0737157342621325,301,959.7952165855556,51.870785849,14.00602912988151,18.458110715544443
