sigma_C1,sigma_H1,epsilon_C1,epsilon_H1,temperature,liq_density,vap_density,Hvap,Pvap
0.3189625948197423,0.266673651067,0.6056357117900023,0.0816133500866841,270,405.0628088433333,45.54951621911111,9.946119533663955,24.20720824815556
0.3189625948197423,0.266673651067,0.6056357117900023,0.0816133500866841,250,449.9451180133333,24.711848474333333,12.049383914415106,13.854528219611112
0.3189625948197423,0.266673651067,0.6056357117900023,0.0816133500866841,230,486.08684939777777,12.939195714444445,13.622864995296275,7.253323934644444
0.3189625948197423,0.266673651067,0.6056357117900023,0.0816133500866841,290,347.75379856111107,90.16752002722222,6.780504800399034,40.10566634025555
0.3189625948197423,0.266673651067,0.6056357117900023,0.0816133500866841,210,516.9929462466666,5.6948500729888885,14.918631271549089,3.0988179879555555
0.3304151573585436,0.2662647093148262,0.6030183562865263,0.0631717594818837,290,350.8165057955556,80.619151699,7.179597604651213,37.88871607441
0.3304151573585436,0.2662647093148262,0.6030183562865263,0.0631717594818837,230,486.97840634444447,12.077011133144444,13.577918564925222,6.808250593177778
0.3304151573585436,0.2662647093148262,0.6030183562865263,0.0631717594818837,270,409.6862098955556,43.70239797644444,10.092879863597656,23.44348005033333
0.3304151573585436,0.2662647093148262,0.6030183562865263,0.0631717594818837,210,519.20151607,6.121918067966666,14.80085009643626,3.315676938766666
0.3304151573585436,0.2662647093148262,0.6030183562865263,0.0631717594818837,250,451.9689322455556,23.516501104444448,12.08011570981414,13.312290034166669
0.3355669572984771,0.2677895686975922,0.5270620264345873,0.0792313252743479,270,411.90941365888887,36.16389790366667,11.000511965037534,20.14606895282222
0.3355669572984771,0.2677895686975922,0.5270620264345873,0.0792313252743479,250,449.16721394,20.02076263333333,12.75578504574273,11.480611745833334
0.3355669572984771,0.2677895686975922,0.5270620264345873,0.0792313252743479,210,510.1222830844445,5.095002200622222,15.384689497164173,2.768428783355556
0.3355669572984771,0.2677895686975922,0.5270620264345873,0.0792313252743479,290,361.78727047333336,65.69222418355557,8.380857058171957,33.05765900771111
0.3355669572984771,0.2677895686975922,0.5270620264345873,0.0792313252743479,230,481.1793609666667,10.262700993733333,14.232299922819852,5.859931825777777
0.3369725573757756,0.2725417147773641,0.6142057492451716,0.0564536476827877,270,402.3937931522222,36.685720413333335,10.609641425042824,20.52161645478889
0.3369725573757756,0.2725417147773641,0.6142057492451716,0.0564536476827877,230,474.0030114055555,11.008193635111112,13.79777835580538,6.239016902533333
0.3369725573757756,0.2725417147773641,0.6142057492451716,0.0564536476827877,210,503.8306713677778,5.0448143953,14.992173058285363,2.7457513948888885
0.3369725573757756,0.2725417147773641,0.6142057492451716,0.0564536476827877,290,349.9557178744444,67.15127241322222,7.982463941071504,33.6984617835889
0.3369725573757756,0.2725417147773641,0.6142057492451716,0.0564536476827877,250,441.1961458077778,20.390559012000004,12.400465759535903,11.721293362033336
0.3405790356428997,0.2665414052865231,0.5570943106539314,0.0616583447395844,270,410.7563708855556,38.19230734522223,10.586455003866526,21.109016167177774
0.3405790356428997,0.2665414052865231,0.5570943106539314,0.0616583447395844,230,482.67421848777775,11.164420138966667,13.8242807449794,6.319196628355555
0.3405790356428997,0.2665414052865231,0.5570943106539314,0.0616583447395844,250,450.7240837688889,21.645812532555556,12.40147177521514,12.293904583944444
0.3405790356428997,0.2665414052865231,0.5570943106539314,0.0616583447395844,290,357.2750115033333,67.98835495155555,8.030409368489122,34.11978535324111
0.3405790356428997,0.2665414052865231,0.5570943106539314,0.0616583447395844,210,511.55426877777774,5.1167178324333324,14.993776472455895,2.7932007228666667
0.3412342825913748,0.2622506924563038,0.5099747552186699,0.0666557560398591,270,402.2990019588889,46.296197711777786,9.71519032118085,24.522593901866664
0.3412342825913748,0.2622506924563038,0.5099747552186699,0.0666557560398591,290,339.79152265444446,87.23417035588889,6.631080437053743,39.44359608600666
0.3412342825913748,0.2622506924563038,0.5099747552186699,0.0666557560398591,210,512.2957626377778,6.259126333555556,14.453430615704844,3.3848504396111108
0.3412342825913748,0.2622506924563038,0.5099747552186699,0.0666557560398591,230,481.2230963388889,13.263544962177775,13.210723624624515,7.392507614811111
0.3412342825913748,0.2622506924563038,0.5099747552186699,0.0666557560398591,250,447.2749233088888,26.29750377122222,11.711308471336464,14.535742642933332
0.3416398268811999,0.2652311314233522,0.4786079381802491,0.0820735238736334,230,479.38614509000007,10.348036084055556,14.083540098802905,5.890137371911111
0.3416398268811999,0.2652311314233522,0.4786079381802491,0.0820735238736334,210,507.80268091333335,4.746040151344445,15.247903865502616,2.599654126411111
0.3416398268811999,0.2652311314233522,0.4786079381802491,0.0820735238736334,290,356.78920565888893,64.2806108678889,8.299227536883343,32.62539494008888
0.3416398268811999,0.2652311314233522,0.4786079381802491,0.0820735238736334,270,408.63418519222216,36.007498386444446,10.843603727104083,20.094538208166668
0.3416398268811999,0.2652311314233522,0.4786079381802491,0.0820735238736334,250,446.59205617,19.747022622666663,12.644949938271523,11.3848743595
0.3446216852452825,0.2654583935466589,0.5736070228020688,0.0491524372931527,210,510.1675336133334,5.878634047333333,14.488308755332412,3.193188725533333
0.3446216852452825,0.2654583935466589,0.5736070228020688,0.0491524372931527,250,444.9239647588889,23.488440234444447,11.83630081899278,13.292683640966668
0.3446216852452825,0.2654583935466589,0.5736070228020688,0.0491524372931527,270,406.1610999588889,43.99254138777778,9.93617432924726,23.53976288854444
0.3446216852452825,0.2654583935466589,0.5736070228020688,0.0491524372931527,230,479.71996746777774,12.419060027233334,13.274924478841916,6.9752229874888885
