sigma_C1,sigma_C2,sigma_F1,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_H1,temperature,density
0.304047965722982,0.3171193759275959,0.3047245552332331,0.1662257267419913,0.3044805538550891,0.2760986556476658,0.3184688432653681,0.0531192189538181,280,895.9529726436969
0.304047965722982,0.3171193759275959,0.3047245552332331,0.1662257267419913,0.3044805538550891,0.2760986556476658,0.3184688432653681,0.0531192189538181,300,53.81357518378835
0.304047965722982,0.3171193759275959,0.3047245552332331,0.1662257267419913,0.3044805538550891,0.2760986556476658,0.3184688432653681,0.0531192189538181,320,83.9200077385957
0.304513581896322,0.3201632762473319,0.2967932836728982,0.2120480444603758,0.4517789944585912,0.2581458610677205,0.2521936327109331,0.0591874071815962,320,83.88148288784625
0.304513581896322,0.3201632762473319,0.2967932836728982,0.2120480444603758,0.4517789944585912,0.2581458610677205,0.2521936327109331,0.0591874071815962,280,25.599623018733357
0.304513581896322,0.3201632762473319,0.2967932836728982,0.2120480444603758,0.4517789944585912,0.2581458610677205,0.2521936327109331,0.0591874071815962,240,1074.126456882751
0.304513581896322,0.3201632762473319,0.2967932836728982,0.2120480444603758,0.4517789944585912,0.2581458610677205,0.2521936327109331,0.0591874071815962,300,53.59941638199283
0.304513581896322,0.3201632762473319,0.2967932836728982,0.2120480444603758,0.4517789944585912,0.2581458610677205,0.2521936327109331,0.0591874071815962,260,961.997343548986
0.3052458065959141,0.3635052723396301,0.238506644287709,0.167796608707727,0.5280049247176484,0.5209419712172408,0.2471050915409735,0.0462501907638565,300,1390.9631981951502
0.3052458065959141,0.3635052723396301,0.238506644287709,0.167796608707727,0.5280049247176484,0.5209419712172408,0.2471050915409735,0.0462501907638565,320,1290.936012499041
0.3052458065959141,0.3635052723396301,0.238506644287709,0.167796608707727,0.5280049247176484,0.5209419712172408,0.2471050915409735,0.0462501907638565,260,1539.5856657126617
0.3052458065959141,0.3635052723396301,0.238506644287709,0.167796608707727,0.5280049247176484,0.5209419712172408,0.2471050915409735,0.0462501907638565,280,1462.516675162949
0.3052458065959141,0.3635052723396301,0.238506644287709,0.167796608707727,0.5280049247176484,0.5209419712172408,0.2471050915409735,0.0462501907638565,240,1608.216272474499
0.3056176348341227,0.3358856725965521,0.2792084779048649,0.2743199036349762,0.369073980075267,0.5702545135401415,0.2592835128757115,0.0199984224153903,260,989.0483942227286
0.3056176348341227,0.3358856725965521,0.2792084779048649,0.2743199036349762,0.369073980075267,0.5702545135401415,0.2592835128757115,0.0199984224153903,280,275.5103948721836
0.3056176348341227,0.3358856725965521,0.2792084779048649,0.2743199036349762,0.369073980075267,0.5702545135401415,0.2592835128757115,0.0199984224153903,300,51.37787428379224
0.3056176348341227,0.3358856725965521,0.2792084779048649,0.2743199036349762,0.369073980075267,0.5702545135401415,0.2592835128757115,0.0199984224153903,320,85.4147345642673
0.3056176348341227,0.3358856725965521,0.2792084779048649,0.2743199036349762,0.369073980075267,0.5702545135401415,0.2592835128757115,0.0199984224153903,240,1082.0566424383449
0.3063413565188666,0.3624559697631835,0.2947083572920488,0.1996379051237891,0.2228167904344908,0.4787602156602651,0.2935831889576122,0.0754267885822868,280,1019.2991038009052
0.3063413565188666,0.3624559697631835,0.2947083572920488,0.1996379051237891,0.2228167904344908,0.4787602156602651,0.2935831889576122,0.0754267885822868,260,1095.201023522398
0.3063413565188666,0.3624559697631835,0.2947083572920488,0.1996379051237891,0.2228167904344908,0.4787602156602651,0.2935831889576122,0.0754267885822868,240,1158.8660969476884
0.3063413565188666,0.3624559697631835,0.2947083572920488,0.1996379051237891,0.2228167904344908,0.4787602156602651,0.2935831889576122,0.0754267885822868,300,911.522091717849
0.3063413565188666,0.3624559697631835,0.2947083572920488,0.1996379051237891,0.2228167904344908,0.4787602156602651,0.2935831889576122,0.0754267885822868,320,755.1038233615337
0.3069194955929011,0.3604118921452963,0.3857130998524531,0.2531177061025632,0.2166678404408512,0.2187077413700212,0.2135203173149234,0.0427173814378979,240,6.723903858534561
0.3069194955929011,0.3604118921452963,0.3857130998524531,0.2531177061025632,0.2166678404408512,0.2187077413700212,0.2135203173149234,0.0427173814378979,260,14.51268749246922
0.3069194955929011,0.3604118921452963,0.3857130998524531,0.2531177061025632,0.2166678404408512,0.2187077413700212,0.2135203173149234,0.0427173814378979,300,49.28921527410864
0.3069194955929011,0.3604118921452963,0.3857130998524531,0.2531177061025632,0.2166678404408512,0.2187077413700212,0.2135203173149234,0.0427173814378979,280,28.57162725552367
0.3069194955929011,0.3604118921452963,0.3857130998524531,0.2531177061025632,0.2166678404408512,0.2187077413700212,0.2135203173149234,0.0427173814378979,320,80.61421796647146
0.3072830814147718,0.397390769124438,0.3297713165037222,0.2752008611754122,0.3203548957680932,0.3694066051048709,0.3047207857602819,0.0358403366282427,280,776.7186970808401
0.3072830814147718,0.397390769124438,0.3297713165037222,0.2752008611754122,0.3203548957680932,0.3694066051048709,0.3047207857602819,0.0358403366282427,320,287.18981723756843
0.3072830814147718,0.397390769124438,0.3297713165037222,0.2752008611754122,0.3203548957680932,0.3694066051048709,0.3047207857602819,0.0358403366282427,260,836.1071572612115
0.3072830814147718,0.397390769124438,0.3297713165037222,0.2752008611754122,0.3203548957680932,0.3694066051048709,0.3047207857602819,0.0358403366282427,300,705.1604792337447
0.3072830814147718,0.397390769124438,0.3297713165037222,0.2752008611754122,0.3203548957680932,0.3694066051048709,0.3047207857602819,0.0358403366282427,240,893.5496711287788
0.3078114028416478,0.3790783417006466,0.3524489888255137,0.2186992949970804,0.5483006551012066,0.2824753692358734,0.1482089675032083,0.062691431588418,260,15.278963305724776
0.3078114028416478,0.3790783417006466,0.3524489888255137,0.2186992949970804,0.5483006551012066,0.2824753692358734,0.1482089675032083,0.062691431588418,240,681.3007598201308
0.3078114028416478,0.3790783417006466,0.3524489888255137,0.2186992949970804,0.5483006551012066,0.2824753692358734,0.1482089675032083,0.062691431588418,280,28.526911208779342
0.3078114028416478,0.3790783417006466,0.3524489888255137,0.2186992949970804,0.5483006551012066,0.2824753692358734,0.1482089675032083,0.062691431588418,300,50.67170533044135
0.3078114028416478,0.3790783417006466,0.3524489888255137,0.2186992949970804,0.5483006551012066,0.2824753692358734,0.1482089675032083,0.062691431588418,320,81.95065779843254
0.3084661949509441,0.333944657392394,0.3561765255122918,0.2240235362870066,0.5600007947420831,0.4364867323763665,0.1420784769010283,0.0211510380041767,300,49.89355362388
0.3084661949509441,0.333944657392394,0.3561765255122918,0.2240235362870066,0.5600007947420831,0.4364867323763665,0.1420784769010283,0.0211510380041767,240,7.2583407026133875
0.3084661949509441,0.333944657392394,0.3561765255122918,0.2240235362870066,0.5600007947420831,0.4364867323763665,0.1420784769010283,0.0211510380041767,320,78.57828587223476
0.3084661949509441,0.333944657392394,0.3561765255122918,0.2240235362870066,0.5600007947420831,0.4364867323763665,0.1420784769010283,0.0211510380041767,260,15.540642845520836
0.3084661949509441,0.333944657392394,0.3561765255122918,0.2240235362870066,0.5600007947420831,0.4364867323763665,0.1420784769010283,0.0211510380041767,280,29.685590690803416
0.3085841024904983,0.3762032654270732,0.3926241228531284,0.2709999319502213,0.4988321904724485,0.4199723619772352,0.3156655221153798,0.0261109438024337,240,772.2439623684496
0.3085841024904983,0.3762032654270732,0.3926241228531284,0.2709999319502213,0.4988321904724485,0.4199723619772352,0.3156655221153798,0.0261109438024337,260,732.2352462252545
0.3085841024904983,0.3762032654270732,0.3926241228531284,0.2709999319502213,0.4988321904724485,0.4199723619772352,0.3156655221153798,0.0261109438024337,280,697.0997514354681
0.3085841024904983,0.3762032654270732,0.3926241228531284,0.2709999319502213,0.4988321904724485,0.4199723619772352,0.3156655221153798,0.0261109438024337,300,655.8638625188122
0.3085841024904983,0.3762032654270732,0.3926241228531284,0.2709999319502213,0.4988321904724485,0.4199723619772352,0.3156655221153798,0.0261109438024337,320,614.4468330960318
0.3093556361518643,0.3917732141800827,0.3513842714639038,0.1944656802599515,0.3236234306479987,0.2712987141936154,0.2816608952037427,0.038144938613404,320,82.90496394421032
0.3093556361518643,0.3917732141800827,0.3513842714639038,0.1944656802599515,0.3236234306479987,0.2712987141936154,0.2816608952037427,0.038144938613404,260,711.8191124513093
0.3093556361518643,0.3917732141800827,0.3513842714639038,0.1944656802599515,0.3236234306479987,0.2712987141936154,0.2816608952037427,0.038144938613404,300,56.08110801322224
0.3093556361518643,0.3917732141800827,0.3513842714639038,0.1944656802599515,0.3236234306479987,0.2712987141936154,0.2816608952037427,0.038144938613404,240,794.0723497746749
0.3093556361518643,0.3917732141800827,0.3513842714639038,0.1944656802599515,0.3236234306479987,0.2712987141936154,0.2816608952037427,0.038144938613404,280,121.54332714313124
0.3096384907801812,0.3119920857440282,0.307426828211587,0.2765294590689793,0.4656471660557732,0.1891846585616482,0.2428635838449976,0.0661329226404622,320,81.06723882754076
0.3096384907801812,0.3119920857440282,0.307426828211587,0.2765294590689793,0.4656471660557732,0.1891846585616482,0.2428635838449976,0.0661329226404622,280,29.680172036792715
0.3096384907801812,0.3119920857440282,0.307426828211587,0.2765294590689793,0.4656471660557732,0.1891846585616482,0.2428635838449976,0.0661329226404622,260,14.568661305524229
0.3096384907801812,0.3119920857440282,0.307426828211587,0.2765294590689793,0.4656471660557732,0.1891846585616482,0.2428635838449976,0.0661329226404622,300,49.86712671297318
0.3096384907801812,0.3119920857440282,0.307426828211587,0.2765294590689793,0.4656471660557732,0.1891846585616482,0.2428635838449976,0.0661329226404622,240,745.7881682221523
0.3100658746582739,0.315798610254125,0.2515057988736925,0.2676499562901747,0.5017265010830255,0.1829655674799213,0.2415327561281482,0.0398709760818849,320,76.83913714626368
0.3100658746582739,0.315798610254125,0.2515057988736925,0.2676499562901747,0.5017265010830255,0.1829655674799213,0.2415327561281482,0.0398709760818849,280,30.803775517883093
0.3100658746582739,0.315798610254125,0.2515057988736925,0.2676499562901747,0.5017265010830255,0.1829655674799213,0.2415327561281482,0.0398709760818849,260,15.086415460527087
0.3100658746582739,0.315798610254125,0.2515057988736925,0.2676499562901747,0.5017265010830255,0.1829655674799213,0.2415327561281482,0.0398709760818849,240,562.3097776949985
0.3100658746582739,0.315798610254125,0.2515057988736925,0.2676499562901747,0.5017265010830255,0.1829655674799213,0.2415327561281482,0.0398709760818849,300,50.4192332841878
0.3107926203926902,0.3870786715004459,0.3344499175290771,0.1628450522804091,0.3184717846092771,0.4054237411032749,0.3202806430581104,0.0516021418623771,300,761.2470356411153
0.3107926203926902,0.3870786715004459,0.3344499175290771,0.1628450522804091,0.3184717846092771,0.4054237411032749,0.3202806430581104,0.0516021418623771,240,944.3462275838516
0.3107926203926902,0.3870786715004459,0.3344499175290771,0.1628450522804091,0.3184717846092771,0.4054237411032749,0.3202806430581104,0.0516021418623771,260,893.5977593280116
0.3107926203926902,0.3870786715004459,0.3344499175290771,0.1628450522804091,0.3184717846092771,0.4054237411032749,0.3202806430581104,0.0516021418623771,280,823.1761584849013
0.3107926203926902,0.3870786715004459,0.3344499175290771,0.1628450522804091,0.3184717846092771,0.4054237411032749,0.3202806430581104,0.0516021418623771,320,633.8358567197995
0.3112141789690977,0.3619518143009555,0.2051912383590141,0.2719630874834255,0.3438398582964445,0.3115905710665566,0.3279290449155294,0.0191936741329928,260,1203.0016207852364
0.3112141789690977,0.3619518143009555,0.2051912383590141,0.2719630874834255,0.3438398582964445,0.3115905710665566,0.3279290449155294,0.0191936741329928,280,24.84678345933496
0.3112141789690977,0.3619518143009555,0.2051912383590141,0.2719630874834255,0.3438398582964445,0.3115905710665566,0.3279290449155294,0.0191936741329928,240,1340.134642522965
0.3112141789690977,0.3619518143009555,0.2051912383590141,0.2719630874834255,0.3438398582964445,0.3115905710665566,0.3279290449155294,0.0191936741329928,300,51.29148086119056
0.3112141789690977,0.3619518143009555,0.2051912383590141,0.2719630874834255,0.3438398582964445,0.3115905710665566,0.3279290449155294,0.0191936741329928,320,84.32624539215834
0.3119179713390035,0.3331343275390488,0.3655559926070327,0.2991248933007944,0.1991036260185842,0.2141216543544022,0.2507084887965956,0.0768013246032343,260,14.04484914567373
0.3119179713390035,0.3331343275390488,0.3655559926070327,0.2991248933007944,0.1991036260185842,0.2141216543544022,0.2507084887965956,0.0768013246032343,240,554.6088813016493
0.3119179713390035,0.3331343275390488,0.3655559926070327,0.2991248933007944,0.1991036260185842,0.2141216543544022,0.2507084887965956,0.0768013246032343,300,52.7005571015241
0.3119179713390035,0.3331343275390488,0.3655559926070327,0.2991248933007944,0.1991036260185842,0.2141216543544022,0.2507084887965956,0.0768013246032343,280,27.620700471543177
0.3119179713390035,0.3331343275390488,0.3655559926070327,0.2991248933007944,0.1991036260185842,0.2141216543544022,0.2507084887965956,0.0768013246032343,320,81.13717850730602
0.3123899218521928,0.3191877533801255,0.2167828687923505,0.2176304915914658,0.1668681085973076,0.4308361619073218,0.1551504060153778,0.0314625267863191,260,14.901581031359395
0.3123899218521928,0.3191877533801255,0.2167828687923505,0.2176304915914658,0.1668681085973076,0.4308361619073218,0.1551504060153778,0.0314625267863191,320,81.24725904479101
0.3123899218521928,0.3191877533801255,0.2167828687923505,0.2176304915914658,0.1668681085973076,0.4308361619073218,0.1551504060153778,0.0314625267863191,280,29.74214441396533
0.3123899218521928,0.3191877533801255,0.2167828687923505,0.2176304915914658,0.1668681085973076,0.4308361619073218,0.1551504060153778,0.0314625267863191,240,1226.2636436589323
0.3123899218521928,0.3191877533801255,0.2167828687923505,0.2176304915914658,0.1668681085973076,0.4308361619073218,0.1551504060153778,0.0314625267863191,300,50.65335620393056
0.3127788493717666,0.3382086523715593,0.3557245673468229,0.2563645015307244,0.4173466073988011,0.5373865703563714,0.1672302974453068,0.0781027277788273,240,806.3814305633989
0.3127788493717666,0.3382086523715593,0.3557245673468229,0.2563645015307244,0.4173466073988011,0.5373865703563714,0.1672302974453068,0.0781027277788273,300,51.99527348843951
0.3127788493717666,0.3382086523715593,0.3557245673468229,0.2563645015307244,0.4173466073988011,0.5373865703563714,0.1672302974453068,0.0781027277788273,280,144.50057915981336
0.3127788493717666,0.3382086523715593,0.3557245673468229,0.2563645015307244,0.4173466073988011,0.5373865703563714,0.1672302974453068,0.0781027277788273,320,87.60134189364277
0.3127788493717666,0.3382086523715593,0.3557245673468229,0.2563645015307244,0.4173466073988011,0.5373865703563714,0.1672302974453068,0.0781027277788273,260,723.473540200744
0.313300019233851,0.3649878642665307,0.2745510100740171,0.1692393455973958,0.3894403089686155,0.1995787037015546,0.1997674986056604,0.0519911064941491,260,13.537259608596846
0.313300019233851,0.3649878642665307,0.2745510100740171,0.1692393455973958,0.3894403089686155,0.1995787037015546,0.1997674986056604,0.0519911064941491,240,1035.2891986630418
0.313300019233851,0.3649878642665307,0.2745510100740171,0.1692393455973958,0.3894403089686155,0.1995787037015546,0.1997674986056604,0.0519911064941491,320,82.3467546722667
0.313300019233851,0.3649878642665307,0.2745510100740171,0.1692393455973958,0.3894403089686155,0.1995787037015546,0.1997674986056604,0.0519911064941491,300,50.763739117780936
0.313300019233851,0.3649878642665307,0.2745510100740171,0.1692393455973958,0.3894403089686155,0.1995787037015546,0.1997674986056604,0.0519911064941491,280,29.975163435849197
0.3139421440720176,0.3439481211433011,0.2734419869401083,0.2275817895588827,0.3152769110259188,0.231013079040608,0.1819447009722066,0.074973867149995,300,49.37555704627888
0.3139421440720176,0.3439481211433011,0.2734419869401083,0.2275817895588827,0.3152769110259188,0.231013079040608,0.1819447009722066,0.074973867149995,260,13.285209047834591
0.3139421440720176,0.3439481211433011,0.2734419869401083,0.2275817895588827,0.3152769110259188,0.231013079040608,0.1819447009722066,0.074973867149995,280,29.422932358138254
0.3139421440720176,0.3439481211433011,0.2734419869401083,0.2275817895588827,0.3152769110259188,0.231013079040608,0.1819447009722066,0.074973867149995,240,970.8103165534114
0.3139421440720176,0.3439481211433011,0.2734419869401083,0.2275817895588827,0.3152769110259188,0.231013079040608,0.1819447009722066,0.074973867149995,320,81.13042083778157
0.3142128238351013,0.3239989141979756,0.2920501510538628,0.2523436125415586,0.2009266790784685,0.22149811791605,0.2734803055257894,0.0535104858739449,320,78.47325326315206
0.3142128238351013,0.3239989141979756,0.2920501510538628,0.2523436125415586,0.2009266790784685,0.22149811791605,0.2734803055257894,0.0535104858739449,260,15.009242914629947
0.3142128238351013,0.3239989141979756,0.2920501510538628,0.2523436125415586,0.2009266790784685,0.22149811791605,0.2734803055257894,0.0535104858739449,280,30.08299027469905
0.3142128238351013,0.3239989141979756,0.2920501510538628,0.2523436125415586,0.2009266790784685,0.22149811791605,0.2734803055257894,0.0535104858739449,240,7.256756483849145
0.3142128238351013,0.3239989141979756,0.2920501510538628,0.2523436125415586,0.2009266790784685,0.22149811791605,0.2734803055257894,0.0535104858739449,300,48.90193326097298
0.3145090485565478,0.372945429029979,0.3246905473772063,0.2400635757747825,0.1762585846917581,0.425533415578124,0.2607923869231037,0.0825864016336087,240,948.1597794718087
0.3145090485565478,0.372945429029979,0.3246905473772063,0.2400635757747825,0.1762585846917581,0.425533415578124,0.2607923869231037,0.0825864016336087,300,673.9545328628267
0.3145090485565478,0.372945429029979,0.3246905473772063,0.2400635757747825,0.1762585846917581,0.425533415578124,0.2607923869231037,0.0825864016336087,320,88.44750811836133
0.3145090485565478,0.372945429029979,0.3246905473772063,0.2400635757747825,0.1762585846917581,0.425533415578124,0.2607923869231037,0.0825864016336087,260,872.4050241336022
0.3145090485565478,0.372945429029979,0.3246905473772063,0.2400635757747825,0.1762585846917581,0.425533415578124,0.2607923869231037,0.0825864016336087,280,803.7504916769341
0.315000286879572,0.3734236818868046,0.300325166442187,0.2323620609419336,0.362658712176539,0.3161728409239134,0.2894487103187097,0.0570955437380578,300,837.8508772863278
0.315000286879572,0.3734236818868046,0.300325166442187,0.2323620609419336,0.362658712176539,0.3161728409239134,0.2894487103187097,0.0570955437380578,260,1015.5158094585164
0.315000286879572,0.3734236818868046,0.300325166442187,0.2323620609419336,0.362658712176539,0.3161728409239134,0.2894487103187097,0.0570955437380578,240,1084.4509776849754
0.315000286879572,0.3734236818868046,0.300325166442187,0.2323620609419336,0.362658712176539,0.3161728409239134,0.2894487103187097,0.0570955437380578,280,938.2976785774038
0.315000286879572,0.3734236818868046,0.300325166442187,0.2323620609419336,0.362658712176539,0.3161728409239134,0.2894487103187097,0.0570955437380578,320,185.28060767336137
0.3159103153941485,0.3877379924883145,0.3875416837536853,0.1648432267559946,0.401615786532699,0.2973144184740418,0.2436214784221471,0.0810679759430782,300,62.74704608084692
0.3159103153941485,0.3877379924883145,0.3875416837536853,0.1648432267559946,0.401615786532699,0.2973144184740418,0.2436214784221471,0.0810679759430782,240,721.179793073871
0.3159103153941485,0.3877379924883145,0.3875416837536853,0.1648432267559946,0.401615786532699,0.2973144184740418,0.2436214784221471,0.0810679759430782,320,86.72099377229405
0.3159103153941485,0.3877379924883145,0.3875416837536853,0.1648432267559946,0.401615786532699,0.2973144184740418,0.2436214784221471,0.0810679759430782,260,664.8337609795664
0.3159103153941485,0.3877379924883145,0.3875416837536853,0.1648432267559946,0.401615786532699,0.2973144184740418,0.2436214784221471,0.0810679759430782,280,578.3054679453022
0.31644524320576,0.3942318907940389,0.2234750948794086,0.2457385889203253,0.4130238504485071,0.4421179616974286,0.2387053548642611,0.0431352744320191,320,1108.0559807667962
0.31644524320576,0.3942318907940389,0.2234750948794086,0.2457385889203253,0.4130238504485071,0.4421179616974286,0.2387053548642611,0.0431352744320191,260,1351.509746711275
0.31644524320576,0.3942318907940389,0.2234750948794086,0.2457385889203253,0.4130238504485071,0.4421179616974286,0.2387053548642611,0.0431352744320191,280,1273.7018600642548
0.31644524320576,0.3942318907940389,0.2234750948794086,0.2457385889203253,0.4130238504485071,0.4421179616974286,0.2387053548642611,0.0431352744320191,300,1197.716860481834
0.31644524320576,0.3942318907940389,0.2234750948794086,0.2457385889203253,0.4130238504485071,0.4421179616974286,0.2387053548642611,0.0431352744320191,240,1418.3073181752743
0.3168041149393207,0.3883692165698684,0.2677887180971112,0.2416323784673472,0.372618775565395,0.4183712865038269,0.332065570487711,0.0394587514060343,260,1197.5666297228738
0.3168041149393207,0.3883692165698684,0.2677887180971112,0.2416323784673472,0.372618775565395,0.4183712865038269,0.332065570487711,0.0394587514060343,280,1143.1701518862344
0.3168041149393207,0.3883692165698684,0.2677887180971112,0.2416323784673472,0.372618775565395,0.4183712865038269,0.332065570487711,0.0394587514060343,320,1006.007956811208
0.3168041149393207,0.3883692165698684,0.2677887180971112,0.2416323784673472,0.372618775565395,0.4183712865038269,0.332065570487711,0.0394587514060343,240,1254.89733824286
0.3168041149393207,0.3883692165698684,0.2677887180971112,0.2416323784673472,0.372618775565395,0.4183712865038269,0.332065570487711,0.0394587514060343,300,1076.232303176304
