sigma_C1,sigma_H1,epsilon_C1,epsilon_H1,temperature,liq_density,vap_density,Hvap,Pvap
0.3180943930933248,0.2778770467090135,0.5699943455889588,0.0784384256816127,170,294.8939927244444,46.378180655222216,5.000036704308657,26.90631828433333
0.3180943930933248,0.2778770467090135,0.5699943455889588,0.0784384256816127,130,393.04750470444446,6.333928683000001,8.154497303141461,3.9046903215777777
0.3180943930933248,0.2778770467090135,0.5699943455889588,0.0784384256816127,140,373.00413296333335,11.049847666122222,7.578644420759697,6.989541661244444
0.3180943930933248,0.2778770467090135,0.5699943455889588,0.0784384256816127,150,351.50104285777775,18.38539436588889,6.916656466022165,11.648537782788887
0.3180943930933248,0.2778770467090135,0.5699943455889588,0.0784384256816127,160,327.7136811155556,30.277197314,6.08753744095225,18.65382279975556
0.3211627006059266,0.2827354010051262,0.6181165419951199,0.0785634528794274,170,314.10198358111114,31.22031018011111,6.256605272750094,20.034143646144443
0.3211627006059266,0.2827354010051262,0.6181165419951199,0.0785634528794274,150,357.98720353222217,12.3491663766,7.843952736455837,8.225900481788887
0.3211627006059266,0.2827354010051262,0.6181165419951199,0.0785634528794274,140,375.7610178344444,7.239675233188889,8.407915890013719,4.745918772766666
0.3211627006059266,0.2827354010051262,0.6181165419951199,0.0785634528794274,160,337.15003448888893,19.453457762555555,7.136108352955217,12.96276075832222
0.3211627006059266,0.2827354010051262,0.6181165419951199,0.0785634528794274,130,392.4440799466667,3.897747060733333,8.911458703485925,2.4720190725
0.3242987565728236,0.2826155977093167,0.6183252205105378,0.0721540919190115,130,389.1999071955555,4.6261786431,8.610820025960773,2.896964608455556
0.3242987565728236,0.2826155977093167,0.6183252205105378,0.0721540919190115,150,352.6535592255556,13.790843591777778,7.510439515211234,9.0975935939
0.3242987565728236,0.2826155977093167,0.6183252205105378,0.0721540919190115,140,371.1359581388888,8.25799536861111,8.098306621860065,5.3624845247333335
0.3242987565728236,0.2826155977093167,0.6183252205105378,0.0721540919190115,160,331.95360502777777,22.352582701777777,6.789052296918197,14.59331140792222
0.3242987565728236,0.2826155977093167,0.6183252205105378,0.0721540919190115,170,305.28005769333333,34.06791750488889,5.893100830631713,21.48565841734445
0.3326826895122155,0.2783626695778423,0.5292171814167256,0.0825139255189655,160,343.3292525811111,17.357475944888886,7.394193967258807,11.818391196355556
0.3326826895122155,0.2783626695778423,0.5292171814167256,0.0825139255189655,170,321.3893912522222,26.862548259,6.613474625228428,17.952110984788888
0.3326826895122155,0.2783626695778423,0.5292171814167256,0.0825139255189655,140,380.0893017733334,6.143470629666667,8.608017329341042,4.086478643966667
0.3326826895122155,0.2783626695778423,0.5292171814167256,0.0825139255189655,150,362.4312850977777,10.704853127255554,8.047047479645522,7.274564298311111
0.3326826895122155,0.2783626695778423,0.5292171814167256,0.0825139255189655,130,396.7260285766667,3.4424035819333336,9.070876452872309,2.193573036133333
0.3333483997150966,0.2777949413646432,0.5473814144965713,0.0757852014543234,140,379.56438804,7.283473463822222,8.326755809687528,4.779551639977778
0.3333483997150966,0.2777949413646432,0.5473814144965713,0.0757852014543234,170,316.6737984122222,30.21765319933333,6.259280193587383,19.689453200022225
0.3333483997150966,0.2777949413646432,0.5473814144965713,0.0757852014543234,150,360.0105134077778,12.24502768582222,7.747460009100336,8.202543387677778
0.3333483997150966,0.2777949413646432,0.5473814144965713,0.0757852014543234,160,341.7219004088888,20.74884735155556,7.067240637210556,13.6986857326
