sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1,temperature,density
0.30999,0.3603699999999999,0.27262,0.29496,0.2042899999999999,0.308799124088703,0.2256545026324017,0.2873685979083413,0.3234741497757402,0.0777701531253659,249,1496.8607407610364
0.30999,0.3603699999999999,0.27262,0.29496,0.2042899999999999,0.308799124088703,0.2256545026324017,0.2873685979083413,0.3234741497757402,0.0777701531253659,269,1403.1346822001426
0.30999,0.3603699999999999,0.27262,0.29496,0.2042899999999999,0.308799124088703,0.2256545026324017,0.2873685979083413,0.3234741497757402,0.0777701531253659,289,1306.2726465529431
0.30999,0.3603699999999999,0.27262,0.29496,0.2042899999999999,0.308799124088703,0.2256545026324017,0.2873685979083413,0.3234741497757402,0.0777701531253659,309,1187.1541021599471
0.31034,0.3919399999999999,0.3177799999999999,0.25133,0.2212599999999999,0.4288266996230195,0.1801577657715136,0.1718183602394466,0.2225365793277904,0.0763533687757506,229,1391.4807319930396
0.31034,0.3919399999999999,0.3177799999999999,0.25133,0.2212599999999999,0.4288266996230195,0.1801577657715136,0.1718183602394466,0.2225365793277904,0.0763533687757506,249,1238.9882133093686
0.31034,0.3919399999999999,0.3177799999999999,0.25133,0.2212599999999999,0.4288266996230195,0.1801577657715136,0.1718183602394466,0.2225365793277904,0.0763533687757506,269,26.566611642080865
0.31034,0.3919399999999999,0.3177799999999999,0.25133,0.2212599999999999,0.4288266996230195,0.1801577657715136,0.1718183602394466,0.2225365793277904,0.0763533687757506,289,57.28204337067369
0.31034,0.3919399999999999,0.3177799999999999,0.25133,0.2212599999999999,0.4288266996230195,0.1801577657715136,0.1718183602394466,0.2225365793277904,0.0763533687757506,309,99.48357079161222
0.3107499999999999,0.3974,0.30093,0.28118,0.23126,0.440167625989659,0.4679711874046462,0.3132473613366151,0.2569792387660632,0.0697816178958445,229,1666.219825485561
0.3107499999999999,0.3974,0.30093,0.28118,0.23126,0.440167625989659,0.4679711874046462,0.3132473613366151,0.2569792387660632,0.0697816178958445,249,1618.74697765243
0.3107499999999999,0.3974,0.30093,0.28118,0.23126,0.440167625989659,0.4679711874046462,0.3132473613366151,0.2569792387660632,0.0697816178958445,269,1557.799845856165
0.3107499999999999,0.3974,0.30093,0.28118,0.23126,0.440167625989659,0.4679711874046462,0.3132473613366151,0.2569792387660632,0.0697816178958445,289,1507.014198500092
0.3107499999999999,0.3974,0.30093,0.28118,0.23126,0.440167625989659,0.4679711874046462,0.3132473613366151,0.2569792387660632,0.0697816178958445,309,1447.509002790935
0.3112,0.32094,0.3364999999999999,0.26352,0.17656,0.3562248161673773,0.2536243532903015,0.1820659348339357,0.2986762664263983,0.061686657550859,229,1294.9185165213612
0.3112,0.32094,0.3364999999999999,0.26352,0.17656,0.3562248161673773,0.2536243532903015,0.1820659348339357,0.2986762664263983,0.061686657550859,249,1130.014994109801
0.3112,0.32094,0.3364999999999999,0.26352,0.17656,0.3562248161673773,0.2536243532903015,0.1820659348339357,0.2986762664263983,0.061686657550859,269,26.55844916715216
0.3112,0.32094,0.3364999999999999,0.26352,0.17656,0.3562248161673773,0.2536243532903015,0.1820659348339357,0.2986762664263983,0.061686657550859,289,59.29142175147883
0.3112,0.32094,0.3364999999999999,0.26352,0.17656,0.3562248161673773,0.2536243532903015,0.1820659348339357,0.2986762664263983,0.061686657550859,309,96.68373458740172
0.31192,0.3765599999999999,0.3192,0.3484399999999999,0.1899499999999999,0.2145131233572573,0.1841154497528336,0.1431750381477508,0.1786777915095915,0.0201742109501569,229,5.564406058108114
0.31192,0.3765599999999999,0.3192,0.3484399999999999,0.1899499999999999,0.2145131233572573,0.1841154497528336,0.1431750381477508,0.1786777915095915,0.0201742109501569,249,12.26446893242364
0.31192,0.3765599999999999,0.3192,0.3484399999999999,0.1899499999999999,0.2145131233572573,0.1841154497528336,0.1431750381477508,0.1786777915095915,0.0201742109501569,269,31.243588851512257
0.31192,0.3765599999999999,0.3192,0.3484399999999999,0.1899499999999999,0.2145131233572573,0.1841154497528336,0.1431750381477508,0.1786777915095915,0.0201742109501569,289,56.34377733387652
0.31192,0.3765599999999999,0.3192,0.3484399999999999,0.1899499999999999,0.2145131233572573,0.1841154497528336,0.1431750381477508,0.1786777915095915,0.0201742109501569,309,91.38461976113577
0.31213,0.3388199999999999,0.34008,0.2989799999999999,0.23515,0.2960613680815977,0.4723944812661215,0.1461058860540854,0.204494196471773,0.0476651485884684,229,1058.5501678164003
0.31213,0.3388199999999999,0.34008,0.2989799999999999,0.23515,0.2960613680815977,0.4723944812661215,0.1461058860540854,0.204494196471773,0.0476651485884684,249,11.252777699648789
0.31213,0.3388199999999999,0.34008,0.2989799999999999,0.23515,0.2960613680815977,0.4723944812661215,0.1461058860540854,0.204494196471773,0.0476651485884684,269,28.67134259235825
0.31213,0.3388199999999999,0.34008,0.2989799999999999,0.23515,0.2960613680815977,0.4723944812661215,0.1461058860540854,0.204494196471773,0.0476651485884684,289,56.15759337610989
0.31213,0.3388199999999999,0.34008,0.2989799999999999,0.23515,0.2960613680815977,0.4723944812661215,0.1461058860540854,0.204494196471773,0.0476651485884684,309,99.30144000490154
0.3127299999999999,0.3076299999999999,0.28912,0.2882599999999999,0.22027,0.323499093162177,0.4510096846275607,0.224906201039295,0.2789086326751627,0.0655113101378489,229,1464.7709168621764
0.3127299999999999,0.3076299999999999,0.28912,0.2882599999999999,0.22027,0.323499093162177,0.4510096846275607,0.224906201039295,0.2789086326751627,0.0655113101378489,249,1349.4479211933838
0.3127299999999999,0.3076299999999999,0.28912,0.2882599999999999,0.22027,0.323499093162177,0.4510096846275607,0.224906201039295,0.2789086326751627,0.0655113101378489,269,1218.624467624301
0.3127299999999999,0.3076299999999999,0.28912,0.2882599999999999,0.22027,0.323499093162177,0.4510096846275607,0.224906201039295,0.2789086326751627,0.0655113101378489,289,54.24957722960822
0.3127299999999999,0.3076299999999999,0.28912,0.2882599999999999,0.22027,0.323499093162177,0.4510096846275607,0.224906201039295,0.2789086326751627,0.0655113101378489,309,101.069217680437
0.3131,0.31203,0.29135,0.28479,0.1866099999999999,0.3736851866732006,0.3335762212826808,0.1892371584345417,0.2111873384990052,0.0663760142009944,229,1346.558058641532
0.3131,0.31203,0.29135,0.28479,0.1866099999999999,0.3736851866732006,0.3335762212826808,0.1892371584345417,0.2111873384990052,0.0663760142009944,249,11.508583763096768
0.3131,0.31203,0.29135,0.28479,0.1866099999999999,0.3736851866732006,0.3335762212826808,0.1892371584345417,0.2111873384990052,0.0663760142009944,269,28.57740565075152
0.3131,0.31203,0.29135,0.28479,0.1866099999999999,0.3736851866732006,0.3335762212826808,0.1892371584345417,0.2111873384990052,0.0663760142009944,289,58.85084701718121
0.3131,0.31203,0.29135,0.28479,0.1866099999999999,0.3736851866732006,0.3335762212826808,0.1892371584345417,0.2111873384990052,0.0663760142009944,309,96.47449897321016
0.3136299999999999,0.3426499999999999,0.3248299999999999,0.3335399999999999,0.1823,0.3220690056731288,0.4003247233877995,0.2633190161521062,0.1529445311688662,0.0701208479513862,229,1069.6802114768602
0.3136299999999999,0.3426499999999999,0.3248299999999999,0.3335399999999999,0.1823,0.3220690056731288,0.4003247233877995,0.2633190161521062,0.1529445311688662,0.0701208479513862,249,928.20355935894
0.3136299999999999,0.3426499999999999,0.3248299999999999,0.3335399999999999,0.1823,0.3220690056731288,0.4003247233877995,0.2633190161521062,0.1529445311688662,0.0701208479513862,269,25.932186401390094
0.3136299999999999,0.3426499999999999,0.3248299999999999,0.3335399999999999,0.1823,0.3220690056731288,0.4003247233877995,0.2633190161521062,0.1529445311688662,0.0701208479513862,289,57.364396087403634
0.3136299999999999,0.3426499999999999,0.3248299999999999,0.3335399999999999,0.1823,0.3220690056731288,0.4003247233877995,0.2633190161521062,0.1529445311688662,0.0701208479513862,309,99.06650988234972
0.31431,0.3277299999999999,0.3061199999999999,0.27925,0.22284,0.2686569008496007,0.2425827475609047,0.1702801847425051,0.2586837035059174,0.0804640388605501,229,1181.1219722719
0.31431,0.3277299999999999,0.3061199999999999,0.27925,0.22284,0.2686569008496007,0.2425827475609047,0.1702801847425051,0.2586837035059174,0.0804640388605501,249,11.612022704286034
0.31431,0.3277299999999999,0.3061199999999999,0.27925,0.22284,0.2686569008496007,0.2425827475609047,0.1702801847425051,0.2586837035059174,0.0804640388605501,269,30.537940709462635
0.31431,0.3277299999999999,0.3061199999999999,0.27925,0.22284,0.2686569008496007,0.2425827475609047,0.1702801847425051,0.2586837035059174,0.0804640388605501,289,57.54560171624019
0.31431,0.3277299999999999,0.3061199999999999,0.27925,0.22284,0.2686569008496007,0.2425827475609047,0.1702801847425051,0.2586837035059174,0.0804640388605501,309,92.94457065954452
0.3145799999999999,0.30243,0.25259,0.26882,0.18835,0.3747826956764237,0.2318404624687505,0.2771210233138522,0.1396206055804939,0.0471529777202975,229,1418.894762908889
0.3145799999999999,0.30243,0.25259,0.26882,0.18835,0.3747826956764237,0.2318404624687505,0.2771210233138522,0.1396206055804939,0.0471529777202975,249,11.459701013172143
0.3145799999999999,0.30243,0.25259,0.26882,0.18835,0.3747826956764237,0.2318404624687505,0.2771210233138522,0.1396206055804939,0.0471529777202975,269,30.11662320987593
0.3145799999999999,0.30243,0.25259,0.26882,0.18835,0.3747826956764237,0.2318404624687505,0.2771210233138522,0.1396206055804939,0.0471529777202975,289,57.32330254074278
0.3145799999999999,0.30243,0.25259,0.26882,0.18835,0.3747826956764237,0.2318404624687505,0.2771210233138522,0.1396206055804939,0.0471529777202975,309,94.75080595474168
0.31501,0.39596,0.28003,0.3060699999999999,0.25175,0.2850197623522008,0.2017088516529869,0.249475436679632,0.1803822562494456,0.0631100934701909,229,1256.814378129026
0.31501,0.39596,0.28003,0.3060699999999999,0.25175,0.2850197623522008,0.2017088516529869,0.249475436679632,0.1803822562494456,0.0631100934701909,249,1121.532268648538
0.31501,0.39596,0.28003,0.3060699999999999,0.25175,0.2850197623522008,0.2017088516529869,0.249475436679632,0.1803822562494456,0.0631100934701909,269,27.64355763605961
0.31501,0.39596,0.28003,0.3060699999999999,0.25175,0.2850197623522008,0.2017088516529869,0.249475436679632,0.1803822562494456,0.0631100934701909,289,58.10546577210329
