sigma_C1,sigma_F1,epsilon_C1,epsilon_F1,temperature,liq_density,vap_density,Hvap,Pvap
0.2130599169234742,0.2883543306032612,0.456399074571842,0.3975059101313747,170,1457.8996931222223,34.46703696255556,10.329539844542932,4.9249605937666665
0.2130599169234742,0.2883543306032612,0.456399074571842,0.3975059101313747,150,1582.4347590111113,12.50100345611111,11.564004571240696,1.674998294688889
0.2130599169234742,0.2883543306032612,0.456399074571842,0.3975059101313747,190,1307.6508842,88.23699484588889,8.609253182424743,12.353494513277775
0.2130599169234742,0.2883543306032612,0.456399074571842,0.3975059101313747,210,1103.352670472222,202.8132644222222,6.098822441321584,25.34889322613778
0.2130599169234742,0.2883543306032612,0.456399074571842,0.3975059101313747,130,1692.5764763777777,2.519579028055556,12.624243526245367,0.30494819237
0.2216218504058227,0.2925325822924935,0.5362184131738335,0.3861061654367154,170,1456.8002055666668,29.16592032966667,10.89508008193506,4.213398723422221
0.2216218504058227,0.2925325822924935,0.5362184131738335,0.3861061654367154,130,1671.736235877778,2.2673406386000003,13.096228104908851,0.27435826922
0.2216218504058227,0.2925325822924935,0.5362184131738335,0.3861061654367154,210,1150.811112788889,153.4312566733333,7.196305930383734,20.53753629047778
0.2216218504058227,0.2925325822924935,0.5362184131738335,0.3861061654367154,150,1567.734942488889,9.011810524677776,12.08303385681509,1.2230969009977777
0.2216218504058227,0.2925325822924935,0.5362184131738335,0.3861061654367154,190,1323.8743845,72.78889800622224,9.310435836585302,10.47930806361111
0.228242536279375,0.2936345024486328,0.5266602207158197,0.3808841533216019,210,1163.8094387888889,145.94312858466668,7.46153233200327,20.012864111394443
0.228242536279375,0.2936345024486328,0.5266602207158197,0.3808841533216019,150,1564.0684293999998,7.912437703522223,12.21533328247942,1.0801266615533331
0.228242536279375,0.2936345024486328,0.5266602207158197,0.3808841533216019,130,1667.9447948555555,2.273168736011112,13.224109550997715,0.2750088077277777
0.228242536279375,0.2936345024486328,0.5266602207158197,0.3808841533216019,190,1323.1997229777778,62.51681467944446,9.57737570077687,9.28482913008889
0.228242536279375,0.2936345024486328,0.5266602207158197,0.3808841533216019,170,1452.688722,24.533590063666665,11.05783945238528,3.5924997927444444
0.2303893341765812,0.2920751168913048,0.4107012643249132,0.3962654676134358,150,1576.9114108,8.097983485055556,12.313950946385106,1.1028255503166668
0.2303893341765812,0.2920751168913048,0.4107012643249132,0.3962654676134358,130,1680.1485697222222,2.2862025402,13.305668336685038,0.27655964048
0.2303893341765812,0.2920751168913048,0.4107012643249132,0.3962654676134358,190,1333.3123308888887,61.85293545033333,9.653700078641114,9.210560338466667
0.2303893341765812,0.2920751168913048,0.4107012643249132,0.3962654676134358,170,1461.9934722888888,23.773628059444444,11.131970631193752,3.4893767396444444
0.2303893341765812,0.2920751168913048,0.4107012643249132,0.3962654676134358,210,1173.0648861555555,140.79077270311112,7.568158975508924,19.601389250411117
0.2333058146625607,0.289906912280841,0.4311496296996124,0.3783973299357789,190,1319.392725288889,78.770040585,8.943158660658998,11.321143914777778
0.2333058146625607,0.289906912280841,0.4311496296996124,0.3783973299357789,150,1585.557800988889,12.122885043333332,11.749005897644135,1.6270328679555557
0.2333058146625607,0.289906912280841,0.4311496296996124,0.3783973299357789,170,1463.2924183444445,33.606333105000004,10.516536317798112,4.8043470224
0.2333058146625607,0.289906912280841,0.4311496296996124,0.3783973299357789,130,1696.3816683777775,2.412737136744444,12.836014077863506,0.2922280680966667
0.2333058146625607,0.289906912280841,0.4311496296996124,0.3783973299357789,210,1123.5368325066668,180.4997992755556,6.541900417075386,23.34357460548889
0.2344970820876641,0.2914053868605495,0.3708121229964222,0.3878386571863094,190,1309.7768758666666,72.50669178355555,9.099801799053472,10.5601339129
0.2344970820876641,0.2914053868605495,0.3708121229964222,0.3878386571863094,130,1674.5869408222225,2.5302193499777776,12.900809078808171,0.30562126807
0.2344970820876641,0.2914053868605495,0.3708121229964222,0.3878386571863094,210,1138.191522872222,179.32495318777777,6.721047263844201,22.869859207032224
