sigma_C1,sigma_H1,epsilon_C1,epsilon_H1,temperature,density
0.3003073112949737,0.2834510104712959,0.4849223075570849,0.0460029093733353,140,10.28357758384897
0.3003073112949737,0.2834510104712959,0.4849223075570849,0.0460029093733353,170,30.11177464366131
0.3003073112949737,0.2834510104712959,0.4849223075570849,0.0460029093733353,150,15.793863661157044
0.3003073112949737,0.2834510104712959,0.4849223075570849,0.0460029093733353,130,6.26109486800185
0.3003073112949737,0.2834510104712959,0.4849223075570849,0.0460029093733353,160,21.846671301197144
0.3008410977622056,0.1677232458739557,0.5912940904824832,0.0576481838483494,160,22.35163018132169
0.3008410977622056,0.1677232458739557,0.5912940904824832,0.0576481838483494,140,9.839086452748182
0.3008410977622056,0.1677232458739557,0.5912940904824832,0.0576481838483494,170,30.23965294738391
0.3008410977622056,0.1677232458739557,0.5912940904824832,0.0576481838483494,130,5.861135685701947
0.3008410977622056,0.1677232458739557,0.5912940904824832,0.0576481838483494,150,15.877701867237302
0.3014982703975011,0.2282612124314493,0.4082750314451966,0.0632503220364505,130,6.060211829970058
0.3014982703975011,0.2282612124314493,0.4082750314451966,0.0632503220364505,140,9.879886858670808
0.3014982703975011,0.2282612124314493,0.4082750314451966,0.0632503220364505,170,30.93510432282213
0.3014982703975011,0.2282612124314493,0.4082750314451966,0.0632503220364505,160,21.639839739268183
0.3014982703975011,0.2282612124314493,0.4082750314451966,0.0632503220364505,150,15.744943346407108
0.3018760135219673,0.2742563542976188,0.2279707788724451,0.0609253717968138,160,20.97921437590899
0.3018760135219673,0.2742563542976188,0.2279707788724451,0.0609253717968138,140,9.907492817387643
0.3018760135219673,0.2742563542976188,0.2279707788724451,0.0609253717968138,150,14.491541030459716
0.3018760135219673,0.2742563542976188,0.2279707788724451,0.0609253717968138,130,6.079840628461387
0.3018760135219673,0.2742563542976188,0.2279707788724451,0.0609253717968138,170,28.291294953122573
0.3023518399646782,0.2343810037557381,0.2682697496570982,0.0283711433370926,160,20.28437273771624
0.3023518399646782,0.2343810037557381,0.2682697496570982,0.0283711433370926,170,27.60739450978314
0.3023518399646782,0.2343810037557381,0.2682697496570982,0.0283711433370926,140,9.41190567011128
0.3023518399646782,0.2343810037557381,0.2682697496570982,0.0283711433370926,130,5.943456414479325
0.3023518399646782,0.2343810037557381,0.2682697496570982,0.0283711433370926,150,14.42606634404138
0.3027064948310378,0.1535236610495681,0.3337553238417313,0.0797583369616184,130,5.728198440538086
0.3027064948310378,0.1535236610495681,0.3337553238417313,0.0797583369616184,140,9.458407757156484
0.3027064948310378,0.1535236610495681,0.3337553238417313,0.0797583369616184,160,20.310009379945217
