Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_12_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_12_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_12_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_12_cum,epsilon_F_3_cum,epsilon_F_4_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R125-sim_liq_density-sse,R125-sim_vap_density-sse,R125-sim_Pvap-sse,R125-sim_Hvap-sse,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
112,248,17627.099026617016,3.4506337612481164,3.692115378999015,3.4862106215326016,3.3844849729132376,3.811874720307163,2.518425996568067,2.8042578450302624,2.923365480812143,2.9285818501341803,43.87678150319965,38.89733973800849,45.42926303906876,36.35391851167296,37.81272874920894,11.655180722148089,41.40426516086461,20.295683258886434,27.15391307345545,17627.09895094973,3.4506338402259,3.692114620362645,3.486211032279839,3.3844855493750825,3.8118753628120783,2.5184261795870797,2.804257647699673,2.92336512010348,2.928581918104616,43.87678262920407,38.89736460217156,45.42925139436512,36.35389581848868,37.81270013884053,11.655177643305771,41.40425714422462,20.29568760278252,27.15391408811651,1.0224233094497155,98.63587883778236,203.1098215948921,5.022941192578847,13.52554952945841,783.8508922129745,646.3023920426319,14.47620465141885,94.27238715706106,621.5570599237037,318.2810445987324,94.5050029590667,17.93965248031222,8.384502618997296,49.81595272832272,31.77512619479176,8.479334049933648,7.528094638762172,10.964412729400568,24.12404621118076,0.6333818297783962,17.616446173983388,47.60835780985923,3.989790013075897,1.852076791191244,7.575729403522101,11.392802811252055,16.540009687501225,2881.5032527446747,254.0,4826.0,7333.76550839405,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
36,272,17627.409155791756,3.4530123872310856,3.7007196178834185,3.472962406450948,3.393147927084586,3.824286394396159,2.517398373854171,2.8053360229163644,2.9175738486805,2.9283878812271964,43.77981005026884,38.63814064084705,46.176543489460826,35.80275418744765,36.90297037174086,11.660835343303267,41.47457662968949,20.498032092037608,27.144259021629683,17627.40915375507,3.45301245807488,3.700719958481821,3.472963085139223,3.393148551967488,3.8242869991212936,2.517398470676815,2.8053359422686004,2.917573505249061,2.928387897550188,43.779807300261965,38.63813607550303,46.176546063988965,35.802747397712274,36.90295271772866,11.66083671982862,41.47456757072295,20.49802137733139,27.14426084772835,1.0180257568543274,96.32353953694556,206.77563108669767,4.997770786726945,13.586630318847158,785.996858261625,624.2907828746561,14.460446925467831,93.51618684747322,633.0835597908676,324.64641444945266,93.06413471769058,20.726393672032717,8.767306330275582,46.382302555401054,28.5006062838695,8.342457439930559,7.70272447208325,12.580055047231053,22.907909375256253,0.8300710831664944,18.229710255768783,48.77192312963989,3.675355879453933,1.9004541015679328,8.040247696743705,10.333778025380054,16.689901869234692,5803.744010925293,279.0,5301.0,11318.662197833704,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
110,352,17627.95693870924,3.453167091422125,3.69923980578434,3.49703062367516,3.3953929997980654,3.809235302669544,2.518117127823868,2.804757216489788,2.922464526786412,2.92838284827534,43.75493224290001,38.67087643398599,44.820893616550045,35.73055931285207,37.99757663822726,11.663792928663206,41.50692859182525,20.25220199919457,27.151754201213315,17627.956534420224,3.453169297091354,3.699232440949417,3.497034760673365,3.395390927876351,3.809235301023597,2.5181176255283004,2.804761876218046,2.922459626220654,2.928381844186359,43.754953065359416,38.67101899184991,44.820902041799535,35.730559354707175,37.997626992379885,11.66376081547175,41.50699169967624,20.25210155096535,27.151690452149627,1.0239365625642534,98.77632626177244,205.92537874513584,5.050863993684398,13.473506884349822,787.9529096934017,621.1431360352574,14.336413299728417,92.48904995060802,635.4972557844508,325.65388766954084,92.68301934331252,20.44418414975897,8.663839800061087,46.94567547928455,29.00162239742007,8.446541561091037,8.065798889362028,11.607599456768218,23.37582843377782,0.6278081796673549,17.166982579618512,47.10074494526699,4.125354990356108,1.7951611191323755,7.448772044761132,11.075303904497204,16.38132838154719,4116.474849939346,364.0,6916.0,11801.27485567102,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
90,278,17628.1762648868,3.449856822690751,3.693241569053849,3.4855492203593346,3.413821823863832,3.8023036522617,2.518403695217226,2.8027046740124284,2.925938750509378,2.9286871035549216,43.89601653713056,38.8596405126399,45.3508812026855,34.99516326910283,38.606279822432526,11.651924081087897,41.46720023921732,20.10101165019696,27.158105981189497,17628.17618842387,3.449856778869271,3.693241454255725,3.485550372672476,3.413825191273212,3.8023029969314432,2.518405580694937,2.8027044517672453,2.9259392859045903,2.9286870023165164,43.8960108642215,38.85966546513106,45.35088489790511,34.99499918338946,38.60626371487901,11.651918022921956,41.46722778939123,20.10104485531554,27.158111432676066,1.0016236665053135,93.70099911462955,202.4206855320023,4.953250123678664,12.552815049914798,764.5325840671456,628.1709357132306,13.65374264953204,94.4572265246656,628.8009804827074,323.1889611476986,93.6795427853068,18.54345672167756,8.45520628909785,48.58140382187685,30.489095306589896,8.181733641180895,8.01384445817376,11.510703949283936,22.66759489113015,0.676059385029843,18.757766019540444,51.04642608592356,3.822861895619398,1.817191292310944,7.079770118432889,11.705634622608208,16.35516391259582,3280.347285509109,283.0,5377.0,25098.741131539213,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
39,189,17628.366177749416,3.4548395977931974,3.695310024967248,3.4939210716026,3.3892541966568746,3.82507259968229,2.5189067934890845,2.8074281163690307,2.917125611209749,2.928272954107139,43.69160143176632,38.77471782187938,44.98150646516747,35.802848500942126,37.46310279760171,11.662896166109972,41.56159151898348,20.202633953138367,27.14345224959507,17628.36489602419,3.4548373472240312,3.6953095962541855,3.493918530366653,3.389251023751249,3.8250729604377183,2.518907237459325,2.8074297605258325,2.9171224267512814,2.9282726787629407,43.69162910246104,38.77471557852866,44.9815210513324,35.80287289143068,37.46322954128938,11.662899493365002,41.56156234971118,20.202534190430217,27.14346378998696,1.0175302179729226,96.799610554901,208.6574947648922,5.033409158551099,14.57835878281519,801.017327220565,613.8506702924153,14.707699908702777,90.24730959073442,638.31487786185,327.59443042885886,91.36112872789218,19.44065049143048,8.525940908648519,48.11282610664592,29.876662754899392,8.250014876183549,8.601345606077418,12.623567018844083,22.63817724540861,0.6936889309374484,15.582539404904963,46.02124470461448,3.9622434097504695,2.1946504033159826,7.633143319853996,10.525748695001257,16.88621947515191,3812.269454956055,194.0,3686.0,12608.796944666488,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
190,313,17629.04648172432,3.452658929515176,3.696586286346701,3.4786367385162213,3.451524685054905,3.816042178874337,2.515699807767967,2.8005961050863317,2.91931614655424,2.9284981307746456,43.78380333069628,38.73215457207056,45.82942069134769,33.633157239698555,37.00286113423219,11.672575255631886,41.41504274034291,20.641951989129986,27.154083491333736,17629.046424042033,3.452658932055796,3.696587197890109,3.478636748991293,3.4515247611709383,3.816040974549635,2.5156998572540967,2.800596211226885,2.919316142900419,2.9284981097189315,43.78380158756677,38.73213406044513,45.82942492574949,33.63315672547965,37.00286973463104,11.672573116850822,41.41504375434531,20.6419734923086,27.15408329453965,1.029821241855014,102.89262262438892,204.51623122720144,5.138220732904688,11.828391010920704,774.4015134124209,625.7949793232767,14.035027446602651,96.18516130421465,631.5175670389356,321.87387927415585,94.9594908671816,18.658045494739238,9.044718405078456,49.54843559267163,30.1902264276241,8.650831745346697,8.09306141105714,9.291690257990638,23.91481547377621,0.8910339912915988,19.94469233101907,49.99448504943105,3.883653841167992,2.111847213965856,7.551786450565545,9.7390463442481,17.575699219875357,6360.688165426254,318.0,6042.0,21304.256790123454,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
138,354,17629.13257156358,3.451511683503407,3.691819076109777,3.5020626800037533,3.383385128581629,3.8212921954840815,2.5184945300282995,2.805241156818519,2.9211383771638784,2.928627752964043,43.82746148977776,38.86779599911186,44.71648967454539,36.15115168281222,38.10459032987257,11.659334240231926,41.47778270765486,19.93655065078193,27.157726264640985,17629.13247939977,3.4515115804868035,3.6918181701673536,3.5020629402762853,3.3833845967580496,3.821292049720654,2.518495024756376,2.8052416216977267,2.9211380977740324,2.9286277470448785,43.82746373369656,38.86782991796121,44.71646626679424,36.15116248546088,38.10460269162797,11.659331510701918,41.47779235851865,19.936550969699532,27.15772489815823,1.016669582464859,100.1238092305486,203.22976386711764,5.098437817979775,13.6380454431232,782.1455746023132,629.6303520525871,14.254850779214056,93.41385358180544,627.4900070985803,321.3280472182268,93.76305484562444,18.356752129921503,8.691588404161516,49.11561462913456,30.11785793699552,8.11351798776836,8.827065405014418,13.60457988528786,21.983315793901845,0.6687652769193007,14.808526544119395,46.68662572649391,4.3919930464855454,1.974150319161672,7.855443530902601,12.873282918506716,15.610461721787113,7553.379034996033,372.0,7068.0,33096.87325695,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
159,222,17629.16946198183,3.4541020902449,3.708062644575248,3.489787971747793,3.403580925095464,3.817810990128233,2.51519866129353,2.806778368893412,2.9191220709568166,2.9283908102848057,43.737258144565786,38.427677091844565,45.11995233154309,35.261162983878314,38.17661629376398,11.66772666402043,41.49522506296538,19.963404639529735,27.14253668777908,17629.169153948053,3.454102598706222,3.708066773757012,3.4897898400603573,3.403585077804192,3.817815887275606,2.5151931966485552,2.806771748502142,2.919134909621934,2.9283901604047364,43.73727758729289,38.42749734244906,45.11985203435305,35.261269343025226,38.17691875315622,11.667766125230974,41.49484705716068,19.96321019308784,27.142512412771534,1.0189919955357238,98.86894619994506,207.5616820501852,5.07665698060987,13.555122306867718,782.3742589484781,609.9718699596865,14.428596635262403,95.20571522341956,642.6634201136785,329.5721059170551,92.88962586361431,22.65715740092828,9.348977410172834,44.59762083001711,26.37322250808794,8.27471435979034,9.985174076336838,13.289422778550009,21.7209604956767,0.8313335761449597,16.4274254965533,50.1855151475767,3.656710567628127,1.945852938061,7.390956445020107,10.724806747260049,15.988383015845171,2761.499789237976,237.0,4503.0,23476.966693312017,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
162,230,17629.34161854946,3.453215785011665,3.703907535410997,3.489204563204043,3.409779608556477,3.82781959646568,2.516022372432777,2.8036068203296227,2.9170754840616597,2.928391972175033,43.76174661715719,38.54162904378248,45.39503336269269,35.16722234505881,36.63707229851433,11.667386531912287,41.47479624446584,20.550122843944877,27.14821115158603,17629.34109703402,3.453215247663122,3.703907888146316,3.489225528095798,3.40978536710518,3.827831373835196,2.516025675282456,2.8036067934740334,2.9170979526011376,2.92839246141162,43.76175427530334,38.54169490805786,45.394653868951146,35.16714267495212,36.6373258557497,11.667351119927934,41.47476685646559,20.5502992946605,27.14825973260786,1.0209520064292046,97.99182348432268,206.3698789168575,5.038330129902539,12.685365798509103,778.0369052423687,616.5954252837826,14.146642323125793,94.94568240618196,639.3151184843896,327.49549488025554,93.2846857402335,21.355375737272404,9.08513345953008,46.01033091028788,27.768020704812475,8.387284412327457,7.966387497058404,11.871516845102828,23.0155867586468,0.7567475050436039,16.379530456845178,45.12561759838556,4.118895829982037,1.7883485577220872,8.578337828632463,10.646278292008224,16.266654253154528,4870.474752664566,238.0,4522.0,7911.148059330313,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
75,209,17629.346039344357,3.453932362710386,3.693730271617551,3.4909628007551854,3.426702705439699,3.819584529351428,2.5151180384009555,2.8029056261147294,2.923667100685439,2.928383321165689,43.72671351969256,38.84694628856188,45.099416048580096,34.45318337596723,37.8766587501526,11.671844989895607,41.39136441549775,20.12064249220459,27.14720261323529,17629.346029860462,3.453932305379505,3.693730840483824,3.490962486084945,3.426702465006967,3.819584430538901,2.515117864890552,2.80290565533918,2.923667129696432,2.9283833195049973,43.72671504486664,38.84693086021972,45.09941829272813,34.4531882531761,37.876686283884645,11.671845239451908,41.39136307161252,20.12063122577499,27.147202824836043,1.0115966773429674,96.27414250571849,207.3215547381064,5.032104131085119,12.853581581994703,798.1267846591697,638.0623774595985,14.926349422394871,95.3636760419382,646.2009541457251,331.0852556880181,92.89437264897786,16.962524679212283,9.088802587699298,52.3650961700718,33.281784010549785,7.632480567154023,7.592198595932966,11.113695530431674,22.116553489175743,0.647402721765162,15.470485686189129,46.3614858417896,4.125633972395112,1.999675982521596,7.761699577212066,9.76030846885883,17.16588940629435,4207.410974502564,217.0,4123.0,24286.744328981255,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
