Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
2,53,18.875769098296104,3.5748057752986364,3.3409350203568042,2.834609604734254,2.4311262142867283,2.8218535685075126,2.3962029781697574,3.6014891373510727,55.166831010292114,30.372571580350794,55.00097001850543,6.931429901090048,38.02877522076904,17.97654739794223,16.366917413150883,18.875769083439586,3.5748056028894166,3.3409350203568042,2.834609604734254,2.4311257834516025,2.821853348107565,2.3962029781697574,3.6014891373510727,55.16683435472518,30.372571580350794,55.00097001850543,6.931423561583355,38.02876543791327,17.97654739794223,16.366917413150883,0.965159083234237,1.8497238499523563,4.657489230433716,0.8750433013483176,73.98897671699524,57.0,855.0,14.13670841104894,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,46,8.411350540701026,3.798463536897745,3.756285006858826,2.1966936676661,1.9905775108792074,2.731404236214602,3.066330569946034,3.3837542279009463,56.08182938601415,54.622560299302954,64.25066867332926,3.457942410599139,39.21014744872319,49.61013811172732,41.18579790329438,8.411350247163966,3.798460605109832,3.756285006858826,2.1966936676661,1.9905810038790381,2.7314059941478437,3.066330569946034,3.3837542279009463,56.08176423535327,54.622560299302954,64.25066867332926,3.4579609447904227,39.21014172065314,49.61013811172732,41.18579790329438,0.25201275496477216,1.4389420933240098,0.6622169211653924,1.3060560163332775,67.95712780952454,54.0,810.0,6.756852764791831,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,47,10.029830368078734,3.8121926646680593,2.274949408292475,2.278552694501517,2.4193382033495032,2.6006548659887105,2.330708394233865,3.8550171607920674,49.079975270806464,58.802786703850124,57.18986904777936,7.456010642791338,38.75557674737595,41.2829851909568,27.21144196922449,10.029830186580998,3.8121929472790232,2.274949408292475,2.278552694501517,2.4193366757352606,2.600658009424996,2.330708394233865,3.8550171607920674,49.07996966161175,58.802786703850124,57.18986904777936,7.4559768223585765,38.75561868430865,41.2829851909568,27.21144196922449,0.5745857579491583,2.6344919269606355,1.1623271512671167,1.3747146300597,65.58708834648132,51.0,765.0,6.748592237321254,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,42,10.18891788012953,3.5790328500476494,3.2342898272414478,2.653289803544192,1.8471291792532587,2.938675666179278,2.7145395200049993,3.817070301839598,55.15170230754035,11.02838078502616,70.4134201933445,5.636019481785178,37.797770115488355,21.0319177920865,19.79975123701072,10.188917754057616,3.5790354218310223,3.2342898272414478,2.653289803544192,1.847126873867333,2.93867814722015,2.7145395200049993,3.817070301839598,55.1518930636895,11.02838078502616,70.4134201933445,5.63598034706875,37.79771079491259,21.0319177920865,19.79975123701072,0.0795106195409875,2.6034796079205043,0.803376136767888,0.8490401370903191,58.71225333213806,45.0,675.0,5.223003819166888,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,29,14.286518886515534,3.5827936943039407,2.29345714981162,3.178611073806568,2.149963437658077,2.8519731774930763,2.8281119756391364,3.38880031545549,52.15255959769385,13.246974831495667,44.833266384508256,6.623687406248922,38.54969682306036,48.06081645967847,35.52942641756976,14.286516141526945,3.582796214949413,2.29345714981162,3.178611073806568,2.1499751860797964,2.8519719089092845,2.8281119756391364,3.38880031545549,52.15259083861673,13.246974831495667,44.833266384508256,6.623734871899784,38.54965242671309,48.06081645967847,35.52942641756976,2.2411399166187493,1.9470933240434125,2.494714773515176,1.8222433220496894,80.23651218414307,38.0,570.0,12.193516298072653,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,48,10.797056439751813,3.8428291230233502,3.7917724363921335,2.8561823797425894,2.0600638433480483,2.66454980298443,3.2433914404182436,2.22949194590675,55.71675253089272,39.24428867619614,47.595324935163575,4.983842452847685,36.85743878000541,46.61828321967889,35.07878203353001,10.79705593040654,3.8428272350680155,3.7917724363921335,2.8561823797425894,2.0600557318368655,2.6645539034131724,3.2433914404182436,2.22949194590675,55.71672292106207,39.24428867619614,47.595324935163575,4.983880337631583,36.85741855402709,46.61828321967889,35.07878203353001,0.43498468746404045,2.7487813870340077,0.6044453420764746,1.4757929470646693,70.90081548690796,55.0,825.0,5.968540722977174,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,39,8.08374957016822,3.8103877166103906,3.578558656902977,2.206452013155284,1.9856550808680589,2.706841806194876,2.5872282967473588,2.5755506771726973,48.73009904268118,11.258852261569311,54.12430964109292,7.630369279897396,38.73053561832589,32.20506057481184,16.867689079097815,8.083748221341642,3.810392206621129,3.578558656902977,2.206452013155284,1.9856628767729494,2.7068347704369806,2.5872282967473588,2.5755506771726973,48.73001756762603,11.258852261569311,54.12430964109292,7.630402395839189,38.730543209818244,32.20506057481184,16.867689079097815,2.037117256119294,1.1210557898063662,0.7356750234365792,1.0595190434244068,106.27242875099182,50.0,750.0,11.340580868638423,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,42,8.083753545709968,3.810403619999571,3.3936363229798,2.1320003454441245,1.9856869998252709,2.7068161618675908,3.846049071092966,3.423049517256943,48.73242932915699,11.292208699586714,11.703714147051755,7.628736773838505,38.73072704685264,45.100978203901086,33.85908725195785,8.083752271925718,3.8104069262580498,3.3936363229798,2.1320003454441245,1.9856922724978257,2.7068103415440516,3.846049071092966,3.423049517256943,48.73222964339113,11.292208699586714,11.703714147051755,7.628794143135862,38.73083756549347,45.100978203901086,33.85908725195785,2.0367390997689614,1.1220786264866351,0.7352281036881582,1.0593044545539432,64.01521921157837,50.0,750.0,7.088712236976008,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,37,8.411345003787103,3.798465770604944,3.8802149646667337,3.16402835989416,1.990599221800581,2.7314031112397514,3.8107846374172984,2.9197605316336137,56.08101366806429,61.90923342488258,28.571725362719597,3.458344493734106,39.210002027351806,15.54366464427925,35.7718492868823,8.4113449833478,3.79846562672441,3.8802149646667337,3.16402835989416,1.9905991157604879,2.731403289116522,3.8107846374172984,2.9197605316336137,56.08100941541588,61.90923342488258,28.571725362719597,3.458346539059086,39.21000055898168,15.54366464427925,35.7718492868823,0.25191173890053425,1.4396469831337098,0.6623534103318078,1.3059914396241785,55.73869204521179,43.0,645.0,3.9732835953459453,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,40,13.234582908289115,3.7762534312336253,3.4876517081501857,2.3908589622186374,1.9765939068937342,2.727328955732812,3.6936576029800703,2.479695518295172,55.50960542661155,50.297121694789695,63.883758470761634,6.394506183870148,34.76470238075509,17.45077503017278,32.022078882796116,13.234582908289115,3.7762534312336253,3.4876517081501857,2.3908589622186374,1.9765939068937342,2.727328955732812,3.6936576029800703,2.479695518295172,55.50960542661155,50.297121694789695,63.883758470761634,6.394506183870148,34.76470238075509,17.45077503017278,32.022078882796116,3.8251410141822566,1.9785878564778887,0.33025404342302495,2.100234270302196,63.542672872543335,50.0,750.0,2.2651034727773336,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
