,molecule,mse_liq_density,mse_vap_density,mse_Pvap,mse_Hvap,mse_Tc,mse_rhoc,mapd_liq_density,mapd_vap_density,mapd_Pvap,mapd_Hvap,mapd_Tc,mapd_rhoc
0,R116,14957.909544861828,1434.7466356582986,10.89237011216828,354.27639535732027,649.6305942931139,12.414045032079148,8.759263033184778,40.41233210868903,35.85475249233963,20.7901111576289,8.698034978127067,0.5744728801425193
1,R125,5172.790159622343,61.67144926558351,0.3975015033624591,126.28431007163962,61.82508468639416,323.44779270819583,5.505020310090467,12.610197905379527,9.501494637851463,8.881381652325755,2.316703858432065,3.1447201201635404
2,R134,,,,,,,,,,,,
3,R134a,1247.5237030059793,21.981050013077216,0.8924888984395718,16.923177510135453,0.21928537366764897,252.96844653760485,2.7445082444546305,8.48863594979769,8.64719651066948,1.97608483152337,0.12513806742505196,3.1070486061861256
4,R14,989.1339144680321,89.69351714839645,0.4622237237515824,17.32149416797725,19.25792601938581,117.66302356366681,2.2321822875904136,7.883196407425008,6.0213462558417215,3.876467057472695,1.9288758096245109,1.7337261277905442
5,R143,1809.5102644015483,145.53766898304588,5.901087145922796,,18.759944539778296,2.1486087337444157,4.060650456380478,24.354845949526656,19.75201340449219,,1.00774201099327,0.31254015676591806
6,R143a,2277.7696638066836,54.76124241547889,0.3764243175828835,334.0399002339618,27.022166818884557,96.38382208790084,4.881449431073713,12.160006406959797,7.901731030202193,10.805815345091055,1.5029157477254005,2.277848322810203
7,R152,,,,,,,,,,,,
8,R152a,2560.8160781667225,5.152031905944226,0.41405792712867806,723.3955923593539,15.888722774476506,269.6705219332384,5.684744400657349,12.685258096733772,11.746234590700064,9.759128070864321,1.0315639029877994,4.462404338702843
9,R161,197.9519810594972,77.53165067488847,10.65312651102571,437.85375501355776,495.627159058944,24.0330002129978,1.612665025131014,63.803754551004864,59.712080590990155,5.117442597006519,5.932760919781131,1.6232935095084087
10,R170,429.17683898067054,189.17640515686625,24.76441050295582,687.3571146325794,116.62113822927985,0.3442948221202433,3.554568476676238,24.01993658747901,20.75843773593318,7.096353799550633,3.536963184627658,0.28458939367944375
11,R23,831.5303770038129,562.83998746051,13.956897843565315,154.98006614497666,115.66193702433705,225.78283080855738,1.9295675323669,37.79216386960258,32.10740293884428,6.212874978173079,3.593378991413237,2.8539547393155194
12,R32,3797.13489852779,1745.8872873983892,52.73138183143281,2322.6373273196027,478.14577375966775,104.21361496034429,4.752788014058296,63.544536323573396,43.13964906295366,16.656682062127167,6.223578944991905,2.3754193053216017
13,R41,4160.4225146507815,1330.770119926308,117.29887900670613,7724.616320003328,1150.454115994396,75.11161630914208,7.448481279651426,138.34922516923146,102.34315257189633,21.563316554004803,10.690350740613127,2.738206000650187
14,R50,1752.076529275538,7.025817964371127,0.9883917048681459,5254.963850731159,11.57803695937657,188.00081951265875,11.84294012818665,16.42121099799045,12.257501527274961,18.118657731135038,1.7855688693389062,8.429447365868235
