,molecule,mse_liq_density,mapd_liq_density,mae_liq_density,mse_vap_density,mapd_vap_density,mae_vap_density,mse_Pvap,mapd_Pvap,mae_Pvap,mse_Hvap,mapd_Hvap,mae_Hvap,mse_Tc,mapd_Tc,mae_Tc,mse_rhoc,mapd_rhoc,mae_rhoc
0,R116,6055.310124834667,5.499590706786326,77.54551697666666,40.322204839691985,13.044831459115382,5.514186395951114,0.5270816942411164,12.673626783654178,0.6263639602491108,18.28477162306469,4.490555657160463,4.252233879339569,2.900655199380448,0.5812138685083839,1.703130998890117,425.525031116505,3.3633760635170598,20.628258072762833
1,R125,6200.287445909892,5.998900063811461,76.8787010244445,421.45750160089756,28.969180843540997,15.612186678988886,5.1351016040896225,24.764206871912403,1.8399991870262227,335.40130834838175,14.537857625429456,18.038865962174377,331.8404979419583,5.367262736041064,18.21648972612337,31.818991240158795,0.9863319628101419,5.6408324953112015
2,R134,,,,,,,,,,,,,,,,,,
3,R134a,338.74502198590733,1.4542511360157095,18.351685395555613,6.56424434430596,6.785668629176307,1.8897715346177761,0.12099849767421178,5.282404209066083,0.2691303678473331,64.6529336324428,4.285042530787848,8.038329623015898,39.27728457740766,1.6747706397772744,6.267159211110538,16.95884451058185,0.8044758283235488,4.118111765188246
4,R14,310.7327027910146,1.2408968984735451,17.080683262222284,13.144078254302523,3.5672210043242627,2.190788703799997,0.020255870037531258,2.4683826532792765,0.10649553433268846,2.6217769279241603,1.3475029809078665,1.2273191789329303,5.295010767264395,1.0114232514631532,2.30108903940382,99.51739793011227,1.5944466710923928,9.97584071294807
5,R143,46791.67238432111,21.06173611224016,215.0126384777779,2272.9678623047703,74.53652069430781,40.47199708535777,125.82886345893682,69.36704945483885,9.822477567563556,,,,4185.2789035561855,15.052054807604131,64.69373156308257,159.80096595985273,2.6953604863951286,12.641240681193153
6,R143a,821.3521443707043,2.795644369159058,25.933762236888903,84.90529731881347,16.71931772511755,7.615576755624447,3.948667562494174,16.689554558219697,1.641848289465377,20.06086927627323,2.438870739409564,3.596308044800506,43.56884904917225,1.9083700556464929,6.600670348470089,25.740871393661475,1.1771568989571135,5.073546234505159
7,R152,,,,,,,,,,,,,,,,,,
8,R152a,23436.22622198816,17.415311598635334,152.7843999004444,323.41348633020135,58.40104797153278,14.589265729434223,24.231953011451782,54.50171306186276,4.111221679644666,7215.998682702128,31.94008178627172,84.76900596289619,1939.8058352116084,11.398055664635736,44.04322689371895,680.1803130206205,7.087029004346328,26.080266735994485
9,R161,4324.87306517572,8.567262605136714,65.71549217177778,4.981684241791564,22.79395626561238,1.8312184371708884,0.5870264240159697,20.597957431616585,0.643642985196667,2211.781979088103,12.179443289115985,47.026240804826934,213.4164346330385,3.8930791121510766,14.608779368346916,146.71323337469943,4.010769477978005,12.112523823493575
10,R170,277.6967264266611,3.5598385329554914,16.00460127199999,6.740440111029381,5.2454132354711485,1.9846944928088859,4.240916019137649,7.5625214790439585,1.5275456733048878,400.72482579423115,5.366511760790118,19.28963562104555,7.641663768610928,0.9053903554321235,2.764355941012468,51.01133219684388,3.464071101441039,7.142221796951134
11,R32,2017.8361990458102,3.7978917639668466,40.30408713088893,259.10191625248876,22.99937313933235,11.102338269422225,10.668388376863026,16.850200090181293,2.4772964728087534,138.85418782787104,3.565760736187572,8.683122759254866,84.41439617423555,2.614979576285352,9.187730741278585,842.037105337952,6.75217463333749,29.017875617245863
12,R41,1594.8959295412371,4.87845185930684,37.10559779088892,305.18765727495156,32.777191865262736,12.147347765479996,30.71045484681631,25.31593335181518,4.055119746324948,484.0804945044132,5.1812661459747815,16.143070334767618,184.45062801989704,4.280528296111674,13.581260177903118,270.0976635953276,5.192457825987252,16.43464826503225
13,R50,9.934292751566176,0.8277466228871615,2.996466687333327,0.5131249192662389,2.8338227883995692,0.5529022880999991,0.5244388425576553,3.307861003165992,0.5070717952688873,462.17674121852014,5.172146465943654,21.09322636544143,3.7289648245772087,1.0133355598265308,1.9310527762278298,1.8457592520343484,0.8352312962678857,1.3585872265093428
