sigma_Cm,sigma_C1,sigma_C2_0,sigma_C2_1,sigma_C2_2,sigma_C2_3,sigma_H1,sigma_F_1,sigma_F_2,sigma_F_3,sigma_F_4,epsilon_Cm,epsilon_C1,epsilon_C2_0,epsilon_C2_1,epsilon_C2_2,epsilon_C2_3,epsilon_H1,epsilon_F_1,epsilon_F_2,epsilon_F_3,epsilon_F_4
3.8343883280843865,3.457765743158186,3.854440238147629,3.3724641860604265,3.3066772142704943,3.7778048244851736,2.048426112864128,3.2002026825091594,2.840531112889784,2.98058369065712,2.9240918844001214,58.609044001220525,38.33442047721776,46.4931290972663,60.55934669252387,34.79454891399339,36.720649481442194,9.688687671726347,33.200066521026386,46.00929955440367,20.33752691240518,28.91367604743173
3.844403083104273,3.463800525264424,3.8576934969402297,3.612719868717959,3.347138164874357,3.5048231532858103,2.064768638186078,3.086977232081072,2.8486408398039704,2.980429929843933,2.9236796459858745,58.91771834808305,38.16468209453536,46.47295776062003,52.62167981240602,33.281645733668825,39.56235525130641,9.47925007149687,27.95837578711973,46.241554572213,25.08418775992196,28.875262976008333
