,molecule,mse_liq_density,mse_vap_density,mse_Pvap,mse_Hvap,mse_Tc,mse_rhoc,mapd_liq_density,mapd_vap_density,mapd_Pvap,mapd_Hvap,mapd_Tc,mapd_rhoc
0,R116,183.54259421115563,15.487129607690068,0.24254819180076076,1.310525135027223,6.264754304040058,237.99750017018687,0.7961392446766302,4.358918752132166,5.204233665115028,0.9331932343870469,0.8541613900776953,2.515353746882395
1,R125,212.59851231415706,31.19086310676359,0.08209118418654342,19.802055545574508,26.987637968004627,1.0664804864891801,1.070595402043387,5.9219529983420856,3.166024051498051,3.467250156445062,1.5306313345414806,0.1805744747271135
2,R134,,,,,,,,,,,,
3,R134a,46.416848454825626,4.664613726464721,0.2102672921543534,4.200966721054152,1.4031111908745553,15.64221692771479,0.513245301334627,4.58960070482962,4.870851522403496,0.9999752285012766,0.316541499456234,0.7726165782104264
4,R14,150.3621234212374,3.3273337372099734,0.0037555859126119583,1.6204037419922757,3.335682025750992,107.21104245798536,0.8677686987158034,1.0926672972685656,0.6677393927498838,1.0305288761522142,0.8027712896117206,1.6549323730949024
5,R143,411.6446476186482,426.0403201186658,15.647309860633698,,208.66532346830658,304.0173640381723,1.8262241091210134,34.25060273165935,27.502881885625,,3.3609242967338115,3.7177172100207705
6,R143a,1201.6253363388046,1.6067787864550511,0.229174159983017,59.97749822698728,11.851937572554208,215.26203406716232,3.561637649716811,2.241373367064257,3.52404750822672,4.655871442487353,0.9953348887128325,3.4041324513459226
7,R152,,,,,,,,,,,,
8,R152a,4407.62511572534,135.99388811697284,9.128992201157265,1853.3721097779144,673.9733289793422,72.57009503913437,7.546923487881776,38.44121894066326,34.719403470720586,16.2172443487797,6.7185104686078,2.314893562764908
9,R161,1459.2746934609045,3.986709566396999,0.4266457714487827,840.0144704952202,286.86730897108646,17.672630883698524,4.9929385561063855,18.727942208853417,16.28548493683863,7.547763447106244,4.5135663268335415,1.3920141835106072
10,R170,94.7715392596456,4.959431774041123,0.24090876610282802,147.85913207908817,3.8630516750206447,15.133207428393376,2.242219911551419,2.0366058161637266,2.324336902755544,3.590939584893417,0.6437350560538728,1.8867699778722182
11,R23,18208.933950668314,1548.0405180487098,47.6301021746357,2847.693304571887,1579.345466828758,54.68684849137121,9.683744918235519,233.78045797810393,193.0290504455237,24.13481309621006,13.278418821663218,1.4045689798138945
12,R32,4190.608473915059,62.710421157235245,2.492219227375499,39.64367169525957,15.188263878679786,1003.6072491895646,6.187667045809095,7.89349494125923,5.083469095504918,1.8755714885354344,1.109210850000848,7.371569187273265
13,R41,20829.12269130578,944.4557675015735,116.06991601210973,23905.709667759038,3537.6322590522736,184.03199715151615,17.43247930478173,395.2629191372627,295.08400922363745,34.492732760978726,18.746217255731136,4.286069743651922
14,R50,325.10572832765047,0.06594543605006187,0.2938270345924873,321.1998650144154,0.01789886173857103,36.44753336193666,5.069078922822752,1.5586943479046238,2.909679195614388,4.528676015015476,0.0702056147290593,3.7115328018004794
