,molecule,temperature,restart,sim_liq_density,sim_vap_density,Hvap,sim_Pvap,liq_enthalpy,vap_enthalpy,sim_Hvap,sim_Tc,sim_rhoc
0,R116,190,1,1593.4537273333333,6.753351452477777,16.19604537441522,0.7478153251288889,70751.38404977779,19595.241128555557,117.35259613571664,298.75634117814707,600.8528580498423
1,R116,210,1,1507.3874986777778,17.513308719666668,15.045620992067816,2.0625706206333336,72154.65144433333,19611.96929188889,109.01690153834517,298.75634117814707,600.8528580498423
2,R116,230,1,1413.2146625222222,39.849811682222224,13.655131483680957,4.8353818568777776,73091.84713833332,20200.967299666667,98.94175356633191,298.75634117814707,600.8528580498423
3,R116,250,1,1303.2424584111109,77.17045195244444,11.993431446346763,9.315706013911113,75158.8672241111,19453.93977,86.9014802235545,298.75634117814707,600.8528580498423
5,R125,229,1,1527.8691075,7.690161855822222,20.03987228026216,1.1712136202488888,41836.22862611111,12672.635629,166.97110715099285,343.0538728205249,579.4364861229487
6,R125,249,1,1451.8022662333333,18.25271375666667,18.554646493681616,2.8953435404444443,42774.5457638889,13411.707290555554,154.59628806600247,343.0538728205249,579.4364861229487
7,R125,269,1,1359.1525713222222,34.46628918366667,16.897260711733722,5.607779291266666,45001.78874377778,12669.649856933336,140.78704142421032,343.0538728205249,579.4364861229487
8,R125,289,1,1265.9837315333332,67.00300074611111,14.905544964292632,10.723037003355557,46107.34006999999,13267.532528744445,124.19217600643753,343.0538728205249,579.4364861229487
9,R125,309,1,1154.2441891333335,121.96299846555557,12.424377826761944,18.396400354544447,48024.18537566667,12979.580908400001,103.51922868490205,343.0538728205249,579.4364861229487
10,R134,240,1,1621.5393407,2.9109527141444445,31.215195598979285,0.5475720736322222,23315.748969222226,7956.500765044444,305.93864798780845,434.659173145499,540.7096715174442
11,R134,260,1,1568.1861036666667,4.434927546455555,29.854314145706994,0.8957776023455555,26518.082394,5291.7347168999995,292.6007135652728,434.659173145499,540.7096715174442
12,R134,280,1,1507.7605879777777,5.031321508155556,28.498500392661757,1.0975236103633332,29656.762017,2960.188271444444,279.31244743172664,434.659173145499,540.7096715174442
13,R134,300,1,1448.9126800222223,9.546104594077777,26.988443987552262,2.1916523688855554,31478.78009744444,3017.2826297444444,264.512456398525,434.659173145499,540.7096715174442
14,R134,320,1,1384.0235196444444,17.790928726266667,25.298587498085357,4.220871950166667,33264.60797633334,3153.444941522222,247.95025328685094,434.659173145499,540.7096715174442
15,R134a,240,1,1398.2108191444445,3.5295549338999996,22.820407085606497,0.6702633844177779,-873.0855593726744,3162.2199281999997,223.66172488536802,376.47922779058894,512.4718997259477
16,R134a,260,1,1338.0620268777777,9.837335181322223,21.407860834002584,1.953868674722222,465.652763925375,3914.9969285888887,209.8174262307064,376.47922779058894,512.4718997259477
17,R134a,280,1,1268.7133579000001,18.711722029777782,19.87004509808626,3.8537501889333328,1930.871721700978,3760.2869245111115,194.7453673160411,376.47922779058894,512.4718997259477
18,R134a,300,1,1199.787623322222,38.10848749066667,18.065940218234065,7.806488422955555,3221.531889188889,4175.1544666,177.06342116196234,376.47922779058894,512.4718997259477
19,R134a,320,1,1115.4260599111112,65.38967211088888,15.960665835847722,13.187647375166668,4686.542174266667,4034.225780177778,156.42972703218066,376.47922779058894,512.4718997259477
20,R14,130,1,1691.6625241777776,2.545152822955555,12.571139542603664,0.30765123189111115,-3785.4712184222226,1076.5449213733334,142.84687842075516,229.5624183971775,606.4519170453427
21,R14,150,1,1584.7318723333333,10.849950272877779,11.601285517523914,1.464689297888889,-2860.774452611111,1180.103494778889,131.8263484571085,229.5624183971775,606.4519170453427
22,R14,170,1,1468.7459979444445,30.34471141311111,10.476551711654587,4.369374795411111,-1977.9213526477777,1171.1888094955555,119.0459069801656,229.5624183971775,606.4519170453427
23,R14,190,1,1333.8080514666665,72.36254031444444,9.029204531515349,10.5582055696,-970.7173505817999,1165.9229082822224,102.5995835602959,229.5624183971775,606.4519170453427
24,R14,210,1,1151.6175456777778,154.79534984622222,6.98143284788583,21.2455276889,177.36982846799313,1010.1588028522223,79.33058779952604,229.5624183971775,606.4519170453427
