Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_Hc_min,sigma_H_min,sigma_F_min,epsilon_C1_min,epsilon_C2_min,epsilon_Hc_min,epsilon_H_min,epsilon_F_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_Hc_cum,sigma_H_cum,sigma_F_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_Hc_cum,epsilon_H_cum,epsilon_F_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
2,127,41.64847357684472,3.301058041733806,3.701547100432993,2.4698786763827374,2.488470278863982,3.005216370713814,67.65220599711637,56.13638871638565,5.636301791549462,11.18003949056906,22.416255772161875,41.64847270790055,3.301058041733806,3.7015470967036816,2.469878841661749,2.488470278863982,3.005216370713814,67.65220599711637,56.13640267467613,5.63629842825616,11.18003949056906,22.416255772161875,1.759104201467923,3.025658383517456,5.900527925175298,18.36504398733856,144.53654170036316,167.0,1837.0,1783.5383420720605,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,74,41.746356677923885,3.19908031909263,3.703538924661434,2.465901518127771,1.904865159796144,2.12967565046564,32.58108890403383,55.9529634068732,5.666904107401318,4.19653729184739,26.671434451446427,41.746306376654864,3.19908031909263,3.703533354149333,2.46590782925254,1.904865159796144,2.12967565046564,32.58108890403383,55.95297212170525,5.666944530576734,4.19653729184739,26.671434451446427,1.6645400700389388,3.0277345284126778,6.262455834917965,18.103722350346985,97.0178050994873,110.0,1210.0,86.91926458832934,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,24,41.824196611637575,3.762484359978421,3.7044350030787183,2.465042568622285,1.519804495295971,3.3492116237859677,55.72196723654875,55.83130154279735,5.692993528533259,14.8555456937241,30.458946927255813,41.82417608645693,3.762484359978421,3.7044290029121294,2.4650471540313603,1.519804495295971,3.3492116237859677,55.72196723654875,55.83132864863459,5.693046928568356,14.8555456937241,30.458946927255813,1.688887878357353,3.037155503085598,6.101450470583071,18.22405975536894,27.440959692001343,32.0,352.0,438.2914594915359,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,61,41.99081965887256,3.024876947232653,3.665286982743934,2.508476533205421,2.309914057744176,2.3619117945701227,15.609628103281382,61.88250446434629,4.541794336369857,10.168295455417049,38.088154929694575,41.99081925047254,3.024876947232653,3.665280668894552,2.508481365807786,2.309914057744176,2.3619117945701227,15.609628103281382,61.88273594594837,4.541802545017968,10.168295455417049,38.088154929694575,0.794959825562154,3.180352515060067,8.589333095635972,17.40048014223474,58.53154540061951,66.0,726.0,2471.583438220496,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,65,42.13958464415544,2.05618232529216,3.7063283434753664,2.462731053919333,2.001358876970428,3.3155369844691966,37.9019343289593,55.36993824329959,5.802561838180036,11.608843571417768,49.60267554731468,42.13929139948733,2.05618232529216,3.7070648689810377,2.4620497138319126,2.001358876970428,3.3155369844691966,37.9019343289593,55.37526115096072,5.794888432576273,11.608843571417768,49.60267554731468,1.74144708341877,2.964674216187788,6.124381785943116,18.21302563354189,70.84427428245544,81.0,891.0,180.51628030908608,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
21,62,42.26201933017998,2.097196146328185,3.706478798284642,2.4638505785954354,2.8474508633524795,3.8817249412587063,33.31991857890582,55.30239340122002,5.815506928023476,4.946626909802292,36.56380647394907,42.26201002481575,2.097196146328185,3.7064773895708503,2.4638517551831773,2.8474508633524795,3.8817249412587063,33.31991857890582,55.30253176510853,5.815477283574969,4.946626909802292,36.56380647394907,1.9306739272271312,2.983383221598211,6.725842078531819,17.34554458491458,63.77721381187439,71.0,781.0,3697.7629708568543,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,22,42.65520921301159,3.1833412076777066,3.7121642986140735,2.4551360212920086,1.957609999924683,2.389787292422694,15.01129576193129,54.76783358889208,5.923077653606398,7.473344210592955,35.722263563998695,42.65520025015537,3.1833412076777066,3.712168990324318,2.4551325456065927,1.957609999924683,2.389787292422694,15.01129576193129,54.76788387836359,5.923023348081592,7.473344210592955,35.722263563998695,1.756677267522421,3.0792964322819336,5.8319718594612455,18.379069852934496,25.18691873550415,29.0,319.0,535.351951171837,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,47,42.6850777419862,3.342576114266902,3.6524075253072463,2.5122932491275303,2.9193732426543577,3.648482294921268,73.63849796056655,61.60478943639868,4.725706866125279,8.297527887525211,32.49183198345992,42.685076634676165,3.342576114266902,3.652407490456968,2.512293329471549,2.9193732426543577,3.648482294921268,73.63849796056655,61.604802045492896,4.725704355708483,8.297527887525211,32.49183198345992,0.2919662257963036,2.4102110609224656,9.373046320317712,19.53817556181004,48.79499173164368,55.0,605.0,1701.4923527844392,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,169,42.96673866321184,3.413607073674114,3.653240347057223,2.520840861144787,2.062332890765625,3.677482035190695,56.4579232254136,63.44665787563873,4.313147471113145,8.794614533028073,19.28879284793063,42.96594051964236,3.413607073674114,3.653387692557511,2.5207946845881195,2.062332890765625,3.677482035190695,56.4579232254136,63.44434716217932,4.3121515487606485,8.794614533028073,19.28879284793063,0.5210540871699948,3.1734953431271684,8.766163185432301,18.07448489644238,155.58950471878052,176.0,1936.0,59.19047872812861,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,43,43.22934988566088,3.0742553001044595,3.716757326458609,2.4461817975662323,2.533959336074526,3.1108746027851097,24.58112808219037,54.34479759275653,6.002742966824272,2.3847195213417645,23.502891273103,43.2293069305441,3.0742553001044595,3.716757946850464,2.4461807889186584,2.533959336074526,3.1108746027851097,24.58112808219037,54.34489043257855,6.002711619580386,2.3847195213417645,23.502891273103,1.5863766801240076,3.2614660889725995,6.683933980282115,17.70968002805169,42.7358512878418,50.0,550.0,3561.3563178177124,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,45,50.17523677954723,2.7804506030740788,3.745162363004439,2.418741740250516,2.579226631299052,3.868878840050576,46.00809940424054,48.60144275459662,7.586131209884377,14.043746567790167,48.24085768141177,50.175202705979984,2.7804506030740788,3.7451641024977658,2.4187429521988646,2.579226631299052,3.868878840050576,46.00809940424054,48.6014990726072,7.586095061804387,14.043746567790167,48.24085768141177,2.814651119359124,2.631139944541172,5.001899591658666,18.598015109740704,51.27231907844544,58.0,638.0,341.7302898972891,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
