Run,Iter,Min Obj,sigma_C1_min,sigma_C2_min,sigma_Hc_min,sigma_H_min,sigma_F_min,epsilon_C1_min,epsilon_C2_min,epsilon_Hc_min,epsilon_H_min,epsilon_F_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_cum,sigma_Hc_cum,sigma_H_cum,sigma_F_cum,epsilon_C1_cum,epsilon_C2_cum,epsilon_Hc_cum,epsilon_H_cum,epsilon_F_cum,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
7,23,41.01794956363408,2.9551966731552644,3.689290122221967,2.483041467602891,2.393142563409067,2.9752186313243003,42.02872561149464,57.6918990739623,5.333296737434355,4.234215195973546,39.78533653962646,41.01794678605987,2.9551966731552644,3.689285187066094,2.483043032037263,2.393142563409067,2.9752186313243003,42.02872561149464,57.69191988828504,5.3333217516212645,4.234215195973546,39.78533653962646,1.4743439231584188,2.9446603037573444,6.762114562667815,18.065508745866214,24.92050313949585,29.0,319.0,150.03179678479438,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,87,41.03091307302911,2.7450031628628917,3.690628724907021,2.48084336555984,2.889038418019379,2.8450588888333863,48.94887507883845,57.64454486216555,5.332999671904265,13.878721450558654,23.682970505175923,41.029744173673706,2.7450031628628917,3.6905807918137383,2.480822535246792,2.889038418019379,2.8450588888333863,48.94887507883845,57.65254212443246,5.331488292690146,13.878721450558654,23.682970505175923,1.4298741289567396,2.972296365510589,6.814009154615962,18.02422400233352,94.61099410057068,108.0,1188.0,166.7342508447583,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,90,41.08552250499755,3.247118361504711,3.6751435668237473,2.498788983449577,2.984237968018897,2.5646387561749813,65.71035771438984,59.89489353317901,4.915647482945191,9.09048747258114,26.516921386065512,41.08551696961349,3.247118361504711,3.6751417911781536,2.498791446799478,2.984237968018897,2.5646387561749813,65.71035771438984,59.89489436872026,4.915665206579188,9.09048747258114,26.516921386065512,1.1486784734188986,3.0659557476601944,7.514204438061682,17.85061943471655,84.5642204284668,96.0,1056.0,151.70207998199217,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,138,41.18297180641169,2.476090454722937,3.69442551510292,2.476819972007023,1.974742882430653,2.677594096465288,12.874035633103926,57.10040111316518,5.440478131595652,10.571937727560188,36.57966211469325,41.1829700191412,2.476090454722937,3.694425486136219,2.4768200646039302,1.974742882430653,2.677594096465288,12.874035633103926,57.10040557801192,5.440477225408039,10.571937727560188,36.57966211469325,1.5335328043324843,2.971931594509535,6.613656917039643,18.042494938056294,166.5320827960968,190.0,2090.0,55.96454392041922,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
1,66,41.284991430195646,3.5412918548875973,3.6960514680070737,2.4776398766701404,2.3940795529916308,2.032307792979341,67.13152369709115,56.98353459387224,5.454463897020034,7.496316035362652,41.72561517884393,41.28495307517467,3.5412918548875973,3.6960524233599736,2.4776363301447577,2.3940795529916308,2.032307792979341,67.13152369709115,56.98331526733356,5.454515421165624,7.496316035362652,41.72561517884393,1.845192222450167,3.063989353358037,6.854487003838379,17.246458422628447,62.58919548988342,72.0,792.0,2561.201918548628,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,79,41.30968963533028,3.81427430569918,3.6709393070168295,2.503429456594193,2.1906262573723883,3.550312648513177,74.07641145121012,60.59531835453191,4.788790552542887,7.005106171169016,47.57780984707664,41.30968841784475,3.81427430569918,3.6709402345139055,2.5034323071321376,2.1906262573723883,3.550312648513177,74.07641145121012,60.595286447561385,4.788763871607794,7.005106171169016,47.57780984707664,1.0420904242859368,3.1224788565585078,7.69351427243741,17.85100060077547,81.08590912818909,96.0,1056.0,95.57935873523404,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,120,41.367247837512295,2.04667441125346,3.698627506365883,2.471937530953436,2.099115843344302,2.757889980804818,57.746817264515904,56.65567204222192,5.520861525986197,11.631292201458365,37.58437548032986,41.36724670669177,2.04667441125346,3.698629798585832,2.471941350895228,2.099115843344302,2.757889980804818,57.746817264515904,56.65564715831593,5.520853893588103,11.631292201458365,37.58437548032986,1.597236733502008,3.0274420370707023,6.44214054305356,18.029959296859097,145.29033517837524,167.0,1837.0,46.22954401961376,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,238,41.4650686104976,2.458292305758997,3.698902927880332,2.4713943581551243,2.053908994054153,2.052149958370411,61.84371574262271,56.440551633534014,5.576055396770493,12.858277778031272,28.932703547351043,41.464953022498925,2.458292305758997,3.698836280433673,2.471374691576236,2.053908994054153,2.052149958370411,61.84371574262271,56.440514501412366,5.576152144172312,12.858277778031272,28.932703547351043,1.5931792163668343,2.959028486759495,6.347542117223418,18.221996118198756,318.9185035228729,363.0,3993.0,161.8472800819955,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,122,41.55713338820347,3.091248719941695,3.699940818393401,2.470762658621024,2.995938195950965,3.4315491313704087,55.95124183440658,56.26081497106847,5.6146621776222485,7.702067768834806,17.141330068533186,41.55711956773779,3.091248719941695,3.6999392278700927,2.470752672741705,2.995938195950965,3.4315491313704087,55.95124183440658,56.26080345170468,5.6146958124535455,7.702067768834806,17.141330068533186,1.6746869367173682,2.953690098970178,6.3459044268209,18.101877014702183,144.42899870872498,169.0,1859.0,107.6107647215561,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,70,41.64539505107229,2.512613554514161,3.7005284413036006,2.4698893718172097,2.393277563511065,2.9790907500003,69.50166590953768,56.10507403462991,5.651818744406249,7.478290546826671,36.98773089721704,41.64523324610185,2.512613554514161,3.7005218995749702,2.4699052626776545,2.393277563511065,2.9790907500003,69.50166590953768,56.10550863553729,5.651799380601909,7.478290546826671,36.98773089721704,1.670054262649212,2.925267001817658,6.262975968812694,18.232064249383,69.06443333625793,79.0,869.0,333.27736569614905,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
