Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
14,68,225.03878192813323,3.50004352740532,3.7166276728580843,3.5564168737356603,3.3961144968946053,3.6098460742224643,2.2232977126461453,3.4413950550150596,2.9017478728266983,2.804445461991541,2.821622699844371,36.09617292552015,30.629956487288005,35.90470482529621,37.96607260338219,56.01643387120223,7.091065570873809,22.52494920127102,29.93453532718115,27.79851725208281,42.91735813854984,225.03877624370895,3.50004352740532,3.7166276728580843,3.556415535348585,3.3961144968946053,3.609846724793248,2.2232928714631592,3.441394032002067,2.9017478728266983,2.804443995795924,2.821622699844371,36.09617292552015,30.629956487288005,35.90506035850771,37.96607260338219,56.016098611747424,7.091087035103037,22.52482475189182,29.93453532718115,27.798513665641853,42.91735813854984,0.5746523439623747,13.538268386500402,19.948057743391995,4.185660695217344,135.20398139953613,76.0,1596.0,115.33273737487353,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
16,76,145.27715415380138,3.6237173954410795,3.7499232899117962,3.6823294056354525,3.138988825490751,3.2767025526763356,2.3772892730706587,2.7506998536457217,2.450079915628169,2.99253569588759,2.6245396754038337,69.55986097544282,69.12630912185124,47.600620085980204,17.2079345483619,38.37019101363462,2.972704487786835,28.845226080750805,22.286805344307705,38.03532857150831,44.808515622772845,145.27715412034235,3.6237173954410795,3.7499232899117962,3.682329272174072,3.138988825490751,3.2767028325817753,2.3772891070589224,2.750700640779265,2.450079915628169,2.992535361986673,2.6245396754038337,69.55986097544282,69.12630912185124,47.600614115018566,17.2079345483619,38.37017646317448,2.9726999718160676,28.845227202765017,22.286805344307705,38.035338594904125,44.808515622772845,0.041765068441604665,1.9671504258602448,2.8259287780021642,12.626720302773634,146.22726583480835,80.0,1680.0,45.80271782573941,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
18,74,187.83245369466732,3.7332165483330257,3.8996119827072526,3.608441952964913,3.7082308876730776,3.456175901397561,2.6075504837595185,3.3787976993704403,3.220481625293259,2.708497996926637,2.0691424397432683,60.0655177460737,57.56235904806927,26.649495771095175,26.70950442343954,47.14040714225968,5.791081850061346,37.593888681804096,30.615118120121007,38.946971103237644,49.66651242683443,187.8324536243752,3.7332165483330257,3.8996119827072526,3.6084419018219105,3.7082308876730776,3.456176070411656,2.6075511478044797,3.3787981416688955,3.220481625293259,2.7084968944510415,2.0691424397432683,60.0655177460737,57.56235904806927,26.649465648075516,26.70950442343954,47.140389923697704,5.791091810962192,37.59391731955033,30.615118120121007,38.94698161117035,49.66651242683443,2.1134450199655332,2.2670120722898943,9.311227437373459,7.910758815970463,138.1261031627655,79.0,1659.0,54.44604316546763,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,97,145.27373050987273,3.7666121824116194,3.2473444141112173,3.6820181523328825,2.697796683955685,3.276689563827388,2.376845526050889,2.754435925152236,3.9296800942967707,2.9922178549814444,3.2433914404182436,17.45848824196939,71.71680181595964,47.640365713062224,47.595324935163575,38.390937217168045,2.981864359968976,28.81230129239586,35.07878203353001,38.02108823917737,36.60007197672534,145.27372991269579,3.7666121824116194,3.2473444141112173,3.682020790923703,2.697796683955685,3.2766905398160198,2.376844706989076,2.754441948017078,3.9296800942967707,2.992216576471508,3.2433914404182436,17.45848824196939,71.71680181595964,47.640288217929005,47.595324935163575,38.390915444373796,2.981893858945923,28.812197288186496,35.07878203353001,38.02107746979336,36.60007197672534,0.0411857531044556,1.9791039770454482,2.8697335942344995,12.699203455473778,292.29237937927246,103.0,2163.0,56.48956782418286,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
19,91,145.27422723826325,2.6004966790678,2.2860116565161985,3.682086578538283,3.0831187577747468,3.2767510139501717,2.376382906902555,2.752940894375567,3.0921416082859032,2.9926311521390563,2.27085580614434,33.12083611395228,11.704206874264264,47.59005141240401,58.466417525987254,38.4073214318953,2.9859026698664453,28.82120714512903,39.24372011275741,38.02223711357044,21.60228803343588,145.2742149083215,2.6004966790678,2.2860116565161985,3.682090475322899,3.0831187577747468,3.2767650603253626,2.3763446700384643,2.7528929096903507,3.0921416082859032,2.9926238907162395,2.27085580614434,33.12083611395228,11.704206874264264,47.58906974467483,58.466417525987254,38.406946693406006,2.985356557353374,28.821873457830012,39.24372011275741,38.02234053010762,21.60228803343588,0.04119528308946652,1.9790697117762812,2.865083028645132,12.685209116567055,168.63816833496094,94.0,1974.0,25.498818722799538,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,89,145.2781164989763,3.1124804679808378,2.27291045132137,3.6821755886437475,2.2426869114814747,3.276482404346319,2.3761340753577658,2.7527132073618805,3.425977960765353,2.9927229856859845,2.0251119603182315,14.678328179816642,72.8729614500177,47.59625371983952,23.214060252964387,38.40977291549451,2.9887292192004202,28.826380016377463,35.34756245456402,38.014887067571635,44.63900805215124,145.27811513953847,3.1124804679808378,2.27291045132137,3.6821757679076756,2.2426869114814747,3.2764824662160064,2.37613319014776,2.7527160750834128,3.425977960765353,2.992722839386489,2.0251119603182315,14.678328179816642,72.8729614500177,47.596291254096315,23.214060252964387,38.40972348561033,2.9887436648233887,28.826315331292594,35.34756245456402,38.014889581275156,44.63900805215124,0.040844138106263486,1.961188092259656,2.9217000450516615,12.654074733663517,281.87665033340454,95.0,1995.0,297.8356159516831,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
17,129,225.01001906307087,2.8316974365350545,3.233370134310472,3.5559676676553313,2.203934518851595,3.6106279442048224,2.2249685408859046,3.4425920602218825,3.2436124634808303,2.8047806394567463,3.3082746939414887,19.395460108102892,58.84930811379086,35.98014361246481,43.75786858379216,56.01157731069725,7.0729686262189295,22.55220294885966,45.5522831740039,27.74977931170911,33.845420740809026,225.009989620782,2.8316974365350545,3.233370134310472,3.5560041056671885,2.203934518851595,3.6106100838880217,2.2250544467196414,3.4425946252451025,3.2436124634808303,2.8046935172315206,3.3082746939414887,19.395460108102892,58.84930811379086,35.98060598764669,43.75786858379216,56.01179972184562,7.071851834025399,22.553227978702363,45.5522831740039,27.74989776273575,33.845420740809026,0.6431376183727476,13.530130031484706,19.9348204217506,4.173845013858875,271.635529756546,156.0,3276.0,22.529602984279244,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,117,145.27225821003,2.8838085614968465,3.1631548146885824,3.6822201975493325,2.4078124504662437,3.276843065775304,2.376362617487869,2.7527841112312346,2.9139506548713854,2.992484238154361,3.017032481220479,23.77741070183894,61.909275909413665,47.62302048888444,11.794390777042738,38.364585469467556,2.9776150461081055,28.81346574954841,41.24504087541502,38.030191956886775,33.9333131736766,145.27225765062053,2.8838085614968465,3.1631548146885824,3.682220365380257,2.4078124504662437,3.2768429936277355,2.3763627049203877,2.752784186334633,2.9139506548713854,2.992484337172044,3.017032481220479,23.77741070183894,61.909275909413665,47.623024242439605,11.794390777042738,38.36458829933169,2.977614345502227,28.81346712768353,41.24504087541502,38.030194254551745,33.9333131736766,0.04140395933886873,1.9841841515798149,2.860871140133301,12.639787847686573,260.9027588367462,144.0,3024.0,29.06432187583267,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
12,132,190.97346622185609,2.3523925111501103,2.664127148733674,3.287811444083952,3.6189813842531637,3.1841583532524185,2.5796687535116716,2.84597698148786,3.757663968823688,2.9957752044677752,3.8107846374172984,39.89221727809246,45.51254304132427,61.58645092666139,28.571725362719597,61.765147146965504,7.958840086245843,22.282318697598512,35.7718492868823,34.282716319922336,43.25761851096945,190.97346622185609,2.3523925111501103,2.664127148733674,3.287811444083952,3.6189813842531637,3.1841583532524185,2.5796687535116716,2.84597698148786,3.757663968823688,2.9957752044677752,3.8107846374172984,39.89221727809246,45.51254304132427,61.58645092666139,28.571725362719597,61.765147146965504,7.958840086245843,22.282318697598512,35.7718492868823,34.282716319922336,43.25761851096945,0.2113984390242822,2.8561891831026704,3.5371019960641004,9.553214036089724,319.03651094436646,178.0,3738.0,33.822684074962254,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,118,145.27227706919408,2.6304896061907455,3.7857774170503022,3.6820913379243514,2.36802040325493,3.276863573136633,2.3765801231124484,2.7528988289873055,2.840387360002264,2.992485612115235,3.837203555955051,10.026131617938235,73.48934468701889,47.59574746771737,73.29592999329098,38.382486114933585,2.9793557304564846,28.82539423370284,36.98266694075727,38.033203876700874,35.539166922962906,145.2722749019991,2.6304896061907455,3.7857774170503022,3.682087549775836,2.36802040325493,3.2768660216812084,2.376579576330053,2.7528979356596013,2.840387360002264,2.9924842008965937,3.837203555955051,10.026131617938235,73.48934468701889,47.59581398448321,73.29592999329098,38.38248746134828,2.979360412217009,28.82534283538635,36.98266694075727,38.033182887067596,35.539166922962906,0.04132938289223968,1.9598700565464702,2.855166138469985,12.667203513613078,381.5869016647339,125.0,2625.0,22.884021671551647,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
