Run,Iter,Min Obj,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_1_min,sigma_F_2_min,sigma_F_3_min,sigma_F_4_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_1_min,epsilon_F_2_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_1_cum,sigma_F_2_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_1_cum,epsilon_F_2_cum,epsilon_F_3_cum,epsilon_F_4_cum,R134a-sim_liq_density-sse,R134a-sim_vap_density-sse,R134a-sim_Pvap-sse,R134a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
4,62,187.831212864473,2.2046688576556512,2.8281119756391364,3.608537385172225,2.8283585390538053,3.4562406694031393,2.6074620725596476,3.379798094439039,3.029778224116617,2.7084181170058415,3.173110081003986,68.72112449371245,18.935855769505444,26.644191869194508,62.48043376611905,47.14090609209376,5.7932381564055815,37.593693833232074,27.17180509109273,38.947670212501,40.4099294872658,187.8312067109097,2.2046688576556512,2.8281119756391364,3.608533795915691,2.8283585390538053,3.4562419127778226,2.6074592190551007,3.3797976554643467,3.029778224116617,2.708417635828596,3.173110081003986,68.72112449371245,18.935855769505444,26.644218286833016,62.48043376611905,47.14109969934235,5.793191058828628,37.59361371046344,27.17180509109273,38.94760380014408,40.4099294872658,2.157904634281819,2.2545806757642346,9.255468514369529,7.931860473761337,128.38156843185425,70.0,1470.0,43.007161701691544,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,65,185.83697054442675,2.0397602676795907,2.0524219737554383,3.1508094595204508,2.4924221352060916,3.36642208100266,2.554479878538957,2.629269789798816,3.684061784719211,3.052719574882503,2.558367358022279,48.074352644788725,73.02372364077887,60.75934857178406,11.212073809241298,43.11296021256967,6.223394033189287,32.866912617988966,28.575122542246014,36.13777973648751,41.149257495801464,185.83697038817928,2.0397602676795907,2.0524219737554383,3.150809925866935,2.4924221352060916,3.366421979361914,2.554480193229632,2.629269270950254,3.684061784719211,3.052719439162433,2.558367358022279,48.074352644788725,73.02372364077887,60.75935046791817,11.212073809241298,43.11296433144851,6.223385626213326,32.866906140510665,28.575122542246014,36.13777621000129,41.149257495801464,0.26978210759131954,3.84252588911468,2.6346680320217866,24.500143719385257,131.0200674533844,70.0,1470.0,48.40586533591636,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
3,81,145.2721448982472,3.977722177812989,3.496331308759678,3.6821492807183036,3.578558656902977,3.2768237926802017,2.3769671092636573,2.753928592947714,2.5872282967473588,2.9922168642525646,2.2600571442365553,11.258852261569311,54.12430964109292,47.61410012993229,27.260532859194708,38.37893167484229,2.9784879593342537,28.83505192527282,20.135500121703355,38.029581511578016,39.4915426007326,145.27214397317843,3.977722177812989,3.496331308759678,3.682152312073106,3.578558656902977,3.276823086787779,2.376966984632796,2.7539334591075337,2.5872282967473588,2.99221582356556,2.2600571442365553,11.258852261569311,54.12430964109292,47.614074949797605,27.260532859194708,38.378917239469786,2.9785030340674514,28.835017969039278,20.135500121703355,38.02959872446359,39.4915426007326,0.04122662653214713,1.9534821286063362,2.862043097683871,12.689889970003776,162.02062702178955,86.0,1806.0,44.61127986499689,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
1,113,145.27393546460564,2.834044009405148,3.440648986884316,3.682213636517943,2.604665145263679,3.2769343076144244,2.3763215783208436,2.7539152222696117,2.691121454086095,2.9924539202913563,3.0776334680067134,37.24764343621417,54.53926752578938,47.573666498016706,67.07763336541147,38.39468887570927,2.9868733924211166,28.818183039148334,34.55414399560131,38.031781279644456,21.93355211797076,145.2739347399103,2.834044009405148,3.440648986884316,3.682212290136833,2.604665145263679,3.2769350884870994,2.3763218682020693,2.7539150321797603,2.691121454086095,2.9924529460793274,3.0776334680067134,37.24764343621417,54.53926752578938,47.57365756707164,67.07763336541147,38.3947000255524,2.9868629799367916,28.818179413259887,34.55414399560131,38.03178383760234,21.93355211797076,0.04117804073555434,1.9641111398901987,2.8564404274375557,12.701576548327338,221.43484950065613,122.0,2562.0,22.19166888711253,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,108,141.0063609197635,3.6014891373510727,3.936523151438794,3.3475126790340983,3.3846452313386277,3.7554865219430287,2.8439216312452507,3.0706688052175752,2.0781095664657645,2.7272762665662933,3.756285006858826,16.392544199148258,37.3719956253284,47.67835356539514,44.65574352324612,58.79935615240928,5.295715458227549,25.84062224473772,44.211898516408056,24.653917851661,41.25505102307387,141.0063438803178,3.6014891373510727,3.936523151438794,3.347504884146807,3.3846452313386277,3.755488441851338,2.843920726956423,3.0706663550515274,2.0781095664657645,2.727281898978408,3.756285006858826,16.392544199148258,37.3719956253284,47.678249762999194,44.65574352324612,58.79885112723481,5.29577300343449,25.840888401131394,44.211898516408056,24.654000733415966,41.25505102307387,3.4262809655404816,1.008791523315157,1.366960475423574,3.017741719953681,212.8577880859375,116.0,2436.0,21.407513988808955,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
11,70,145.27210835867933,3.9003522384941594,3.1133063763903124,3.682097075103228,3.2831324178926744,3.276728388345213,2.3766635959461175,2.753123303489441,3.099095843017125,2.9923648996791212,3.837466871267212,35.666914840031076,72.61206434864629,47.64522176117164,18.21141876357643,38.3665375410184,2.9764752635981613,28.820818452776987,48.17895739261884,38.0250013904381,15.525664325974283,145.27210746772272,3.9003522384941594,3.1133063763903124,3.6820953179761235,3.2831324178926744,3.276728931210873,2.376662972732969,2.7531237345227533,3.099095843017125,2.9923653437519713,3.837466871267212,35.666914840031076,72.61206434864629,47.645184749223596,18.21141876357643,38.36658767038901,2.9764664384458794,28.820839782629452,48.17895739261884,38.025011035882535,15.525664325974283,0.04137817309983219,1.9843258524206635,2.8678959497502996,12.65225588129916,139.76603841781616,78.0,1638.0,19.240074606981082,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
10,92,190.9757921025062,3.2594350140431283,2.420348019829679,3.287969372489898,2.13307296270823,3.1840155263483316,2.5801763616038826,2.844415383218223,3.2789217617598796,2.9959051988880425,3.8496159407987007,27.11429008166222,14.287470894461547,61.60577353628232,60.19157192031105,61.76123174486952,7.96234245424811,22.270355783995587,23.20267301424972,34.281761834446456,48.21557122406658,190.9757854296594,3.2594350140431283,2.420348019829679,3.2879689095481797,2.13307296270823,3.184015326799272,2.580179528321728,2.8444059867000915,3.2789217617598796,2.9959065304113723,3.8496159407987007,27.11429008166222,14.287470894461547,61.605733976296705,60.19157192031105,61.76119992257866,7.962364425408833,22.270415224055437,23.20267301424972,34.2817326160707,48.21557122406658,0.2177415978125483,2.917485835626987,3.4962121095191616,9.540581557563874,176.74437856674194,98.0,2058.0,184.74962252420286,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
6,106,160.1337677449905,2.653289803544192,3.054116204515218,3.052004614631536,2.7145395200049993,3.9350184446100718,2.8871092263354576,2.8046739354018513,3.8588744674875217,2.8527645734469975,3.994645700902961,21.20213304244636,18.91382372587706,71.76591858851927,55.29318049684352,29.917171779891024,3.2293378309726637,37.7219620933631,47.30585874412692,35.991902257114766,19.349483669025766,160.13376747237575,2.653289803544192,3.054116204515218,3.0520038106374976,2.7145395200049993,3.9350189511134785,2.8871090816610545,2.8046755595118262,3.8588744674875217,2.8527648511052153,3.994645700902961,21.20213304244636,18.91382372587706,71.765916420943,55.29318049684352,29.917171291103948,3.2293511721451775,37.72196499903225,47.30585874412692,35.99189035157819,19.349483669025766,0.10261869218240888,1.8496889382500892,5.159053341294134,6.890447906311147,207.35737943649292,115.0,2415.0,41.48489208633094,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,82,148.35199537708655,2.479695518295172,2.9875394285374597,3.868954337569661,3.6579617991003572,3.4667958783958968,2.1446484632824743,3.0688428796170553,2.9726902218740636,2.8736908309464635,3.1377028741729625,30.62855660594046,74.26005003680919,59.448118308960694,34.709176220530786,37.05569926223133,3.0283961259577743,28.02626060022625,24.27218451819833,25.826418455781706,27.95294692699372,148.35196531361345,2.479695518295172,2.9875394285374597,3.868976993360991,3.6579617991003572,3.4667788347336037,2.1446343278174314,3.068829469933832,2.9726902218740636,2.8736693063463976,3.1377028741729625,30.62855660594046,74.26005003680919,59.447803866254375,34.709176220530786,37.05582697213633,3.028382030433796,28.026307594345734,24.27218451819833,25.82641981511435,27.95294692699372,0.05499226543722924,1.6151501451215204,5.071810407472816,1.365748611360666,184.72964572906494,103.0,2163.0,24.464268585131894,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,59,145.27582425343695,3.759996577126863,3.807683911652744,3.6822817515839494,2.5404165240595153,3.276698106014426,2.377394477984563,2.7516836973049825,3.6043221680091957,2.9922498685638503,3.466285050575022,43.73575578516363,60.10745418262273,47.64781582614144,40.27114210847876,38.36066738279138,2.9684586348563347,28.837688841304455,17.786912719438835,38.0259045762675,21.356449796576733,145.2758188922619,3.759996577126863,3.807683911652744,3.6822812519405783,2.5404165240595153,3.2766985854513164,2.377393278506249,2.751683967297912,3.6043221680091957,2.992250122283679,3.466285050575022,43.73575578516363,60.10745418262273,47.647738812334225,40.27114210847876,38.36068524366821,2.9684652097338198,28.837727016622885,17.786912719438835,38.02591089142524,21.356449796576733,0.041692858865443966,1.968955260937747,2.867336891810954,12.59762401515965,122.60325121879578,68.0,1428.0,65.5745625721645,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
