Run,Iter,Min Obj,sigma_Cm_min,sigma_C1_min,sigma_C2_0_min,sigma_C2_1_min,sigma_C2_2_min,sigma_C2_3_min,sigma_H1_min,sigma_F_12_min,sigma_F_3_min,sigma_F_4_min,epsilon_Cm_min,epsilon_C1_min,epsilon_C2_0_min,epsilon_C2_1_min,epsilon_C2_2_min,epsilon_C2_3_min,epsilon_H1_min,epsilon_F_12_min,epsilon_F_3_min,epsilon_F_4_min,Min Obj Cum.,sigma_Cm_cum,sigma_C1_cum,sigma_C2_0_cum,sigma_C2_1_cum,sigma_C2_2_cum,sigma_C2_3_cum,sigma_H1_cum,sigma_F_12_cum,sigma_F_3_cum,sigma_F_4_cum,epsilon_Cm_cum,epsilon_C1_cum,epsilon_C2_0_cum,epsilon_C2_1_cum,epsilon_C2_2_cum,epsilon_C2_3_cum,epsilon_H1_cum,epsilon_F_12_cum,epsilon_F_3_cum,epsilon_F_4_cum,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
1,38,15.004679413993422,2.834044009405148,3.682212642222641,2.0002287496346898,2.604665145263679,2.293511781634226,2.1846771895375956,1.9321708377727744,2.8465052314429973,2.79353494846134,3.0776334680067134,37.24764343621417,51.95140584994985,23.289396232548636,67.07763336541147,11.780193557865202,53.580388161596154,5.719463267292111,38.78992374334186,19.91354285083318,21.93355211797076,15.004678860934803,2.834044009405148,3.6822122928973893,2.0002287496346898,2.604665145263679,2.293511781634226,2.1846771895375956,1.932170385427864,2.846505956925014,2.79353494846134,3.0776334680067134,37.24764343621417,51.95147644876403,23.289396232548636,67.07763336541147,11.780193557865202,53.580388161596154,5.719430129180945,38.78992164030726,19.91354285083318,21.93355211797076,0.4423886578575526,7.382028408918097,1.2817903745658246,1.0552271147475112,85.1321029663086,46.0,966.0,13.234194866329158,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
8,45,8.411389506478153,3.1124804679808378,3.798410663496852,2.119835379024423,2.2426869114814747,2.0891037570895232,2.2149882582121854,1.9904840009406555,2.7314639365884767,3.1194339641082847,2.0251119603182315,14.678328179816642,56.080753795685524,46.92653002479624,23.214060252964387,26.401173397071027,58.34868051488105,3.458946179658356,39.20857889437465,48.95069961809094,44.63900805215124,8.411389271226867,3.1124804679808378,3.7984100985639726,2.119835379024423,2.2426869114814747,2.0891037570895232,2.2149882582121854,1.9904853704160734,2.731464630444425,3.1194339641082847,2.0251119603182315,14.678328179816642,56.080728842846305,46.92653002479624,23.214060252964387,26.401173397071027,58.34868051488105,3.458960757165863,39.20856778240185,48.95069961809094,44.63900805215124,0.25203888456716844,1.440963885440534,0.6638533570275681,1.305464793111863,161.60313773155212,52.0,1092.0,8.477503030735344,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,41,10.845431625067146,2.6304896061907455,3.6277930590891105,3.1557144305690707,2.36802040325493,3.575858467651009,3.2240623540898676,2.014621253959312,2.8739210459434816,3.3581376731308588,3.837203555955051,10.026131617938235,58.0338274544425,34.477720458475346,73.29592999329098,49.30654656331346,63.874977518745055,7.74388233063212,32.5751442112972,24.99516985934929,35.539166922962906,10.845430124526816,2.6304896061907455,3.627797977727243,3.1557144305690707,2.36802040325493,3.575858467651009,3.2240623540898676,2.0146228089700724,2.8739236866362634,3.3581376731308588,3.837203555955051,10.026131617938235,58.03397259636581,34.477720458475346,73.29592999329098,49.30654656331346,63.874977518745055,7.743860405107336,32.575091559297206,24.99516985934929,35.539166922962906,0.8094139539176023,3.2357379455960236,0.9626567239769102,0.8983047079587683,129.10816097259521,72.0,1512.0,7.959570121680433,2.0,ABNORMAL_TERMINATION_IN_LNSRCH
16,34,9.223493502227512,3.6237173954410795,3.7077104749180374,3.376826504771886,3.138988825490751,2.321942873631217,2.933760045526612,2.136003641523364,2.8188978416400183,3.1850237375315933,2.6245396754038337,69.55986097544282,59.43970790108901,26.712689095842755,17.2079345483619,22.54257758124234,42.4729710941276,9.222489683485493,28.93869695304909,23.681174543203078,44.808515622772845,9.223491123297254,3.6237173954410795,3.707734281073485,3.376826504771886,3.138988825490751,2.321942873631217,2.933760045526612,2.1359926997118754,2.8188909467972447,3.1850237375315933,2.6245396754038337,69.55986097544282,59.43983260066772,26.712689095842755,17.2079345483619,22.54257758124234,42.4729710941276,9.222472647336735,28.93857113881233,23.681174543203078,44.808515622772845,0.1026720523968676,1.2750152914919286,0.35155729510675626,1.383261133993441,138.09151911735535,47.0,987.0,2.4092192912336796,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,32,10.84542125339518,2.479695518295172,3.627818347700951,3.239911436762759,3.6579617991003572,2.3135827892921683,2.037152404354819,2.014397498172547,2.873934615015999,3.2126589233066607,3.1377028741729625,30.62855660594046,58.03427923595853,47.68343925097681,34.709176220530786,45.8116342426633,58.44673800892265,7.7434588842848875,32.57537938648322,17.321719204995457,27.95294692699372,10.845420886749633,2.479695518295172,3.6278194560989436,3.239911436762759,3.6579617991003572,2.3135827892921683,2.037152404354819,2.0144024662310525,2.8739335527826992,3.2126589233066607,3.1377028741729625,30.62855660594046,58.03426617073552,47.68343925097681,34.709176220530786,45.8116342426633,58.44673800892265,7.74342367605968,32.57540285714758,17.321719204995457,27.95294692699372,0.8106250398235517,3.227751713826115,0.9610398543127274,0.8994489135532839,70.95779228210449,40.0,840.0,5.45980992983391,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
5,37,25.174323081127824,3.7666121824116194,3.547840590512714,3.5018848680546744,2.697796683955685,2.5398557835300517,3.7917724363921335,2.3225723904594164,2.8437916918907864,3.326882995636896,3.2433914404182436,17.45848824196939,59.52218063281596,39.24428867619614,47.595324935163575,36.52889217948328,25.406753715796807,7.261941814566757,33.965445764512225,15.100461446090565,36.60007197672534,25.17432047836042,3.7666121824116194,3.5478415959785385,3.5018848680546744,2.697796683955685,2.5398557835300517,3.7917724363921335,2.3225666195688115,2.8437915917178564,3.326882995636896,3.2433914404182436,17.45848824196939,59.52211810791839,39.24428867619614,47.595324935163575,36.52889217948328,25.406753715796807,7.2619015273041265,33.965463072296444,15.100461446090565,36.60007197672534,0.37397984501501313,7.307165737732406,3.0332264613631823,1.1726332782443871,127.8206958770752,43.0,903.0,5.52397193356426,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
15,39,9.223499632982634,3.759996577126863,3.707715914200392,3.325439624750524,2.5404165240595153,2.5047334030091797,3.7097958853948043,2.1359082488339736,2.8189500157668523,3.144977034383212,3.466285050575022,43.73575578516363,59.44066662716126,46.975769395806516,40.27114210847876,32.27477901696332,14.43360764708577,9.223655200651722,28.937498178225336,49.39859898056558,21.356449796576733,9.223499632982634,3.759996577126863,3.707715914200392,3.325439624750524,2.5404165240595153,2.5047334030091797,3.7097958853948043,2.1359082488339736,2.8189500157668523,3.144977034383212,3.466285050575022,43.73575578516363,59.44066662716126,46.975769395806516,40.27114210847876,32.27477901696332,14.43360764708577,9.223655200651722,28.937498178225336,49.39859898056558,21.356449796576733,0.10270260298010242,1.277042472248662,0.35126726081627396,1.3829861076198617,167.31366968154907,54.0,1134.0,5.821795896616041,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
7,36,25.175218487186427,2.0397602676795907,3.547668173303062,2.056612976041589,2.4924221352060916,3.720055897365776,3.0776621286833055,2.3217322168633183,2.8438356779564984,2.248346630239822,2.558367358022279,48.074352644788725,59.515019360187175,46.46696425162116,11.212073809241298,62.04112372424007,25.143327799666334,7.256946386922216,33.97244520135828,45.22396490958001,41.149257495801464,25.175214762254594,2.0397602676795907,3.5476771266866165,2.056612976041589,2.4924221352060916,3.720055897365776,3.0776621286833055,2.3217115934483337,2.8438526009999054,2.248346630239822,2.558367358022279,48.074352644788725,59.515386101183275,46.46696425162116,11.212073809241298,62.04112372424007,25.143327799666334,7.256881804587073,33.97232040610877,45.22396490958001,41.149257495801464,0.3896392177508593,7.285424500334084,3.0344457833273832,1.1778235824236254,158.24981999397278,54.0,1134.0,11.852989542601303,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
12,48,8.41139180491579,2.3523925111501103,3.7984437347318623,2.2619936896218333,3.6189813842531637,2.6894733053665867,3.8802149646667337,1.990456427052678,2.7314031627791198,3.6894688907844433,3.8107846374172984,39.89221727809246,56.08211343425824,61.90923342488258,28.571725362719597,41.866478970295304,48.94216999698211,3.458169512009301,39.20949313350985,30.17867221463104,43.25761851096945,8.41139180491579,2.3523925111501103,3.7984437347318623,2.2619936896218333,3.6189813842531637,2.6894733053665867,3.8802149646667337,1.990456427052678,2.7314031627791198,3.6894688907844433,3.8107846374172984,39.89221727809246,56.08211343425824,61.90923342488258,28.571725362719597,41.866478970295304,48.94216999698211,3.458169512009301,39.20949313350985,30.17867221463104,43.25761851096945,0.2529081181824411,1.4383631006532032,0.6618399235899011,1.3062659032620167,130.01474261283875,70.0,1470.0,6.481961547564834,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,39,12.663564385537354,3.50004352740532,3.8440833350225763,3.51016437693536,3.3961144968946053,3.7289588601091994,2.645361993673493,2.144399553056209,2.6218759658598416,2.7642055040630344,2.821622699844371,36.09617292552015,47.15504320914808,50.424758914819606,37.96607260338219,73.2971350652714,54.05705794323023,9.597079723312925,36.979260904282825,27.017118392104805,42.91735813854984,12.663564129263477,3.50004352740532,3.8440845925124885,3.51016437693536,3.3961144968946053,3.7289588601091994,2.645361993673493,2.1444008619076684,2.621875433390273,2.7642055040630344,2.821622699844371,36.09617292552015,47.1550680175303,50.424758914819606,37.96607260338219,73.2971350652714,54.05705794323023,9.597109979502788,36.97921416065083,27.017118392104805,42.91735813854984,3.8422632310922245,0.5016703308216024,0.9091385549857982,1.1971476037335989,130.71638298034668,46.0,966.0,5.102371436184386,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
